Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,16.7%,19.0%,24.0%,17.8%,15.5%
2,Orlando,16.0%,14.9%,11.5%,16.5%,15.6%
3,Philadelphia,15.8%,14.1%,11.8%,15.1%,16.5%
4,Golden State,15.5%,20.8%,20.7%,15.7%,15.3%
5,Portland,15.1%,18.9%,22.1%,15.4%,14.7%
6,Atlanta,15.0%,13.1%,14.1%,14.4%,15.5%
7,Brooklyn,14.9%,12.9%,12.0%,15.5%,14.4%
8,LA Clippers,14.8%,12.4%,11.8%,15.2%,14.5%
9,Minnesota,14.6%,14.5%,15.1%,14.9%,14.3%
10,Toronto,14.5%,16.4%,11.5%,14.2%,14.9%
11,Detroit,14.4%,13.7%,16.2%,14.3%,14.5%
12,New York,14.3%,14.2%,12.7%,14.5%,14.1%
13,Indiana,14.3%,13.3%,8.4%,14.8%,13.7%
14,Cleveland,14.1%,12.0%,13.6%,14.6%,13.6%
15,Memphis,13.9%,8.4%,7.5%,13.7%,14.1%
16,Houston,13.9%,12.9%,7.7%,13.8%,13.9%
17,Miami,13.6%,11.1%,11.9%,13.2%,14.1%
18,New Orleans,13.6%,9.7%,9.5%,14.2%,13.0%
19,Sacramento,13.5%,12.4%,10.3%,14.0%,13.0%
20,LA Lakers,13.4%,11.2%,13.2%,14.0%,12.8%
21,San Antonio,13.3%,12.0%,12.5%,13.1%,13.5%
22,Charlotte,13.1%,10.7%,13.9%,13.1%,13.1%
23,Dallas,12.9%,13.8%,11.6%,12.9%,12.9%
24,Boston,12.8%,12.7%,14.2%,11.9%,13.7%
25,Washington,12.7%,12.1%,7.8%,13.3%,12.2%
26,Milwaukee,12.4%,12.7%,11.9%,12.7%,12.2%
27,Denver,12.3%,11.3%,9.8%,12.5%,12.1%
28,Phoenix,12.1%,13.5%,14.2%,12.1%,12.1%
29,Chicago,11.9%,15.2%,14.9%,11.6%,12.1%
30,Utah,11.3%,12.2%,12.9%,10.9%,11.8%
