Rank,Team,2025,Last 3,Last 1,Home,Away
1,Boston,108.9%,114.5%,117.9%,108.3%,109.6%
2,Okla City,109.5%,108.5%,108.6%,108.9%,110.1%
3,Houston,111.2%,108.6%,119.4%,109.1%,113.3%
4,Cleveland,111.8%,119.2%,123.3%,111.9%,111.8%
5,Minnesota,112.0%,118.5%,126.6%,111.5%,112.5%
6,Milwaukee,112.4%,119.7%,111.9%,112.1%,112.7%
7,Memphis,112.9%,107.7%,105.8%,111.4%,114.5%
8,LA Lakers,113.1%,107.6%,98.4%,111.3%,114.8%
9,LA Clippers,113.1%,124.8%,120.0%,110.6%,115.5%
10,Dallas,113.4%,113.9%,112.0%,109.8%,116.6%
11,Chicago,113.5%,102.0%,116.6%,112.8%,114.1%
12,Denver,113.5%,114.7%,116.4%,112.9%,114.0%
13,Golden State,113.8%,126.7%,142.1%,113.5%,114.0%
14,Detroit,113.9%,103.4%,115.7%,113.5%,114.3%
15,Miami,113.9%,133.8%,141.0%,115.7%,112.3%
16,Orlando,114.0%,120.7%,137.3%,112.4%,115.6%
17,Indiana,114.0%,105.6%,101.3%,113.9%,114.1%
18,Toronto,114.8%,120.7%,126.0%,113.1%,116.5%
19,New York,114.8%,122.5%,132.9%,114.0%,115.6%
20,Portland,115.1%,108.8%,93.5%,115.3%,114.8%
21,San Antonio,115.2%,113.8%,112.8%,116.8%,113.6%
22,Charlotte,115.3%,113.8%,96.7%,113.6%,116.9%
23,Washington,115.7%,113.5%,113.8%,117.0%,114.6%
24,Phoenix,116.1%,117.3%,121.9%,113.7%,118.5%
25,Utah,116.9%,117.6%,109.8%,115.3%,118.6%
26,Sacramento,117.2%,118.7%,125.9%,117.6%,116.8%
27,Brooklyn,117.5%,125.7%,114.9%,118.4%,116.7%
28,Atlanta,118.1%,114.7%,117.6%,117.6%,118.6%
29,New Orleans,118.2%,122.6%,103.8%,115.0%,121.5%
30,Philadelphia,119.6%,109.4%,108.4%,119.5%,119.6%
