Rank,Team,2025,Last 3,Last 1,Home,Away
1,Houston,10.2,10.7,6.0,10.2,10.2
2,Utah,9.0,6.7,6.0,9.3,8.7
3,Orlando,8.9,10.7,9.0,9.3,8.5
4,Memphis,8.8,11.0,7.0,8.7,8.9
5,Detroit,8.8,12.0,13.0,9.1,8.5
6,Golden State,8.8,7.7,6.0,8.7,8.8
7,Denver,8.7,8.7,9.0,9.1,8.3
8,New York,8.7,9.0,11.0,9.0,8.3
9,Minnesota,8.5,9.0,6.0,8.2,8.8
10,Portland,8.5,9.7,10.0,8.3,8.7
11,Toronto,8.4,5.0,4.0,8.3,8.5
11,New Orleans,8.4,9.3,14.0,8.0,8.8
13,Atlanta,8.4,6.0,4.0,8.4,8.3
14,Philadelphia,8.3,9.7,6.0,8.0,8.7
15,Washington,8.3,8.0,7.0,8.9,7.7
16,Charlotte,8.2,5.7,6.0,8.0,8.4
17,LA Lakers,8.1,10.3,11.0,8.3,8.0
18,Milwaukee,8.1,6.3,7.0,8.3,7.9
19,Brooklyn,8.1,6.3,7.0,7.7,8.5
20,Indiana,8.0,9.7,11.0,8.1,7.9
21,Boston,8.0,8.7,5.0,7.7,8.3
22,Dallas,8.0,7.7,10.0,8.8,7.3
23,Cleveland,7.9,12.3,12.0,7.6,8.3
24,San Antonio,7.9,6.3,4.0,8.0,7.8
25,Okla City,7.8,11.3,13.0,7.8,7.8
26,Sacramento,7.8,6.0,8.0,7.9,7.7
27,Miami,7.5,7.0,5.0,7.3,7.6
28,Chicago,7.4,7.0,8.0,7.4,7.5
29,LA Clippers,7.4,8.3,9.0,7.2,7.7
30,Phoenix,7.4,5.7,4.0,7.0,7.8
