Rank,Team,2025,Last 3,Last 1,Home,Away
1,LA Lakers,20.9%,21.9%,23.5%,21.7%,20.1%
2,Milwaukee,20.8%,19.1%,21.3%,21.3%,20.2%
3,Orlando,20.8%,20.9%,19.9%,21.4%,20.1%
4,Dallas,20.4%,19.3%,14.5%,20.8%,20.1%
5,Denver,20.3%,19.1%,18.7%,21.6%,19.0%
6,Philadelphia,20.1%,20.4%,17.5%,19.3%,21.0%
7,Indiana,19.8%,24.6%,26.9%,20.9%,18.7%
8,Houston,19.7%,32.0%,20.1%,19.1%,20.3%
9,Detroit,19.7%,25.5%,29.7%,20.5%,18.9%
10,Cleveland,19.6%,31.8%,31.4%,19.0%,20.2%
11,Atlanta,19.6%,16.7%,10.2%,19.7%,19.5%
12,Minnesota,19.5%,17.2%,13.2%,19.6%,19.4%
13,LA Clippers,19.4%,20.7%,20.6%,18.7%,20.0%
14,New York,19.3%,25.0%,22.6%,19.5%,19.2%
15,Golden State,19.3%,24.2%,25.1%,18.8%,19.7%
16,Utah,19.3%,14.2%,10.1%,18.5%,20.1%
17,Memphis,19.2%,20.6%,25.8%,19.4%,19.1%
18,Portland,19.1%,19.1%,17.2%,19.8%,18.4%
19,New Orleans,19.1%,19.2%,25.7%,19.1%,19.1%
20,Okla City,18.9%,26.4%,28.5%,18.6%,19.3%
21,Phoenix,18.8%,11.0%,6.0%,17.6%,20.0%
22,Sacramento,18.6%,11.0%,13.4%,19.2%,18.1%
23,Brooklyn,18.6%,19.2%,23.7%,18.1%,19.1%
24,San Antonio,18.5%,19.4%,28.3%,19.4%,17.5%
25,Toronto,18.1%,12.9%,13.8%,18.4%,17.8%
26,Miami,18.1%,12.9%,12.9%,17.5%,18.6%
27,Washington,17.9%,17.3%,15.6%,19.7%,16.1%
28,Boston,17.6%,19.4%,9.3%,17.3%,18.0%
29,Charlotte,17.4%,13.2%,16.2%,17.8%,17.0%
30,Chicago,16.9%,16.8%,15.8%,16.1%,17.7%
