Rank,Team,2025,Last 3,Last 1,Home,Away
1,San Antonio,16.1%,16.1%,13.8%,16.5%,15.8%
2,Miami,16.2%,21.5%,22.9%,16.7%,15.8%
3,Boston,16.6%,22.0%,18.4%,17.0%,16.2%
4,Milwaukee,17.9%,16.4%,23.8%,17.1%,18.6%
5,Denver,18.2%,18.6%,20.4%,17.8%,18.5%
6,Dallas,18.2%,12.7%,12.6%,18.4%,18.1%
7,Cleveland,18.3%,22.8%,20.4%,18.6%,18.0%
8,Chicago,18.3%,16.1%,20.0%,17.0%,19.8%
9,New York,18.4%,24.3%,17.6%,18.9%,17.8%
10,LA Lakers,18.5%,25.6%,28.4%,18.7%,18.3%
11,Minnesota,18.5%,17.9%,18.6%,17.7%,19.3%
12,Philadelphia,18.8%,20.2%,16.0%,18.6%,19.0%
13,Houston,18.9%,15.7%,9.6%,18.8%,19.0%
14,LA Clippers,18.9%,16.6%,18.6%,18.5%,19.3%
15,Charlotte,19.0%,10.9%,12.0%,20.3%,17.7%
16,New Orleans,19.1%,21.9%,22.0%,19.2%,19.0%
17,Atlanta,19.4%,17.5%,15.0%,18.1%,20.6%
18,Golden State,19.4%,18.9%,13.9%,19.0%,19.8%
19,Phoenix,19.4%,12.6%,3.0%,18.4%,20.5%
20,Utah,19.5%,15.6%,13.6%,18.8%,20.1%
21,Portland,19.6%,18.1%,13.0%,20.3%,18.9%
22,Sacramento,20.0%,16.3%,24.2%,20.1%,19.9%
23,Washington,20.1%,20.3%,10.7%,20.9%,19.4%
24,Indiana,20.5%,26.4%,28.5%,20.5%,20.6%
25,Okla City,20.7%,24.6%,26.9%,20.1%,21.4%
26,Memphis,20.7%,23.9%,29.6%,20.2%,21.3%
27,Detroit,21.2%,21.7%,25.4%,20.3%,22.1%
28,Brooklyn,21.4%,26.9%,23.7%,21.7%,21.1%
29,Orlando,21.8%,25.1%,24.4%,22.3%,21.2%
30,Toronto,21.9%,19.3%,28.3%,21.6%,22.2%
