Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,3.1,0.0,14.0,4.0,2.1
2,Boston,2.6,-2.3,-8.0,3.8,1.4
3,Denver,2.5,2.0,-11.0,4.6,0.4
4,Memphis,2.2,-4.3,-2.0,2.6,1.8
5,Houston,2.1,0.3,4.0,1.9,2.3
6,LA Clippers,1.8,-4.7,-16.0,3.0,0.7
7,Golden State,1.4,-8.7,-6.0,1.5,1.3
8,Minnesota,1.3,5.3,7.0,2.5,0.0
9,New York,1.2,-3.7,-11.0,2.3,0.1
10,Chicago,1.0,13.7,10.0,1.1,0.9
11,Milwaukee,0.6,3.0,-6.0,1.0,0.2
12,Sacramento,0.5,3.0,5.0,0.3,0.7
13,Detroit,0.3,1.7,-13.0,-0.3,1.0
14,Cleveland,0.3,-2.3,-13.0,-0.3,1.0
15,San Antonio,0.0,-6.7,18.0,2.2,-2.2
16,Indiana,0.0,0.0,-14.0,0.6,-0.6
17,Portland,-0.1,4.7,13.0,1.6,-1.9
18,Orlando,-0.3,-3.0,-23.0,0.1,-0.8
19,Atlanta,-0.7,1.3,0.0,-1.0,-0.5
20,Miami,-0.9,-3.0,-9.0,-0.3,-1.4
21,Toronto,-1.1,-2.3,-18.0,-0.6,-1.5
22,LA Lakers,-1.3,5.3,9.0,-1.1,-1.5
23,Dallas,-1.4,-7.3,-1.0,-0.2,-2.4
24,Philadelphia,-1.6,-7.7,-18.0,-2.3,-1.0
25,Phoenix,-1.7,-1.0,-8.0,0.0,-3.5
26,Charlotte,-1.8,-5.7,10.0,0.0,-3.6
27,Brooklyn,-2.7,-9.3,-10.0,-2.9,-2.5
28,New Orleans,-3.0,-10.3,-3.0,-1.2,-4.7
29,Utah,-3.1,-8.7,-12.0,-2.2,-3.9
30,Washington,-4.0,-6.0,2.0,-4.6,-3.5
