Rank,Team,2025,Last 3,Last 1,Home,Away
1,Orlando,11.4,10.3,13.0,10.8,12.0
2,Boston,12.5,13.3,16.0,12.3,12.8
3,Houston,12.6,16.0,18.0,12.4,12.7
4,Indiana,12.6,11.0,11.0,12.1,13.0
5,Minnesota,12.7,14.7,14.0,13.1,12.3
6,Portland,12.7,12.7,9.0,12.4,13.0
7,LA Clippers,12.8,13.0,11.0,12.2,13.5
8,Dallas,12.9,13.7,13.0,11.8,13.8
9,Brooklyn,12.9,14.0,16.0,13.0,12.8
10,Golden State,12.9,14.0,13.0,13.0,12.9
11,New York,13.0,13.3,17.0,12.3,13.8
12,Toronto,13.2,12.3,11.0,12.6,13.7
13,Okla City,13.3,12.3,11.0,13.1,13.6
14,Detroit,13.5,11.3,10.0,14.0,12.9
15,LA Lakers,13.5,11.3,7.0,12.9,14.0
16,Cleveland,13.5,13.0,15.0,13.2,13.8
17,Chicago,13.6,11.7,13.0,13.5,13.7
18,Denver,13.8,11.7,12.0,13.7,13.9
19,Milwaukee,13.8,14.3,12.0,14.2,13.5
20,Miami,13.9,19.7,22.0,13.9,13.8
21,Memphis,14.1,11.7,7.0,13.8,14.5
22,Phoenix,14.2,13.0,14.0,13.9,14.5
22,Charlotte,14.2,18.7,14.0,13.2,15.1
24,Philadelphia,14.2,13.0,13.0,14.0,14.4
25,Atlanta,14.2,14.0,16.0,14.5,14.0
26,Washington,14.3,13.0,10.0,14.3,14.2
27,San Antonio,14.4,16.3,14.0,14.5,14.2
28,Sacramento,14.5,12.0,14.0,14.6,14.5
29,New Orleans,14.6,15.7,9.0,13.7,15.6
30,Utah,14.9,16.0,13.0,14.6,15.1
