Rank,Team,2025,Last 3,Last 1,Home,Away
1,Washington,0.714,1.000,1.000,0.429,1.0
2,Indiana,0.708,--,--,0.75,0.667
3,New York,0.654,--,--,0.455,0.8
4,Portland,0.625,--,--,0.667,0.571
5,Houston,0.6,--,--,0.636,0.571
6,Chicago,0.588,--,--,0.5,0.714
7,Atlanta,0.583,--,--,0.583,0.583
8,Cleveland,0.579,--,--,0.7,0.444
9,Denver,0.577,--,--,0.429,0.75
10,Orlando,0.571,1.000,--,0.571,0.571
11,LA Lakers,0.546,0.000,--,0.625,0.5
12,Golden State,0.542,0.000,--,0.643,0.4
13,Phoenix,0.526,--,--,0.857,0.333
14,Detroit,0.52,0.333,0.000,0.4,0.7
14,LA Clippers,0.52,--,--,0.5,0.533
16,Charlotte,0.519,--,--,0.533,0.5
17,Minnesota,0.517,0.000,--,0.375,0.692
18,Boston,0.5,--,--,0.455,0.556
19,Philadelphia,0.474,--,--,0.455,0.5
20,Okla City,0.455,--,--,0.0,0.714
21,Brooklyn,0.444,--,--,0.546,0.375
22,Memphis,0.44,0.000,0.000,0.417,0.462
23,Sacramento,0.423,0.000,--,0.4,0.455
24,San Antonio,0.409,1.000,--,0.333,0.462
25,Milwaukee,0.4,0.000,0.000,0.333,0.429
26,Dallas,0.391,--,--,0.444,0.357
27,Toronto,0.381,--,--,0.4,0.364
28,Miami,0.32,--,--,0.167,0.462
29,New Orleans,0.273,--,--,0.286,0.25
30,Utah,0.25,--,--,0.308,0.143
