Rank,Team,2025,Last 3,Last 1,Home,Away
1,Denver,56.5,46.7,42.0,55.6,57.4
2,Memphis,55.3,41.3,40.0,57.2,53.5
3,Atlanta,55.1,55.3,56.0,56.0,54.3
4,Toronto,53.3,54.0,52.0,53.2,53.4
5,Detroit,52.3,48.0,48.0,52.5,52.0
6,New York,51.5,52.7,54.0,53.8,49.2
7,LA Clippers,51.4,56.7,58.0,52.0,50.8
8,Houston,51.1,47.3,46.0,51.4,50.8
9,Cleveland,51.1,45.3,50.0,51.2,50.9
10,Dallas,50.7,48.7,44.0,51.6,50.0
11,Chicago,50.6,51.3,40.0,51.0,50.2
12,Okla City,50.4,40.7,40.0,52.1,48.6
13,New Orleans,49.9,48.0,52.0,49.2,50.5
14,Indiana,49.1,34.7,26.0,48.5,49.6
15,Portland,48.8,56.7,52.0,47.6,50.0
16,Sacramento,47.8,39.3,40.0,46.3,49.4
17,Utah,47.8,51.3,44.0,46.6,49.0
17,San Antonio,47.8,44.7,58.0,49.7,45.9
19,Minnesota,47.4,48.0,42.0,50.2,44.6
20,LA Lakers,47.3,32.0,40.0,47.9,46.7
21,Miami,46.9,38.0,40.0,47.5,46.3
22,Philadelphia,46.7,44.7,44.0,48.3,45.1
23,Washington,46.2,40.7,46.0,46.6,45.9
24,Orlando,45.5,42.0,36.0,45.7,45.4
25,Charlotte,45.0,43.3,40.0,45.3,44.6
26,Golden State,44.2,50.7,50.0,43.7,44.7
27,Milwaukee,43.9,38.7,38.0,43.3,44.5
28,Brooklyn,43.5,38.0,48.0,44.9,42.1
29,Phoenix,42.2,40.0,40.0,42.0,42.4
30,Boston,40.8,34.0,34.0,41.0,40.6
