Rank,Team,2025,Last 3,Last 1,Home,Away
1,Orlando,128.1,127.3,150.0,124.5,131.8
2,Boston,129.8,136.3,144.0,130.2,129.4
3,Okla City,131.2,123.7,108.0,128.9,133.7
4,Houston,132.9,133.7,127.0,129.4,136.5
5,Minnesota,133.3,140.0,150.0,132.9,133.7
6,LA Clippers,133.8,144.3,144.0,130.2,137.3
7,Golden State,135.4,142.0,157.0,135.5,135.4
8,New York,135.9,142.7,155.0,134.2,137.6
9,Miami,137.0,155.0,164.0,137.7,136.3
10,Cleveland,137.6,145.3,140.0,136.9,138.3
11,Detroit,137.7,123.0,134.0,138.0,137.3
12,LA Lakers,138.9,134.3,128.0,136.2,141.6
13,Indiana,139.2,124.0,123.0,137.4,140.8
14,Brooklyn,139.3,151.0,140.0,140.1,138.4
15,Milwaukee,139.4,147.0,143.0,139.8,139.0
16,Portland,140.0,130.3,102.0,139.2,140.9
17,Charlotte,141.0,147.7,115.0,137.5,144.5
18,Toronto,141.1,141.3,147.0,139.7,142.4
19,Sacramento,142.3,131.7,149.0,140.8,143.9
20,Dallas,142.4,147.3,150.0,137.0,147.3
21,Phoenix,143.9,138.3,140.0,141.1,146.7
22,Memphis,143.9,138.7,139.0,142.2,145.6
23,Philadelphia,144.1,142.7,151.0,144.1,144.0
24,Denver,144.7,140.0,153.0,143.9,145.5
25,San Antonio,144.7,144.7,150.0,146.5,142.9
26,Atlanta,147.7,145.0,156.0,147.6,147.7
27,New Orleans,147.9,161.0,131.0,144.2,151.6
28,Chicago,148.2,125.3,139.0,147.5,148.9
29,Washington,148.9,146.3,146.0,150.8,147.1
30,Utah,150.9,159.3,139.0,149.7,152.0
