Rank,Team,2025,Last 3,Last 1,Home,Away
1,Houston,58.5,56.3,58.0,59.4,57.7
2,Memphis,56.0,55.7,58.0,55.6,56.3
3,Denver,54.5,58.0,56.0,54.8,54.3
4,Utah,54.5,57.7,46.0,54.0,54.9
5,Toronto,53.5,51.7,46.0,54.0,53.0
6,Detroit,53.5,57.0,49.0,53.9,53.1
7,Golden State,53.4,45.7,46.0,52.7,54.1
8,Charlotte,53.4,52.3,57.0,53.5,53.3
9,Portland,53.3,60.0,66.0,52.9,53.7
10,Cleveland,53.3,60.0,58.0,53.3,53.2
11,Chicago,53.2,57.3,46.0,54.0,52.4
12,Boston,53.1,45.7,41.0,53.9,52.3
13,Atlanta,52.8,49.3,48.0,53.0,52.6
14,Minnesota,52.5,52.3,45.0,53.1,51.9
15,Okla City,52.3,53.3,53.0,51.9,52.8
16,New Orleans,52.0,56.7,61.0,52.7,51.3
17,Sacramento,52.0,49.3,52.0,51.1,52.9
18,Washington,52.0,51.7,50.0,51.7,52.2
19,Milwaukee,51.6,51.0,60.0,51.8,51.4
20,San Antonio,51.6,50.7,54.0,51.6,51.5
21,New York,51.3,52.3,52.0,52.0,50.6
22,Dallas,50.9,46.0,46.0,52.3,49.6
23,LA Clippers,50.9,44.7,45.0,51.0,50.7
24,Orlando,50.8,52.0,53.0,51.6,49.9
25,Miami,50.7,44.3,50.0,49.0,52.4
26,LA Lakers,50.4,49.0,48.0,50.6,50.1
27,Phoenix,49.9,48.0,41.0,50.8,48.9
28,Indiana,49.6,56.7,56.0,49.3,49.9
29,Brooklyn,49.4,47.7,49.0,49.0,49.7
30,Philadelphia,48.1,59.0,54.0,48.9,47.4
