Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,6.6%,10.3%,6.3%,5.8%,7.4%
2,Boston,6.9%,5.8%,7.1%,6.9%,6.9%
3,New York,7.0%,10.0%,9.8%,7.2%,6.8%
4,Milwaukee,7.2%,6.8%,9.2%,7.6%,6.7%
5,Indiana,7.2%,11.0%,14.6%,7.0%,7.4%
6,Philadelphia,7.3%,8.7%,9.1%,7.3%,7.4%
7,Cleveland,7.4%,6.3%,7.8%,7.8%,6.9%
8,Golden State,7.5%,7.9%,10.8%,7.8%,7.1%
9,Chicago,7.6%,7.6%,9.9%,7.7%,7.5%
10,Miami,7.7%,11.1%,14.9%,7.4%,8.0%
11,Sacramento,7.7%,7.5%,9.3%,8.0%,7.5%
12,Orlando,7.8%,7.3%,5.2%,8.3%,7.2%
13,Houston,7.8%,7.4%,6.6%,8.0%,7.6%
14,Dallas,7.9%,8.8%,7.7%,7.3%,8.4%
15,San Antonio,7.9%,8.3%,7.7%,7.9%,7.9%
16,Brooklyn,8.0%,8.6%,10.0%,8.3%,7.8%
17,LA Lakers,8.1%,8.8%,8.1%,8.2%,8.1%
18,Memphis,8.2%,10.0%,12.2%,8.2%,8.2%
19,Minnesota,8.3%,10.6%,13.2%,8.6%,8.0%
20,Phoenix,8.4%,8.1%,6.5%,8.5%,8.3%
21,Denver,8.5%,11.0%,15.6%,8.3%,8.7%
22,Atlanta,8.6%,6.9%,3.8%,8.8%,8.3%
23,Detroit,8.6%,7.2%,5.7%,8.5%,8.6%
24,Charlotte,8.6%,9.7%,12.9%,8.4%,8.9%
25,LA Clippers,8.7%,8.3%,10.8%,8.0%,9.3%
26,Washington,8.7%,8.3%,7.8%,9.1%,8.3%
27,New Orleans,8.8%,10.3%,7.6%,8.9%,8.6%
28,Toronto,8.8%,7.7%,10.6%,9.1%,8.6%
29,Portland,9.3%,12.0%,9.5%,9.4%,9.1%
30,Utah,9.4%,10.3%,9.0%,9.4%,9.3%
