Rank,Team,2025,Last 3,Last 1,Home,Away
1,Boston,10.5,9.7,13.0,10.3,10.7
2,Milwaukee,11.3,12.0,14.0,11.4,11.1
3,Okla City,11.7,14.7,10.0,10.8,12.7
4,Indiana,12.0,19.0,22.0,11.0,12.8
5,Cleveland,12.1,12.7,16.0,12.5,11.6
6,New York,12.1,17.0,19.0,12.4,11.9
7,Orlando,12.2,12.0,8.0,13.3,11.0
8,Sacramento,12.2,10.7,17.0,12.4,12.0
9,Miami,12.3,13.3,21.0,11.4,13.1
10,LA Lakers,12.4,12.7,13.0,12.1,12.6
11,San Antonio,12.4,12.7,9.0,12.3,12.6
12,Phoenix,12.5,10.7,10.0,12.4,12.6
13,Philadelphia,12.6,13.0,14.0,12.7,12.5
14,Dallas,12.6,14.0,12.0,12.0,13.2
15,Minnesota,12.8,16.3,22.0,12.9,12.7
16,Golden State,12.9,13.3,15.0,13.1,12.7
17,LA Clippers,13.0,14.0,15.0,12.3,13.7
18,Chicago,13.2,14.0,17.0,13.2,13.2
19,Houston,13.6,13.7,14.0,13.8,13.4
20,Brooklyn,13.6,11.7,13.0,14.0,13.3
21,Detroit,14.0,13.0,10.0,14.0,13.9
22,Charlotte,14.1,15.0,18.0,13.3,14.8
23,Atlanta,14.1,14.3,12.0,14.1,14.1
24,Denver,14.1,15.7,19.0,13.5,14.8
25,New Orleans,14.2,15.3,12.0,14.0,14.4
26,Washington,14.3,15.7,14.0,14.6,14.0
27,Memphis,14.4,16.7,20.0,13.5,15.2
28,Portland,15.0,20.0,20.0,15.2,14.9
29,Toronto,15.1,13.0,13.0,15.9,14.3
30,Utah,16.2,17.3,18.0,16.0,16.4
