Rank,Team,2025,Last 3,Last 1,Home,Away
1,Miami,15.6%,18.7%,17.8%,15.5%,15.7%
2,San Antonio,16.2%,14.3%,12.5%,16.7%,15.6%
3,Boston,16.4%,21.6%,22.3%,16.5%,16.4%
4,Chicago,16.6%,14.9%,16.9%,15.6%,17.5%
5,Dallas,17.3%,14.7%,16.4%,17.7%,16.9%
6,LA Lakers,17.3%,24.1%,25.4%,17.2%,17.4%
7,Denver,17.3%,18.5%,18.6%,17.0%,17.7%
8,Milwaukee,17.6%,19.2%,21.1%,17.4%,17.8%
9,Cleveland,17.6%,24.4%,22.3%,17.5%,17.7%
10,New York,17.7%,20.9%,15.7%,17.7%,17.6%
11,New Orleans,17.8%,17.5%,18.0%,18.0%,17.5%
12,Phoenix,17.8%,11.8%,9.8%,17.2%,18.3%
13,Atlanta,17.9%,16.7%,16.9%,17.4%,18.3%
14,Utah,18.1%,16.7%,14.9%,18.3%,18.0%
15,LA Clippers,18.3%,18.2%,16.7%,17.9%,18.6%
16,Houston,18.4%,18.3%,15.4%,18.5%,18.4%
17,Sacramento,18.5%,15.6%,19.5%,18.7%,18.2%
18,Charlotte,18.5%,14.4%,17.1%,19.4%,17.5%
18,Portland,18.5%,18.6%,16.9%,19.0%,17.9%
20,Minnesota,18.5%,18.7%,18.9%,17.9%,19.0%
21,Philadelphia,18.7%,16.2%,13.7%,18.4%,19.0%
22,Washington,18.9%,17.5%,13.6%,19.1%,18.7%
23,Indiana,19.0%,22.0%,25.1%,19.1%,18.9%
24,Golden State,19.1%,23.1%,20.7%,19.0%,19.3%
25,Okla City,19.5%,22.3%,24.0%,18.9%,20.1%
26,Memphis,19.5%,21.9%,30.1%,19.2%,19.8%
27,Detroit,20.1%,20.9%,21.9%,20.3%,19.8%
28,Orlando,20.3%,23.2%,21.0%,20.3%,20.4%
29,Toronto,20.4%,17.3%,22.1%,20.3%,20.6%
30,Brooklyn,20.7%,24.5%,24.1%,21.1%,20.2%
