Rank,Team,2025,Last 3,Last 1,Home,Away
1,Miami,18.0,22.7,25.0,18.3,17.7
2,Boston,18.3,24.3,21.0,18.7,17.9
3,San Antonio,18.5,18.3,16.0,18.9,18.2
4,Milwaukee,20.3,18.0,28.0,19.6,20.9
5,New York,20.5,26.7,19.0,21.2,19.8
6,LA Lakers,20.7,29.0,33.0,20.9,20.5
7,Minnesota,20.8,20.3,21.0,19.9,21.6
8,LA Clippers,20.9,17.7,21.0,20.4,21.4
9,Denver,20.9,21.0,24.0,20.5,21.3
10,Dallas,20.9,15.0,15.0,21.1,20.8
11,Cleveland,20.9,25.3,22.0,21.3,20.5
12,Philadelphia,21.2,24.7,20.0,20.9,21.6
13,Houston,21.3,17.7,9.0,21.2,21.5
14,Charlotte,21.4,12.3,13.0,22.7,20.1
15,Chicago,21.5,18.3,22.0,19.9,23.1
16,Phoenix,21.8,13.3,3.0,20.6,23.0
17,Golden State,21.8,20.7,15.0,21.4,22.2
18,New Orleans,21.9,26.3,27.0,22.2,21.6
19,Sacramento,22.5,16.7,26.0,22.5,22.5
20,Portland,22.5,21.3,14.0,23.2,21.8
21,Utah,22.6,19.0,16.0,21.8,23.4
22,Atlanta,22.7,20.0,18.0,21.1,24.1
23,Indiana,23.6,29.7,31.0,23.5,23.7
24,Brooklyn,23.6,29.3,26.0,23.9,23.3
25,Orlando,23.6,26.0,24.0,24.2,23.0
26,Washington,23.7,24.0,12.0,24.8,22.6
27,Okla City,23.8,28.0,29.0,23.2,24.5
28,Detroit,24.2,25.0,30.0,23.3,25.1
29,Memphis,24.6,28.0,35.0,24.0,25.2
30,Toronto,25.2,21.7,32.0,25.1,25.4
