Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,0.793,0.667,1.0,0.852,0.731
2,Cleveland,0.758,0.333,0.0,0.783,0.733
3,Boston,0.72,0.333,0.0,0.681,0.761
4,Indiana,0.619,0.333,0.0,0.712,0.528
5,Houston,0.618,0.667,0.0,0.689,0.546
6,New York,0.61,0.333,0.0,0.62,0.6
7,Minnesota,0.598,0.333,0.0,0.625,0.571
8,LA Clippers,0.596,0.333,0.0,0.727,0.467
9,Denver,0.594,0.333,0.0,0.646,0.542
10,LA Lakers,0.586,0.0,0.0,0.727,0.442
11,Golden State,0.568,0.0,0.0,0.575,0.563
12,Milwaukee,0.568,0.333,0.0,0.651,0.489
13,Memphis,0.557,0.0,0.0,0.614,0.5
14,Detroit,0.523,0.333,0.0,0.5,0.546
15,Orlando,0.489,0.333,0.0,0.546,0.432
16,Sacramento,0.482,0.333,0.0,0.476,0.488
17,Atlanta,0.476,0.333,0.0,0.512,0.442
17,Dallas,0.476,0.333,0.0,0.55,0.409
19,Chicago,0.47,0.667,0.0,0.429,0.512
20,Miami,0.443,0.0,0.0,0.442,0.444
21,Portland,0.439,0.333,1.0,0.537,0.342
21,Phoenix,0.439,0.333,0.0,0.585,0.293
23,San Antonio,0.415,0.667,1.0,0.488,0.342
24,Toronto,0.366,0.333,0.0,0.439,0.293
25,Brooklyn,0.317,0.0,0.0,0.293,0.342
26,Philadelphia,0.293,0.333,0.0,0.293,0.293
27,New Orleans,0.256,0.0,0.0,0.342,0.171
28,Charlotte,0.232,0.0,0.0,0.293,0.171
29,Washington,0.22,0.333,1.0,0.2,0.238
30,Utah,0.207,0.333,0.0,0.244,0.171
