Rank,Team,2025,Last 3,Last 1,Home,Away
1,Orlando,20.2%,19.1%,18.9%,20.9%,19.6%
2,New York,19.5%,23.2%,22.5%,19.4%,19.5%
3,Minnesota,19.3%,20.0%,18.9%,19.5%,19.0%
4,LA Lakers,19.2%,20.7%,23.4%,19.7%,18.6%
5,Houston,19.0%,24.0%,15.4%,18.3%,19.6%
6,Brooklyn,18.9%,19.5%,25.1%,18.7%,19.0%
7,Memphis,18.8%,19.0%,18.8%,19.0%,18.6%
8,Portland,18.7%,20.8%,22.1%,19.3%,18.2%
9,Indiana,18.7%,22.3%,24.0%,19.3%,18.2%
10,Denver,18.7%,20.4%,18.6%,19.3%,18.1%
11,Cleveland,18.6%,26.3%,26.2%,18.3%,19.0%
12,Utah,18.5%,17.0%,15.9%,17.8%,19.2%
13,Golden State,18.4%,21.4%,18.7%,18.2%,18.6%
14,Milwaukee,18.4%,17.9%,17.5%,18.5%,18.4%
15,Detroit,18.4%,21.6%,21.0%,19.2%,17.6%
16,Philadelphia,18.4%,17.8%,15.5%,17.8%,19.0%
17,Okla City,18.3%,22.0%,25.1%,17.6%,18.9%
18,Phoenix,18.2%,10.8%,7.6%,17.4%,19.1%
19,Dallas,18.2%,16.7%,16.4%,18.4%,18.0%
20,Sacramento,18.0%,15.3%,15.4%,18.5%,17.5%
21,Boston,18.0%,21.6%,23.3%,17.3%,18.6%
22,Atlanta,17.9%,15.7%,14.1%,18.0%,17.9%
23,Charlotte,17.9%,13.7%,15.0%,18.2%,17.6%
24,LA Clippers,17.7%,20.0%,22.6%,17.3%,18.1%
25,New Orleans,17.4%,17.2%,23.7%,17.4%,17.5%
26,Toronto,17.4%,12.2%,12.5%,17.4%,17.5%
27,Washington,17.4%,14.3%,11.7%,18.6%,16.2%
28,San Antonio,16.9%,16.9%,22.1%,17.5%,16.4%
29,Miami,16.8%,13.8%,11.9%,16.2%,17.4%
30,Chicago,15.7%,14.9%,15.9%,15.4%,16.1%
