Rank,Team,2025,Last 3,Last 1,Home,Away
1,Denver,19.1,12.0,14.0,19.6,18.5
2,Detroit,18.4,17.7,24.0,18.4,18.5
3,Chicago,18.4,18.3,13.0,18.8,18.0
4,Toronto,18.1,20.7,22.0,18.2,18.0
5,Atlanta,17.1,17.3,22.0,16.9,17.2
6,Indiana,16.9,14.0,7.0,17.2,16.5
7,New Orleans,16.4,14.7,9.0,17.8,15.1
8,Houston,16.4,11.3,10.0,15.4,17.4
9,Memphis,16.3,8.3,7.0,18.2,14.4
10,San Antonio,16.2,17.7,18.0,16.4,16.0
11,Washington,16.0,11.3,11.0,16.5,15.5
12,Okla City,15.9,12.3,9.0,16.8,15.1
13,Portland,15.8,15.7,19.0,16.4,15.1
14,Philadelphia,15.7,12.7,12.0,15.6,15.8
15,LA Clippers,15.7,17.0,19.0,16.2,15.2
16,Dallas,15.0,14.3,15.0,16.3,13.9
17,New York,15.0,11.3,10.0,15.8,14.2
18,LA Lakers,14.7,9.7,11.0,15.0,14.5
19,Cleveland,14.6,13.3,16.0,15.0,14.1
20,Sacramento,14.3,10.0,15.0,14.2,14.4
21,Brooklyn,14.3,19.0,16.0,14.2,14.4
22,Miami,14.1,10.0,12.0,13.1,15.1
23,Golden State,14.1,10.0,7.0,14.4,13.8
24,Utah,14.0,10.3,5.0,13.1,15.0
25,Orlando,13.7,14.7,13.0,14.0,13.3
26,Minnesota,13.4,10.0,11.0,13.1,13.7
27,Milwaukee,13.2,10.7,16.0,13.6,12.7
28,Phoenix,12.7,12.3,7.0,12.7,12.7
29,Boston,11.8,8.3,8.0,12.6,11.0
30,Charlotte,11.8,9.3,8.0,11.8,11.8
