Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,11.4%,13.3%,8.4%,10.8%,12.1%
2,Boston,12.1%,12.7%,16.2%,12.0%,12.2%
3,Cleveland,12.7%,15.2%,11.6%,12.8%,12.6%
4,Indiana,13.0%,19.0%,24.0%,12.8%,13.1%
5,Sacramento,13.1%,14.9%,18.5%,13.3%,12.8%
6,Milwaukee,13.1%,12.7%,16.5%,13.6%,12.6%
7,New York,13.2%,16.1%,17.6%,13.0%,13.4%
8,Philadelphia,13.4%,14.7%,13.7%,13.0%,13.9%
9,San Antonio,13.5%,14.0%,11.5%,13.5%,13.5%
10,Houston,13.5%,12.5%,12.1%,13.7%,13.4%
11,Dallas,13.6%,14.4%,15.5%,13.2%,14.1%
12,Miami,13.7%,17.3%,18.8%,13.2%,14.2%
13,Golden State,13.8%,15.8%,16.7%,13.9%,13.7%
14,Chicago,13.8%,13.9%,17.9%,13.8%,13.8%
15,LA Lakers,13.9%,15.6%,15.3%,13.7%,14.0%
16,Phoenix,13.9%,13.2%,14.2%,13.6%,14.3%
17,Denver,14.0%,17.8%,22.5%,13.4%,14.6%
18,Orlando,14.1%,12.5%,12.6%,14.4%,13.8%
19,New Orleans,14.2%,13.7%,12.3%,14.0%,14.4%
20,Atlanta,14.4%,11.1%,9.4%,14.6%,14.3%
21,Detroit,14.4%,15.7%,14.3%,14.1%,14.8%
22,Minnesota,14.5%,17.4%,19.8%,14.3%,14.7%
23,LA Clippers,14.5%,11.0%,14.7%,14.2%,14.8%
24,Toronto,14.8%,10.6%,12.5%,14.8%,14.7%
25,Memphis,14.8%,17.0%,20.7%,14.6%,15.0%
26,Washington,14.9%,14.6%,10.7%,15.0%,14.8%
27,Brooklyn,15.1%,15.9%,19.1%,15.7%,14.6%
28,Charlotte,15.3%,17.8%,18.2%,14.3%,16.2%
29,Portland,15.5%,17.3%,16.9%,16.0%,15.0%
30,Utah,16.5%,16.4%,13.9%,16.4%,16.7%
