Rank,Team,2025,Last 3,Last 1,Home,Away
1,LA Lakers,0.271,0.297,0.321,0.284,0.259
2,Orlando,0.268,0.263,0.25,0.278,0.257
3,Milwaukee,0.266,0.243,0.289,0.275,0.258
4,Dallas,0.263,0.249,0.184,0.267,0.259
5,Denver,0.261,0.251,0.262,0.278,0.245
6,Philadelphia,0.257,0.262,0.223,0.244,0.271
7,Detroit,0.254,0.344,0.407,0.263,0.244
8,Utah,0.252,0.183,0.124,0.241,0.264
9,Atlanta,0.252,0.204,0.118,0.254,0.25
10,Indiana,0.252,0.344,0.414,0.267,0.238
11,Minnesota,0.25,0.226,0.176,0.251,0.249
12,LA Clippers,0.25,0.26,0.268,0.239,0.26
13,Houston,0.249,0.438,0.25,0.24,0.258
14,Cleveland,0.248,0.438,0.411,0.24,0.257
15,Memphis,0.248,0.276,0.375,0.25,0.246
16,Portland,0.246,0.249,0.219,0.258,0.234
17,Golden State,0.245,0.328,0.333,0.24,0.251
18,New Orleans,0.244,0.245,0.33,0.243,0.245
19,New York,0.244,0.339,0.302,0.245,0.243
20,Phoenix,0.241,0.135,0.071,0.223,0.258
21,Brooklyn,0.24,0.252,0.338,0.234,0.246
22,Okla City,0.235,0.349,0.356,0.228,0.242
23,Sacramento,0.235,0.134,0.169,0.243,0.226
24,San Antonio,0.234,0.247,0.381,0.247,0.22
25,Toronto,0.232,0.153,0.165,0.236,0.227
26,Washington,0.229,0.22,0.189,0.256,0.204
27,Miami,0.229,0.167,0.169,0.22,0.237
28,Charlotte,0.222,0.169,0.212,0.225,0.218
29,Boston,0.219,0.249,0.116,0.214,0.224
30,Chicago,0.214,0.211,0.205,0.202,0.227
