Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Orlando,0.352,0.287,0.277,0.362,0.342,0.352
2,LA Lakers,0.349,0.362,0.299,0.373,0.331,0.349
3,Dallas,0.314,0.221,0.165,0.334,0.272,0.314
4,Detroit,0.313,0.347,0.44,0.295,0.33,0.313
5,Indiana,0.311,0.325,0.415,0.321,0.303,0.311
6,Brooklyn,0.31,0.328,0.322,0.304,0.316,0.31
7,Minnesota,0.303,0.314,0.227,0.334,0.276,0.303
8,San Antonio,0.3,0.302,0.442,0.275,0.342,0.3
9,Utah,0.297,0.221,0.182,0.318,0.272,0.297
10,Denver,0.294,0.247,0.154,0.277,0.311,0.294
11,Toronto,0.293,0.335,0.2,0.291,0.294,0.293
12,Houston,0.293,0.236,0.193,0.301,0.285,0.293
13,Portland,0.292,0.332,0.418,0.315,0.278,0.292
14,New Orleans,0.286,0.323,0.337,0.275,0.299,0.286
15,Philadelphia,0.285,0.242,0.268,0.293,0.275,0.285
16,Cleveland,0.282,0.228,0.149,0.282,0.281,0.282
17,Golden State,0.281,0.241,0.173,0.262,0.292,0.281
18,Miami,0.281,0.336,0.255,0.257,0.305,0.281
19,LA Clippers,0.281,0.295,0.296,0.259,0.297,0.281
20,Charlotte,0.279,0.245,0.233,0.261,0.293,0.279
21,Memphis,0.277,0.229,0.161,0.296,0.252,0.277
22,Chicago,0.274,0.331,0.39,0.285,0.263,0.274
23,Okla City,0.27,0.277,0.271,0.262,0.277,0.27
24,Sacramento,0.267,0.246,0.289,0.25,0.281,0.267
25,New York,0.256,0.296,0.159,0.249,0.265,0.256
26,Atlanta,0.254,0.185,0.168,0.269,0.246,0.254
27,Phoenix,0.247,0.248,0.238,0.255,0.235,0.247
28,Washington,0.239,0.263,0.31,0.241,0.238,0.239
29,Milwaukee,0.232,0.164,0.209,0.226,0.242,0.232
30,Boston,0.202,0.245,0.25,0.193,0.211,0.202
