Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Detroit,0.222,0.265,0.209,0.202,0.24,0.222
2,Okla City,0.224,0.222,0.179,0.211,0.235,0.224
3,Dallas,0.23,0.236,0.209,0.23,0.229,0.23
4,Orlando,0.23,0.256,0.203,0.236,0.223,0.23
5,Houston,0.237,0.201,0.112,0.24,0.234,0.237
6,Indiana,0.243,0.255,0.228,0.233,0.253,0.243
7,Toronto,0.247,0.246,0.262,0.245,0.248,0.247
8,Phoenix,0.248,0.199,0.264,0.227,0.28,0.248
9,Minnesota,0.251,0.242,0.246,0.248,0.253,0.251
10,Boston,0.252,0.303,0.334,0.265,0.237,0.252
11,Atlanta,0.253,0.254,0.284,0.253,0.253,0.253
12,Denver,0.254,0.289,0.334,0.246,0.261,0.254
13,Cleveland,0.254,0.249,0.272,0.253,0.256,0.254
14,Portland,0.255,0.278,0.222,0.234,0.268,0.255
15,Milwaukee,0.255,0.273,0.242,0.259,0.249,0.255
16,San Antonio,0.256,0.287,0.273,0.259,0.251,0.256
17,Memphis,0.258,0.251,0.324,0.243,0.276,0.258
18,Golden State,0.258,0.293,0.299,0.253,0.261,0.258
19,Chicago,0.258,0.288,0.248,0.278,0.241,0.258
20,Miami,0.258,0.232,0.209,0.256,0.26,0.258
21,New York,0.259,0.232,0.199,0.264,0.254,0.259
22,LA Lakers,0.261,0.265,0.24,0.254,0.266,0.261
23,Philadelphia,0.263,0.306,0.351,0.27,0.254,0.263
24,LA Clippers,0.27,0.272,0.29,0.273,0.267,0.27
25,New Orleans,0.274,0.273,0.257,0.271,0.279,0.274
26,Sacramento,0.277,0.287,0.191,0.259,0.292,0.277
27,Washington,0.28,0.299,0.313,0.281,0.279,0.28
28,Utah,0.281,0.29,0.318,0.289,0.272,0.281
29,Charlotte,0.281,0.309,0.32,0.277,0.285,0.281
30,Brooklyn,0.286,0.28,0.293,0.306,0.267,0.286
