Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Miami,33.4,31.0,20.0,30.9,35.9,33.4
2,Charlotte,32.1,29.3,25.0,34.3,30.2,32.1
3,Denver,31.7,29.0,27.0,33.6,30.0,31.7
4,Utah,31.5,36.3,35.0,37.0,25.4,31.5
5,Houston,31.4,25.0,30.0,30.7,32.0,31.4
6,Orlando,31.2,31.0,35.0,31.3,31.0,31.2
7,Minnesota,31.1,28.3,27.0,33.6,28.9,31.1
8,Philadelphia,31.0,31.7,35.0,29.7,32.9,31.0
9,Okla City,30.9,32.0,39.0,31.0,30.9,30.9
10,Toronto,30.8,31.3,29.0,29.5,31.8,30.8
11,Washington,30.7,35.3,45.0,32.6,29.4,30.7
12,Cleveland,30.5,30.7,32.0,28.9,32.8,30.5
13,LA Lakers,30.5,32.0,37.0,30.7,30.3,30.5
14,Boston,30.3,29.7,32.0,30.4,30.1,30.3
15,LA Clippers,30.1,33.3,38.0,31.3,29.2,30.1
16,Chicago,29.9,34.0,30.0,32.3,27.9,29.9
17,Detroit,29.6,33.3,35.0,28.8,30.4,29.6
18,Atlanta,29.6,24.0,23.0,30.4,29.1,29.6
19,Milwaukee,29.5,24.3,27.0,29.6,29.3,29.5
20,San Antonio,29.1,27.0,30.0,29.1,29.2,29.1
21,Sacramento,28.8,25.0,23.0,28.9,28.8,28.8
22,Portland,28.8,28.3,32.0,28.0,29.3,28.8
23,Phoenix,28.4,26.7,23.0,27.7,29.6,28.4
24,New York,28.3,25.7,24.0,30.7,25.3,28.3
25,Brooklyn,27.7,25.3,26.0,28.6,26.9,27.7
26,Golden State,27.6,24.7,26.0,29.4,26.6,27.6
27,Memphis,27.4,26.3,23.0,27.4,27.5,27.4
28,New Orleans,27.3,32.0,37.0,28.0,26.5,27.3
29,Dallas,26.9,22.0,19.0,27.3,26.2,26.9
30,Indiana,26.4,33.7,32.0,27.6,25.2,26.4
