Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Dallas,32.7,20.0,15.0,33.9,30.0,32.7
2,Orlando,35.1,37.0,27.0,35.7,34.3,35.1
3,Indiana,35.1,35.0,27.0,35.6,34.7,35.1
4,Toronto,36.0,38.0,42.0,36.4,35.7,36.0
5,Phoenix,36.5,35.0,39.0,33.3,41.6,36.5
6,Denver,36.7,40.0,48.0,36.0,37.3,36.7
7,Golden State,37.4,40.0,33.0,36.0,38.3,37.4
8,Cleveland,37.9,29.0,30.0,33.5,43.9,37.9
9,Minnesota,38.1,35.0,21.0,36.0,40.0,38.1
10,Chicago,38.8,43.0,39.0,35.3,42.0,38.8
11,Portland,39.0,45.0,39.0,41.1,37.6,39.0
11,Atlanta,39.0,41.0,57.0,33.9,42.0,39.0
13,Boston,39.4,43.0,48.0,41.0,37.5,39.4
14,Philadelphia,39.5,38.0,39.0,38.1,41.6,39.5
15,Milwaukee,39.8,52.0,54.0,42.3,36.0,39.8
16,Detroit,40.2,48.0,39.0,37.5,42.7,40.2
17,Sacramento,40.7,44.0,39.0,42.0,39.6,40.7
18,LA Lakers,41.1,39.0,39.0,39.4,42.3,41.1
19,Brooklyn,41.3,38.0,36.0,39.8,42.7,41.3
20,Houston,41.6,36.0,39.0,39.0,43.9,41.6
21,Okla City,42.0,36.0,36.0,36.8,46.2,42.0
22,Miami,42.5,38.0,36.0,42.0,43.0,42.5
23,Charlotte,43.1,46.0,33.0,41.3,44.7,43.1
24,San Antonio,43.3,46.0,42.0,45.9,39.0,43.3
25,Washington,43.4,41.0,45.0,43.7,43.2,43.4
26,Memphis,43.7,45.0,66.0,39.6,48.8,43.7
27,LA Clippers,44.3,41.0,39.0,43.9,44.7,44.3
28,New York,45.6,43.0,42.0,47.3,43.3,45.6
29,New Orleans,45.8,53.0,60.0,46.8,44.6,45.8
30,Utah,47.5,52.0,57.0,50.3,44.3,47.5
