Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Houston,42.0%,39.6%,41.9%,41.1%,42.8%,42.0%
2,Milwaukee,41.3%,40.5%,35.1%,42.9%,38.8%,41.3%
3,Washington,38.2%,40.9%,50.0%,36.9%,39.2%,38.2%
4,Phoenix,38.1%,38.7%,35.1%,39.2%,36.6%,38.1%
5,Chicago,37.9%,32.1%,40.0%,36.9%,38.7%,37.9%
6,Denver,37.8%,43.1%,51.2%,34.5%,41.0%,37.8%
7,Toronto,37.8%,41.5%,27.8%,41.8%,34.6%,37.8%
8,Philadelphia,37.4%,34.5%,36.0%,37.5%,37.3%,37.4%
9,Minnesota,37.4%,32.5%,31.0%,35.6%,38.9%,37.4%
10,Miami,37.3%,30.9%,18.5%,36.2%,38.3%,37.3%
11,Atlanta,37.2%,35.8%,34.9%,35.2%,38.4%,37.2%
12,Golden State,36.9%,34.0%,36.5%,38.3%,36.0%,36.9%
13,New York,36.5%,32.5%,34.3%,39.9%,31.8%,36.5%
14,LA Clippers,36.4%,38.5%,37.1%,39.9%,33.7%,36.4%
15,San Antonio,36.1%,37.1%,29.4%,38.7%,31.4%,36.1%
16,Okla City,36.1%,43.2%,41.7%,33.9%,38.3%,36.1%
17,Sacramento,35.8%,31.5%,26.9%,38.5%,33.4%,35.8%
18,Detroit,35.8%,40.7%,36.0%,34.7%,36.9%,35.8%
19,Orlando,35.5%,40.0%,38.2%,34.5%,36.6%,35.5%
20,Charlotte,35.2%,30.4%,31.8%,37.3%,33.5%,35.2%
21,Boston,35.1%,41.3%,45.5%,34.6%,35.6%,35.1%
22,Cleveland,34.8%,34.4%,29.2%,34.4%,35.3%,34.8%
23,LA Lakers,33.9%,34.3%,44.8%,33.6%,34.0%,33.9%
24,New Orleans,33.8%,31.5%,37.1%,32.8%,35.0%,33.8%
25,Brooklyn,33.6%,33.9%,29.2%,32.4%,34.6%,33.6%
26,Utah,33.5%,35.1%,30.6%,37.2%,28.7%,33.5%
27,Portland,32.7%,34.1%,41.9%,32.0%,33.1%,32.7%
28,Memphis,32.5%,31.1%,34.0%,33.6%,30.8%,32.5%
29,Dallas,31.8%,33.6%,30.0%,33.1%,29.0%,31.8%
30,Indiana,31.2%,37.7%,41.9%,33.2%,29.4%,31.2%
