Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Denver,6.1,5.7,3.0,5.1,6.9,6.1
2,Okla City,6.4,7.7,4.0,5.3,7.4,6.4
3,Houston,6.7,5.7,2.0,8.1,5.4,6.7
4,San Antonio,8.4,9.7,13.0,6.1,12.3,8.4
5,Toronto,8.7,3.3,8.0,6.0,10.8,8.7
6,Miami,9.0,4.0,5.0,7.6,10.4,9.0
7,Detroit,9.8,1.0,2.0,12.8,7.1,9.8
8,New York,9.8,10.0,5.0,7.4,12.9,9.8
9,Orlando,10.2,14.3,7.0,8.5,12.1,10.2
10,Minnesota,10.5,9.3,6.0,8.6,12.1,10.5
11,Boston,10.7,10.0,2.0,10.2,11.3,10.7
12,Cleveland,10.8,8.0,14.0,10.5,11.1,10.8
13,LA Lakers,11.6,7.3,4.0,10.4,12.4,11.6
14,Golden State,12.2,12.0,11.0,7.3,15.1,12.2
15,Phoenix,12.3,14.3,23.0,9.5,16.6,12.3
16,Atlanta,13.6,16.0,33.0,13.6,13.7,13.6
17,Portland,13.9,16.0,1.0,15.1,13.2,13.9
18,Philadelphia,14.2,22.7,46.0,15.9,11.9,14.2
19,Chicago,15.0,26.3,22.0,16.0,14.1,15.0
20,Milwaukee,15.2,25.0,33.0,14.7,15.9,15.2
21,Charlotte,15.6,19.3,10.0,14.3,16.8,15.6
22,Dallas,15.9,12.3,13.0,14.8,18.3,15.9
23,Memphis,16.2,8.0,17.0,15.2,17.4,16.2
24,LA Clippers,17.4,15.3,18.0,14.5,19.7,17.4
25,Utah,18.9,25.0,26.0,15.6,22.6,18.9
26,Brooklyn,19.2,12.3,19.0,21.0,17.7,19.2
27,Sacramento,19.4,25.0,14.0,21.4,17.9,19.4
28,New Orleans,19.7,11.0,5.0,19.0,20.5,19.7
29,Indiana,19.9,14.3,19.0,14.1,25.0,19.9
30,Washington,21.3,13.3,0.0,19.9,22.3,21.3
