Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,7.3,12.0,7.0,4.6,9.4,7.3
2,Denver,5.1,0.7,0.0,4.0,6.0,5.1
3,Cleveland,4.9,3.0,-9.0,6.3,3.1,4.9
4,Phoenix,3.1,-0.3,0.0,4.9,0.3,3.1
5,Toronto,2.9,8.3,9.0,3.1,2.7,2.9
6,New York,1.9,1.3,11.0,3.7,-0.3,1.9
7,Golden State,1.8,4.0,10.0,5.4,-0.3,1.8
8,Houston,1.7,-6.0,0.0,2.3,1.3,1.7
9,Detroit,1.1,-0.7,-3.0,0.5,1.7,1.1
10,Minnesota,1.0,-0.7,-3.0,-1.5,3.2,1.0
11,Miami,0.9,3.7,0.0,-0.4,2.3,0.9
12,Orlando,0.8,7.0,12.0,1.3,0.2,0.8
13,LA Lakers,0.6,4.3,2.0,-1.3,1.9,0.6
14,Milwaukee,0.6,-3.0,-9.0,1.1,-0.3,0.6
15,Chicago,0.5,-2.7,1.0,2.0,-0.8,0.5
16,Washington,0.4,-2.3,11.0,-0.3,0.9,0.4
17,Boston,0.2,-1.7,-2.0,-0.4,0.9,0.2
18,Memphis,0.2,5.3,0.0,0.7,-0.5,0.2
19,Atlanta,-0.5,1.0,-11.0,-1.9,0.3,-0.5
20,Portland,-0.7,2.0,9.0,-4.7,1.8,-0.7
21,Dallas,-0.9,2.3,0.0,0.1,-3.0,-0.9
22,San Antonio,-1.6,-9.0,-13.0,-2.3,-0.5,-1.6
23,LA Clippers,-2.2,0.3,-2.0,-1.5,-2.7,-2.2
24,Brooklyn,-2.2,-1.0,-11.0,-3.8,-0.8,-2.2
25,Utah,-2.4,-9.7,-10.0,-1.9,-2.9,-2.4
26,Charlotte,-2.5,-6.3,-6.0,-7.1,1.7,-2.5
27,Sacramento,-3.1,-1.0,3.0,-2.3,-3.8,-3.1
28,Indiana,-5.1,-1.7,3.0,-2.5,-7.4,-5.1
29,New Orleans,-7.1,-7.7,-1.0,-5.9,-8.5,-7.1
30,Philadelphia,-7.5,-5.3,-12.0,-7.6,-7.3,-7.5
