Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11.0,James Harden,36.0,LAC,PG,17.0,17.0,35.6,8.1,18.0,0.451,3.8,10.1,0.378,4.3,7.9,0.545,0.557,7.8,8.6,0.905,0.6,5.1,5.7,8.4,1.1,0.4,3.8,1.9,27.9
12.0,Austin Reaves,27.0,LAL,SG,14.0,14.0,36.3,8.6,17.2,0.498,2.4,7.6,0.318,6.1,9.6,0.642,0.568,8.3,9.4,0.879,0.9,4.9,5.7,7.0,1.4,0.1,3.2,2.5,27.9
13.0,Anthony Edwards,24.0,MIN,SG,13.0,13.0,32.3,9.4,19.8,0.475,3.2,8.5,0.382,6.2,11.3,0.544,0.556,5.8,6.9,0.833,0.9,3.6,4.5,3.5,1.6,0.7,2.5,1.8,27.8
14.0,Cade Cunningham,24.0,DET,PG,14.0,14.0,36.4,9.6,21.6,0.444,1.8,6.3,0.284,7.8,15.3,0.509,0.485,6.2,7.6,0.821,1.2,4.8,6.0,9.6,1.3,0.7,3.6,3.7,27.1
15.0,Devin Booker,29.0,PHO,SG,18.0,18.0,35.6,8.8,18.8,0.469,1.9,5.7,0.333,6.9,13.2,0.527,0.519,6.8,7.8,0.872,1.0,3.1,4.1,6.9,0.9,0.4,4.1,2.9,26.4
16.0,Victor Wembanyama,22.0,SAS,C,12.0,12.0,34.7,9.3,18.4,0.502,1.7,4.8,0.345,7.6,13.6,0.558,0.548,6.0,7.0,0.857,2.0,10.9,12.9,4.0,1.1,3.6,3.6,3.7,26.2
17.0,Norman Powell,32.0,MIA,SG,14.0,14.0,30.5,8.2,16.4,0.5,3.2,6.9,0.464,5.0,9.5,0.526,0.598,5.8,6.6,0.88,0.4,3.5,3.9,2.4,1.3,0.2,1.9,2.3,25.4
18.0,Deni Avdija,25.0,POR,SF,18.0,18.0,33.6,7.9,16.8,0.469,2.6,6.8,0.374,5.3,10.0,0.533,0.545,6.6,7.9,0.825,1.2,5.2,6.4,5.4,0.6,0.7,3.5,3.2,24.9
19.0,Pascal Siakam,31.0,IND,PF,16.0,16.0,35.1,8.6,18.3,0.471,1.9,5.3,0.353,6.8,13.0,0.519,0.522,5.6,8.1,0.692,1.6,5.5,7.1,4.8,1.2,0.5,2.5,3.1,24.8
20.0,Kevin Durant,37.0,HOU,SF,14.0,14.0,36.1,8.3,17.1,0.485,1.7,4.7,0.364,6.6,12.4,0.532,0.536,6.3,7.1,0.88,0.4,4.4,4.8,3.3,1.0,0.6,3.0,2.7,24.6
21.0,Bennedict Mathurin,23.0,IND,SF,6.0,6.0,33.0,6.8,14.7,0.466,2.2,5.8,0.371,4.7,8.8,0.528,0.54,8.5,10.3,0.823,1.5,5.2,6.7,2.0,0.5,0.2,2.7,3.5,24.3
22.0,Michael Porter Jr.,27.0,BRK,SF,16.0,16.0,32.6,8.7,18.0,0.483,3.1,8.6,0.362,5.6,9.4,0.593,0.569,3.8,4.5,0.833,1.1,6.3,7.4,3.0,0.8,0.2,2.1,2.1,24.3
23.0,Julius Randle,31.0,MIN,PF,17.0,17.0,33.5,8.2,16.0,0.515,1.8,4.9,0.357,6.5,11.1,0.585,0.57,6.0,7.2,0.829,1.5,6.0,7.5,5.8,1.1,0.2,2.7,2.6,24.2
24.0,Tyler Herro,26.0,MIA,SG,1.0,1.0,29.0,12.0,18.0,0.667,0.0,2.0,0.0,12.0,16.0,0.75,0.667,0.0,0.0,,0.0,7.0,7.0,0.0,3.0,0.0,0.0,2.0,24.0
25.0,Coby White,25.0,CHI,SG,4.0,2.0,31.0,6.8,15.5,0.435,3.5,9.5,0.368,3.3,6.0,0.542,0.548,7.0,8.5,0.824,0.0,3.3,3.3,6.8,1.0,0.0,3.8,2.0,24.0
26.0,De'Aaron Fox,28.0,SAS,PG,8.0,8.0,33.5,8.4,16.4,0.511,2.4,6.3,0.38,6.0,10.1,0.593,0.584,4.4,5.4,0.814,1.1,2.5,3.6,6.1,1.3,0.3,3.3,3.0,23.5
27.0,Keyonte George,22.0,UTA,PG,17.0,17.0,34.6,7.4,16.7,0.444,2.2,6.8,0.319,5.2,9.9,0.53,0.509,6.4,7.0,0.908,0.6,3.5,4.1,7.2,1.1,0.2,3.3,2.3,23.4
28.0,Jamal Murray,28.0,DEN,PG,16.0,16.0,35.1,8.4,17.7,0.477,2.8,7.1,0.386,5.7,10.6,0.538,0.555,3.6,4.0,0.891,0.4,4.2,4.6,6.8,1.1,0.3,2.3,1.6,23.2
29.0,Kawhi Leonard,34.0,LAC,SF,8.0,8.0,31.9,8.1,16.5,0.492,2.3,5.6,0.4,5.9,10.9,0.54,0.561,4.6,4.8,0.974,0.6,4.6,5.3,3.3,2.4,0.5,2.3,1.8,23.1
30.0,Franz Wagner,24.0,ORL,SF,19.0,19.0,34.5,7.6,15.9,0.477,1.6,4.4,0.357,6.0,11.5,0.523,0.526,6.2,7.5,0.824,1.6,4.7,6.4,3.9,1.0,0.4,1.8,2.3,22.9
31.0,Shaedon Sharpe,22.0,POR,SG,14.0,14.0,28.6,8.2,18.7,0.439,1.8,6.9,0.258,6.4,11.8,0.545,0.487,4.4,5.4,0.803,1.4,3.6,5.0,2.1,1.4,0.2,2.8,2.1,22.6
32.0,Karl-Anthony Towns,30.0,NYK,C,16.0,16.0,33.4,7.3,16.1,0.45,1.9,5.8,0.337,5.3,10.4,0.512,0.51,6.2,7.0,0.884,3.1,9.3,12.4,3.4,0.9,0.9,2.6,3.8,22.6
33.0,Alperen Şengün,23.0,HOU,C,15.0,15.0,36.7,8.1,16.5,0.49,1.3,2.9,0.442,6.8,13.6,0.5,0.528,5.0,6.7,0.743,2.9,6.7,9.7,7.1,1.1,0.9,3.5,3.3,22.4
34.0,Zion Williamson,25.0,NOP,PF,8.0,8.0,30.8,7.4,14.3,0.518,0.0,0.0,,7.4,14.3,0.518,0.518,7.6,11.0,0.693,2.5,3.0,5.5,4.0,2.0,0.4,2.9,2.3,22.4
35.0,Miles Bridges,27.0,CHO,PF,17.0,17.0,34.9,7.4,17.5,0.419,2.9,8.6,0.342,4.4,8.9,0.493,0.503,4.4,4.8,0.902,1.1,5.5,6.5,3.8,0.7,0.6,1.5,2.0,22.0
36.0,Dillon Brooks,30.0,PHO,SF,12.0,12.0,30.8,8.0,17.4,0.459,2.7,8.0,0.333,5.3,9.4,0.566,0.536,3.3,3.9,0.851,0.8,2.5,3.3,1.8,1.9,0.2,2.2,3.7,22.0
37.0,Paolo Banchero,23.0,ORL,PF,12.0,12.0,32.8,6.8,14.8,0.461,0.9,3.7,0.25,5.9,11.2,0.53,0.492,7.1,9.3,0.766,0.9,7.8,8.7,4.1,0.8,0.9,2.7,2.4,21.7
38.0,Brandon Ingram,28.0,TOR,SF,18.0,18.0,33.4,7.9,16.2,0.486,1.4,4.6,0.317,6.4,11.7,0.552,0.531,4.4,5.1,0.859,0.6,5.2,5.8,3.9,1.1,0.7,2.9,2.3,21.6
39.0,Jalen Johnson,24.0,ATL,SF,17.0,17.0,33.9,8.2,14.9,0.547,1.3,3.4,0.386,6.9,11.6,0.594,0.591,3.8,4.8,0.802,1.1,8.4,9.5,7.0,1.6,0.4,3.1,2.1,21.5
40.0,Cam Thomas,24.0,BRK,SG,8.0,8.0,28.3,6.6,16.5,0.402,2.0,5.6,0.356,4.6,10.9,0.425,0.462,6.1,7.0,0.875,0.4,1.0,1.4,2.6,0.5,0.1,2.0,1.9,21.4
41.0,LaMelo Ball,24.0,CHO,PG,10.0,10.0,30.7,7.2,18.3,0.393,2.6,9.1,0.286,4.6,9.2,0.5,0.464,4.2,4.8,0.875,1.3,5.3,6.6,9.3,1.3,0.1,3.6,3.3,21.2
42.0,Anthony Davis,32.0,DAL,PF,5.0,5.0,29.8,7.8,15.0,0.52,0.6,2.2,0.273,7.2,12.8,0.563,0.54,4.6,6.2,0.742,3.4,6.8,10.2,2.2,1.6,1.2,2.2,2.6,20.8
43.0,Josh Giddey,23.0,CHI,PG,15.0,15.0,34.1,7.1,15.3,0.463,1.7,4.5,0.388,5.3,10.8,0.494,0.52,4.6,6.1,0.758,1.5,8.3,9.9,9.5,1.0,0.5,3.6,2.1,20.5
44.0,Zach LaVine,30.0,SAC,SG,16.0,16.0,33.5,7.3,14.7,0.498,2.8,7.1,0.386,4.6,7.6,0.603,0.591,3.1,3.5,0.893,0.2,3.1,3.3,2.2,0.7,0.1,2.2,2.3,20.5
45.0,Jalen Duren,22.0,DET,C,15.0,15.0,28.9,7.3,10.9,0.671,0.0,0.0,,7.3,10.9,0.671,0.671,5.6,7.4,0.757,4.3,7.3,11.5,2.1,0.9,0.9,2.4,3.3,20.3
46.0,Trey Murphy III,25.0,NOP,SF,18.0,18.0,35.3,6.8,14.7,0.462,3.0,8.1,0.372,3.8,6.6,0.571,0.564,3.6,3.9,0.929,1.4,4.9,6.3,3.1,1.7,0.2,2.1,2.2,20.2
47.0,Jimmy Butler,36.0,GSW,SF,17.0,17.0,31.3,6.2,11.6,0.53,0.9,1.9,0.455,5.3,9.7,0.545,0.568,6.7,7.8,0.864,2.3,3.4,5.6,4.9,1.7,0.3,1.5,1.2,19.9
48.0,Joel Embiid,31.0,PHI,C,6.0,6.0,23.3,6.7,14.5,0.46,1.5,4.7,0.321,5.2,9.8,0.525,0.511,4.8,5.8,0.829,1.5,4.0,5.5,3.3,0.8,1.5,2.7,2.2,19.7
49.0,Jerami Grant,31.0,POR,PF,17.0,5.0,28.5,5.5,11.9,0.463,2.2,5.4,0.418,3.3,6.6,0.5,0.557,6.2,7.4,0.848,1.1,2.4,3.5,2.5,0.8,0.4,1.9,3.0,19.5
50.0,RJ Barrett,25.0,TOR,SF,17.0,17.0,30.9,7.1,13.9,0.506,1.8,5.1,0.356,5.2,8.8,0.593,0.572,3.4,4.7,0.725,0.7,4.1,4.8,3.8,0.8,0.2,1.5,2.6,19.4
51.0,Kon Knueppel,20.0,CHO,SF,17.0,16.0,33.6,6.8,13.8,0.491,3.7,8.5,0.438,3.1,5.3,0.578,0.626,2.1,2.4,0.9,1.1,4.7,5.8,2.9,0.8,0.2,2.4,2.4,19.4
52.0,Bam Adebayo,28.0,MIA,C,12.0,12.0,30.3,6.6,14.6,0.451,1.8,5.3,0.349,4.8,9.3,0.509,0.514,4.3,5.3,0.813,1.3,6.8,8.2,2.8,0.9,0.8,1.8,1.6,19.3
53.0,Scottie Barnes,24.0,TOR,PF,18.0,18.0,32.9,7.7,14.9,0.513,1.3,3.3,0.4,6.3,11.6,0.545,0.558,2.6,3.1,0.821,2.0,5.8,7.8,5.1,1.5,1.7,2.1,3.2,19.2
54.0,Aaron Gordon,30.0,DEN,PF,13.0,13.0,28.3,6.3,11.8,0.532,2.2,4.8,0.444,4.2,7.0,0.593,0.623,4.0,4.6,0.867,1.5,4.5,5.9,1.3,0.8,0.2,1.4,1.8,18.8
55.0,DeMar DeRozan,36.0,SAC,PF,18.0,18.0,32.7,6.6,13.2,0.5,0.7,2.0,0.361,5.9,11.2,0.525,0.527,4.8,5.3,0.896,0.6,2.6,3.1,3.6,1.3,0.2,1.1,2.1,18.7
56.0,Evan Mobley,24.0,CLE,PF,18.0,18.0,34.2,6.7,13.6,0.496,1.5,4.2,0.36,5.2,9.4,0.556,0.551,3.7,6.3,0.593,2.4,6.2,8.7,3.9,1.1,1.6,2.7,2.3,18.7
57.0,Keegan Murray,25.0,SAC,PF,3.0,2.0,38.0,7.3,15.3,0.478,2.3,6.3,0.368,5.0,9.0,0.556,0.554,1.7,1.7,1.0,1.0,6.3,7.3,1.3,1.0,0.7,0.3,1.3,18.7
58.0,Kristaps Porziņģis,30.0,ATL,C,12.0,12.0,26.3,6.2,12.8,0.481,1.7,4.9,0.339,4.5,7.9,0.568,0.545,4.7,5.4,0.862,1.6,4.3,5.9,3.3,0.4,1.6,0.9,3.3,18.7
59.0,Alex Sarr,20.0,WAS,C,15.0,15.0,29.5,7.7,14.8,0.523,1.1,3.2,0.354,6.6,11.6,0.569,0.561,2.1,3.3,0.653,2.4,6.1,8.5,3.4,0.7,2.0,2.2,2.1,18.7
60.0,Nickeil Alexander-Walker,27.0,ATL,SG,17.0,14.0,31.9,6.4,13.8,0.46,2.3,6.4,0.358,4.1,7.4,0.548,0.543,3.6,4.4,0.838,0.7,2.4,3.1,3.6,0.9,0.9,2.2,2.0,18.6
61.0,Grayson Allen,30.0,PHO,SG,13.0,13.0,32.1,6.2,13.3,0.468,3.9,8.8,0.447,2.3,4.5,0.508,0.616,2.1,2.6,0.794,0.5,2.6,3.1,4.3,1.6,0.3,1.8,2.3,18.5
62.0,Chet Holmgren,23.0,OKC,PF,14.0,14.0,29.4,6.8,12.1,0.562,1.4,4.2,0.339,5.4,7.9,0.682,0.621,3.3,3.9,0.836,1.5,6.4,7.9,1.8,0.7,1.5,2.4,3.3,18.3
63.0,Andrew Nembhard,26.0,IND,PG,10.0,10.0,30.3,5.8,14.2,0.408,1.9,5.5,0.345,3.9,8.7,0.448,0.475,4.8,5.3,0.906,0.3,1.3,1.6,6.4,0.8,0.2,2.4,2.6,18.3
64.0,CJ McCollum,34.0,WAS,SG,17.0,17.0,29.6,6.4,14.7,0.436,3.0,7.1,0.421,3.4,7.6,0.45,0.538,2.4,3.1,0.788,0.6,2.7,3.4,3.4,0.7,0.2,1.5,2.3,18.2
65.0,Ryan Rollins,23.0,MIL,PG,18.0,17.0,31.6,7.0,14.2,0.492,2.3,5.6,0.42,4.7,8.7,0.538,0.574,1.8,2.3,0.805,0.8,3.2,4.0,6.0,1.6,0.3,2.6,2.8,18.2
66.0,De'Andre Hunter,28.0,CLE,SF,15.0,15.0,28.9,6.1,13.5,0.453,2.3,6.9,0.33,3.9,6.7,0.58,0.537,3.5,4.1,0.855,0.8,4.0,4.8,2.8,0.7,0.2,1.7,2.7,18.1
67.0,Ja Morant,26.0,MEM,PG,12.0,12.0,28.8,5.8,16.3,0.359,0.8,5.0,0.167,5.0,11.3,0.444,0.385,5.4,5.8,0.942,0.5,3.0,3.5,7.6,1.0,0.1,3.8,2.3,17.9
68.0,Amen Thompson,23.0,HOU,SF,15.0,15.0,36.5,7.1,14.5,0.486,0.5,2.2,0.242,6.5,12.3,0.53,0.505,3.3,4.1,0.79,2.4,4.0,6.4,5.2,1.5,0.5,2.3,2.5,17.9
69.0,Jaren Jackson Jr.,26.0,MEM,C,16.0,16.0,28.9,6.4,13.6,0.468,1.6,4.8,0.342,4.8,8.9,0.535,0.528,3.4,4.2,0.806,1.1,4.3,5.3,1.6,0.4,1.2,2.2,4.1,17.8
70.0,Trae Young,27.0,ATL,PG,5.0,5.0,27.8,5.2,14.0,0.371,1.0,5.2,0.192,4.2,8.8,0.477,0.407,6.4,7.8,0.821,0.0,2.0,2.0,7.8,0.8,0.2,2.0,1.8,17.8
71.0,LeBron James,41.0,LAL,SF,3.0,3.0,32.0,7.0,13.3,0.525,1.3,4.0,0.333,5.7,9.3,0.607,0.575,2.3,4.0,0.583,0.7,4.3,5.0,8.7,1.0,0.3,2.0,1.7,17.7
72.0,Desmond Bane,27.0,ORL,SG,19.0,19.0,32.4,6.2,14.2,0.433,1.6,4.9,0.333,4.5,9.3,0.486,0.491,3.4,3.6,0.928,1.2,3.2,4.3,4.6,0.8,0.3,2.3,3.1,17.3
73.0,Stephon Castle,21.0,SAS,PG,13.0,13.0,32.0,5.9,11.9,0.497,0.9,3.8,0.24,5.0,8.1,0.619,0.535,4.5,6.5,0.694,1.5,4.3,5.8,7.5,1.7,0.4,4.0,3.6,17.3
74.0,Jordan Poole,26.0,NOP,PG,7.0,4.0,30.3,5.0,14.1,0.354,2.9,8.4,0.339,2.1,5.7,0.375,0.455,4.4,4.6,0.969,0.4,1.3,1.7,3.4,0.3,0.3,2.1,2.6,17.3
75.0,Domantas Sabonis,29.0,SAC,C,11.0,11.0,33.2,6.7,13.2,0.51,0.4,1.8,0.2,6.4,11.4,0.56,0.524,3.4,4.6,0.725,3.4,8.9,12.3,3.7,1.2,0.2,2.5,4.0,17.2
76.0,Kelly Oubre Jr.,30.0,PHI,SF,12.0,12.0,34.8,6.2,12.4,0.497,1.9,5.6,0.343,4.3,6.8,0.622,0.574,2.5,3.2,0.789,1.2,3.9,5.1,1.3,1.1,0.8,1.5,2.7,16.8
77.0,Jrue Holiday,35.0,POR,PG,12.0,12.0,33.4,6.2,13.8,0.446,2.6,7.1,0.365,3.6,6.8,0.531,0.539,1.8,2.1,0.84,1.3,3.9,5.3,8.3,1.6,0.3,2.9,2.0,16.7
78.0,Brandon Miller,23.0,CHO,SF,3.0,3.0,21.7,6.0,14.3,0.419,1.3,7.0,0.19,4.7,7.3,0.636,0.465,3.3,4.3,0.769,0.0,0.3,0.3,3.7,0.7,0.7,1.0,2.7,16.7
79.0,Nikola Vučević,35.0,CHI,C,16.0,16.0,30.6,6.6,13.4,0.495,2.1,5.1,0.407,4.6,8.3,0.549,0.572,1.4,1.8,0.786,2.3,7.4,9.6,3.4,0.6,0.4,1.7,2.5,16.7
80.0,Andrew Wiggins,30.0,MIA,SF,15.0,15.0,33.1,6.7,13.9,0.481,1.8,4.9,0.365,4.9,8.9,0.545,0.546,1.6,2.5,0.649,1.5,3.5,4.9,2.8,1.1,0.9,2.0,2.7,16.7
81.0,Payton Pritchard,28.0,BOS,PG,17.0,17.0,32.4,6.1,13.6,0.446,2.6,7.9,0.328,3.5,5.7,0.608,0.541,1.9,2.4,0.825,1.1,3.2,4.3,5.1,0.8,0.0,1.4,1.8,16.6
82.0,Ivica Zubac,28.0,LAC,C,18.0,18.0,31.8,7.4,12.1,0.61,0.0,0.0,,7.4,12.1,0.61,0.61,1.8,2.5,0.733,3.7,7.8,11.5,2.4,0.5,0.9,1.9,2.6,16.6
83.0,Kyshawn George,22.0,WAS,SF,15.0,15.0,31.6,5.9,12.3,0.484,2.5,5.6,0.44,3.5,6.7,0.52,0.584,2.2,3.0,0.733,0.9,5.4,6.3,4.9,1.1,0.9,3.5,4.4,16.5
84.0,Jaime Jaquez Jr.,24.0,MIA,SF,18.0,0.0,30.4,6.6,12.6,0.527,0.3,1.7,0.2,6.3,10.9,0.577,0.54,2.9,3.8,0.779,1.3,5.1,6.4,5.4,0.7,0.2,2.2,2.2,16.5
85.0,Jaden McDaniels,25.0,MIN,PF,16.0,16.0,32.1,6.4,12.0,0.531,1.6,3.5,0.446,4.8,8.5,0.566,0.596,2.2,2.6,0.854,1.2,3.6,4.8,2.3,1.3,1.1,2.0,3.6,16.5
86.0,Ayo Dosunmu,26.0,CHI,SG,15.0,3.0,26.5,5.9,10.5,0.563,1.9,3.9,0.475,4.1,6.6,0.616,0.652,2.7,3.1,0.851,0.4,2.2,2.6,2.9,0.5,0.3,1.3,1.7,16.4
87.0,Onyeka Okongwu,25.0,ATL,C,18.0,7.0,29.1,6.0,11.5,0.522,2.0,4.8,0.414,4.0,6.7,0.6,0.609,2.4,3.2,0.772,1.6,5.6,7.1,2.6,0.8,1.0,1.7,3.5,16.4
88.0,Mikal Bridges,29.0,NYK,SF,16.0,16.0,35.2,6.2,12.1,0.513,2.4,5.7,0.418,3.8,6.4,0.598,0.611,1.5,1.9,0.774,1.2,3.4,4.6,4.7,2.1,1.2,1.1,1.9,16.3
89.0,Quentin Grimes,25.0,PHI,SG,17.0,2.0,31.7,5.1,11.5,0.446,2.4,6.4,0.38,2.7,5.1,0.529,0.551,3.6,4.2,0.847,0.3,3.2,3.5,4.1,0.8,0.5,2.6,2.4,16.2
90.0,Ajay Mitchell,23.0,OKC,SG,18.0,5.0,27.7,5.8,12.7,0.461,1.2,3.6,0.338,4.6,9.1,0.509,0.509,3.2,3.6,0.892,0.7,3.0,3.7,3.8,1.8,0.3,1.8,2.3,16.1
91.0,Cooper Flagg,19.0,DAL,PG,18.0,18.0,33.6,6.2,13.7,0.451,1.0,3.8,0.261,5.2,9.8,0.525,0.488,2.6,3.2,0.793,1.3,5.2,6.4,3.1,1.3,0.7,2.2,2.3,15.9
92.0,OG Anunoby,28.0,NYK,PF,12.0,12.0,31.1,5.8,12.3,0.476,2.6,6.6,0.392,3.3,5.7,0.574,0.582,1.6,2.1,0.76,1.6,4.0,5.6,2.2,1.9,0.7,1.8,2.3,15.8
93.0,Collin Sexton,27.0,CHO,SG,16.0,10.0,26.6,5.3,11.2,0.469,1.4,3.7,0.373,3.9,7.5,0.517,0.531,3.9,4.6,0.863,0.3,1.8,2.1,4.7,0.6,0.0,2.8,2.3,15.8
94.0,P.J. Washington,27.0,DAL,PF,18.0,18.0,31.5,5.7,13.0,0.436,1.6,4.7,0.329,4.1,8.3,0.497,0.496,2.8,4.1,0.676,1.3,6.5,7.8,2.3,0.9,1.2,2.6,2.3,15.7
95.0,VJ Edgecombe,20.0,PHI,SG,15.0,15.0,37.3,5.9,14.4,0.407,2.0,5.5,0.366,3.9,8.9,0.433,0.477,1.9,2.5,0.737,2.1,3.9,6.0,4.2,1.3,0.5,1.9,3.1,15.6
96.0,Deandre Ayton,27.0,LAL,C,15.0,15.0,29.2,7.3,10.5,0.696,0.0,0.0,,7.3,10.5,0.696,0.696,0.9,1.5,0.565,2.8,5.6,8.4,0.9,0.7,0.9,2.4,3.0,15.5
97.0,Jalen Green,23.0,PHO,SG,2.0,2.0,15.0,5.5,11.5,0.478,3.0,7.0,0.429,2.5,4.5,0.556,0.609,1.5,2.5,0.6,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,15.5
98.0,Aaron Nesmith,26.0,IND,SF,11.0,11.0,30.5,4.9,13.4,0.367,2.8,7.5,0.373,2.1,5.8,0.359,0.473,2.8,3.5,0.795,1.5,2.9,4.5,1.5,0.8,0.3,0.7,2.5,15.5
99.0,Immanuel Quickley,26.0,TOR,PG,18.0,18.0,31.7,5.6,12.1,0.461,2.4,6.4,0.379,3.1,5.6,0.554,0.562,1.9,2.5,0.778,0.4,4.3,4.8,6.1,1.3,0.1,1.6,2.2,15.5
100.0,Jeremiah Fears,19.0,NOP,PG,18.0,16.0,26.8,5.9,12.9,0.457,1.2,3.3,0.367,4.7,9.6,0.488,0.504,2.4,3.1,0.782,0.7,2.6,3.3,2.7,1.6,0.2,2.4,2.0,15.4
101.0,Derrick White,31.0,BOS,SG,17.0,17.0,33.1,5.3,15.0,0.353,2.5,8.4,0.303,2.8,6.6,0.416,0.437,2.2,2.7,0.826,0.9,3.1,4.0,5.2,1.7,1.3,1.4,1.9,15.4
102.0,Jabari Smith Jr.,22.0,HOU,PF,14.0,14.0,33.1,5.5,12.3,0.448,2.3,5.9,0.39,3.2,6.4,0.5,0.541,1.8,2.2,0.806,1.4,5.5,6.9,1.8,0.8,0.9,1.1,3.2,15.1
103.0,Rui Hachimura,27.0,LAL,PF,16.0,16.0,33.4,5.8,10.1,0.568,1.8,3.8,0.483,3.9,6.4,0.618,0.657,1.6,2.1,0.735,0.8,3.1,3.9,1.1,0.6,0.3,1.1,1.8,14.9
104.0,Jarrett Allen,27.0,CLE,C,14.0,14.0,26.0,5.6,9.8,0.577,0.0,0.3,0.0,5.6,9.5,0.594,0.577,3.5,4.6,0.766,2.4,5.2,7.6,1.9,1.1,0.9,1.6,1.5,14.8
105.0,Aaron Wiggins,27.0,OKC,SG,9.0,5.0,27.6,5.7,12.3,0.459,2.8,6.7,0.417,2.9,5.7,0.51,0.572,0.7,1.0,0.667,1.0,2.7,3.7,2.2,0.4,0.8,1.0,2.2,14.8
106.0,Walker Kessler,24.0,UTA,C,5.0,5.0,30.8,5.2,7.4,0.703,1.2,1.6,0.75,4.0,5.8,0.69,0.784,2.8,4.0,0.7,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4
107.0,Anfernee Simons,26.0,BOS,SG,17.0,0.0,24.9,5.1,11.4,0.448,2.7,6.6,0.411,2.4,4.8,0.5,0.567,1.5,1.7,0.862,0.3,2.1,2.4,2.6,0.5,0.2,1.4,2.3,14.4
108.0,Nic Claxton,26.0,BRK,C,17.0,17.0,29.6,5.2,9.4,0.56,0.0,0.4,0.0,5.2,9.0,0.582,0.56,3.6,5.2,0.697,2.9,4.6,7.5,4.1,0.7,1.4,1.4,2.6,14.1
109.0,Dylan Harper,19.0,SAS,SG,6.0,0.0,23.3,5.3,10.7,0.5,0.8,2.3,0.357,4.5,8.3,0.54,0.539,2.5,3.0,0.833,0.8,3.2,4.0,3.8,0.7,0.0,1.8,3.0,14.0
110.0,Obi Toppin,27.0,IND,PF,3.0,0.0,27.3,5.0,12.0,0.417,1.0,5.7,0.176,4.0,6.3,0.632,0.458,3.0,3.0,1.0,1.0,5.7,6.7,1.7,1.0,0.0,2.0,2.3,14.0
111.0,Tobias Harris,33.0,DET,PF,8.0,8.0,30.3,4.9,11.0,0.443,1.5,4.4,0.343,3.4,6.6,0.509,0.511,2.6,3.0,0.875,0.6,4.6,5.3,2.9,0.8,0.3,1.1,2.8,13.9
112.0,Sam Merrill,29.0,CLE,SG,12.0,8.0,25.9,4.5,9.7,0.466,3.7,8.3,0.444,0.8,1.4,0.588,0.655,1.3,1.3,0.938,0.8,1.3,2.1,2.3,0.5,0.3,0.8,2.9,13.9
113.0,Devin Vassell,25.0,SAS,SG,16.0,16.0,33.2,4.9,12.2,0.405,2.5,6.9,0.364,2.4,5.3,0.459,0.508,1.5,1.8,0.828,0.4,3.3,3.6,2.6,1.1,0.4,1.3,2.2,13.9
114.0,Santi Aldama,25.0,MEM,PF,18.0,2.0,26.6,5.4,11.7,0.467,1.5,4.8,0.31,3.9,6.8,0.577,0.531,1.4,2.2,0.625,1.6,5.1,6.7,2.8,1.1,0.8,1.2,1.3,13.8
115.0,Matas Buzelis,21.0,CHI,PF,17.0,17.0,27.4,5.0,10.8,0.464,1.6,4.5,0.368,3.4,6.3,0.533,0.541,2.2,2.5,0.86,1.0,4.5,5.5,1.3,0.6,1.4,1.9,3.0,13.8
116.0,Cedric Coward,22.0,MEM,SG,18.0,5.0,26.4,4.6,9.9,0.464,1.8,4.8,0.384,2.8,5.2,0.538,0.556,2.7,3.1,0.875,1.5,4.3,5.8,2.8,0.7,0.3,1.2,1.9,13.8
117.0,Donte DiVincenzo,29.0,MIN,SG,17.0,17.0,31.2,4.2,10.2,0.416,3.1,7.9,0.388,1.2,2.3,0.513,0.566,2.3,2.6,0.867,0.8,3.1,3.9,3.4,1.2,0.5,1.5,2.3,13.8
118.0,Isaiah Joe,26.0,OKC,SG,13.0,0.0,25.2,4.2,9.4,0.443,3.2,7.7,0.41,1.0,1.7,0.591,0.611,2.4,2.6,0.912,0.5,2.3,2.8,1.6,0.8,0.2,1.0,1.8,13.8
119.0,Jonathan Kuminga,23.0,GSW,PF,13.0,12.0,27.7,5.0,10.5,0.478,0.9,2.8,0.324,4.1,7.6,0.535,0.522,2.8,3.7,0.771,1.6,5.0,6.6,2.8,0.4,0.3,2.7,1.9,13.8
120.0,Russell Westbrook,37.0,SAC,SF,18.0,12.0,28.2,5.0,11.5,0.435,2.0,5.3,0.379,3.0,6.2,0.482,0.522,1.7,2.7,0.633,1.6,5.3,6.9,6.6,1.1,0.2,3.1,2.4,13.7
121.0,Kyle Kuzma,30.0,MIL,PF,17.0,8.0,26.1,5.1,10.2,0.494,0.9,3.1,0.288,4.2,7.2,0.582,0.537,2.6,3.4,0.772,0.6,3.7,4.4,1.8,0.8,0.5,1.2,2.6,13.6
122.0,Jalen Suggs,24.0,ORL,PG,14.0,14.0,23.3,4.6,9.0,0.508,1.8,5.0,0.357,2.8,4.0,0.696,0.607,2.7,3.0,0.905,0.8,3.1,3.9,5.1,1.6,0.6,2.9,3.2,13.6
