Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
123.0,Darius Garland,26.0,CLE,PG,5.0,5.0,25.8,4.0,11.6,0.345,2.0,5.4,0.37,2.0,6.2,0.323,0.431,3.4,3.4,1.0,0.8,1.6,2.4,6.0,0.6,0.0,2.6,1.8,13.4
124.0,Paul George,35.0,PHI,PF,3.0,3.0,22.0,4.0,10.3,0.387,1.7,5.3,0.313,2.3,5.0,0.467,0.468,3.7,5.3,0.688,0.3,4.3,4.7,3.7,1.0,1.0,2.0,0.7,13.3
125.0,Naz Reid,26.0,MIN,C,17.0,0.0,24.5,5.1,11.2,0.458,2.0,5.5,0.362,3.1,5.6,0.552,0.547,0.9,1.4,0.696,1.4,4.4,5.8,1.9,1.0,0.9,1.4,2.8,13.2
126.0,Malik Monk,27.0,SAC,SG,15.0,0.0,24.0,4.8,10.6,0.453,1.9,4.5,0.418,2.9,6.1,0.478,0.541,1.6,1.8,0.889,0.4,1.3,1.7,2.1,0.9,0.5,0.9,1.7,13.1
127.0,Reed Sheppard,21.0,HOU,PG,15.0,1.0,24.1,4.8,9.8,0.49,2.7,5.8,0.471,2.1,4.0,0.517,0.629,0.8,1.1,0.706,0.3,2.1,2.3,3.2,1.7,0.3,1.2,2.1,13.1
128.0,Harrison Barnes,33.0,SAS,PF,16.0,16.0,30.4,4.4,8.4,0.53,2.4,5.3,0.452,2.1,3.1,0.66,0.672,1.7,1.9,0.9,0.6,2.4,3.1,2.2,1.0,0.3,1.3,1.6,12.9
129.0,Anthony Black,22.0,ORL,PG,19.0,4.0,27.2,4.7,9.6,0.489,1.2,3.5,0.348,3.5,6.1,0.569,0.552,2.3,3.3,0.694,0.5,2.4,2.9,2.7,1.4,0.6,2.1,2.6,12.8
130.0,Max Christie,22.0,DAL,SG,19.0,16.0,29.9,4.4,8.9,0.491,2.6,5.5,0.476,1.7,3.4,0.516,0.639,1.4,1.8,0.794,0.1,3.5,3.6,2.2,0.5,0.5,1.3,1.8,12.8
131.0,Kevin Huerter,27.0,CHI,SF,16.0,5.0,24.7,4.8,9.8,0.484,1.4,4.8,0.303,3.3,5.1,0.654,0.557,1.6,1.9,0.839,0.6,3.0,3.6,2.6,0.9,0.9,1.4,2.3,12.6
132.0,Keldon Johnson,26.0,SAS,SF,16.0,0.0,24.3,5.1,8.7,0.583,0.8,2.6,0.317,4.3,6.1,0.694,0.629,1.6,2.0,0.813,2.2,4.1,6.3,1.8,0.8,0.1,1.0,1.9,12.6
133.0,Duncan Robinson,31.0,DET,SF,17.0,17.0,32.0,4.1,9.2,0.446,3.1,7.3,0.419,1.1,1.9,0.545,0.611,1.3,1.6,0.786,0.5,2.4,2.9,1.9,0.9,0.3,0.7,2.6,12.6
134.0,Ausar Thompson,23.0,DET,SF,13.0,12.0,28.7,5.4,10.4,0.519,0.3,1.0,0.308,5.1,9.4,0.541,0.533,1.5,3.1,0.5,1.6,4.0,5.6,3.0,1.7,0.8,1.2,2.8,12.6
135.0,Moses Moody,23.0,GSW,SG,17.0,9.0,25.8,3.9,9.5,0.416,2.7,6.6,0.407,1.2,2.8,0.438,0.559,1.8,2.2,0.838,0.6,2.6,3.2,1.5,1.0,0.8,1.4,2.1,12.4
136.0,Derik Queen,21.0,NOP,C,18.0,6.0,23.8,4.7,9.6,0.486,0.1,0.9,0.125,4.6,8.7,0.522,0.491,2.9,3.8,0.779,2.1,4.4,6.5,3.3,1.1,0.8,2.4,3.2,12.4
137.0,Dennis Schröder,32.0,SAC,PG,18.0,12.0,29.2,4.6,11.5,0.396,1.5,4.5,0.333,3.1,7.0,0.437,0.461,1.8,2.3,0.78,0.4,3.2,3.7,6.0,0.8,0.2,1.9,1.8,12.4
138.0,Myles Turner,29.0,MIL,C,18.0,18.0,30.0,4.2,9.8,0.432,2.4,5.9,0.415,1.8,3.9,0.457,0.557,1.5,2.1,0.711,1.2,5.4,6.6,1.8,1.1,1.8,1.3,2.7,12.4
139.0,Kel'el Ware,21.0,MIA,C,18.0,14.0,24.9,4.8,9.2,0.524,1.1,2.6,0.404,3.8,6.6,0.571,0.581,1.7,2.2,0.795,3.4,7.6,11.0,0.6,1.0,1.4,1.0,1.9,12.4
140.0,Wendell Carter Jr.,26.0,ORL,C,18.0,18.0,29.4,4.1,7.6,0.54,1.2,2.7,0.449,2.9,4.9,0.591,0.62,2.8,3.5,0.81,2.9,4.6,7.4,1.9,0.6,0.7,1.9,3.9,12.3
141.0,Tre Jones,26.0,CHI,PG,14.0,11.0,28.6,3.9,8.0,0.482,0.4,1.5,0.286,3.4,6.5,0.527,0.509,4.1,4.9,0.841,0.8,2.9,3.7,5.3,1.7,0.2,1.6,1.9,12.3
142.0,Mark Williams,24.0,PHO,C,15.0,12.0,25.4,4.9,7.6,0.64,0.0,0.0,,4.9,7.6,0.64,0.64,2.6,3.3,0.78,3.0,5.4,8.4,0.9,1.3,0.9,0.9,2.9,12.3
143.0,Noah Clowney,21.0,BRK,PF,17.0,11.0,27.2,3.6,9.0,0.399,2.1,6.4,0.33,1.5,2.6,0.568,0.516,2.9,3.7,0.794,0.6,2.9,3.5,1.6,0.7,0.6,1.6,2.2,12.2
144.0,Saddiq Bey,26.0,NOP,SF,17.0,9.0,26.9,4.3,10.2,0.422,1.9,5.3,0.356,2.4,4.9,0.494,0.514,1.6,2.4,0.659,1.8,3.5,5.4,2.2,0.9,0.0,0.6,1.2,12.1
145.0,Toumani Camara,25.0,POR,PF,18.0,18.0,33.9,4.5,10.9,0.411,2.1,6.6,0.319,2.4,4.3,0.551,0.508,0.9,1.3,0.708,2.2,3.1,5.3,2.8,1.2,0.6,2.1,3.1,12.1
146.0,Isaiah Hartenstein,27.0,OKC,C,18.0,18.0,27.8,5.2,7.7,0.676,0.0,0.2,0.0,5.2,7.5,0.696,0.676,1.6,2.4,0.659,3.3,7.6,10.9,3.4,1.3,0.8,2.2,2.9,12.1
147.0,Brandin Podziemski,22.0,GSW,SG,19.0,8.0,28.1,4.2,9.6,0.434,1.8,4.7,0.382,2.4,4.9,0.484,0.527,2.0,2.6,0.776,0.5,4.1,4.6,2.9,1.3,0.3,1.3,2.1,12.1
148.0,D'Angelo Russell,29.0,DAL,PG,17.0,3.0,21.4,4.2,10.6,0.392,1.2,4.9,0.25,2.9,5.7,0.515,0.45,2.3,3.3,0.696,0.4,2.4,2.8,4.8,0.5,0.1,2.4,1.4,11.9
149.0,Quenton Jackson,27.0,IND,PG,5.0,3.0,20.2,4.0,7.4,0.541,1.2,2.4,0.5,2.8,5.0,0.56,0.622,2.6,3.6,0.722,1.0,2.4,3.4,3.6,1.0,0.2,1.2,2.0,11.8
150.0,Zaccharie Risacher,20.0,ATL,SF,16.0,16.0,24.4,4.6,10.4,0.446,1.6,5.1,0.309,3.1,5.3,0.576,0.521,0.9,1.4,0.609,0.8,2.0,2.8,1.6,1.1,0.8,0.8,1.8,11.7
151.0,John Collins,28.0,LAC,PF,18.0,9.0,26.1,4.4,8.9,0.497,0.9,2.7,0.354,3.5,6.3,0.558,0.55,1.8,2.2,0.8,1.2,3.6,4.8,0.6,0.8,0.6,1.6,2.3,11.6
152.0,Collin Gillespie,26.0,PHO,PG,18.0,0.0,25.5,4.0,9.4,0.424,2.6,6.2,0.411,1.4,3.2,0.448,0.559,1.1,1.3,0.826,1.0,3.1,4.1,4.9,1.2,0.3,1.6,1.4,11.6
153.0,Naji Marshall,28.0,DAL,SF,19.0,1.0,26.4,3.7,7.8,0.473,0.9,3.0,0.298,2.8,4.8,0.582,0.53,3.3,4.2,0.788,0.7,4.3,4.9,2.3,1.1,0.1,1.2,1.8,11.6
154.0,Tristan Da Silva,24.0,ORL,SF,19.0,7.0,23.8,4.3,8.9,0.476,1.9,4.7,0.411,2.3,4.2,0.55,0.585,1.0,1.3,0.792,1.0,2.9,3.9,1.4,0.8,0.3,0.8,1.1,11.5
155.0,Tari Eason,24.0,HOU,PF,11.0,1.0,23.2,4.3,8.6,0.495,2.5,4.8,0.509,1.8,3.8,0.476,0.637,0.5,0.6,0.714,1.5,3.7,5.2,1.6,0.8,0.5,1.7,1.6,11.5
156.0,Tre Johnson,19.0,WAS,SG,15.0,4.0,24.3,4.3,9.7,0.445,2.0,5.1,0.395,2.3,4.7,0.5,0.548,0.9,1.1,0.813,0.5,2.5,3.0,1.3,0.4,0.5,1.6,1.9,11.5
157.0,Royce O'Neale,32.0,PHO,SF,18.0,14.0,30.1,3.9,9.0,0.438,3.2,7.3,0.439,0.7,1.7,0.433,0.617,0.4,0.6,0.7,0.9,4.4,5.3,2.7,1.1,0.2,1.4,2.7,11.5
158.0,Christian Braun,24.0,DEN,SG,11.0,11.0,29.5,4.4,8.8,0.495,0.5,2.5,0.214,3.8,6.3,0.609,0.526,2.1,2.6,0.793,1.6,2.7,4.4,3.0,0.8,0.3,1.3,2.2,11.4
159.0,Bobby Portis,30.0,MIL,PF,18.0,2.0,21.8,4.6,9.1,0.509,1.6,3.2,0.5,3.0,5.8,0.514,0.598,0.6,0.8,0.714,1.2,4.6,5.8,1.2,0.4,0.1,1.1,1.7,11.4
160.0,Jaylon Tyson,23.0,CLE,SG,14.0,10.0,26.2,4.2,8.0,0.527,2.1,4.4,0.475,2.1,3.6,0.588,0.656,0.8,1.0,0.786,1.5,3.1,4.6,1.8,1.1,0.7,1.0,3.6,11.3
161.0,Jock Landale,30.0,MEM,C,18.0,13.0,22.8,4.4,8.1,0.545,1.2,2.6,0.447,3.2,5.4,0.592,0.617,1.3,1.8,0.697,2.2,3.4,5.6,1.6,0.6,0.4,1.1,2.7,11.2
162.0,Tim Hardaway Jr.,33.0,DEN,SG,17.0,1.0,23.8,3.8,8.4,0.448,2.3,5.5,0.415,1.5,2.9,0.51,0.584,1.2,1.4,0.875,0.3,1.6,1.9,1.4,0.5,0.1,0.2,1.1,11.1
163.0,Jaden Ivey,23.0,DET,SG,2.0,0.0,13.5,4.5,8.0,0.563,1.5,3.0,0.5,3.0,5.0,0.6,0.656,0.5,1.0,0.5,0.5,1.5,2.0,1.5,0.5,0.0,0.5,1.0,11.0
164.0,Jakob Poeltl,30.0,TOR,C,13.0,13.0,25.5,4.5,6.2,0.738,0.0,0.0,,4.5,6.2,0.738,0.738,1.8,3.2,0.571,2.9,5.2,8.1,1.8,0.7,0.5,1.2,3.4,10.9
165.0,Brandon Williams,26.0,DAL,PG,17.0,9.0,21.9,3.7,9.5,0.389,0.6,3.1,0.192,3.1,6.5,0.482,0.42,2.9,3.6,0.82,0.7,2.0,2.7,3.9,1.5,0.2,2.2,1.8,10.9
166.0,Jordan Clarkson,33.0,NYK,SG,16.0,0.0,19.2,4.0,8.3,0.485,1.4,4.1,0.338,2.6,4.2,0.627,0.568,1.4,1.7,0.852,0.9,0.9,1.9,1.8,0.3,0.2,1.2,2.3,10.8
167.0,Simone Fontecchio,30.0,MIA,SF,18.0,0.0,19.4,3.4,8.2,0.422,2.3,5.9,0.396,1.1,2.3,0.488,0.565,1.6,1.8,0.848,0.6,2.3,2.8,1.6,0.6,0.2,1.1,2.0,10.8
168.0,Daniss Jenkins,24.0,DET,PG,12.0,4.0,20.0,4.3,8.3,0.51,1.3,2.7,0.469,3.0,5.7,0.529,0.585,1.1,1.5,0.722,0.7,1.3,2.0,4.2,1.3,0.1,1.7,1.4,10.8
169.0,Rudy Gobert,33.0,MIN,C,17.0,17.0,32.4,4.5,6.2,0.733,0.0,0.0,,4.5,6.2,0.733,0.733,1.6,3.2,0.509,3.6,6.6,10.2,1.7,0.5,1.7,1.9,3.1,10.7
170.0,A.J. Green,26.0,MIL,SG,18.0,18.0,28.4,3.4,7.2,0.473,3.1,6.5,0.47,0.3,0.7,0.5,0.686,0.9,1.2,0.762,0.1,2.6,2.6,1.7,0.4,0.1,0.8,3.1,10.7
171.0,Isaiah Stewart,24.0,DET,C,14.0,5.0,22.9,4.0,7.8,0.514,1.1,2.9,0.4,2.9,4.9,0.58,0.587,1.5,2.0,0.75,1.9,4.1,6.1,1.4,0.2,2.0,1.1,3.1,10.6
172.0,Derrick Jones Jr.,28.0,LAC,SF,13.0,13.0,24.9,3.8,7.1,0.533,1.2,3.5,0.348,2.5,3.5,0.717,0.62,1.7,2.2,0.786,0.8,1.5,2.4,1.1,0.8,1.2,0.8,2.0,10.5
173.0,Vit Krejci,25.0,ATL,PG,15.0,1.0,23.4,3.7,6.8,0.539,2.6,5.3,0.494,1.1,1.5,0.696,0.73,0.5,0.8,0.667,0.3,1.9,2.1,1.9,0.4,0.2,0.7,2.5,10.5
174.0,Julian Champagnie,24.0,SAS,SF,16.0,11.0,27.6,3.3,7.9,0.409,2.3,6.0,0.375,1.0,1.9,0.516,0.551,1.6,2.1,0.765,0.9,3.9,4.8,1.4,1.0,0.3,1.3,1.3,10.4
175.0,Sandro Mamukelashvili,26.0,TOR,C,17.0,1.0,18.6,3.8,6.6,0.566,1.2,2.6,0.444,2.6,4.0,0.647,0.655,1.6,2.1,0.8,1.3,2.8,4.1,1.9,0.5,0.4,0.9,1.8,10.4
176.0,Jarace Walker,22.0,IND,PF,17.0,9.0,28.1,3.4,10.2,0.335,1.6,4.9,0.321,1.8,5.2,0.348,0.413,1.9,2.4,0.805,0.7,4.4,5.1,2.6,0.6,0.4,2.1,2.1,10.4
177.0,Donovan Clingan,21.0,POR,C,18.0,18.0,25.4,4.0,8.0,0.5,0.8,3.1,0.255,3.2,4.9,0.652,0.549,1.5,1.8,0.818,4.7,5.3,9.9,1.7,0.7,1.6,0.8,2.7,10.3
178.0,Davion Mitchell,27.0,MIA,PG,18.0,18.0,30.1,4.1,8.1,0.51,1.1,2.8,0.38,3.1,5.3,0.579,0.576,1.0,1.7,0.6,0.4,2.4,2.9,7.3,1.3,0.1,1.5,2.9,10.3
179.0,Klay Thompson,35.0,DAL,SF,18.0,8.0,21.6,3.7,10.4,0.351,2.5,7.8,0.321,1.2,2.7,0.438,0.471,0.4,0.4,1.0,0.3,2.1,2.4,1.5,0.4,0.3,0.9,1.0,10.3
180.0,Jaylen Wells,22.0,MEM,SG,18.0,18.0,25.8,3.8,9.7,0.389,1.6,5.2,0.301,2.2,4.6,0.488,0.469,1.2,1.8,0.667,1.2,2.2,3.4,1.8,0.7,0.0,0.7,2.0,10.3
181.0,Zach Edey,23.0,MEM,C,5.0,5.0,21.4,3.4,5.6,0.607,0.2,0.4,0.5,3.2,5.2,0.615,0.625,3.2,3.6,0.889,3.2,4.4,7.6,1.0,1.0,1.6,1.6,2.8,10.2
182.0,Pelle Larsson,24.0,MIA,SG,18.0,15.0,23.3,3.5,7.3,0.477,1.2,3.3,0.35,2.3,4.0,0.583,0.557,2.0,2.6,0.766,0.4,2.4,2.9,3.6,0.6,0.2,1.2,2.2,10.2
183.0,Jalen Smith,25.0,CHI,C,17.0,0.0,17.1,3.8,7.8,0.481,1.7,4.4,0.387,2.1,3.4,0.603,0.59,1.0,1.4,0.739,1.9,4.0,5.9,1.3,0.3,0.7,0.9,2.1,10.2
184.0,Gary Trent Jr.,27.0,MIL,SG,18.0,12.0,28.0,3.5,8.6,0.406,2.3,5.9,0.387,1.2,2.7,0.449,0.539,0.9,1.3,0.739,0.1,1.4,1.4,1.9,1.0,0.1,0.9,2.0,10.2
185.0,Moussa Diabaté,24.0,CHO,C,17.0,1.0,23.2,3.6,5.6,0.653,0.0,0.0,,3.6,5.6,0.653,0.653,2.7,3.8,0.708,4.1,4.2,8.3,1.2,0.5,1.2,0.8,2.4,10.0
186.0,Miles McBride,25.0,NYK,SG,13.0,4.0,24.5,3.7,9.3,0.397,2.2,5.9,0.364,1.5,3.4,0.455,0.512,0.5,0.8,0.6,0.7,1.8,2.5,2.5,0.7,0.2,0.7,1.5,10.0
187.0,Kevin Porter Jr.,25.0,MIL,PG,1.0,1.0,9.0,3.0,5.0,0.6,2.0,3.0,0.667,1.0,2.0,0.5,0.8,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0
188.0,Ace Bailey,19.0,UTA,SF,17.0,8.0,21.5,3.8,8.5,0.448,1.3,3.9,0.333,2.5,4.6,0.544,0.524,0.9,1.1,0.842,1.8,1.6,3.4,1.7,0.8,0.2,1.4,2.3,9.9
189.0,Dyson Daniels,22.0,ATL,SG,19.0,19.0,32.9,4.4,9.1,0.486,0.3,1.4,0.192,4.2,7.7,0.537,0.5,0.8,1.3,0.64,2.2,4.2,6.4,5.7,2.2,0.4,2.3,2.5,9.9
190.0,Cameron Johnson,29.0,DEN,SF,16.0,16.0,27.8,3.5,7.8,0.448,1.4,3.8,0.361,2.1,4.0,0.531,0.536,1.6,1.9,0.833,0.8,2.4,3.3,2.1,0.6,0.2,0.9,2.1,9.9
191.0,Jake LaRavia,24.0,LAL,PF,17.0,6.0,26.9,3.6,7.5,0.488,1.1,3.1,0.346,2.6,4.4,0.587,0.559,1.5,2.3,0.667,1.2,2.9,4.1,2.2,1.4,0.3,1.1,2.2,9.9
192.0,Cam Spencer,25.0,MEM,SG,18.0,1.0,20.1,3.1,7.1,0.441,2.1,4.8,0.43,1.1,2.3,0.463,0.587,1.7,1.9,0.882,0.3,1.8,2.1,3.3,0.7,0.1,0.8,1.3,9.9
193.0,Daniel Gafford,27.0,DAL,C,13.0,12.0,24.0,3.7,6.0,0.615,0.0,0.0,,3.7,6.0,0.615,0.615,2.4,3.0,0.795,2.4,4.3,6.7,1.5,0.9,1.6,1.3,3.1,9.8
194.0,Caris LeVert,31.0,DET,SG,12.0,0.0,19.5,3.5,7.0,0.5,1.3,3.3,0.41,2.2,3.8,0.578,0.595,1.5,2.5,0.6,0.2,1.3,1.5,3.3,0.7,0.4,1.6,1.1,9.8
195.0,Peyton Watson,23.0,DEN,SF,17.0,7.0,25.6,3.7,7.3,0.508,1.1,2.6,0.4,2.6,4.6,0.57,0.581,1.3,1.8,0.733,1.3,3.5,4.8,1.6,1.1,1.1,1.4,2.2,9.8
196.0,Josh Hart,30.0,NYK,SF,15.0,1.0,26.9,3.7,7.9,0.475,1.1,3.3,0.347,2.6,4.6,0.565,0.547,1.1,1.5,0.727,1.7,5.3,7.0,4.7,0.9,0.3,1.9,2.5,9.7
197.0,Tre Mann,24.0,CHO,PG,15.0,1.0,21.7,3.7,10.3,0.357,1.5,5.1,0.303,2.1,5.2,0.41,0.432,0.8,0.9,0.923,0.7,2.3,3.0,2.9,0.7,0.1,2.0,2.2,9.7
198.0,Bilal Coulibaly,21.0,WAS,SG,9.0,9.0,26.3,2.9,7.6,0.382,0.9,3.2,0.276,2.0,4.3,0.462,0.441,2.9,3.6,0.813,0.6,3.2,3.8,3.3,1.1,1.0,1.6,2.8,9.6
199.0,Herbert Jones,27.0,NOP,SF,16.0,16.0,30.3,3.4,8.8,0.39,1.6,4.3,0.362,1.9,4.5,0.417,0.479,1.1,1.4,0.739,0.9,2.8,3.8,2.3,1.4,0.3,1.6,3.6,9.5
200.0,Khris Middleton,34.0,WAS,SF,13.0,13.0,25.4,3.7,8.0,0.462,0.8,2.5,0.333,2.8,5.5,0.521,0.514,1.3,1.7,0.773,1.3,2.8,4.2,3.2,0.8,0.4,1.6,3.1,9.5
201.0,Ryan Kalkbrenner,24.0,CHO,C,15.0,15.0,25.5,4.1,5.1,0.803,0.0,0.1,0.0,4.1,5.0,0.813,0.803,1.3,1.6,0.792,3.2,3.7,6.9,0.4,0.8,1.9,1.5,1.9,9.4
202.0,T.J. McConnell,33.0,IND,PG,7.0,0.0,16.0,4.3,8.4,0.508,0.7,1.7,0.417,3.6,6.7,0.532,0.551,0.1,0.1,1.0,0.1,1.9,2.0,3.7,1.0,0.0,0.7,1.1,9.4
203.0,Cam Whitmore,21.0,WAS,SF,17.0,0.0,16.8,3.6,7.5,0.488,0.9,2.5,0.349,2.8,4.9,0.56,0.547,1.2,1.6,0.778,0.7,1.9,2.6,0.7,0.8,0.2,0.9,1.3,9.4
204.0,Jordan Miller,26.0,LAC,SF,3.0,0.0,16.3,2.7,5.3,0.5,1.7,3.0,0.556,1.0,2.3,0.429,0.656,2.3,2.7,0.875,1.0,1.7,2.7,1.0,0.3,0.0,1.0,0.7,9.3
205.0,Svi Mykhailiuk,28.0,UTA,SF,17.0,17.0,26.4,3.5,7.5,0.472,1.9,5.3,0.367,1.6,2.2,0.73,0.602,0.3,0.4,0.833,0.6,1.9,2.5,2.1,0.5,0.2,0.9,1.4,9.3
206.0,Neemias Queta,26.0,BOS,C,17.0,17.0,23.6,4.2,6.6,0.628,0.0,0.2,0.0,4.2,6.5,0.645,0.628,0.9,1.6,0.593,3.1,4.9,7.9,1.7,0.6,1.4,0.8,3.3,9.3
207.0,Landry Shamet,28.0,NYK,SG,15.0,6.0,20.9,2.8,6.2,0.452,1.9,4.4,0.424,0.9,1.8,0.519,0.602,1.8,2.3,0.794,0.5,1.5,2.0,1.2,0.4,0.2,0.5,1.3,9.3
208.0,Marcus Smart,31.0,LAL,SG,14.0,9.0,26.8,3.0,7.4,0.408,1.1,4.5,0.254,1.9,2.9,0.65,0.485,2.1,2.3,0.938,0.6,1.6,2.3,2.9,1.8,0.3,1.9,2.9,9.3
209.0,Bogdan Bogdanović,33.0,LAC,SG,9.0,2.0,25.7,3.1,8.3,0.373,1.8,5.2,0.34,1.3,3.1,0.429,0.48,1.2,1.4,0.846,0.3,3.1,3.4,3.3,0.8,0.1,1.4,2.6,9.2
210.0,Ziaire Williams,24.0,BRK,SF,14.0,0.0,23.1,2.9,7.5,0.381,1.6,5.4,0.303,1.2,2.1,0.586,0.49,1.9,2.1,0.867,0.7,1.9,2.6,0.6,0.8,0.5,0.9,2.4,9.2
211.0,Isaiah Collier,21.0,UTA,PG,9.0,1.0,23.2,3.0,5.7,0.529,0.3,0.9,0.375,2.7,4.8,0.558,0.559,2.7,3.6,0.75,0.2,2.6,2.8,5.7,0.6,0.3,2.8,2.6,9.0
212.0,Corey Kispert,26.0,WAS,SF,17.0,2.0,19.9,3.1,6.1,0.505,1.6,3.9,0.403,1.5,2.1,0.694,0.636,1.2,1.7,0.724,0.4,2.1,2.5,1.7,0.5,0.2,0.6,1.1,8.9
213.0,Trendon Watford,25.0,PHI,PF,14.0,4.0,20.4,3.4,6.3,0.534,0.5,1.3,0.389,2.9,5.0,0.571,0.574,1.7,2.1,0.8,1.1,3.6,4.7,3.6,0.4,0.2,1.5,2.7,8.9
214.0,Nikola Jović,22.0,MIA,PF,14.0,1.0,21.4,2.9,7.3,0.402,1.1,3.6,0.294,1.9,3.6,0.51,0.475,1.9,2.5,0.743,0.7,3.6,4.4,3.1,0.6,0.4,1.8,2.6,8.8
215.0,Brice Sensabaugh,22.0,UTA,SF,16.0,0.0,15.1,3.1,7.3,0.422,1.6,4.8,0.338,1.4,2.4,0.59,0.534,1.0,1.1,0.941,0.5,2.0,2.5,1.1,0.6,0.1,0.9,1.8,8.8
216.0,Cole Anthony,25.0,MIL,PG,17.0,0.0,19.2,3.8,8.7,0.432,0.7,2.6,0.267,3.1,6.1,0.505,0.473,0.5,0.9,0.533,0.5,2.8,3.2,4.9,0.8,0.4,2.4,2.5,8.7
217.0,Caleb Love,24.0,POR,SG,10.0,0.0,18.5,3.2,9.7,0.33,1.6,6.0,0.267,1.6,3.7,0.432,0.412,0.6,0.8,0.75,0.8,2.6,3.4,2.4,0.4,0.0,0.9,1.2,8.6
218.0,Terance Mann,29.0,BRK,SG,17.0,17.0,26.5,3.2,7.1,0.45,1.1,2.8,0.375,2.1,4.2,0.5,0.525,1.2,1.5,0.808,1.6,1.8,3.4,3.6,0.7,0.2,0.9,2.9,8.6
219.0,Cason Wallace,22.0,OKC,SG,17.0,17.0,28.6,3.2,7.6,0.423,1.6,4.3,0.37,1.6,3.4,0.491,0.527,0.6,0.6,0.909,0.8,2.1,2.8,2.5,2.4,0.3,1.2,2.4,8.6
220.0,Tolu Smith,25.0,DET,PF,2.0,0.0,11.0,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,2.5,3.5,0.714,2.0,3.5,5.5,1.0,0.5,0.5,0.5,1.0,8.5
221.0,Ryan Dunn,23.0,PHO,SF,16.0,11.0,24.1,3.4,7.1,0.478,1.0,2.9,0.34,2.4,4.1,0.576,0.549,0.6,0.9,0.667,1.9,2.9,4.8,1.9,1.4,0.7,1.0,2.6,8.4
222.0,Kyle Filipowski,22.0,UTA,C,16.0,5.0,20.0,2.9,6.7,0.439,0.9,2.6,0.341,2.1,4.1,0.5,0.505,1.6,2.4,0.667,1.6,4.1,5.8,2.2,0.4,0.6,1.3,2.7,8.4
223.0,Tyrese Martin,26.0,BRK,SG,17.0,2.0,21.4,3.0,7.7,0.389,1.5,4.5,0.329,1.5,3.2,0.473,0.485,0.9,1.3,0.727,1.1,2.2,3.3,2.7,0.7,0.2,1.1,0.9,8.4
224.0,Jonas Valančiūnas,33.0,DEN,C,17.0,0.0,12.5,3.2,5.9,0.55,0.1,0.5,0.222,3.1,5.4,0.582,0.56,1.8,2.3,0.769,1.4,3.1,4.5,1.0,0.1,0.6,1.0,1.8,8.4
225.0,Andre Drummond,32.0,PHI,C,16.0,8.0,24.2,3.3,6.1,0.541,0.6,1.4,0.409,2.8,4.8,0.579,0.587,1.1,1.8,0.607,3.4,7.3,10.7,0.7,0.8,1.0,0.9,2.4,8.3
226.0,Bradley Beal,32.0,LAC,SG,6.0,6.0,20.2,3.0,8.0,0.375,1.2,3.2,0.368,1.8,4.8,0.379,0.448,1.0,1.3,0.75,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2
227.0,Luguentz Dort,26.0,OKC,SF,12.0,12.0,28.9,2.8,7.3,0.379,1.7,5.1,0.328,1.1,2.2,0.5,0.494,1.0,1.1,0.923,1.4,2.7,4.1,1.2,0.8,0.3,0.7,2.9,8.2
228.0,Luke Kornet,30.0,SAS,C,9.0,4.0,23.7,3.3,4.3,0.769,0.0,0.0,,3.3,4.3,0.769,0.769,1.6,2.2,0.7,2.6,3.2,5.8,2.1,0.1,1.0,0.8,1.7,8.2
229.0,Isaac Okoro,25.0,CHI,SG,15.0,15.0,24.9,3.0,6.5,0.459,1.2,3.1,0.383,1.8,3.4,0.529,0.551,1.0,1.3,0.75,1.1,1.5,2.7,1.6,0.4,0.7,1.0,3.1,8.2
230.0,Will Richard,23.0,GSW,SG,17.0,7.0,17.8,2.9,5.3,0.544,1.2,3.1,0.404,1.6,2.2,0.737,0.661,1.2,1.6,0.741,1.1,1.4,2.5,1.2,1.0,0.1,0.7,2.1,8.2
231.0,Vince Williams Jr.,25.0,MEM,SG,13.0,5.0,21.2,2.7,7.3,0.368,1.3,4.3,0.304,1.4,3.0,0.462,0.458,1.5,1.7,0.864,1.1,4.1,5.2,4.7,0.9,0.3,2.0,2.1,8.2
232.0,Draymond Green,35.0,GSW,PF,16.0,16.0,28.7,2.9,7.6,0.388,1.6,4.4,0.357,1.4,3.2,0.431,0.492,0.7,1.2,0.579,0.9,4.9,5.8,5.8,0.9,0.8,3.2,3.8,8.1
233.0,Luke Kennard,29.0,ATL,SG,16.0,0.0,21.7,2.8,5.9,0.479,1.5,3.4,0.436,1.3,2.4,0.538,0.606,1.0,1.1,0.941,0.6,1.4,1.9,2.3,0.9,0.1,1.1,1.4,8.1
234.0,Jordan Goodwin,27.0,PHO,PG,15.0,2.0,19.6,3.1,7.0,0.448,1.2,3.2,0.375,1.9,3.8,0.509,0.533,0.4,0.5,0.75,2.0,2.3,4.3,2.0,1.5,0.1,1.3,1.7,7.9
