Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Charlotte,13.7%,13.7%,10.6%,14.0%,13.5%,13.7%
2,Memphis,14.1%,11.4%,8.8%,14.7%,13.4%,14.1%
3,Houston,15.4%,17.5%,14.1%,15.1%,15.7%,15.4%
4,Philadelphia,15.5%,13.8%,16.0%,16.7%,13.9%,15.5%
5,San Antonio,15.8%,7.1%,9.9%,14.2%,18.4%,15.8%
6,New Orleans,15.9%,16.5%,18.5%,15.0%,17.0%,15.9%
7,LA Lakers,15.9%,14.6%,17.8%,17.9%,14.5%,15.9%
8,LA Clippers,16.0%,15.6%,16.3%,17.8%,14.6%,16.0%
9,Brooklyn,16.1%,13.9%,9.7%,15.4%,16.7%,16.1%
10,Utah,16.1%,14.0%,9.7%,17.5%,14.4%,16.1%
11,Sacramento,16.2%,15.6%,17.0%,17.8%,14.9%,16.2%
12,Golden State,16.5%,16.4%,10.3%,15.0%,17.3%,16.5%
13,Denver,16.6%,13.6%,11.3%,17.1%,16.2%,16.6%
14,New York,16.7%,20.6%,20.0%,14.8%,18.9%,16.7%
15,Chicago,16.9%,18.5%,16.8%,16.9%,16.9%,16.9%
16,Miami,16.9%,15.3%,13.7%,16.3%,17.4%,16.9%
17,Atlanta,17.0%,16.2%,12.9%,18.2%,16.3%,17.0%
18,Orlando,17.1%,16.3%,19.4%,16.5%,17.8%,17.1%
19,Okla City,17.2%,16.3%,15.8%,18.5%,16.3%,17.2%
20,Dallas,17.3%,18.9%,16.0%,17.1%,17.8%,17.3%
21,Washington,17.5%,17.9%,10.6%,18.4%,16.9%,17.5%
22,Minnesota,18.1%,16.8%,22.2%,16.7%,19.4%,18.1%
23,Phoenix,18.2%,20.1%,13.2%,18.5%,17.8%,18.2%
24,Cleveland,18.2%,18.2%,10.9%,19.7%,16.2%,18.2%
25,Portland,18.3%,16.4%,13.6%,17.6%,18.7%,18.3%
26,Milwaukee,18.8%,16.6%,21.7%,17.5%,20.7%,18.8%
27,Toronto,19.4%,18.9%,13.1%,17.5%,20.9%,19.4%
28,Indiana,19.9%,19.2%,23.8%,19.8%,20.0%,19.9%
29,Boston,20.2%,15.2%,14.7%,18.5%,22.2%,20.2%
30,Detroit,20.3%,14.2%,22.2%,20.0%,20.6%,20.3%
