Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Charlotte,17.0%,15.8%,13.6%,17.8%,16.4%,17.0%
2,Miami,17.2%,15.1%,13.3%,16.9%,17.4%,17.2%
3,Denver,17.2%,16.7%,13.7%,16.8%,17.6%,17.2%
4,Memphis,17.4%,13.7%,14.2%,17.9%,16.6%,17.4%
5,LA Lakers,17.7%,17.8%,20.6%,19.8%,16.3%,17.7%
6,Dallas,17.8%,16.6%,15.9%,17.6%,18.1%,17.8%
7,Sacramento,17.8%,17.8%,16.8%,17.6%,18.0%,17.8%
8,Golden State,17.8%,16.1%,11.6%,15.8%,19.0%,17.8%
9,Chicago,17.9%,16.5%,15.9%,17.7%,18.1%,17.9%
10,Okla City,18.0%,17.1%,19.8%,18.0%,18.0%,18.0%
11,Atlanta,18.0%,18.1%,17.0%,18.5%,17.8%,18.0%
12,New Orleans,18.1%,16.9%,18.0%,17.9%,18.4%,18.1%
13,San Antonio,18.1%,14.1%,15.5%,16.7%,20.6%,18.1%
14,Philadelphia,18.2%,15.5%,16.2%,18.4%,17.9%,18.2%
15,LA Clippers,18.2%,17.6%,19.7%,18.9%,17.6%,18.2%
16,Houston,18.2%,19.8%,17.9%,18.6%,17.9%,18.2%
17,Cleveland,18.4%,16.9%,11.5%,19.2%,17.4%,18.4%
18,Portland,18.6%,18.1%,14.9%,16.7%,19.9%,18.6%
19,Orlando,18.9%,18.9%,17.2%,19.0%,18.8%,18.9%
20,New York,19.0%,21.2%,19.4%,18.1%,20.2%,19.0%
21,Utah,19.0%,17.4%,11.4%,19.8%,18.1%,19.0%
22,Brooklyn,19.0%,15.9%,13.4%,18.2%,19.8%,19.0%
23,Toronto,19.2%,17.0%,13.1%,18.8%,19.5%,19.2%
24,Washington,19.3%,17.7%,15.9%,19.7%,19.0%,19.3%
25,Minnesota,19.6%,18.5%,23.2%,18.9%,20.2%,19.6%
26,Milwaukee,19.6%,19.1%,23.4%,18.8%,20.9%,19.6%
27,Detroit,19.9%,18.1%,24.5%,20.0%,19.9%,19.9%
28,Phoenix,20.3%,20.8%,18.1%,20.3%,20.3%,20.3%
29,Indiana,20.5%,19.6%,22.6%,20.0%,21.0%,20.5%
30,Boston,21.1%,21.2%,18.0%,20.4%,21.9%,21.1%
