Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,1.298,1.095,1.059,1.143,1.436,1.298
2,Detroit,1.344,1.673,1.692,1.236,1.442,1.344
3,Phoenix,1.51,1.07,1.625,1.382,1.708,1.51
4,Orlando,1.602,1.837,1.048,1.612,1.591,1.602
5,Toronto,1.61,1.551,2.25,1.621,1.601,1.61
6,Atlanta,1.621,1.638,2.308,1.605,1.631,1.621
7,Cleveland,1.635,1.689,1.75,1.655,1.609,1.635
8,Golden State,1.636,1.898,2.286,1.611,1.65,1.636
9,Minnesota,1.649,1.351,2.25,1.583,1.712,1.649
10,Portland,1.655,2.049,1.692,1.405,1.841,1.655
11,LA Lakers,1.656,1.75,1.5,1.581,1.711,1.656
12,Houston,1.712,1.229,0.524,1.717,1.708,1.712
13,Dallas,1.737,1.825,1.571,1.78,1.648,1.737
14,Boston,1.739,2.472,4.125,1.845,1.621,1.739
15,New York,1.779,1.667,1.9,1.649,1.989,1.779
16,Miami,1.793,1.551,1.375,1.707,1.889,1.793
17,New Orleans,1.805,1.977,1.706,1.718,1.924,1.805
18,Milwaukee,1.808,1.932,1.5,1.822,1.784,1.808
19,San Antonio,1.827,2.417,4.5,1.779,1.915,1.827
20,Indiana,1.857,1.818,1.412,1.75,1.959,1.857
21,Memphis,1.894,1.829,2.286,1.835,1.966,1.894
22,LA Clippers,2.016,2.25,2.636,1.912,2.109,2.016
23,Sacramento,2.019,2.459,1.313,1.74,2.286,2.019
24,Philadelphia,2.035,2.564,3.167,2.214,1.819,2.035
25,Denver,2.085,2.529,3.0,2.03,2.134,2.085
26,Brooklyn,2.149,2.733,3.5,2.34,1.984,2.149
27,Utah,2.188,2.447,3.4,2.252,2.112,2.188
28,Chicago,2.242,2.462,2.0,2.511,2.026,2.242
29,Charlotte,2.245,2.686,3.556,2.362,2.159,2.245
30,Washington,2.374,2.159,1.737,2.196,2.521,2.374
