Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Orlando,26.3%,23.3%,22.7%,26.7%,26.0%,26.3%
2,LA Lakers,25.6%,27.0%,23.2%,27.4%,24.3%,25.6%
3,Indiana,23.9%,24.5%,30.8%,24.5%,23.3%,23.9%
4,Detroit,23.8%,25.7%,31.0%,22.5%,25.0%,23.8%
5,Brooklyn,23.6%,24.8%,25.8%,23.3%,23.8%,23.6%
6,Dallas,23.4%,17.3%,13.3%,24.7%,20.6%,23.4%
7,Minnesota,22.9%,23.8%,17.6%,25.1%,21.0%,22.9%
8,Denver,22.7%,19.2%,12.4%,21.9%,23.5%,22.7%
9,Toronto,22.6%,25.5%,15.9%,22.5%,22.7%,22.6%
10,San Antonio,22.6%,23.2%,30.1%,20.9%,25.3%,22.6%
11,Houston,22.5%,18.8%,15.4%,23.7%,21.5%,22.5%
12,Utah,22.4%,16.8%,14.9%,23.8%,20.8%,22.4%
13,Portland,22.3%,24.5%,29.7%,23.9%,21.3%,22.3%
14,New Orleans,21.9%,25.0%,26.5%,21.2%,22.8%,21.9%
15,Philadelphia,21.9%,18.6%,18.9%,22.4%,21.2%,21.9%
16,Cleveland,21.9%,18.1%,12.2%,21.8%,22.0%,21.9%
17,Miami,21.8%,26.2%,20.1%,20.2%,23.4%,21.8%
18,Memphis,21.7%,18.9%,13.7%,23.2%,19.8%,21.7%
19,Charlotte,21.4%,19.6%,18.3%,20.0%,22.6%,21.4%
20,Golden State,21.2%,18.7%,14.6%,20.7%,21.5%,21.2%
21,Okla City,21.2%,21.2%,20.5%,20.7%,21.6%,21.2%
22,LA Clippers,21.2%,22.5%,22.5%,19.5%,22.5%,21.2%
23,Chicago,21.1%,24.8%,27.4%,22.1%,20.3%,21.1%
24,Sacramento,20.7%,19.4%,23.2%,19.5%,21.7%,20.7%
25,New York,20.2%,22.9%,13.4%,19.9%,20.7%,20.2%
26,Atlanta,19.6%,15.1%,13.4%,20.6%,19.1%,19.6%
27,Phoenix,19.0%,18.5%,17.0%,19.4%,18.3%,19.0%
28,Washington,18.4%,20.2%,23.3%,18.8%,18.2%,18.4%
29,Milwaukee,18.1%,13.1%,16.8%,17.8%,18.7%,18.1%
30,Boston,16.6%,19.1%,20.8%,16.2%,17.0%,16.6%
