Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Charlotte,18.5%,18.8%,14.5%,18.8%,18.3%,18.5%
2,Memphis,18.6%,13.7%,12.4%,19.6%,17.3%,18.6%
3,San Antonio,19.5%,11.1%,14.6%,17.3%,23.2%,19.5%
4,Miami,19.8%,17.2%,13.3%,18.4%,21.2%,19.8%
5,Golden State,19.9%,20.7%,14.9%,16.6%,21.8%,19.9%
6,LA Lakers,20.1%,17.6%,22.5%,22.8%,18.2%,20.1%
7,Okla City,20.3%,19.4%,18.0%,21.8%,19.0%,20.3%
8,Philadelphia,20.3%,19.6%,22.7%,22.7%,17.1%,20.3%
9,Houston,20.7%,23.8%,17.0%,21.1%,20.4%,20.7%
10,LA Clippers,20.9%,21.9%,23.2%,22.5%,19.6%,20.9%
11,Denver,20.9%,17.3%,13.7%,20.8%,21.1%,20.9%
12,Atlanta,21.2%,21.1%,23.3%,21.1%,21.3%,21.2%
13,New Orleans,21.2%,23.0%,27.4%,20.3%,22.4%,21.2%
14,Utah,21.2%,20.3%,14.6%,22.2%,20.1%,21.2%
15,Sacramento,21.3%,20.1%,17.6%,21.9%,20.9%,21.3%
16,New York,21.5%,26.2%,25.8%,19.3%,24.4%,21.5%
17,Orlando,21.9%,21.6%,18.9%,21.3%,22.5%,21.9%
18,Cleveland,22.2%,20.8%,15.9%,24.2%,19.6%,22.2%
19,Phoenix,22.2%,24.3%,15.4%,22.4%,21.9%,22.2%
20,Chicago,22.3%,25.9%,26.5%,22.4%,22.2%,22.3%
21,Dallas,22.3%,22.3%,20.1%,21.9%,23.2%,22.3%
22,Brooklyn,22.3%,17.7%,13.4%,22.7%,22.0%,22.3%
23,Portland,22.9%,21.4%,16.8%,21.2%,24.0%,22.9%
24,Minnesota,23.0%,19.4%,23.2%,22.0%,23.9%,23.0%
25,Toronto,23.4%,20.6%,12.2%,21.9%,24.7%,23.4%
26,Washington,23.5%,23.5%,13.4%,24.1%,23.0%,23.5%
27,Boston,24.6%,21.8%,20.5%,24.0%,25.3%,24.6%
28,Milwaukee,24.7%,24.7%,29.7%,22.9%,27.6%,24.7%
29,Detroit,24.9%,18.4%,30.8%,25.2%,24.6%,24.9%
30,Indiana,26.6%,23.7%,31.0%,26.0%,27.1%,26.6%
