Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Charlotte,18.6%,17.4%,15.0%,19.7%,17.7%,18.6%
2,Denver,19.1%,18.8%,15.2%,18.6%,19.6%,19.1%
3,Memphis,19.1%,15.1%,16.2%,19.8%,18.3%,19.1%
4,Miami,19.5%,16.8%,15.2%,19.5%,19.4%,19.5%
5,LA Lakers,19.6%,19.3%,22.0%,21.8%,18.0%,19.6%
6,Sacramento,19.6%,19.9%,19.1%,19.3%,19.9%,19.6%
7,Golden State,19.7%,18.6%,13.1%,17.8%,20.9%,19.7%
8,Okla City,19.9%,19.3%,22.9%,20.0%,19.9%,19.9%
9,Dallas,19.9%,19.1%,18.0%,19.8%,20.2%,19.9%
10,San Antonio,20.0%,15.8%,17.2%,18.3%,22.7%,20.0%
11,New Orleans,20.1%,18.2%,18.6%,20.0%,20.1%,20.1%
12,Chicago,20.1%,18.9%,18.6%,19.6%,20.5%,20.1%
13,Atlanta,20.2%,19.8%,18.0%,20.6%,19.9%,20.2%
14,Philadelphia,20.2%,17.2%,18.5%,20.5%,19.7%,20.2%
15,Houston,20.3%,22.1%,20.3%,20.9%,19.8%,20.3%
16,LA Clippers,20.3%,19.5%,22.0%,21.1%,19.7%,20.3%
17,Cleveland,20.4%,18.7%,12.6%,21.3%,19.4%,20.4%
18,New York,20.7%,23.5%,22.0%,19.8%,21.9%,20.7%
19,Portland,20.7%,19.8%,16.1%,18.4%,22.2%,20.7%
20,Orlando,20.8%,20.4%,18.5%,20.7%,20.9%,20.8%
21,Utah,21.0%,18.7%,13.1%,21.8%,20.0%,21.0%
22,Brooklyn,21.1%,17.4%,14.7%,20.3%,21.9%,21.1%
23,Toronto,21.3%,18.1%,13.6%,20.7%,21.7%,21.3%
24,Milwaukee,21.8%,20.6%,26.2%,20.9%,23.1%,21.8%
25,Washington,21.9%,20.1%,18.0%,22.3%,21.7%,21.9%
26,Minnesota,21.9%,20.8%,25.5%,21.2%,22.7%,21.9%
27,Detroit,22.2%,19.4%,25.6%,22.4%,21.9%,22.2%
28,Phoenix,22.7%,23.5%,20.3%,22.7%,22.7%,22.7%
29,Indiana,22.8%,22.7%,25.6%,22.2%,23.4%,22.8%
30,Boston,23.7%,23.9%,21.2%,22.8%,24.7%,23.7%
