Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,107.7%,105.8%,93.2%,107.3%,108.0%,107.7%
2,Miami,108.2%,103.5%,97.5%,103.7%,112.9%,108.2%
3,Dallas,108.5%,102.7%,100.6%,108.2%,109.3%,108.5%
4,Denver,111.2%,115.6%,114.9%,109.2%,113.0%,111.2%
5,Houston,111.9%,112.4%,103.3%,112.4%,111.5%,111.9%
6,Minnesota,112.3%,113.8%,106.1%,110.5%,113.8%,112.3%
7,Boston,112.5%,114.4%,115.8%,114.8%,109.9%,112.5%
8,San Antonio,113.0%,110.4%,106.1%,113.4%,112.5%,113.0%
9,Detroit,113.2%,122.4%,119.2%,111.6%,114.7%,113.2%
10,Chicago,114.2%,117.0%,118.5%,114.6%,113.8%,114.2%
11,Cleveland,114.3%,111.2%,111.6%,114.4%,114.2%,114.3%
12,Toronto,114.3%,113.5%,106.3%,114.4%,114.3%,114.3%
13,Phoenix,114.6%,113.1%,118.7%,110.3%,121.4%,114.6%
14,Atlanta,114.7%,118.4%,137.0%,116.6%,113.5%,114.7%
15,Orlando,114.9%,127.8%,111.4%,113.2%,116.6%,114.9%
16,Philadelphia,115.0%,118.6%,126.0%,115.0%,115.0%,115.0%
17,Golden State,115.6%,110.9%,108.8%,108.7%,119.6%,115.6%
18,Memphis,117.0%,111.9%,128.0%,115.5%,118.9%,117.0%
19,Indiana,117.3%,112.2%,120.1%,114.8%,119.5%,117.3%
20,LA Lakers,117.6%,118.4%,127.7%,121.0%,115.2%,117.6%
21,Washington,117.7%,117.5%,110.1%,119.1%,116.8%,117.7%
22,Milwaukee,117.9%,125.1%,121.5%,119.8%,115.0%,117.9%
23,New York,118.1%,115.1%,99.7%,117.0%,119.5%,118.1%
24,LA Clippers,118.9%,126.5%,135.9%,119.0%,118.8%,118.9%
25,Portland,119.7%,120.9%,108.9%,119.4%,119.9%,119.7%
26,Utah,120.9%,126.0%,119.1%,120.5%,121.3%,120.9%
27,Charlotte,121.3%,125.4%,114.6%,117.8%,124.3%,121.3%
28,Sacramento,121.5%,115.6%,104.2%,122.5%,120.8%,121.5%
29,Brooklyn,122.1%,116.6%,119.4%,123.8%,120.6%,122.1%
30,New Orleans,124.0%,123.7%,133.7%,123.0%,125.3%,124.0%
