Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,42.2%,42.8%,37.0%,42.7%,41.9%,42.2%
2,Miami,43.1%,41.8%,39.2%,41.3%,45.1%,43.1%
3,Boston,44.1%,46.6%,47.0%,45.8%,42.2%,44.1%
4,Detroit,44.5%,49.0%,47.6%,44.8%,44.3%,44.5%
5,San Antonio,45.1%,46.5%,44.3%,45.0%,45.1%,45.1%
6,Dallas,45.2%,43.7%,44.7%,44.9%,45.9%,45.2%
7,Minnesota,45.5%,46.6%,43.3%,45.7%,45.3%,45.5%
8,Denver,45.5%,47.7%,46.2%,44.4%,46.4%,45.5%
9,Houston,45.5%,46.0%,41.3%,46.5%,44.6%,45.5%
10,Toronto,46.0%,44.4%,41.4%,46.6%,45.5%,46.0%
11,Cleveland,46.1%,45.7%,48.9%,46.4%,45.7%,46.1%
12,Phoenix,46.5%,45.4%,48.9%,44.9%,48.9%,46.5%
13,Atlanta,46.6%,48.0%,57.1%,47.5%,46.0%,46.6%
14,New York,46.9%,44.7%,37.9%,46.6%,47.4%,46.9%
15,Chicago,47.1%,48.0%,51.0%,47.7%,46.5%,47.1%
16,Golden State,47.2%,45.2%,47.5%,44.3%,48.9%,47.2%
17,Philadelphia,47.3%,50.5%,53.5%,47.5%,47.2%,47.3%
18,Orlando,47.4%,53.4%,45.1%,46.6%,48.2%,47.4%
19,LA Lakers,47.7%,48.7%,51.9%,49.2%,46.7%,47.7%
20,Milwaukee,47.7%,50.0%,45.6%,48.4%,46.6%,47.7%
21,Memphis,47.8%,45.0%,50.5%,47.8%,47.8%,47.8%
22,Washington,47.9%,47.8%,45.3%,48.1%,47.7%,47.9%
23,LA Clippers,47.9%,52.5%,57.5%,47.2%,48.5%,47.9%
24,Indiana,48.3%,45.7%,50.0%,47.1%,49.4%,48.3%
25,Utah,48.7%,51.3%,49.0%,47.6%,50.0%,48.7%
26,Portland,48.7%,48.4%,44.2%,48.1%,49.1%,48.7%
27,Sacramento,50.1%,46.9%,41.2%,49.4%,50.6%,50.1%
28,Charlotte,50.1%,51.5%,49.5%,48.5%,51.5%,50.1%
29,New Orleans,50.3%,48.8%,52.4%,50.0%,50.6%,50.3%
30,Brooklyn,50.3%,48.1%,51.1%,52.0%,48.8%,50.3%
