Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,4.1%,2.7%,4.7%,3.5%,4.7%,4.1%
2,Cleveland,4.3%,3.4%,1.1%,4.5%,4.1%,4.3%
3,LA Lakers,4.3%,2.3%,2.3%,4.1%,4.5%,4.3%
4,San Antonio,4.4%,6.3%,7.8%,4.2%,4.8%,4.4%
5,Golden State,4.5%,5.0%,5.8%,5.0%,4.3%,4.5%
6,New York,4.7%,3.1%,1.1%,4.9%,4.4%,4.7%
7,Atlanta,4.7%,5.8%,8.4%,4.1%,5.1%,4.7%
8,Minnesota,4.8%,4.0%,3.1%,5.3%,4.4%,4.8%
9,LA Clippers,4.9%,4.0%,4.9%,4.9%,4.9%,4.9%
10,Milwaukee,4.9%,7.6%,9.3%,4.6%,5.5%,4.9%
11,Indiana,5.0%,5.5%,4.9%,4.1%,5.8%,5.0%
12,Denver,5.0%,3.5%,4.4%,4.1%,5.9%,5.0%
13,Charlotte,5.0%,5.4%,5.8%,4.5%,5.4%,5.0%
14,Phoenix,5.0%,4.7%,5.0%,4.8%,5.4%,5.0%
15,Brooklyn,5.2%,4.5%,6.9%,5.6%,4.8%,5.2%
16,Boston,5.3%,4.7%,4.5%,5.5%,5.0%,5.3%
17,Detroit,5.3%,6.5%,4.8%,5.3%,5.3%,5.3%
18,Philadelphia,5.4%,2.9%,4.9%,5.0%,5.8%,5.4%
19,Sacramento,5.5%,3.7%,4.1%,5.4%,5.6%,5.5%
20,Houston,5.6%,5.9%,4.5%,6.1%,5.0%,5.6%
21,Memphis,5.6%,6.0%,3.2%,5.0%,6.4%,5.6%
22,Dallas,5.9%,5.9%,7.2%,6.0%,5.8%,5.9%
23,Orlando,5.9%,5.6%,4.0%,4.9%,7.1%,5.9%
24,Miami,6.1%,9.2%,5.3%,5.8%,6.4%,6.1%
25,Utah,6.2%,4.8%,5.1%,6.4%,5.9%,6.2%
26,Chicago,6.2%,5.9%,6.1%,6.5%,5.9%,6.2%
27,Portland,6.5%,6.6%,6.3%,6.6%,6.4%,6.5%
28,Toronto,6.5%,5.8%,4.4%,5.9%,7.0%,6.5%
29,Washington,6.7%,5.6%,7.1%,8.2%,5.6%,6.7%
30,New Orleans,7.0%,6.8%,2.9%,6.3%,7.9%,7.0%
