Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Orlando,20.6%,16.7%,16.0%,21.9%,19.3%,20.6%
2,Indiana,20.2%,19.5%,22.2%,19.7%,20.8%,20.2%
3,LA Lakers,19.3%,19.1%,16.3%,19.4%,19.2%,19.3%
4,Dallas,18.9%,15.8%,13.7%,20.0%,16.5%,18.9%
5,Brooklyn,18.8%,18.9%,20.0%,19.1%,18.6%,18.8%
6,Utah,18.8%,13.4%,10.3%,19.2%,18.2%,18.8%
7,Portland,18.4%,19.9%,21.7%,19.7%,17.6%,18.4%
8,Memphis,18.3%,15.0%,11.3%,18.9%,17.4%,18.3%
9,Charlotte,17.7%,17.4%,16.4%,16.9%,18.5%,17.7%
10,New Orleans,17.6%,19.1%,16.8%,17.4%,17.9%,17.6%
11,Philadelphia,17.5%,16.3%,19.4%,17.9%,17.0%,17.5%
12,LA Clippers,17.5%,18.1%,17.8%,15.3%,19.4%,17.5%
13,Denver,17.5%,14.2%,8.8%,17.2%,17.7%,17.5%
14,Golden State,17.4%,15.3%,9.7%,15.0%,19.0%,17.4%
15,Detroit,17.3%,17.3%,23.8%,17.7%,16.9%,17.3%
16,Houston,17.3%,15.1%,13.2%,17.6%,17.0%,17.3%
17,San Antonio,17.2%,17.5%,27.5%,16.1%,19.1%,17.2%
18,Minnesota,17.2%,18.8%,17.0%,18.5%,16.0%,17.2%
19,Okla City,16.9%,15.0%,13.9%,16.4%,17.2%,16.9%
20,Miami,16.6%,19.1%,16.0%,16.2%,17.0%,16.6%
21,Toronto,16.6%,18.4%,10.9%,16.0%,17.0%,16.6%
22,Chicago,16.4%,19.6%,18.5%,17.2%,15.7%,16.4%
23,Cleveland,16.3%,13.9%,13.1%,16.0%,16.8%,16.3%
24,Sacramento,16.3%,17.3%,22.2%,15.9%,16.6%,16.3%
25,New York,15.6%,15.0%,9.7%,15.9%,15.3%,15.6%
26,Phoenix,15.2%,14.5%,14.1%,15.0%,15.5%,15.2%
27,Atlanta,15.0%,11.1%,10.6%,17.4%,13.6%,15.0%
28,Washington,14.2%,14.6%,12.9%,14.8%,13.8%,14.2%
29,Boston,12.6%,13.2%,12.3%,12.5%,12.7%,12.6%
30,Milwaukee,12.4%,10.2%,13.6%,12.1%,13.0%,12.4%
