Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,LA Lakers,51.1%,53.7%,57.5%,53.2%,49.6%,51.1%
2,Denver,50.6%,50.6%,50.5%,49.7%,51.5%,50.6%
3,Toronto,50.2%,51.0%,48.9%,50.2%,50.2%,50.2%
4,San Antonio,49.4%,47.8%,41.6%,50.0%,48.5%,49.4%
5,Milwaukee,49.3%,48.1%,44.2%,51.1%,46.5%,49.3%
6,Detroit,49.0%,55.5%,50.0%,46.7%,51.2%,49.0%
7,Okla City,48.8%,53.5%,52.9%,48.6%,48.9%,48.8%
8,Atlanta,48.7%,47.1%,45.3%,45.8%,50.4%,48.7%
9,Minnesota,48.6%,43.7%,41.2%,48.2%,48.9%,48.6%
10,Houston,48.5%,46.1%,48.9%,47.4%,49.5%,48.5%
11,Miami,48.0%,46.9%,44.7%,47.5%,48.6%,48.0%
12,Orlando,47.9%,51.7%,53.5%,47.2%,48.7%,47.9%
13,Chicago,47.5%,44.9%,52.4%,47.2%,47.7%,47.5%
14,LA Clippers,47.3%,49.8%,51.9%,50.3%,45.0%,47.3%
15,Phoenix,47.0%,44.6%,41.3%,48.5%,44.7%,47.0%
16,Sacramento,46.7%,47.4%,43.3%,44.7%,48.5%,46.7%
17,New York,46.6%,49.6%,51.1%,46.8%,46.3%,46.6%
18,Washington,46.5%,49.2%,57.1%,45.7%,47.2%,46.5%
19,Philadelphia,46.2%,44.4%,45.1%,46.5%,45.9%,46.2%
20,Boston,46.1%,52.2%,60.2%,47.2%,44.6%,46.1%
21,Cleveland,46.0%,47.1%,41.4%,47.1%,44.7%,46.0%
22,Charlotte,45.7%,44.2%,45.3%,46.7%,44.9%,45.7%
23,Golden State,45.4%,44.3%,49.0%,48.4%,43.7%,45.4%
24,Utah,45.1%,46.0%,47.5%,46.8%,43.0%,45.1%
25,New Orleans,44.6%,46.6%,51.0%,44.9%,44.3%,44.6%
26,Portland,44.6%,43.2%,45.6%,44.2%,44.9%,44.6%
27,Dallas,44.1%,41.5%,39.2%,44.4%,43.4%,44.1%
28,Brooklyn,44.0%,45.5%,37.9%,42.7%,45.2%,44.0%
29,Memphis,43.3%,45.8%,46.2%,44.2%,42.1%,43.3%
30,Indiana,41.5%,47.8%,47.6%,43.9%,39.3%,41.5%
