Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Charlotte,19.2,17.7,15.0,19.8,18.8,19.2
2,Denver,19.7,18.7,15.0,19.4,20.0,19.7
3,Memphis,19.9,15.0,16.0,20.8,18.9,19.9
4,LA Lakers,20.2,20.3,22.0,22.7,18.4,20.2
5,LA Clippers,20.5,19.3,22.0,21.0,20.1,20.5
6,San Antonio,20.6,16.0,17.0,18.7,23.7,20.6
7,Golden State,20.6,19.7,14.0,18.3,22.0,20.6
8,Sacramento,20.7,21.0,21.0,20.6,20.7,20.7
8,New Orleans,20.7,19.3,21.0,20.7,20.6,20.7
10,Houston,20.7,21.7,20.0,21.1,20.4,20.7
11,Okla City,20.9,20.0,23.0,20.9,20.9,20.9
12,Atlanta,21.0,20.0,19.0,21.3,20.8,21.0
13,Philadelphia,21.2,18.7,20.0,21.2,21.1,21.2
14,Brooklyn,21.3,17.0,14.0,20.5,22.0,21.3
15,New York,21.3,23.7,21.0,20.3,22.6,21.3
16,Miami,21.4,18.3,16.0,21.7,21.1,21.4
17,Dallas,21.4,19.7,19.0,21.5,21.3,21.4
18,Cleveland,21.6,19.0,13.0,22.0,21.0,21.6
19,Orlando,21.6,21.0,20.0,21.5,21.8,21.6
20,Chicago,21.6,21.0,21.0,20.8,22.4,21.6
21,Portland,22.1,20.0,16.0,19.9,23.5,22.1
21,Toronto,22.1,18.7,14.0,21.3,22.8,22.1
23,Utah,22.5,20.0,14.0,24.0,20.8,22.5
24,Milwaukee,22.7,21.3,26.0,21.7,24.1,22.7
25,Minnesota,23.0,22.0,28.0,22.3,23.7,23.0
26,Detroit,23.2,20.0,27.0,24.0,22.6,23.2
27,Washington,23.4,21.3,19.0,24.1,22.9,23.4
28,Phoenix,23.5,24.0,20.0,23.4,23.7,23.5
29,Boston,23.6,23.3,21.0,22.8,24.5,23.6
30,Indiana,24.4,23.7,27.0,24.1,24.6,24.4
