Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Boston,5.7%,6.8%,3.0%,4.6%,7.0%,5.7%
2,Indiana,6.9%,6.4%,7.6%,7.4%,6.5%,6.9%
3,New York,7.0%,5.3%,5.2%,6.9%,7.2%,7.0%
4,Okla City,7.5%,9.6%,8.0%,8.5%,6.7%,7.5%
5,Memphis,7.6%,4.7%,5.1%,7.8%,7.3%,7.6%
6,Minnesota,7.6%,8.8%,8.2%,7.6%,7.6%,7.6%
7,Denver,7.6%,7.4%,6.1%,7.2%,8.0%,7.6%
8,Orlando,7.7%,5.8%,6.5%,8.4%,7.0%,7.7%
9,Philadelphia,7.8%,7.4%,9.2%,7.4%,8.4%,7.8%
10,Toronto,7.8%,8.1%,10.7%,7.9%,7.7%,7.8%
11,Charlotte,7.9%,6.2%,6.0%,8.5%,7.4%,7.9%
12,Sacramento,7.9%,6.6%,8.2%,8.7%,7.3%,7.9%
13,Cleveland,8.0%,7.9%,7.8%,8.4%,7.4%,8.0%
14,Detroit,8.0%,9.1%,10.4%,8.3%,7.8%,8.0%
15,Brooklyn,8.0%,8.5%,6.3%,8.9%,7.3%,8.0%
16,Atlanta,8.1%,7.2%,12.3%,9.2%,7.5%,8.1%
17,Milwaukee,8.2%,8.7%,8.1%,8.6%,7.7%,8.2%
18,Houston,8.2%,7.1%,9.1%,7.0%,9.2%,8.2%
19,Golden State,8.3%,7.9%,6.5%,7.6%,8.6%,8.3%
20,New Orleans,8.3%,6.0%,3.5%,7.8%,8.9%,8.3%
21,San Antonio,8.4%,7.6%,10.1%,8.6%,8.1%,8.4%
22,Chicago,8.7%,10.5%,11.5%,8.6%,8.7%,8.7%
23,Miami,8.7%,6.1%,7.6%,8.9%,8.6%,8.7%
24,Dallas,9.1%,9.1%,7.6%,9.1%,9.2%,9.1%
25,LA Lakers,9.1%,8.5%,7.0%,8.2%,9.8%,9.1%
26,Phoenix,9.2%,11.1%,13.2%,9.4%,8.9%,9.2%
27,Utah,9.3%,10.3%,10.3%,9.7%,8.8%,9.3%
28,LA Clippers,9.7%,8.0%,9.0%,10.2%,9.3%,9.7%
29,Portland,10.0%,10.9%,10.1%,10.0%,10.0%,10.0%
30,Washington,10.1%,6.9%,3.8%,9.2%,10.7%,10.1%
