TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD1,OPP_PTS_RANK,PLUS_MINUS_RANK
1611661330,Atlanta Dream,44,30,14,0.682,1765.0,1275.0,2970.0,0.429,290.0,903.0,0.321,538.0,694.0,0.775,309.0,1072.0,1381.0,829.0,537.0,288.0,158.0,198.0,750.0,696.0,3378.0,-334.0,1,2,22,5,3,34,39,7,16,25,9,32,32,19,29,33,31,32,12,31,33,4,36,13,33,2
1610612737,Atlanta Hawks,24,15,9,0.625,1114.0,957.0,2081.0,0.46,307.0,895.0,0.343,445.0,573.0,0.777,283.0,758.0,1041.0,602.0,385.0,208.0,107.0,130.0,490.0,504.0,2666.0,-45.0,21,17,8,11,24,23,23,26,20,23,19,16,12,20,25,19,21,21,25,15,11,17,10,33,23,22
1610612738,Boston Celtics,22,13,9,0.591,1016.0,784.0,1791.0,0.438,262.0,765.0,0.342,457.0,580.0,0.788,260.0,673.0,933.0,516.0,353.0,137.0,107.0,114.0,442.0,511.0,2287.0,-132.0,34,22,8,16,40,2,3,9,3,7,18,18,16,29,12,8,7,3,30,1,11,29,2,31,2,9
1610612751,Brooklyn Nets,22,4,18,0.182,1016.0,890.0,1824.0,0.488,284.0,760.0,0.374,437.0,566.0,0.772,235.0,714.0,949.0,579.0,320.0,199.0,99.0,82.0,513.0,497.0,2501.0,197.0,34,41,33,41,40,11,4,42,12,6,40,11,11,15,3,14,10,14,37,11,6,42,15,36,10,37
1610612766,Charlotte Hornets,23,10,13,0.435,1061.0,945.0,2005.0,0.471,307.0,803.0,0.382,357.0,459.0,0.778,235.0,654.0,889.0,599.0,309.0,179.0,103.0,105.0,525.0,441.0,2554.0,-13.0,27,31,19,29,33,19,17,36,20,13,42,2,1,21,3,4,4,20,39,7,8,35,18,42,11,24
1610612741,Chicago Bulls,22,12,10,0.545,1026.0,952.0,2024.0,0.47,284.0,788.0,0.36,442.0,561.0,0.788,280.0,717.0,997.0,587.0,300.0,208.0,120.0,119.0,485.0,481.0,2630.0,83.0,34,25,11,19,34,21,20,35,12,10,34,14,8,28,22,15,17,18,42,15,22,24,9,38,19,30
1611661329,Chicago Sky,44,10,34,0.227,1760.0,1359.0,3005.0,0.452,414.0,1131.0,0.366,645.0,840.0,0.768,384.0,1050.0,1434.0,941.0,522.0,420.0,243.0,184.0,734.0,782.0,3777.0,442.0,1,31,42,38,10,42,40,19,41,40,37,38,40,12,39,31,33,40,13,43,43,6,34,5,40,42
1610612739,Cleveland Cavaliers,24,14,10,0.583,1117.0,924.0,2008.0,0.46,285.0,800.0,0.356,495.0,628.0,0.788,266.0,758.0,1024.0,605.0,408.0,210.0,106.0,133.0,553.0,544.0,2628.0,-86.0,21,19,11,17,22,14,18,27,14,11,28,24,22,30,16,19,19,22,19,18,10,15,23,21,18,16
1611661323,Connecticut Sun,44,11,33,0.25,1765.0,1340.0,2878.0,0.466,370.0,1060.0,0.349,732.0,927.0,0.79,387.0,1168.0,1555.0,952.0,652.0,320.0,168.0,161.0,772.0,863.0,3782.0,445.0,1,27,41,37,3,40,31,30,39,35,22,42,42,32,40,41,42,41,5,38,35,9,38,1,41,43
1610612742,Dallas Mavericks,24,7,17,0.292,1127.0,949.0,2165.0,0.438,261.0,817.0,0.319,442.0,598.0,0.739,317.0,841.0,1158.0,549.0,342.0,221.0,118.0,154.0,534.0,498.0,2601.0,121.0,21,39,28,36,21,20,26,11,2,15,5,14,19,3,30,29,29,8,34,23,21,11,20,35,14,33
1611661321,Dallas Wings,44,10,34,0.227,1765.0,1350.0,2939.0,0.459,422.0,1088.0,0.388,749.0,957.0,0.783,358.0,1161.0,1519.0,1010.0,593.0,336.0,207.0,175.0,775.0,833.0,3871.0,277.0,1,31,42,38,3,41,36,24,42,39,43,43,43,22,33,40,38,43,10,40,41,7,39,2,42,41
1610612743,Denver Nuggets,22,15,7,0.682,1021.0,858.0,1922.0,0.446,271.0,844.0,0.321,393.0,512.0,0.768,242.0,625.0,867.0,553.0,285.0,169.0,94.0,93.0,471.0,448.0,2380.0,-181.0,34,17,4,5,37,7,9,15,9,18,8,3,3,11,6,2,3,9,43,3,2,40,7,41,6,4
1610612765,Detroit Pistons,22,18,4,0.818,1021.0,808.0,1827.0,0.442,263.0,740.0,0.355,478.0,629.0,0.76,261.0,646.0,907.0,484.0,388.0,176.0,114.0,138.0,522.0,531.0,2357.0,-144.0,34,11,1,2,37,3,5,12,5,1,27,21,23,6,14,3,5,2,23,6,19,13,17,25,4,8
1611661331,Golden State Valkyries,44,23,21,0.523,1765.0,1173.0,2899.0,0.405,389.0,1226.0,0.317,624.0,794.0,0.786,370.0,1095.0,1465.0,846.0,562.0,333.0,182.0,126.0,781.0,772.0,3359.0,-61.0,1,7,37,22,3,31,33,1,40,43,4,36,36,24,35,35,35,33,11,39,39,19,40,7,31,19
1610612744,Golden State Warriors,27,14,13,0.519,1237.0,1031.0,2251.0,0.458,311.0,933.0,0.333,514.0,630.0,0.816,293.0,840.0,1133.0,659.0,458.0,242.0,112.0,120.0,581.0,574.0,2887.0,7.0,14,19,19,25,14,29,29,22,23,27,13,30,24,42,27,28,28,29,15,29,17,23,28,15,29,25
1610612745,Houston Rockets,20,12,8,0.6,937.0,776.0,1702.0,0.456,272.0,757.0,0.359,350.0,480.0,0.729,225.0,528.0,753.0,468.0,309.0,173.0,116.0,110.0,462.0,428.0,2174.0,-130.0,43,25,5,15,43,1,1,21,11,5,32,1,2,1,2,1,1,1,39,5,20,32,3,43,1,10
