Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Boston,5.1%,6.2%,2.8%,4.0%,6.3%,5.1%
2,Indiana,6.1%,5.9%,7.2%,6.7%,5.6%,6.1%
3,New York,6.2%,4.8%,4.8%,6.1%,6.4%,6.2%
4,Memphis,6.8%,4.1%,4.6%,7.1%,6.5%,6.8%
5,Okla City,6.8%,9.0%,7.1%,7.8%,6.1%,6.8%
6,Denver,6.8%,6.6%,5.3%,6.4%,7.2%,6.8%
7,Minnesota,6.8%,7.6%,7.2%,6.8%,6.8%,6.8%
8,Orlando,6.9%,5.1%,5.7%,7.6%,6.2%,6.9%
9,Philadelphia,7.0%,6.7%,8.6%,6.6%,7.5%,7.0%
10,Charlotte,7.1%,5.5%,5.5%,7.6%,6.6%,7.1%
11,Houston,7.1%,6.2%,8.1%,6.0%,8.0%,7.1%
12,Toronto,7.1%,7.4%,9.7%,7.3%,7.0%,7.1%
13,Detroit,7.1%,8.5%,9.2%,7.2%,7.1%,7.1%
14,Cleveland,7.2%,7.3%,7.5%,7.6%,6.6%,7.2%
15,Brooklyn,7.2%,7.8%,5.5%,8.0%,6.6%,7.2%
16,Sacramento,7.3%,6.2%,7.4%,8.0%,6.7%,7.3%
17,New Orleans,7.3%,5.3%,3.0%,6.9%,7.9%,7.3%
18,Atlanta,7.4%,6.5%,10.9%,8.4%,6.9%,7.4%
19,Golden State,7.5%,6.9%,5.7%,6.9%,7.8%,7.5%
20,San Antonio,7.6%,6.9%,8.9%,7.8%,7.2%,7.6%
21,Milwaukee,7.6%,8.2%,7.5%,8.0%,7.0%,7.6%
22,Chicago,7.9%,9.6%,11.1%,7.8%,8.0%,7.9%
23,Miami,8.0%,5.3%,6.7%,8.2%,7.8%,8.0%
24,Phoenix,8.2%,9.9%,11.7%,8.4%,7.8%,8.2%
25,Utah,8.2%,9.3%,9.1%,8.5%,7.9%,8.2%
26,Dallas,8.3%,8.1%,6.6%,8.3%,8.3%,8.3%
27,LA Lakers,8.4%,7.8%,6.3%,7.5%,9.0%,8.4%
28,Portland,8.8%,9.4%,9.0%,8.9%,8.7%,8.8%
29,LA Clippers,8.8%,7.3%,8.4%,9.3%,8.5%,8.8%
30,Washington,9.2%,6.4%,3.6%,8.5%,9.7%,9.2%
