Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,15.6%,17.9%,14.6%,16.6%,14.8%,15.6%
2,Detroit,14.8%,14.8%,11.8%,14.6%,15.1%,14.8%
3,Phoenix,14.7%,16.5%,14.5%,14.7%,14.7%,14.7%
4,LA Lakers,14.3%,14.0%,15.0%,14.6%,14.1%,14.3%
5,Golden State,14.2%,13.4%,11.6%,13.9%,14.4%,14.2%
6,Cleveland,14.0%,13.4%,14.2%,13.8%,14.3%,14.0%
7,Atlanta,14.0%,14.2%,11.7%,14.1%,13.9%,14.0%
8,Portland,13.9%,12.4%,12.1%,15.1%,13.1%,13.9%
9,Toronto,13.8%,14.9%,11.2%,13.7%,13.9%,13.8%
10,New Orleans,13.7%,12.8%,14.5%,14.1%,13.2%,13.7%
11,Minnesota,13.6%,16.0%,9.9%,14.1%,13.2%,13.6%
12,New York,13.4%,12.5%,9.2%,14.6%,11.8%,13.4%
13,Orlando,13.1%,12.9%,18.0%,13.4%,12.7%,13.1%
14,Boston,12.9%,10.9%,6.8%,12.8%,12.9%,12.9%
15,Milwaukee,12.8%,13.1%,14.4%,12.9%,12.6%,12.8%
16,San Antonio,12.7%,10.5%,5.5%,13.3%,11.9%,12.7%
17,Miami,12.7%,13.4%,13.3%,13.0%,12.4%,12.7%
18,Sacramento,12.4%,10.5%,12.8%,13.5%,11.5%,12.4%
19,Houston,12.4%,14.6%,18.8%,12.4%,12.4%,12.4%
20,Memphis,12.3%,12.5%,12.4%,12.0%,12.7%,12.3%
21,Brooklyn,12.0%,9.3%,7.7%,11.8%,12.2%,12.0%
22,LA Clippers,12.0%,10.9%,9.8%,12.8%,11.3%,12.0%
23,Indiana,11.8%,12.1%,14.2%,12.0%,11.6%,11.8%
24,Dallas,11.8%,11.3%,11.7%,11.5%,12.4%,11.8%
25,Utah,11.7%,11.0%,8.1%,11.7%,11.7%,11.7%
26,Philadelphia,11.7%,10.8%,9.7%,10.9%,12.7%,11.7%
27,Charlotte,11.5%,10.4%,8.2%,10.6%,12.2%,11.5%
28,Denver,10.9%,10.1%,10.0%,10.9%,10.9%,10.9%
29,Washington,10.4%,12.2%,15.9%,11.3%,9.7%,10.4%
30,Chicago,10.3%,10.2%,10.6%,10.0%,10.5%,10.3%
