Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.
103.0,Cameron Johnson,29.0,DEN,SF,16.0,16.0,445.0,0.448,15.4,0.512,0.272,0.096,0.056,0.088,0.488,0.531,0.735,0.25,0.143,0.455,0.361,0.676,0.909,0.048,5.0,0.279,0.353,0.0,0.0
104.0,Kyle Kuzma,30.0,MIL,PF,17.0,8.0,443.0,0.494,10.8,0.701,0.328,0.305,0.034,0.034,0.299,0.582,0.737,0.472,0.167,0.5,0.288,0.648,0.933,0.046,8.0,0.327,0.294,0.0,0.0
105.0,Julian Champagnie,24.0,SAS,SF,16.0,11.0,442.0,0.409,19.5,0.244,0.181,0.055,0.008,0.0,0.756,0.516,0.652,0.143,0.0,,0.375,0.813,0.972,0.031,4.0,0.427,0.439,0.0,0.0
106.0,Alex Sarr,20.0,WAS,C,15.0,15.0,442.0,0.523,10.1,0.784,0.266,0.387,0.104,0.027,0.216,0.569,0.78,0.453,0.522,0.333,0.354,0.717,1.0,0.135,29.0,0.083,0.25,0.0,0.0
107.0,Moses Moody,23.0,GSW,SG,17.0,9.0,438.0,0.416,19.7,0.298,0.093,0.13,0.043,0.031,0.702,0.438,0.667,0.429,0.143,0.2,0.407,0.571,0.978,0.031,4.0,0.248,0.393,0.0,0.0
108.0,Deandre Ayton,27.0,LAL,C,15.0,15.0,438.0,0.696,5.7,1.0,0.43,0.348,0.177,0.044,0.0,0.696,0.794,0.673,0.5,0.714,,0.809,,0.196,28.0,,,0.0,0.0
109.0,Ben Sheppard,24.0,IND,SG,17.0,8.0,435.0,0.315,16.7,0.427,0.185,0.153,0.056,0.032,0.573,0.472,0.696,0.263,0.429,0.25,0.197,0.72,0.929,0.016,2.0,0.394,0.179,0.0,0.0
110.0,Peyton Watson,23.0,DEN,SF,17.0,7.0,435.0,0.508,10.7,0.637,0.395,0.226,0.008,0.008,0.363,0.57,0.694,0.357,0.0,1.0,0.4,0.844,1.0,0.169,19.0,0.556,0.64,0.0,0.0
111.0,Jalen Duren,22.0,DET,C,15.0,15.0,434.0,0.671,3.4,1.0,0.506,0.463,0.006,0.024,0.0,0.671,0.675,0.671,0.0,0.75,,0.627,,0.305,46.0,,,0.0,0.0
112.0,De'Andre Hunter,28.0,CLE,SF,15.0,15.0,434.0,0.453,17.1,0.493,0.133,0.143,0.158,0.059,0.507,0.58,0.704,0.517,0.531,0.583,0.33,0.569,0.765,0.03,4.0,0.214,0.318,0.0,0.0
113.0,Derik Queen,21.0,NOP,C,18.0,6.0,428.0,0.486,7.5,0.908,0.393,0.335,0.11,0.069,0.092,0.522,0.721,0.397,0.368,0.25,0.125,0.366,0.5,0.081,13.0,0.188,0.0,0.0,0.0
114.0,Bub Carrington,20.0,WAS,PG,17.0,5.0,428.0,0.361,17.2,0.537,0.074,0.222,0.12,0.12,0.463,0.276,0.375,0.208,0.308,0.308,0.46,0.375,0.783,0.037,2.0,0.26,0.385,0.0,0.0
115.0,Norman Powell,32.0,MIA,SG,14.0,14.0,427.0,0.5,14.2,0.578,0.217,0.265,0.052,0.043,0.422,0.526,0.68,0.426,0.5,0.4,0.464,0.543,0.889,0.017,3.0,0.227,0.455,0.0,0.0
116.0,Collin Sexton,27.0,CHO,SG,16.0,10.0,426.0,0.469,12.9,0.67,0.279,0.24,0.084,0.067,0.33,0.517,0.7,0.372,0.467,0.333,0.373,0.387,0.727,0.0,0.0,0.153,0.444,0.0,0.0
117.0,Anfernee Simons,26.0,BOS,SG,17.0,0.0,424.0,0.448,19.6,0.423,0.046,0.149,0.108,0.119,0.577,0.5,0.667,0.586,0.524,0.304,0.411,0.146,0.717,0.01,2.0,0.063,0.286,0.0,0.0
118.0,Pelle Larsson,24.0,MIA,SG,18.0,15.0,420.0,0.477,14.1,0.545,0.212,0.288,0.038,0.008,0.455,0.583,0.857,0.395,0.6,0.0,0.35,0.571,1.0,0.038,5.0,0.283,0.412,0.0,0.0
119.0,Jusuf Nurkić,31.0,UTA,C,17.0,12.0,420.0,0.424,9.5,0.771,0.237,0.492,0.042,0.0,0.229,0.495,0.571,0.466,0.4,,0.185,0.578,1.0,0.042,4.0,0.0,,0.0,0.0
120.0,Anthony Edwards,24.0,MIN,SG,13.0,13.0,420.0,0.475,15.6,0.572,0.167,0.218,0.093,0.093,0.428,0.544,0.767,0.5,0.417,0.375,0.382,0.35,0.548,0.051,13.0,0.036,0.25,0.0,0.0
121.0,Kelly Oubre Jr.,30.0,PHI,SF,12.0,12.0,418.0,0.497,14.8,0.55,0.208,0.235,0.067,0.04,0.45,0.622,0.806,0.514,0.4,0.667,0.343,0.549,0.957,0.067,9.0,0.239,0.5,0.0,0.0
122.0,Grayson Allen,30.0,PHO,SG,13.0,13.0,417.0,0.468,19.4,0.341,0.098,0.214,0.023,0.006,0.659,0.508,0.706,0.405,0.5,1.0,0.447,0.567,0.804,0.006,1.0,0.14,0.375,0.0,0.0
123.0,Naz Reid,26.0,MIN,C,17.0,0.0,416.0,0.458,15.6,0.505,0.147,0.263,0.089,0.005,0.495,0.552,0.714,0.54,0.353,0.0,0.362,0.491,0.912,0.026,2.0,0.34,0.469,1.0,0.0
124.0,Stephon Castle,21.0,SAS,PG,13.0,13.0,416.0,0.497,11.9,0.677,0.323,0.219,0.123,0.013,0.323,0.619,0.76,0.441,0.579,0.5,0.24,0.323,1.0,0.071,11.0,0.14,0.429,0.0,0.0
125.0,Victor Wembanyama,22.0,SAS,C,12.0,12.0,416.0,0.502,12.4,0.738,0.303,0.176,0.136,0.122,0.262,0.558,0.821,0.359,0.4,0.37,0.345,0.582,0.85,0.163,34.0,0.103,0.5,0.0,0.0
126.0,Giannis Antetokounmpo,31.0,MIL,PF,13.0,13.0,414.0,0.629,5.8,0.927,0.657,0.125,0.048,0.097,0.073,0.639,0.767,0.452,0.417,0.125,0.5,0.449,0.778,0.258,62.0,0.0,,0.0,0.0
127.0,Chet Holmgren,23.0,OKC,PF,14.0,14.0,412.0,0.562,12.8,0.651,0.266,0.231,0.112,0.041,0.349,0.682,0.844,0.59,0.474,0.714,0.339,0.68,0.9,0.16,25.0,0.102,0.167,0.0,0.0
128.0,Kentavious Caldwell-Pope,32.0,MEM,SG,18.0,13.0,411.0,0.363,17.3,0.516,0.105,0.169,0.105,0.137,0.484,0.422,0.538,0.476,0.385,0.294,0.3,0.815,0.889,0.024,2.0,0.167,0.2,0.0,0.0
129.0,Jock Landale,30.0,MEM,C,18.0,13.0,410.0,0.545,11.7,0.676,0.283,0.29,0.069,0.034,0.324,0.592,0.683,0.524,0.5,0.6,0.447,0.759,1.0,0.069,7.0,0.17,0.375,0.0,0.0
130.0,Tim Hardaway Jr.,33.0,DEN,SG,17.0,1.0,404.0,0.448,19.5,0.343,0.112,0.098,0.084,0.049,0.657,0.51,0.625,0.286,0.583,0.571,0.415,0.8,0.923,0.021,2.0,0.202,0.421,0.0,0.0
131.0,Kris Murray,25.0,POR,SF,17.0,1.0,404.0,0.43,10.4,0.64,0.453,0.186,0.0,0.0,0.36,0.545,0.641,0.313,,,0.226,0.767,1.0,0.163,14.0,0.516,0.188,0.0,0.0
132.0,Josh Hart,30.0,NYK,SF,15.0,1.0,403.0,0.475,13.3,0.585,0.305,0.169,0.085,0.025,0.415,0.565,0.722,0.5,0.3,0.0,0.347,0.615,0.882,0.025,3.0,0.408,0.45,0.0,0.0
133.0,Neemias Queta,26.0,BOS,C,17.0,17.0,402.0,0.628,3.9,0.973,0.566,0.354,0.035,0.018,0.027,0.645,0.766,0.525,0.25,0.0,0.0,0.718,,0.283,30.0,0.333,0.0,0.0,0.0
134.0,Jrue Holiday,35.0,POR,PG,12.0,12.0,401.0,0.446,16.5,0.488,0.157,0.181,0.114,0.036,0.512,0.531,0.654,0.5,0.421,0.5,0.365,0.372,0.452,0.012,2.0,0.129,0.455,0.0,0.0
135.0,Tre Jones,26.0,CHI,PG,14.0,11.0,400.0,0.482,7.7,0.813,0.509,0.268,0.027,0.009,0.188,0.527,0.614,0.4,0.333,0.0,0.286,0.417,1.0,0.0,0.0,0.143,0.667,0.0,0.0
136.0,Shaedon Sharpe,22.0,POR,SG,14.0,14.0,400.0,0.439,14.0,0.63,0.282,0.168,0.084,0.095,0.37,0.545,0.676,0.5,0.364,0.4,0.258,0.478,0.72,0.069,14.0,0.093,0.222,0.0,0.0
137.0,Ayo Dosunmu,26.0,CHI,SG,15.0,3.0,397.0,0.563,11.3,0.627,0.392,0.196,0.019,0.019,0.373,0.616,0.677,0.516,0.667,0.333,0.475,0.426,1.0,0.032,4.0,0.492,0.448,0.0,0.0
138.0,Bruce Brown,29.0,DEN,SG,17.0,0.0,396.0,0.42,11.0,0.7,0.29,0.3,0.09,0.02,0.3,0.457,0.724,0.267,0.333,0.0,0.333,0.688,1.0,0.01,1.0,0.4,0.333,0.0,0.0
139.0,Kevin Huerter,27.0,CHI,SF,16.0,5.0,395.0,0.484,14.2,0.516,0.287,0.185,0.045,0.0,0.484,0.654,0.756,0.517,0.571,,0.303,0.642,1.0,0.025,4.0,0.237,0.389,0.0,0.0
140.0,Moussa Diabaté,24.0,CHO,C,17.0,1.0,394.0,0.653,3.1,1.0,0.642,0.305,0.042,0.011,0.0,0.653,0.738,0.552,0.25,0.0,,0.677,,0.263,22.0,,,0.0,0.0
141.0,Paolo Banchero,23.0,ORL,PF,12.0,12.0,393.0,0.461,12.1,0.753,0.247,0.247,0.174,0.084,0.247,0.53,0.705,0.545,0.258,0.533,0.25,0.352,0.909,0.062,10.0,0.091,0.0,0.0,0.0
142.0,Bobby Portis,30.0,MIL,PF,18.0,2.0,392.0,0.509,15.3,0.644,0.147,0.202,0.172,0.123,0.356,0.514,0.75,0.485,0.429,0.4,0.5,0.759,1.0,0.012,2.0,0.19,0.455,0.0,0.0
143.0,Zaccharie Risacher,20.0,ATL,SF,16.0,16.0,391.0,0.446,15.0,0.512,0.301,0.133,0.03,0.048,0.488,0.576,0.66,0.5,0.6,0.25,0.309,0.776,0.92,0.114,16.0,0.284,0.348,0.0,0.0
144.0,Klay Thompson,35.0,DAL,SF,18.0,8.0,389.0,0.351,21.9,0.255,0.037,0.037,0.069,0.112,0.745,0.438,0.571,0.286,0.308,0.524,0.321,0.857,0.889,0.0,0.0,0.229,0.313,0.0,0.0
145.0,Keldon Johnson,26.0,SAS,SF,16.0,0.0,389.0,0.583,9.1,0.705,0.518,0.173,0.0,0.014,0.295,0.694,0.722,0.583,,1.0,0.317,0.529,0.923,0.086,11.0,0.585,0.25,0.0,0.0
146.0,Andre Drummond,32.0,PHI,C,16.0,8.0,387.0,0.541,6.9,0.776,0.592,0.173,0.01,0.0,0.224,0.579,0.655,0.294,1.0,,0.409,0.568,1.0,0.143,12.0,0.727,0.438,0.0,0.0
147.0,Ron Holland,20.0,DET,SF,17.0,5.0,386.0,0.391,13.0,0.602,0.195,0.32,0.047,0.039,0.398,0.468,0.64,0.439,0.167,0.2,0.275,0.528,1.0,0.102,12.0,0.608,0.29,0.0,0.0
148.0,Ryan Dunn,23.0,PHO,SF,16.0,11.0,385.0,0.478,12.2,0.584,0.336,0.204,0.035,0.009,0.416,0.576,0.737,0.435,0.0,0.0,0.34,0.632,1.0,0.168,16.0,0.681,0.313,0.0,0.0
149.0,Ryan Kalkbrenner,24.0,CHO,C,15.0,15.0,382.0,0.803,2.3,0.987,0.803,0.184,0.0,0.0,0.013,0.813,0.852,0.643,,,0.0,0.672,,0.395,28.0,0.0,,0.0,0.0
150.0,Dean Wade,29.0,CLE,PF,17.0,2.0,381.0,0.373,19.5,0.265,0.193,0.0,0.036,0.036,0.735,0.591,0.625,,0.333,0.667,0.295,0.769,0.944,0.048,4.0,0.344,0.286,0.0,0.0
151.0,Mark Williams,24.0,PHO,C,15.0,12.0,381.0,0.64,4.0,1.0,0.474,0.447,0.079,0.0,0.0,0.64,0.759,0.529,0.556,,,0.753,,0.289,30.0,,,0.0,0.0
152.0,Marcus Smart,31.0,LAL,SG,14.0,9.0,375.0,0.408,18.3,0.388,0.146,0.117,0.087,0.039,0.612,0.65,0.733,0.75,0.444,0.5,0.254,0.5,0.813,0.0,0.0,0.19,0.417,0.0,0.0
153.0,Javonte Green,32.0,DET,SG,17.0,3.0,373.0,0.426,14.9,0.505,0.228,0.228,0.02,0.03,0.495,0.529,0.696,0.435,0.0,0.333,0.32,0.852,1.0,0.099,9.0,0.32,0.313,0.0,0.0
154.0,Brandon Williams,26.0,DAL,PG,17.0,9.0,373.0,0.389,11.5,0.679,0.309,0.253,0.086,0.031,0.321,0.482,0.64,0.366,0.286,0.4,0.192,0.302,1.0,0.025,4.0,0.269,0.143,0.0,0.0
155.0,Isaac Okoro,25.0,CHI,SG,15.0,15.0,373.0,0.459,12.6,0.52,0.418,0.092,0.01,0.0,0.48,0.529,0.585,0.333,0.0,,0.383,0.704,1.0,0.031,3.0,0.702,0.394,0.0,0.0
156.0,Ausar Thompson,23.0,DET,SF,13.0,12.0,373.0,0.519,7.0,0.904,0.363,0.415,0.104,0.022,0.096,0.541,0.571,0.554,0.429,0.333,0.308,0.515,1.0,0.185,21.0,0.308,0.5,0.0,0.0
157.0,OG Anunoby,28.0,NYK,PF,12.0,12.0,373.0,0.476,14.8,0.463,0.367,0.048,0.041,0.007,0.537,0.574,0.685,0.0,0.333,0.0,0.392,0.615,0.968,0.143,19.0,0.456,0.444,0.0,0.0
158.0,Dillon Brooks,30.0,PHO,SF,12.0,12.0,369.0,0.459,16.9,0.541,0.115,0.167,0.187,0.072,0.459,0.566,0.708,0.429,0.615,0.533,0.333,0.297,0.813,0.01,2.0,0.177,0.235,0.0,0.0
159.0,Aaron Gordon,30.0,DEN,PF,13.0,13.0,368.0,0.532,13.7,0.591,0.305,0.149,0.065,0.071,0.409,0.593,0.83,0.348,0.3,0.364,0.444,0.574,0.786,0.13,18.0,0.206,0.462,0.0,0.0
160.0,Jaylon Tyson,23.0,CLE,SG,14.0,10.0,367.0,0.527,15.2,0.455,0.25,0.179,0.018,0.009,0.545,0.588,0.786,0.4,0.0,0.0,0.475,0.667,1.0,0.089,6.0,0.393,0.458,0.0,0.0
161.0,Ace Bailey,19.0,UTA,SF,17.0,8.0,366.0,0.448,15.9,0.545,0.186,0.159,0.055,0.145,0.455,0.544,0.778,0.478,0.25,0.429,0.333,0.721,0.909,0.145,19.0,0.333,0.364,0.0,0.0
162.0,Domantas Sabonis,29.0,SAC,C,11.0,11.0,365.0,0.51,7.1,0.862,0.4,0.366,0.09,0.007,0.138,0.56,0.672,0.415,0.692,0.0,0.2,0.714,1.0,0.097,14.0,0.15,0.333,0.0,0.0
163.0,Sam Hauser,28.0,BOS,PF,17.0,2.0,364.0,0.333,24.7,0.123,0.009,0.018,0.044,0.053,0.877,0.286,1.0,0.0,0.4,0.167,0.34,1.0,0.912,0.009,1.0,0.13,0.308,0.0,0.0
164.0,Tyrese Martin,26.0,BRK,SG,17.0,2.0,364.0,0.389,17.2,0.42,0.176,0.191,0.038,0.015,0.58,0.473,0.739,0.28,0.2,0.5,0.329,0.462,0.92,0.023,3.0,0.184,0.286,0.0,0.0
165.0,D'Angelo Russell,29.0,DAL,PG,17.0,3.0,364.0,0.392,16.7,0.536,0.088,0.227,0.16,0.061,0.464,0.515,0.625,0.488,0.517,0.455,0.25,0.32,0.714,0.0,0.0,0.131,0.182,0.0,0.0
166.0,Tre Johnson,19.0,WAS,SG,15.0,4.0,364.0,0.445,18.0,0.479,0.062,0.199,0.178,0.041,0.521,0.5,0.778,0.414,0.5,0.5,0.395,0.343,0.833,0.014,1.0,0.211,0.313,0.0,0.0
167.0,Jarrett Allen,27.0,CLE,C,14.0,14.0,364.0,0.577,5.2,0.971,0.365,0.518,0.073,0.015,0.029,0.594,0.76,0.493,0.5,0.5,0.0,0.797,,0.219,28.0,0.75,0.0,0.0,0.0
168.0,Bam Adebayo,28.0,MIA,C,12.0,12.0,363.0,0.451,13.8,0.64,0.16,0.257,0.189,0.034,0.36,0.509,0.643,0.467,0.485,0.333,0.349,0.719,1.0,0.08,13.0,0.46,0.379,0.0,0.0
169.0,Cam Spencer,25.0,MEM,SG,18.0,1.0,362.0,0.441,20.6,0.323,0.055,0.087,0.126,0.055,0.677,0.463,0.429,0.273,0.625,0.429,0.43,0.474,0.865,0.0,0.0,0.14,0.5,0.0,0.0
170.0,Reed Sheppard,21.0,HOU,PG,15.0,1.0,362.0,0.49,19.7,0.408,0.048,0.15,0.136,0.075,0.592,0.517,0.857,0.5,0.4,0.545,0.471,0.387,0.756,0.014,2.0,0.195,0.529,0.0,0.0
171.0,Lonzo Ball,28.0,CLE,PG,15.0,3.0,360.0,0.306,22.6,0.173,0.092,0.031,0.02,0.031,0.827,0.412,0.556,0.333,0.5,0.0,0.284,0.286,0.739,0.01,1.0,0.148,0.333,0.0,0.0
172.0,Malik Monk,27.0,SAC,SG,15.0,0.0,360.0,0.453,15.9,0.579,0.094,0.258,0.164,0.063,0.421,0.478,0.6,0.463,0.5,0.3,0.418,0.568,0.821,0.038,6.0,0.179,0.333,0.0,0.0
173.0,Jonathan Kuminga,23.0,GSW,PF,13.0,12.0,360.0,0.478,10.8,0.728,0.25,0.353,0.096,0.029,0.272,0.535,0.647,0.521,0.462,0.0,0.324,0.453,0.917,0.14,15.0,0.351,0.308,0.0,0.0
174.0,Egor Dёmin,19.0,BRK,PG,16.0,9.0,355.0,0.371,20.6,0.302,0.103,0.095,0.043,0.06,0.698,0.429,0.417,0.636,0.4,0.143,0.346,0.467,0.75,0.017,0.0,0.123,0.4,0.0,0.0
175.0,Vit Krejci,25.0,ATL,PG,15.0,1.0,351.0,0.539,21.0,0.225,0.098,0.108,0.01,0.01,0.775,0.696,0.8,0.636,0.0,1.0,0.494,0.813,0.949,0.02,1.0,0.177,0.357,0.0,0.0
176.0,Simone Fontecchio,30.0,MIA,SF,18.0,0.0,350.0,0.422,19.7,0.279,0.143,0.102,0.007,0.027,0.721,0.488,0.524,0.467,0.0,0.5,0.396,0.85,0.976,0.02,2.0,0.264,0.536,0.0,0.0
177.0,Mike Conley,38.0,MIN,PG,17.0,5.0,348.0,0.397,19.3,0.301,0.11,0.151,0.027,0.014,0.699,0.318,0.5,0.182,0.5,0.0,0.431,0.857,0.909,0.0,0.0,0.196,0.4,0.0,0.0
178.0,Luke Kennard,29.0,ATL,SG,16.0,0.0,347.0,0.479,17.7,0.415,0.149,0.128,0.064,0.074,0.585,0.538,0.5,0.417,0.667,0.714,0.436,0.571,1.0,0.0,0.0,0.309,0.529,0.0,0.0
179.0,Luguentz Dort,26.0,OKC,SF,12.0,12.0,347.0,0.379,19.4,0.299,0.172,0.069,0.046,0.011,0.701,0.5,0.667,0.0,0.75,0.0,0.328,0.615,1.0,0.046,4.0,0.197,0.167,0.0,0.0
180.0,Jose Alvarado,27.0,NOP,PG,17.0,0.0,345.0,0.416,18.0,0.372,0.115,0.204,0.053,0.0,0.628,0.524,0.615,0.478,0.5,,0.352,0.364,0.52,0.0,0.0,0.268,0.263,0.0,0.0
181.0,Ja Morant,26.0,MEM,PG,12.0,12.0,345.0,0.359,13.9,0.692,0.154,0.262,0.19,0.087,0.308,0.444,0.6,0.431,0.405,0.294,0.167,0.283,0.6,0.015,3.0,0.15,0.556,0.0,0.0
182.0,Patrick Williams,24.0,CHI,PF,16.0,1.0,343.0,0.408,17.6,0.398,0.184,0.165,0.039,0.01,0.602,0.439,0.579,0.294,0.25,1.0,0.387,0.333,0.917,0.049,4.0,0.242,0.467,0.0,0.0
183.0,Jamal Shead,23.0,TOR,PG,18.0,0.0,338.0,0.438,16.4,0.438,0.2,0.2,0.038,0.0,0.563,0.457,0.688,0.188,0.667,,0.422,0.438,0.842,0.0,0.0,0.133,0.333,0.0,0.0
184.0,Corey Kispert,26.0,WAS,SF,17.0,2.0,338.0,0.505,18.3,0.35,0.184,0.146,0.019,0.0,0.65,0.694,0.842,0.467,1.0,,0.403,0.76,0.963,0.029,3.0,0.224,0.333,0.0,0.0
185.0,Buddy Hield,33.0,GSW,SG,19.0,0.0,337.0,0.427,19.0,0.347,0.169,0.113,0.04,0.024,0.653,0.628,0.762,0.571,0.6,0.0,0.321,0.63,0.923,0.008,1.0,0.136,0.545,0.0,0.0
186.0,Aaron Nesmith,26.0,IND,SF,11.0,11.0,335.0,0.367,17.6,0.435,0.17,0.122,0.075,0.068,0.565,0.359,0.48,0.389,0.182,0.2,0.373,0.826,0.935,0.027,2.0,0.241,0.4,0.0,0.0
187.0,Jakob Poeltl,30.0,TOR,C,13.0,13.0,332.0,0.738,3.6,1.0,0.663,0.2,0.138,0.0,0.0,0.738,0.83,0.625,0.455,,,0.847,,0.125,10.0,,,0.0,0.0
188.0,Khris Middleton,34.0,WAS,SF,13.0,13.0,330.0,0.462,15.2,0.683,0.163,0.144,0.221,0.154,0.317,0.521,0.647,0.333,0.565,0.5,0.333,0.541,0.727,0.0,0.0,0.273,0.333,0.0,0.0
189.0,Isaiah Joe,26.0,OKC,SG,13.0,0.0,328.0,0.443,22.5,0.18,0.049,0.041,0.057,0.033,0.82,0.591,0.667,0.8,0.571,0.25,0.41,0.923,0.951,0.0,0.0,0.26,0.462,0.0,0.0
190.0,Cole Anthony,25.0,MIL,PG,17.0,0.0,327.0,0.432,14.4,0.696,0.115,0.257,0.243,0.081,0.304,0.505,0.588,0.474,0.5,0.5,0.267,0.173,0.583,0.0,0.0,0.244,0.273,0.0,0.0
191.0,Isaiah Jackson,24.0,IND,C,17.0,13.0,326.0,0.56,3.4,1.0,0.593,0.352,0.033,0.022,0.0,0.56,0.648,0.5,0.0,0.0,,0.608,,0.121,10.0,,,0.0,0.0
192.0,Jalen Suggs,24.0,ORL,PG,14.0,14.0,326.0,0.508,17.2,0.444,0.183,0.143,0.087,0.032,0.556,0.696,0.913,0.556,0.364,1.0,0.357,0.308,0.84,0.032,3.0,0.143,0.4,0.0,0.0
193.0,Nicolas Batum,37.0,LAC,PF,18.0,2.0,325.0,0.386,23.5,0.071,0.029,0.0,0.014,0.029,0.929,0.4,0.5,,0.0,0.5,0.385,0.5,1.0,0.0,0.0,0.477,0.387,0.0,0.0
194.0,Tre Mann,24.0,CHO,PG,15.0,1.0,325.0,0.357,16.7,0.506,0.136,0.201,0.136,0.032,0.494,0.41,0.619,0.323,0.286,0.6,0.303,0.281,0.783,0.013,2.0,0.211,0.5,0.0,0.0
195.0,Christian Braun,24.0,DEN,SG,11.0,11.0,325.0,0.495,10.5,0.711,0.433,0.206,0.01,0.062,0.289,0.609,0.667,0.55,1.0,0.333,0.214,0.762,1.0,0.103,9.0,0.107,0.667,0.0,0.0
196.0,Derrick Jones Jr.,28.0,LAC,SF,13.0,13.0,324.0,0.533,14.5,0.5,0.239,0.228,0.011,0.022,0.5,0.717,0.955,0.476,1.0,0.5,0.348,0.727,1.0,0.152,14.0,0.435,0.3,0.0,0.0
197.0,Ziaire Williams,24.0,BRK,SF,14.0,0.0,323.0,0.381,19.2,0.276,0.143,0.114,0.019,0.0,0.724,0.586,0.8,0.417,0.0,,0.303,0.588,0.957,0.057,6.0,0.342,0.115,0.0,0.0
198.0,Kyle Filipowski,22.0,UTA,C,16.0,5.0,320.0,0.439,12.8,0.617,0.131,0.411,0.065,0.009,0.383,0.5,0.714,0.455,0.429,0.0,0.341,0.758,1.0,0.084,7.0,0.366,0.467,0.0,0.0
199.0,Josh Okogie,27.0,HOU,SG,15.0,11.0,320.0,0.451,14.5,0.463,0.268,0.195,0.0,0.0,0.537,0.5,0.636,0.313,,,0.409,0.579,1.0,0.11,6.0,0.591,0.385,0.0,0.0
200.0,Isaiah Stewart,24.0,DET,C,14.0,5.0,320.0,0.514,11.1,0.633,0.303,0.321,0.009,0.0,0.367,0.58,0.727,0.457,0.0,,0.4,0.75,1.0,0.119,12.0,0.425,0.412,0.0,0.0
201.0,Mouhamed Gueye,23.0,ATL,PF,19.0,2.0,318.0,0.485,13.3,0.546,0.289,0.165,0.072,0.021,0.454,0.66,0.893,0.563,0.143,0.0,0.273,0.8,1.0,0.196,18.0,0.705,0.258,0.0,0.0
202.0,Miles McBride,25.0,NYK,SG,13.0,4.0,318.0,0.397,19.1,0.364,0.124,0.074,0.099,0.066,0.636,0.455,0.8,0.222,0.25,0.375,0.364,0.4,0.857,0.008,1.0,0.286,0.364,0.0,0.0
203.0,Sandro Mamukelashvili,26.0,TOR,C,17.0,1.0,316.0,0.566,11.7,0.602,0.442,0.159,0.0,0.0,0.398,0.647,0.72,0.444,,,0.444,0.705,1.0,0.088,9.0,0.2,0.444,0.0,0.0
204.0,Kristaps Porziņģis,30.0,ATL,C,12.0,12.0,316.0,0.481,15.2,0.617,0.195,0.195,0.104,0.123,0.383,0.568,0.667,0.533,0.5,0.526,0.339,0.593,1.0,0.104,14.0,0.169,0.6,0.0,0.0
205.0,Jaylin Williams,23.0,OKC,PF,17.0,1.0,314.0,0.345,22.7,0.138,0.069,0.046,0.0,0.023,0.862,0.583,0.833,0.25,,0.5,0.307,1.0,1.0,0.023,2.0,0.227,0.176,0.0,0.0
206.0,Landry Shamet,28.0,NYK,SG,15.0,6.0,314.0,0.452,19.4,0.29,0.161,0.032,0.075,0.022,0.71,0.519,0.6,0.0,0.571,0.5,0.424,0.643,1.0,0.011,1.0,0.47,0.484,0.0,0.0
207.0,Daniel Gafford,27.0,DAL,C,13.0,12.0,312.0,0.615,3.2,1.0,0.628,0.346,0.0,0.026,0.0,0.615,0.735,0.407,,0.5,,0.667,,0.282,15.0,,,0.0,0.0
208.0,Sam Merrill,29.0,CLE,SG,12.0,8.0,311.0,0.466,22.9,0.147,0.06,0.026,0.034,0.026,0.853,0.588,1.0,0.333,0.0,0.667,0.444,0.8,0.909,0.0,0.0,0.141,0.5,0.0,0.0
209.0,Josh Minott,23.0,BOS,PF,16.0,9.0,309.0,0.511,14.7,0.489,0.273,0.17,0.034,0.011,0.511,0.628,0.833,0.4,0.333,0.0,0.4,0.704,0.944,0.205,15.0,0.378,0.412,0.0,0.0
210.0,Jordan Clarkson,33.0,NYK,SG,16.0,0.0,307.0,0.485,15.0,0.508,0.227,0.167,0.106,0.008,0.492,0.627,0.733,0.727,0.286,0.0,0.338,0.548,0.909,0.023,3.0,0.323,0.19,0.0,0.0
211.0,Steven Adams,32.0,HOU,C,14.0,4.0,307.0,0.508,1.8,1.0,0.738,0.246,0.016,0.0,0.0,0.508,0.6,0.267,0.0,,,0.387,,0.131,7.0,,,0.0,0.0
212.0,LaMelo Ball,24.0,CHO,PG,10.0,10.0,307.0,0.393,17.2,0.503,0.137,0.208,0.137,0.022,0.497,0.5,0.68,0.316,0.56,0.75,0.286,0.152,0.769,0.0,0.0,0.121,0.364,0.0,0.0
213.0,Dru Smith,28.0,MIA,SG,18.0,0.0,306.0,0.446,13.7,0.565,0.196,0.326,0.033,0.011,0.435,0.5,0.722,0.367,0.333,1.0,0.375,0.5,0.933,0.0,0.0,0.375,0.4,0.0,0.0
214.0,Goga Bitadze,26.0,ORL,C,18.0,0.0,304.0,0.71,5.3,0.887,0.645,0.161,0.065,0.016,0.113,0.764,0.85,0.7,0.25,0.0,0.286,0.667,1.0,0.339,20.0,0.286,0.5,0.0,0.0
215.0,Andrew Nembhard,26.0,IND,PG,10.0,10.0,303.0,0.408,16.6,0.613,0.134,0.162,0.155,0.162,0.387,0.448,0.684,0.478,0.364,0.304,0.345,0.282,0.632,0.007,1.0,0.055,0.0,0.0,0.0
