Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,52.8,54.7,46.0,49.8,55.2,52.8
2,Houston,53.9,45.3,50.0,56.1,51.9,53.9
3,San Antonio,54.9,52.0,49.0,52.6,58.7,54.9
4,Minnesota,55.6,51.3,46.0,53.8,57.2,55.6
5,Toronto,55.8,53.0,54.0,54.3,57.1,55.8
6,Boston,56.1,60.0,57.0,54.8,57.5,56.1
7,Phoenix,56.2,54.7,59.0,52.5,62.1,56.2
8,Detroit,56.6,53.7,55.0,56.6,56.6,56.6
9,Golden State,56.7,56.3,55.0,55.7,57.3,56.7
10,Denver,56.9,54.7,54.0,55.5,58.2,56.9
11,New York,57.3,54.0,48.0,56.9,57.9,57.3
12,Atlanta,57.4,59.3,77.0,56.0,58.2,57.4
13,Dallas,57.5,52.7,52.0,56.6,59.5,57.5
14,Orlando,58.2,68.7,60.0,56.2,60.3,58.2
15,Memphis,58.6,52.0,62.0,58.9,58.1,58.6
15,LA Clippers,58.6,61.7,69.0,59.0,58.2,58.6
17,Cleveland,59.2,54.7,57.0,58.5,60.0,59.2
18,Indiana,59.4,62.3,71.0,59.0,59.8,59.4
19,LA Lakers,59.9,64.0,66.0,62.0,58.4,59.9
20,New Orleans,60.4,54.3,58.0,60.9,59.9,60.4
21,Philadelphia,60.8,71.3,86.0,61.0,60.6,60.8
21,Charlotte,60.8,61.7,53.0,57.6,63.7,60.8
23,Miami,60.8,54.3,44.0,56.3,65.3,60.8
24,Milwaukee,60.9,63.0,65.0,61.5,60.0,60.9
25,Portland,61.1,64.0,53.0,59.0,62.5,61.1
26,Chicago,61.9,71.3,74.0,62.8,61.2,61.9
27,Utah,62.5,65.3,67.0,64.0,60.8,62.5
28,Sacramento,63.0,64.7,54.0,61.4,64.3,63.0
29,Brooklyn,63.2,56.3,51.0,62.0,64.2,63.2
30,Washington,64.4,58.7,55.0,63.6,65.0,64.4
