Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
38.0,Jaime Jaquez Jr.,24.0,MIA,SF,18.0,0.0,548.0,16.4,0.58,0.133,0.301,4.6,16.0,10.6,25.0,1.0,0.7,13.2,21.7,0.7,0.7,1.5,0.128,0.4,1.0,1.4,0.5
39.0,Amen Thompson,23.0,HOU,SF,15.0,15.0,547.0,16.8,0.548,0.151,0.284,7.6,12.1,9.9,20.1,2.0,1.3,12.5,21.2,1.0,0.7,1.6,0.144,1.0,0.6,1.5,0.5
40.0,Duncan Robinson,31.0,DET,SF,17.0,17.0,544.0,11.4,0.632,0.79,0.178,1.6,8.1,5.0,7.6,1.4,0.9,6.6,13.7,0.9,0.6,1.4,0.127,-0.2,-0.2,-0.4,0.2
41.0,Davion Mitchell,27.0,MIA,PG,18.0,18.0,542.0,13.2,0.585,0.345,0.207,1.6,7.8,4.8,30.6,1.9,0.2,14.6,13.8,0.9,0.7,1.5,0.134,-1.0,1.5,0.4,0.3
42.0,Royce O'Neale,32.0,PHO,SF,18.0,14.0,542.0,12.1,0.622,0.815,0.062,3.3,16.5,9.9,12.0,1.8,0.5,13.5,14.8,0.6,0.6,1.3,0.112,0.3,0.2,0.5,0.3
43.0,Nickeil Alexander-Walker,27.0,ATL,SG,17.0,14.0,542.0,15.1,0.592,0.464,0.315,2.5,8.3,5.4,16.4,1.3,2.6,12.4,23.9,0.4,0.5,0.9,0.081,0.3,-1.1,-0.8,0.2
44.0,Myles Turner,29.0,MIL,C,18.0,18.0,540.0,14.4,0.579,0.602,0.216,4.6,20.4,12.5,7.9,1.8,5.7,10.7,17.4,0.3,0.7,0.9,0.084,-0.5,0.4,-0.1,0.3
45.0,Quentin Grimes,25.0,PHI,SG,17.0,2.0,539.0,13.4,0.609,0.554,0.369,1.0,11.2,6.0,18.4,1.2,1.5,16.6,21.1,0.5,0.3,0.8,0.071,-0.4,-0.8,-1.2,0.1
46.0,Zach LaVine,30.0,SAC,SG,16.0,16.0,536.0,14.3,0.632,0.485,0.238,0.6,10.8,5.6,10.2,1.0,0.3,11.9,23.4,0.4,0.0,0.4,0.037,0.4,-2.4,-2.0,0.0
47.0,Rui Hachimura,27.0,LAL,PF,16.0,16.0,535.0,12.9,0.672,0.37,0.21,2.8,10.6,6.9,4.5,0.8,0.7,8.8,15.6,0.8,0.4,1.2,0.106,0.3,-1.6,-1.3,0.1
48.0,Karl-Anthony Towns,30.0,NYK,C,16.0,16.0,535.0,21.5,0.589,0.357,0.434,9.7,32.3,20.4,14.9,1.4,2.7,12.0,27.0,1.2,0.8,2.0,0.176,2.5,0.0,2.5,0.6
49.0,Brandin Podziemski,22.0,GSW,SG,19.0,8.0,534.0,12.9,0.565,0.489,0.269,2.0,16.2,9.0,15.3,2.1,0.9,10.5,17.9,0.4,0.7,1.1,0.096,-1.5,0.7,-0.8,0.2
50.0,Jimmy Butler,36.0,GSW,SF,17.0,17.0,532.0,24.4,0.662,0.167,0.667,8.0,12.0,10.0,25.0,2.6,0.9,8.9,22.2,2.2,0.7,2.9,0.263,5.0,1.1,6.1,1.1
51.0,Devin Vassell,25.0,SAS,SG,16.0,16.0,531.0,10.7,0.534,0.564,0.149,1.3,10.6,6.2,10.6,1.6,1.2,8.8,18.3,0.2,0.6,0.8,0.072,-1.8,-0.1,-1.9,0.0
52.0,Donte DiVincenzo,29.0,MIN,SG,17.0,17.0,530.0,13.9,0.609,0.775,0.26,2.8,10.6,6.8,14.6,1.8,1.4,11.5,17.3,0.8,0.6,1.4,0.129,0.8,0.2,1.0,0.4
53.0,Wendell Carter Jr.,26.0,ORL,C,18.0,18.0,529.0,14.8,0.671,0.358,0.46,11.2,17.3,14.3,9.2,1.0,2.1,17.1,15.8,1.0,0.6,1.6,0.148,-0.2,0.4,0.3,0.3
54.0,RJ Barrett,25.0,TOR,SF,17.0,17.0,526.0,17.5,0.604,0.367,0.338,2.7,14.6,8.8,17.6,1.3,0.7,8.7,24.0,0.9,0.6,1.5,0.139,1.5,-0.6,0.9,0.4
55.0,Dennis Schröder,32.0,SAC,PG,18.0,12.0,525.0,11.9,0.495,0.391,0.198,1.7,12.8,7.1,29.3,1.3,0.7,13.5,21.1,-0.2,0.1,-0.1,-0.005,-1.3,-1.6,-2.9,-0.1
56.0,Onyeka Okongwu,25.0,ATL,C,18.0,7.0,524.0,17.5,0.638,0.42,0.275,6.0,21.0,13.6,12.7,1.3,3.2,11.8,21.3,0.8,0.7,1.5,0.139,0.5,0.1,0.6,0.3
57.0,Michael Porter Jr.,27.0,BRK,SF,16.0,16.0,521.0,20.4,0.607,0.479,0.25,3.7,23.6,13.0,17.9,1.1,0.5,9.6,29.2,0.8,0.2,1.0,0.09,4.4,-1.5,2.9,0.6
58.0,Anthony Black,22.0,ORL,PG,19.0,4.0,516.0,13.0,0.583,0.363,0.341,2.2,9.7,6.0,14.6,2.5,1.9,15.7,20.2,0.1,0.7,0.8,0.078,-2.0,1.1,-0.9,0.1
59.0,Jaden McDaniels,25.0,MIN,PF,16.0,16.0,513.0,15.5,0.628,0.292,0.214,4.2,12.0,8.2,10.5,1.9,3.1,13.2,19.8,0.6,0.7,1.3,0.123,-0.5,0.6,0.1,0.3
60.0,A.J. Green,26.0,MIL,SG,18.0,18.0,511.0,10.2,0.698,0.907,0.163,0.2,10.2,5.2,7.6,0.8,0.2,9.2,13.0,0.7,0.2,0.9,0.082,-1.2,-1.6,-2.8,-0.1
61.0,Josh Giddey,23.0,CHI,PG,15.0,15.0,511.0,20.1,0.571,0.293,0.397,4.9,24.2,15.0,40.7,1.4,1.1,16.7,26.1,0.8,0.5,1.3,0.12,2.9,0.5,3.4,0.7
62.0,Cade Cunningham,24.0,DET,PG,14.0,14.0,509.0,21.3,0.545,0.291,0.351,3.7,14.2,9.1,41.2,1.7,1.9,12.5,32.3,1.0,0.7,1.7,0.158,3.8,0.1,3.9,0.7
63.0,Russell Westbrook,37.0,SAC,SF,18.0,12.0,508.0,15.3,0.54,0.459,0.237,6.2,21.7,13.7,34.1,1.9,0.6,19.7,23.8,-0.1,0.3,0.2,0.019,1.3,-0.3,1.0,0.4
64.0,Austin Reaves,27.0,LAL,SG,14.0,14.0,508.0,24.1,0.652,0.444,0.548,3.0,15.2,9.4,30.0,1.9,0.2,13.1,29.1,1.8,0.5,2.3,0.217,5.0,0.0,5.0,0.9
65.0,Kevin Durant,37.0,HOU,SF,14.0,14.0,505.0,18.0,0.608,0.276,0.418,1.1,13.5,7.5,13.5,1.4,1.8,12.9,26.6,1.1,0.6,1.6,0.155,1.6,-0.2,1.4,0.4
66.0,Gary Trent Jr.,27.0,MIL,SG,18.0,12.0,504.0,8.8,0.557,0.684,0.148,0.2,5.6,2.9,9.1,1.7,0.2,8.8,15.7,0.1,0.2,0.3,0.026,-3.1,-1.3,-4.3,-0.3
67.0,Nic Claxton,26.0,BRK,C,17.0,17.0,504.0,20.1,0.606,0.038,0.56,10.4,19.2,14.5,23.0,1.2,4.3,10.8,18.9,1.3,0.2,1.5,0.145,1.8,0.6,2.5,0.6
68.0,CJ McCollum,34.0,WAS,SG,17.0,17.0,504.0,15.1,0.568,0.484,0.208,2.3,9.4,5.9,17.4,1.1,0.7,8.4,24.7,0.5,-0.1,0.4,0.035,1.0,-3.0,-2.1,0.0
69.0,Naji Marshall,28.0,DAL,SF,19.0,1.0,502.0,14.1,0.6,0.385,0.541,2.7,16.3,9.6,13.4,2.0,0.3,11.2,17.1,0.5,0.8,1.3,0.127,-1.4,1.5,0.2,0.3
70.0,Isaiah Hartenstein,27.0,OKC,C,18.0,18.0,500.0,21.2,0.685,0.029,0.317,13.9,28.7,21.7,17.5,2.2,2.8,19.8,17.0,1.2,1.4,2.6,0.253,1.1,2.9,4.0,0.8
71.0,Ajay Mitchell,23.0,OKC,SG,18.0,5.0,499.0,17.7,0.565,0.285,0.285,2.8,11.4,7.3,20.2,3.1,1.2,11.4,25.0,0.5,1.2,1.7,0.165,-0.4,2.0,1.6,0.4
72.0,Andrew Wiggins,30.0,MIA,SF,15.0,15.0,496.0,13.0,0.56,0.356,0.178,4.7,10.0,7.5,11.6,1.6,2.6,11.8,20.7,0.1,0.7,0.7,0.07,-0.9,0.6,-0.3,0.2
73.0,Nikola Vučević,35.0,CHI,C,16.0,16.0,490.0,17.4,0.59,0.379,0.131,8.0,23.9,16.3,16.6,0.9,1.2,10.7,21.4,0.7,0.4,1.1,0.104,1.4,-0.7,0.7,0.3
74.0,Harrison Barnes,33.0,SAS,PF,16.0,16.0,487.0,13.9,0.703,0.627,0.224,2.4,8.7,5.7,9.8,1.6,0.8,12.5,14.7,0.9,0.5,1.4,0.141,1.1,0.1,1.2,0.4
75.0,Cason Wallace,22.0,OKC,SG,17.0,17.0,486.0,11.2,0.545,0.562,0.085,3.1,7.6,5.5,11.1,4.0,1.0,12.9,13.7,0.1,1.2,1.3,0.131,-2.9,3.6,0.6,0.3
76.0,Jerami Grant,31.0,POR,PF,17.0,5.0,485.0,18.2,0.643,0.448,0.616,3.8,9.8,6.6,12.9,1.4,1.3,11.3,23.7,1.4,0.2,1.6,0.157,2.8,-1.0,1.9,0.5
77.0,Herbert Jones,27.0,NOP,SF,16.0,16.0,484.0,7.9,0.503,0.489,0.163,3.2,11.2,6.9,10.7,2.3,0.9,14.7,15.2,-0.2,0.1,-0.1,-0.009,-4.2,-1.0,-5.2,-0.4
78.0,Luka Dončić,26.0,LAL,PG,13.0,13.0,484.0,29.2,0.616,0.48,0.537,2.9,24.2,14.1,42.1,2.5,1.4,12.7,37.7,1.6,0.7,2.4,0.236,8.2,1.7,9.9,1.5
79.0,Jeremiah Fears,19.0,NOP,PG,18.0,16.0,482.0,14.1,0.541,0.259,0.237,2.6,11.8,6.8,16.7,2.9,0.7,14.7,25.8,-0.2,0.2,0.0,-0.002,-1.8,-1.2,-3.0,-0.1
80.0,Santi Aldama,25.0,MEM,PF,18.0,2.0,479.0,16.9,0.545,0.414,0.19,6.3,20.7,13.3,16.9,1.9,2.8,8.4,21.4,0.3,0.6,0.9,0.094,1.5,0.9,2.3,0.5
81.0,Jalen Brunson,29.0,NYK,PG,14.0,14.0,478.0,22.2,0.599,0.373,0.301,1.3,10.2,5.5,31.6,1.1,0.2,9.1,31.5,1.5,0.3,1.8,0.178,5.4,-1.3,4.1,0.7
82.0,Jarace Walker,22.0,IND,PF,17.0,9.0,477.0,7.0,0.461,0.486,0.237,2.5,17.5,9.5,13.9,1.0,1.3,15.9,19.4,-0.8,0.3,-0.5,-0.051,-4.1,-1.6,-5.7,-0.5
83.0,Cedric Coward,22.0,MEM,SG,18.0,5.0,476.0,16.6,0.609,0.48,0.313,5.9,17.7,11.6,16.3,1.3,1.2,9.8,19.6,0.8,0.5,1.3,0.131,2.0,0.2,2.1,0.5
84.0,Kyshawn George,22.0,WAS,SF,15.0,15.0,474.0,14.3,0.608,0.457,0.245,3.1,17.5,10.4,22.8,1.6,2.5,20.3,22.5,0.1,0.2,0.2,0.023,-0.3,-0.7,-1.0,0.1
85.0,John Collins,28.0,LAC,PF,18.0,9.0,469.0,12.1,0.585,0.298,0.248,5.3,15.9,10.7,3.3,1.5,2.1,14.0,19.5,0.0,0.2,0.2,0.02,-2.7,-1.9,-4.6,-0.3
86.0,Kris Dunn,31.0,LAC,PG,18.0,12.0,466.0,10.9,0.595,0.38,0.185,3.8,7.1,5.5,14.7,2.7,0.8,17.0,13.3,0.3,0.2,0.5,0.049,-2.8,0.1,-2.7,-0.1
87.0,Matas Buzelis,21.0,CHI,PF,17.0,17.0,465.0,12.8,0.582,0.415,0.235,4.0,16.2,10.4,6.7,1.1,4.2,13.7,20.8,0.0,0.4,0.4,0.037,-2.7,-0.7,-3.3,-0.2
88.0,Jaylen Wells,22.0,MEM,SG,18.0,18.0,464.0,9.2,0.491,0.531,0.189,4.9,9.3,7.1,10.2,1.2,0.0,6.0,17.9,0.0,0.3,0.3,0.028,-2.9,-1.3,-4.2,-0.3
89.0,Stephen Curry,37.0,GSW,PG,15.0,15.0,464.0,24.1,0.648,0.616,0.276,0.9,11.9,6.3,24.6,2.2,1.4,11.4,34.1,1.0,0.5,1.6,0.161,6.8,-0.3,6.5,1.0
90.0,Jaren Jackson Jr.,26.0,MEM,C,16.0,16.0,463.0,13.4,0.574,0.349,0.307,3.8,15.9,9.7,9.4,0.7,3.9,12.4,25.2,0.0,0.5,0.4,0.043,-1.8,-0.3,-2.1,0.0
91.0,Jabari Smith Jr.,22.0,HOU,PF,14.0,14.0,463.0,14.0,0.568,0.477,0.18,5.0,18.3,11.8,7.3,1.2,2.6,7.9,18.0,0.8,0.6,1.4,0.142,0.3,0.1,0.4,0.3
92.0,Noah Clowney,21.0,BRK,PF,17.0,11.0,462.0,11.1,0.575,0.712,0.412,2.3,13.3,7.4,9.0,1.3,2.2,13.4,19.4,0.1,0.1,0.2,0.018,-1.4,-1.4,-2.7,-0.1
93.0,Collin Gillespie,26.0,PHO,PG,18.0,0.0,459.0,16.6,0.58,0.659,0.135,4.4,13.8,9.1,27.1,2.2,1.2,13.5,18.9,0.9,0.6,1.5,0.152,2.8,0.7,3.5,0.6
94.0,Draymond Green,35.0,GSW,PF,16.0,16.0,459.0,8.4,0.502,0.579,0.157,3.3,19.1,11.1,28.1,1.5,2.6,28.3,16.5,-0.5,0.6,0.1,0.015,-3.8,1.4,-2.4,-0.1
95.0,Jake LaRavia,24.0,LAL,PF,17.0,6.0,458.0,12.8,0.583,0.409,0.307,5.5,12.2,9.0,10.9,2.4,1.1,11.1,15.2,0.5,0.5,1.0,0.104,-1.0,0.3,-0.6,0.2
96.0,Donovan Clingan,21.0,POR,C,18.0,18.0,457.0,20.0,0.584,0.382,0.229,18.8,24.0,21.2,9.6,1.3,5.6,8.1,14.9,1.2,0.5,1.7,0.18,1.9,-0.4,1.5,0.4
97.0,Saddiq Bey,26.0,NOP,SF,17.0,9.0,457.0,14.7,0.537,0.52,0.237,7.0,15.9,11.1,12.1,1.6,0.0,5.4,18.3,0.6,0.1,0.7,0.071,1.3,-2.1,-0.8,0.1
98.0,Tristan Da Silva,24.0,ORL,SF,19.0,7.0,453.0,14.8,0.604,0.529,0.141,4.8,13.6,9.2,8.4,1.6,1.0,7.7,18.1,0.7,0.5,1.2,0.124,1.7,0.1,1.8,0.4
99.0,Sion James,23.0,CHO,SG,17.0,11.0,451.0,8.2,0.595,0.584,0.236,1.5,12.1,6.8,8.2,1.4,1.0,14.8,10.6,0.2,0.2,0.4,0.04,-3.2,-0.3,-3.5,-0.2
100.0,Terance Mann,29.0,BRK,SG,17.0,17.0,451.0,11.8,0.559,0.4,0.217,6.4,8.4,7.4,20.5,1.3,0.6,10.9,14.0,0.6,0.0,0.6,0.067,-1.3,-1.0,-2.4,0.0
101.0,Kel'el Ware,21.0,MIA,C,18.0,14.0,449.0,20.4,0.611,0.283,0.235,14.7,28.9,22.2,3.3,1.8,5.1,8.9,18.1,0.8,1.1,1.9,0.201,1.6,0.8,2.4,0.5
102.0,Svi Mykhailiuk,28.0,UTA,SF,17.0,17.0,448.0,9.8,0.609,0.709,0.047,2.4,8.2,5.2,11.4,0.8,0.7,10.4,13.1,0.4,0.0,0.4,0.043,-0.9,-1.4,-2.4,-0.1
103.0,Cameron Johnson,29.0,DEN,SF,16.0,16.0,445.0,10.2,0.575,0.488,0.24,3.5,9.1,6.5,9.6,1.0,0.6,9.8,14.6,0.5,0.4,0.8,0.089,-1.5,-1.1,-2.6,-0.1
104.0,Kyle Kuzma,30.0,MIL,PF,17.0,8.0,443.0,14.4,0.58,0.299,0.328,2.8,16.2,9.5,9.7,1.4,1.9,9.5,21.7,0.3,0.3,0.6,0.069,-2.2,-1.1,-3.3,-0.2
105.0,Julian Champagnie,24.0,SAS,SF,16.0,11.0,442.0,11.4,0.585,0.756,0.268,3.8,15.4,9.9,6.6,1.8,1.1,12.3,15.6,0.3,0.6,0.8,0.092,-0.5,-0.1,-0.6,0.2
106.0,Alex Sarr,20.0,WAS,C,15.0,15.0,442.0,21.0,0.577,0.216,0.221,8.6,21.4,15.1,19.2,1.2,5.9,11.9,26.1,0.4,0.3,0.7,0.072,2.1,-0.4,1.7,0.4
107.0,Moses Moody,23.0,GSW,SG,17.0,9.0,438.0,12.7,0.595,0.702,0.23,2.5,11.3,6.8,8.9,1.9,2.7,11.5,19.2,0.2,0.5,0.7,0.081,-0.7,-0.2,-0.9,0.1
108.0,Deandre Ayton,27.0,LAL,C,15.0,15.0,438.0,18.0,0.693,0.0,0.146,12.1,21.8,17.2,4.7,1.2,2.9,17.6,20.0,0.5,0.5,1.1,0.118,-1.0,-1.1,-2.1,0.0
109.0,Ben Sheppard,24.0,IND,SG,17.0,8.0,435.0,6.2,0.403,0.573,0.137,3.8,14.4,8.7,10.9,1.2,0.6,6.4,13.2,-0.3,0.2,-0.1,-0.011,-5.0,-0.9,-5.9,-0.4
110.0,Peyton Watson,23.0,DEN,SF,17.0,7.0,435.0,13.4,0.605,0.363,0.242,6.0,14.1,10.4,7.9,2.0,3.8,14.9,15.8,0.3,0.6,1.0,0.107,-0.9,0.7,-0.2,0.2
111.0,Jalen Duren,22.0,DET,C,15.0,15.0,434.0,27.1,0.714,0.0,0.677,16.5,27.1,21.9,10.9,1.5,3.2,14.5,23.6,1.6,0.8,2.5,0.272,3.9,0.2,4.1,0.7
112.0,De'Andre Hunter,28.0,CLE,SF,15.0,15.0,434.0,15.8,0.588,0.507,0.305,2.9,15.4,9.0,14.7,1.2,0.6,10.1,24.4,0.5,0.5,1.0,0.115,0.9,-0.3,0.6,0.3
113.0,Derik Queen,21.0,NOP,C,18.0,6.0,428.0,17.2,0.549,0.092,0.393,8.9,22.6,15.2,21.8,2.3,3.8,17.5,23.8,0.1,0.3,0.4,0.05,-1.2,0.4,-0.8,0.1
114.0,Bub Carrington,20.0,WAS,PG,17.0,5.0,428.0,5.5,0.486,0.463,0.13,1.2,12.7,7.0,21.5,1.0,0.4,25.5,14.9,-0.5,-0.1,-0.6,-0.066,-5.2,-2.4,-7.5,-0.6
115.0,Norman Powell,32.0,MIA,SG,14.0,14.0,427.0,21.4,0.658,0.422,0.4,1.2,11.0,6.4,11.7,1.9,0.6,8.8,28.0,1.0,0.6,1.6,0.183,4.4,0.8,5.2,0.8
116.0,Collin Sexton,27.0,CHO,SG,16.0,10.0,426.0,14.6,0.599,0.33,0.408,1.3,7.8,4.6,27.3,1.1,0.0,17.2,24.9,0.5,0.0,0.5,0.062,-0.7,-2.6,-3.2,-0.1
117.0,Anfernee Simons,26.0,BOS,SG,17.0,0.0,424.0,14.5,0.592,0.577,0.149,1.3,9.3,5.2,15.2,0.9,0.7,10.4,23.3,0.6,0.3,0.9,0.099,1.1,-1.1,-0.1,0.2
118.0,Pelle Larsson,24.0,MIA,SG,18.0,15.0,420.0,12.8,0.599,0.455,0.356,2.0,10.0,6.2,19.5,1.2,0.9,12.6,16.8,0.5,0.5,1.0,0.117,-0.9,1.0,0.1,0.2
119.0,Jusuf Nurkić,31.0,UTA,C,17.0,12.0,420.0,11.8,0.472,0.229,0.339,10.2,32.7,21.2,19.8,3.1,1.6,25.7,17.6,-0.6,0.6,0.0,0.001,-4.3,1.5,-2.7,-0.1
120.0,Anthony Edwards,24.0,MIN,SG,13.0,13.0,420.0,23.6,0.609,0.428,0.35,3.2,11.9,7.7,18.4,2.4,1.9,10.0,33.0,0.9,0.6,1.5,0.169,5.4,0.2,5.6,0.8
121.0,Kelly Oubre Jr.,30.0,PHI,SF,12.0,12.0,418.0,13.7,0.606,0.45,0.255,3.6,12.5,8.0,5.6,1.5,2.1,9.8,18.4,0.4,0.3,0.7,0.086,-0.8,-0.3,-1.1,0.1
122.0,Grayson Allen,30.0,PHO,SG,13.0,13.0,417.0,17.8,0.638,0.659,0.197,1.6,9.2,5.4,19.8,2.4,0.9,10.9,21.1,1.0,0.5,1.4,0.166,2.8,0.2,3.0,0.5
123.0,Naz Reid,26.0,MIN,C,17.0,0.0,416.0,16.0,0.56,0.495,0.121,6.5,19.1,13.0,11.4,1.9,3.5,10.7,22.6,0.3,0.7,0.9,0.108,0.0,0.4,0.4,0.3
124.0,Stephon Castle,21.0,SAS,PG,13.0,13.0,416.0,17.4,0.585,0.323,0.548,5.7,14.6,10.4,34.0,2.6,1.1,21.3,25.1,0.4,0.6,1.0,0.121,0.0,0.8,0.8,0.3
125.0,Victor Wembanyama,22.0,SAS,C,12.0,12.0,416.0,25.7,0.609,0.262,0.38,6.9,34.1,21.1,18.9,1.5,9.6,14.3,30.9,0.7,1.0,1.7,0.196,2.9,3.5,6.4,0.9
126.0,Giannis Antetokounmpo,31.0,MIL,PF,13.0,13.0,414.0,34.6,0.662,0.073,0.532,13.2,25.6,19.4,41.8,1.4,3.5,13.1,37.1,1.9,0.5,2.3,0.27,9.1,2.2,11.3,1.4
127.0,Chet Holmgren,23.0,OKC,PF,14.0,14.0,412.0,19.8,0.663,0.349,0.325,5.9,22.8,14.8,9.1,1.2,5.2,14.6,23.7,0.7,1.0,1.7,0.198,0.9,1.9,2.8,0.5
128.0,Kentavious Caldwell-Pope,32.0,MEM,SG,18.0,13.0,411.0,9.2,0.492,0.484,0.242,1.5,9.5,5.4,19.5,1.5,0.9,12.2,15.7,0.0,0.3,0.3,0.033,-3.1,-0.1,-3.2,-0.1
129.0,Jock Landale,30.0,MEM,C,18.0,13.0,410.0,16.1,0.633,0.324,0.228,9.8,16.1,12.9,11.3,1.2,1.6,10.6,18.0,0.7,0.4,1.1,0.125,0.8,-0.3,0.5,0.3
130.0,Tim Hardaway Jr.,33.0,DEN,SG,17.0,1.0,404.0,13.1,0.612,0.657,0.168,1.5,7.0,4.4,7.7,1.0,0.5,2.5,16.6,0.8,0.3,1.1,0.129,1.2,-1.4,-0.2,0.2
131.0,Kris Murray,25.0,POR,SF,17.0,1.0,404.0,8.3,0.494,0.36,0.186,7.6,9.4,8.5,5.4,2.3,0.7,12.3,10.4,0.1,0.3,0.4,0.042,-3.3,0.2,-3.0,-0.1
132.0,Josh Hart,30.0,NYK,SF,15.0,1.0,403.0,14.3,0.568,0.415,0.186,6.4,23.0,14.3,22.9,1.7,1.3,18.5,16.1,0.4,0.5,0.9,0.111,0.0,1.1,1.1,0.3
133.0,Neemias Queta,26.0,BOS,C,17.0,17.0,402.0,19.7,0.633,0.027,0.239,13.8,22.6,18.2,10.2,1.4,5.7,9.4,14.7,1.0,0.6,1.7,0.202,0.1,1.4,1.5,0.4
134.0,Jrue Holiday,35.0,POR,PG,12.0,12.0,401.0,17.0,0.565,0.512,0.151,4.1,13.5,8.5,36.3,2.2,0.7,16.5,20.8,0.6,0.3,0.9,0.112,2.7,-0.3,2.5,0.5
135.0,Tre Jones,26.0,CHI,PG,14.0,11.0,400.0,16.2,0.604,0.188,0.616,3.0,10.2,6.7,24.5,2.8,0.6,13.9,17.1,0.8,0.3,1.1,0.13,-0.9,1.1,0.2,0.2
136.0,Shaedon Sharpe,22.0,POR,SG,14.0,14.0,400.0,16.9,0.535,0.37,0.29,4.9,14.7,9.5,12.5,2.4,0.7,11.7,33.0,0.0,0.3,0.3,0.037,0.6,-1.6,-1.0,0.1
137.0,Ayo Dosunmu,26.0,CHI,SG,15.0,3.0,397.0,17.9,0.688,0.373,0.297,1.6,8.2,5.1,16.6,0.8,0.8,9.6,20.6,1.0,0.1,1.1,0.134,2.2,-1.4,0.8,0.3
138.0,Bruce Brown,29.0,DEN,SG,17.0,0.0,396.0,8.9,0.513,0.3,0.23,5.1,12.9,9.3,8.6,1.8,0.7,12.0,13.4,0.1,0.5,0.6,0.07,-3.5,0.0,-3.5,-0.2
139.0,Kevin Huerter,27.0,CHI,SF,16.0,5.0,395.0,14.5,0.589,0.484,0.197,2.5,12.0,7.5,14.9,1.6,2.9,11.4,20.2,0.3,0.3,0.6,0.07,-0.4,0.1,-0.3,0.2
140.0,Moussa Diabaté,24.0,CHO,C,17.0,1.0,394.0,21.7,0.688,0.0,0.684,20.3,20.5,20.4,7.4,1.1,4.7,9.5,14.4,1.4,0.3,1.7,0.208,2.0,-0.9,1.2,0.3
141.0,Paolo Banchero,23.0,ORL,PF,12.0,12.0,393.0,18.9,0.573,0.247,0.624,3.2,26.4,14.9,19.1,1.1,2.4,12.4,27.6,0.5,0.6,1.1,0.129,1.5,1.2,2.7,0.5
142.0,Bobby Portis,30.0,MIL,PF,18.0,2.0,392.0,15.4,0.606,0.356,0.086,6.1,24.1,15.1,7.9,1.0,0.2,10.1,21.0,0.3,0.3,0.6,0.076,0.2,-2.1,-1.9,0.0
143.0,Zaccharie Risacher,20.0,ATL,SF,16.0,16.0,391.0,12.7,0.531,0.488,0.139,3.4,9.0,6.2,9.4,2.1,2.9,6.4,20.4,0.0,0.4,0.5,0.056,-2.0,-0.6,-2.6,-0.1
144.0,Klay Thompson,35.0,DAL,SF,18.0,8.0,389.0,8.7,0.483,0.745,0.043,1.3,9.9,5.7,11.1,0.8,1.3,8.2,22.4,-0.5,0.4,-0.1,-0.009,-1.7,-1.1,-2.8,-0.1
145.0,Keldon Johnson,26.0,SAS,SF,16.0,0.0,389.0,19.1,0.657,0.295,0.23,10.7,18.1,14.6,10.8,1.6,0.2,9.5,18.5,1.0,0.5,1.5,0.191,2.2,-0.1,2.1,0.4
146.0,Andre Drummond,32.0,PHI,C,16.0,8.0,387.0,17.0,0.598,0.224,0.286,15.5,33.4,24.3,4.0,1.5,3.7,12.0,13.5,0.6,0.6,1.2,0.147,-0.1,-0.3,-0.4,0.2
147.0,Ron Holland,20.0,DET,SF,17.0,5.0,386.0,9.2,0.48,0.398,0.188,4.1,13.7,9.0,10.7,3.7,1.5,17.3,17.9,-0.4,0.7,0.3,0.037,-5.1,1.9,-3.3,-0.1
148.0,Ryan Dunn,23.0,PHO,SF,16.0,11.0,385.0,13.8,0.56,0.416,0.133,8.8,13.8,11.3,10.7,2.8,2.7,11.8,14.7,0.4,0.6,1.0,0.121,-0.9,1.3,0.3,0.2
149.0,Ryan Kalkbrenner,24.0,CHO,C,15.0,15.0,382.0,18.6,0.814,0.013,0.316,14.4,16.4,15.4,2.3,1.5,6.7,20.3,11.8,0.8,0.4,1.2,0.147,0.2,0.4,0.5,0.2
150.0,Dean Wade,29.0,CLE,PF,17.0,2.0,381.0,9.4,0.5,0.735,0.193,4.2,15.2,9.5,9.0,1.7,2.6,6.2,10.4,0.2,0.5,0.7,0.093,-2.3,1.7,-0.6,0.1
151.0,Mark Williams,24.0,PHO,C,15.0,12.0,381.0,21.5,0.68,0.0,0.439,13.3,24.0,18.7,5.4,2.4,3.5,8.7,16.3,1.1,0.7,1.8,0.229,1.1,0.5,1.6,0.3
152.0,Marcus Smart,31.0,LAL,SG,14.0,9.0,375.0,10.3,0.555,0.612,0.311,3.0,7.0,5.1,14.2,3.2,1.1,18.7,16.5,0.0,0.4,0.5,0.059,-3.2,1.0,-2.2,0.0
153.0,Javonte Green,32.0,DET,SG,17.0,3.0,373.0,11.1,0.556,0.495,0.376,4.2,12.7,8.6,6.1,2.2,1.9,10.6,14.6,0.2,0.5,0.8,0.1,-2.3,0.6,-1.7,0.0
154.0,Brandon Williams,26.0,DAL,PG,17.0,9.0,373.0,13.2,0.492,0.321,0.377,3.3,9.2,6.3,28.7,3.3,0.9,16.4,25.3,-0.4,0.6,0.2,0.027,-3.2,1.3,-2.0,0.0
155.0,Isaac Okoro,25.0,CHI,SG,15.0,15.0,373.0,8.5,0.576,0.48,0.204,4.9,6.1,5.6,8.4,0.7,2.2,12.3,13.5,0.2,0.1,0.3,0.037,-3.1,-1.3,-4.4,-0.2
