Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Jarace Walker,IND,WAS,IND @ WAS,AST,2.5,2025-11-28
Jarace Walker,IND,WAS,IND @ WAS,RA,7.5,2025-11-28
Jarace Walker,IND,WAS,IND @ WAS,Q1_REB,1.5,2025-11-28
Alex Sarr,WAS,IND,WAS @ IND,PTS,18.5,2025-11-28
Alex Sarr,WAS,IND,WAS @ IND,PRA,30.5,2025-11-28
Alex Sarr,WAS,IND,WAS @ IND,REB,9.5,2025-11-28
Alex Sarr,WAS,IND,WAS @ IND,AST,3.5,2025-11-28
CJ McCollum,WAS,IND,WAS @ IND,PTS,17.5,2025-11-28
CJ McCollum,WAS,IND,WAS @ IND,PRA,25.5,2025-11-28
CJ McCollum,WAS,IND,WAS @ IND,REB,3.5,2025-11-28
CJ McCollum,WAS,IND,WAS @ IND,AST,3.5,2025-11-28
Bennedict Mathurin,IND,WAS,IND @ WAS,PTS,22.5,2025-11-28
Bennedict Mathurin,IND,WAS,IND @ WAS,PRA,30.5,2025-11-28
Bennedict Mathurin,IND,WAS,IND @ WAS,REB,5.5,2025-11-28
Bennedict Mathurin,IND,WAS,IND @ WAS,AST,1.5,2025-11-28
Bilal Coulibaly,WAS,IND,WAS @ IND,PTS,9.5,2025-11-28
Bilal Coulibaly,WAS,IND,WAS @ IND,PRA,17.5,2025-11-28
Bilal Coulibaly,WAS,IND,WAS @ IND,REB,4.5,2025-11-28
Bilal Coulibaly,WAS,IND,WAS @ IND,AST,3.5,2025-11-28
Kyshawn George,WAS,IND,WAS @ IND,PTS,16.5,2025-11-28
Kyshawn George,WAS,IND,WAS @ IND,PRA,27.5,2025-11-28
Kyshawn George,WAS,IND,WAS @ IND,REB,5.5,2025-11-28
Kyshawn George,WAS,IND,WAS @ IND,AST,4.5,2025-11-28
Ben Sheppard,IND,WAS,IND @ WAS,PTS,6.5,2025-11-28
Ben Sheppard,IND,WAS,IND @ WAS,PRA,13.5,2025-11-28
Ben Sheppard,IND,WAS,IND @ WAS,REB,4.5,2025-11-28
Ben Sheppard,IND,WAS,IND @ WAS,AST,1.5,2025-11-28
Ben Sheppard,IND,WAS,IND @ WAS,FG3M,1.5,2025-11-28
Pascal Siakam,IND,WAS,IND @ WAS,PTS,23.5,2025-11-28
Pascal Siakam,IND,WAS,IND @ WAS,PRA,36.5,2025-11-28
Pascal Siakam,IND,WAS,IND @ WAS,REB,7.5,2025-11-28
Pascal Siakam,IND,WAS,IND @ WAS,AST,4.5,2025-11-28
Khris Middleton,WAS,IND,WAS @ IND,PTS,9.5,2025-11-28
Khris Middleton,WAS,IND,WAS @ IND,PRA,16.5,2025-11-28
Khris Middleton,WAS,IND,WAS @ IND,REB,3.5,2025-11-28
Khris Middleton,WAS,IND,WAS @ IND,AST,3.5,2025-11-28
Andrew Nembhard,IND,WAS,IND @ WAS,PTS,17.5,2025-11-28
Andrew Nembhard,IND,WAS,IND @ WAS,PRA,26.5,2025-11-28
Andrew Nembhard,IND,WAS,IND @ WAS,REB,2.5,2025-11-28
Andrew Nembhard,IND,WAS,IND @ WAS,AST,6.5,2025-11-28
T.J. McConnell,IND,WAS,IND @ WAS,PTS,11.5,2025-11-28
T.J. McConnell,IND,WAS,IND @ WAS,PRA,21.5,2025-11-28
T.J. McConnell,IND,WAS,IND @ WAS,REB,4.5,2025-11-28
T.J. McConnell,IND,WAS,IND @ WAS,AST,4.5,2025-11-28
Jay Huff,IND,WAS,IND @ WAS,PTS,9.5,2025-11-28
Jay Huff,IND,WAS,IND @ WAS,PRA,16.5,2025-11-28
Jay Huff,IND,WAS,IND @ WAS,REB,5.5,2025-11-28
Jay Huff,IND,WAS,IND @ WAS,AST,1.5,2025-11-28
Isaiah Jackson,IND,WAS,IND @ WAS,PTS,8.5,2025-11-28
Isaiah Jackson,IND,WAS,IND @ WAS,PRA,15.5,2025-11-28
Isaiah Jackson,IND,WAS,IND @ WAS,REB,5.5,2025-11-28
Isaiah Jackson,IND,WAS,IND @ WAS,AST,1.5,2025-11-28
Giannis Antetokounmpo,MIL,NYK,MIL @ NYK,PTS,29.5,2025-11-28
Giannis Antetokounmpo,MIL,NYK,MIL @ NYK,PRA,46.5,2025-11-28
Giannis Antetokounmpo,MIL,NYK,MIL @ NYK,REB,9.5,2025-11-28
Giannis Antetokounmpo,MIL,NYK,MIL @ NYK,AST,6.5,2025-11-28
Karl-Anthony Towns,NYK,MIL,NYK @ MIL,PTS,24.5,2025-11-28
Karl-Anthony Towns,NYK,MIL,NYK @ MIL,PRA,39.5,2025-11-28
Karl-Anthony Towns,NYK,MIL,NYK @ MIL,REB,11.5,2025-11-28
Karl-Anthony Towns,NYK,MIL,NYK @ MIL,AST,3.5,2025-11-28
Jordan Clarkson,NYK,MIL,NYK @ MIL,PTS,11.5,2025-11-28
Jordan Clarkson,NYK,MIL,NYK @ MIL,PRA,14.5,2025-11-28
Jordan Clarkson,NYK,MIL,NYK @ MIL,REB,1.5,2025-11-28
Jordan Clarkson,NYK,MIL,NYK @ MIL,AST,1.5,2025-11-28
Jordan Clarkson,NYK,MIL,NYK @ MIL,FG3M,1.5,2025-11-28
Josh Hart,NYK,MIL,NYK @ MIL,PTS,12.5,2025-11-28
Josh Hart,NYK,MIL,NYK @ MIL,PRA,26.5,2025-11-28
Josh Hart,NYK,MIL,NYK @ MIL,REB,7.5,2025-11-28
Josh Hart,NYK,MIL,NYK @ MIL,AST,4.5,2025-11-28
Gary Trent Jr.,MIL,NYK,MIL @ NYK,PTS,8.5,2025-11-28
Gary Trent Jr.,MIL,NYK,MIL @ NYK,PRA,11.5,2025-11-28
Gary Trent Jr.,MIL,NYK,MIL @ NYK,REB,1.5,2025-11-28
Gary Trent Jr.,MIL,NYK,MIL @ NYK,AST,1.5,2025-11-28
Gary Trent Jr.,MIL,NYK,MIL @ NYK,FG3M,1.5,2025-11-28
Deuce McBride,NYK,MIL,NYK @ MIL,PTS,10.5,2025-11-28
Deuce McBride,NYK,MIL,NYK @ MIL,PRA,15.5,2025-11-28
Deuce McBride,NYK,MIL,NYK @ MIL,REB,2.5,2025-11-28
Deuce McBride,NYK,MIL,NYK @ MIL,AST,2.5,2025-11-28
Deuce McBride,NYK,MIL,NYK @ MIL,FG3M,1.5,2025-11-28
Ryan Rollins,MIL,NYK,MIL @ NYK,PTS,18.5,2025-11-28
Ryan Rollins,MIL,NYK,MIL @ NYK,PRA,29.5,2025-11-28
Ryan Rollins,MIL,NYK,MIL @ NYK,REB,3.5,2025-11-28
Ryan Rollins,MIL,NYK,MIL @ NYK,AST,6.5,2025-11-28
Jalen Brunson,NYK,MIL,NYK @ MIL,PTS,30.5,2025-11-28
Jalen Brunson,NYK,MIL,NYK @ MIL,PRA,40.5,2025-11-28
Jalen Brunson,NYK,MIL,NYK @ MIL,REB,3.5,2025-11-28
Jalen Brunson,NYK,MIL,NYK @ MIL,AST,6.5,2025-11-28
Kyle Kuzma,MIL,NYK,MIL @ NYK,PTS,13.5,2025-11-28
Kyle Kuzma,MIL,NYK,MIL @ NYK,PRA,19.5,2025-11-28
Kyle Kuzma,MIL,NYK,MIL @ NYK,REB,4.5,2025-11-28
Kyle Kuzma,MIL,NYK,MIL @ NYK,AST,1.5,2025-11-28
Myles Turner,MIL,NYK,MIL @ NYK,PTS,14.5,2025-11-28
Myles Turner,MIL,NYK,MIL @ NYK,PRA,22.5,2025-11-28
Myles Turner,MIL,NYK,MIL @ NYK,REB,6.5,2025-11-28
Myles Turner,MIL,NYK,MIL @ NYK,AST,1.5,2025-11-28
Mikal Bridges,NYK,MIL,NYK @ MIL,PTS,16.5,2025-11-28
Mikal Bridges,NYK,MIL,NYK @ MIL,PRA,24.5,2025-11-28
Mikal Bridges,NYK,MIL,NYK @ MIL,REB,3.5,2025-11-28
Mikal Bridges,NYK,MIL,NYK @ MIL,AST,3.5,2025-11-28
Mitchell Robinson,NYK,MIL,NYK @ MIL,PTS,3.5,2025-11-28
Mitchell Robinson,NYK,MIL,NYK @ MIL,PRA,10.5,2025-11-28
Mitchell Robinson,NYK,MIL,NYK @ MIL,REB,6.5,2025-11-28
Mitchell Robinson,NYK,MIL,NYK @ MIL,Q1_REB,1.5,2025-11-28
AJ Green,MIL,NYK,MIL @ NYK,PTS,10.5,2025-11-28
AJ Green,MIL,NYK,MIL @ NYK,PRA,14.5,2025-11-28
AJ Green,MIL,NYK,MIL @ NYK,REB,2.5,2025-11-28
AJ Green,MIL,NYK,MIL @ NYK,AST,1.5,2025-11-28
AJ Green,MIL,NYK,MIL @ NYK,FG3M,2.5,2025-11-28
Darius Garland,CLE,ATL,CLE @ ATL,PTS,15.5,2025-11-28
Darius Garland,CLE,ATL,CLE @ ATL,PRA,24.5,2025-11-28
Darius Garland,CLE,ATL,CLE @ ATL,REB,2.5,2025-11-28
Darius Garland,CLE,ATL,CLE @ ATL,AST,6.5,2025-11-28
Evan Mobley,CLE,ATL,CLE @ ATL,PTS,18.5,2025-11-28
Evan Mobley,CLE,ATL,CLE @ ATL,PRA,31.5,2025-11-28
Evan Mobley,CLE,ATL,CLE @ ATL,REB,8.5,2025-11-28
Evan Mobley,CLE,ATL,CLE @ ATL,AST,3.5,2025-11-28
