Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Khris Middleton,WAS,ATL,WAS @ ATL,PTS,10.5,2025-11-26
Khris Middleton,WAS,ATL,WAS @ ATL,PRA,16.5,2025-11-26
Khris Middleton,WAS,ATL,WAS @ ATL,REB,3.5,2025-11-26
Khris Middleton,WAS,ATL,WAS @ ATL,AST,3.5,2025-11-26
Khris Middleton,WAS,ATL,WAS @ ATL,FG3M,0.5,2025-11-26
Khris Middleton,WAS,ATL,WAS @ ATL,RA,7.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,PTS,19.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,PRA,28.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,REB,6.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,AST,2.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,FG3M,1.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,RA,9.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,PR,25.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,PA,22.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,Q1_PTS,4.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,Q1_REB,1.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,Q1_PRA,5.5,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,FANTASY_PTS,35.95,2025-11-26
Kristaps Porzingis,ATL,WAS,ATL @ WAS,BLK,1.5,2025-11-26
Jalen Johnson,ATL,WAS,ATL @ WAS,PTS,23.5,2025-11-26
Jalen Johnson,ATL,WAS,ATL @ WAS,PRA,42.5,2025-11-26
Jalen Johnson,ATL,WAS,ATL @ WAS,REB,10.5,2025-11-26
Jalen Johnson,ATL,WAS,ATL @ WAS,AST,8.5,2025-11-26
