Player Name,Team,Opponent,Matchup,Prop Category,Prop Line,GAME_DATE
Darius Garland,CLE,IND,CLE vs IND,PTS,15.5,2025-11-21
Darius Garland,CLE,IND,CLE vs IND,PRA,22.5,2025-11-21
Darius Garland,CLE,IND,CLE vs IND,REB,2.5,2025-11-21
Darius Garland,CLE,IND,CLE vs IND,AST,5.5,2025-11-21
Darius Garland,CLE,IND,CLE vs IND,FG3M,1.5,2025-11-21
Darius Garland,CLE,IND,CLE vs IND,RA,7.5,2025-11-21
Darius Garland,CLE,IND,CLE vs IND,PA,20.5,2025-11-21
Darius Garland,CLE,IND,CLE vs IND,Q1_PTS,3.5,2025-11-21
Darius Garland,CLE,IND,CLE vs IND,FG3A,5.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,PTS,28.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,PRA,38.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,REB,4.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,AST,5.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,FG3M,3.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,RA,9.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,PR,33.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,PA,32.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,Q1_PTS,7.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,Q1_REB,1.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,Q1_PRA,10.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,FANTASY_PTS,45.05,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,TOV,2.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,STL,1.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,1H_PTS,15.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,1H_PRA,20.5,2025-11-21
Donovan Mitchell,CLE,IND,CLE vs IND,FG3A,9.5,2025-11-21
Jarrett Allen,CLE,IND,CLE vs IND,PTS,13.5,2025-11-21
Jarrett Allen,CLE,IND,CLE vs IND,PRA,23.5,2025-11-21
Jarrett Allen,CLE,IND,CLE vs IND,REB,7.5,2025-11-21
Jarrett Allen,CLE,IND,CLE vs IND,AST,1.5,2025-11-21
Jarrett Allen,CLE,IND,CLE vs IND,Q1_PTS,3.5,2025-11-21
Jarrett Allen,CLE,IND,CLE vs IND,Q1_REB,2.5,2025-11-21
Jarrett Allen,CLE,IND,CLE vs IND,OREB,2.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,PTS,16.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,PRA,23.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,REB,3.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,AST,2.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,FG3M,2.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,PR,20.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,PA,19.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,Q1_PTS,3.5,2025-11-21
De'Andre Hunter,CLE,IND,CLE vs IND,FG3A,5.5,2025-11-21
T.J. McConnell,IND,CLE,IND @ CLE,PTS,8.5,2025-11-21
T.J. McConnell,IND,CLE,IND @ CLE,PRA,15.5,2025-11-21
T.J. McConnell,IND,CLE,IND @ CLE,REB,2.5,2025-11-21
T.J. McConnell,IND,CLE,IND @ CLE,AST,3.5,2025-11-21
T.J. McConnell,IND,CLE,IND @ CLE,FG3M,0.5,2025-11-21
T.J. McConnell,IND,CLE,IND @ CLE,TOV,2.5,2025-11-21
Jeremiah Robinson-Earl,IND,CLE,IND @ CLE,PTS,5.5,2025-11-21
Jeremiah Robinson-Earl,IND,CLE,IND @ CLE,PRA,11.5,2025-11-21
Jeremiah Robinson-Earl,IND,CLE,IND @ CLE,REB,4.5,2025-11-21
Jeremiah Robinson-Earl,IND,CLE,IND @ CLE,FG3M,0.5,2025-11-21
Jeremiah Robinson-Earl,IND,CLE,IND @ CLE,Q1_REB,1.5,2025-11-21
Jarace Walker,IND,CLE,IND @ CLE,PTS,8.5,2025-11-21
Jarace Walker,IND,CLE,IND @ CLE,PRA,14.5,2025-11-21
Jarace Walker,IND,CLE,IND @ CLE,REB,3.5,2025-11-21
Jarace Walker,IND,CLE,IND @ CLE,AST,1.5,2025-11-21
Jarace Walker,IND,CLE,IND @ CLE,FG3M,1.5,2025-11-21
Jaylon Tyson,CLE,IND,CLE vs IND,PTS,7.5,2025-11-21
Jaylon Tyson,CLE,IND,CLE vs IND,PRA,12.5,2025-11-21
Jaylon Tyson,CLE,IND,CLE vs IND,REB,3.5,2025-11-21
Jaylon Tyson,CLE,IND,CLE vs IND,AST,1.5,2025-11-21
Jaylon Tyson,CLE,IND,CLE vs IND,FG3M,1.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,PTS,22.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,PRA,33.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,REB,6.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,AST,3.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,FG3M,1.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,RA,10.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,PR,29.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,PA,27.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,Q1_PTS,6.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,Q1_REB,1.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,Q1_PRA,8.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,FANTASY_PTS,41.15,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,TOV,2.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,1H_PTS,12.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,1H_PRA,17.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,OREB,1.5,2025-11-21
Pascal Siakam,IND,CLE,IND @ CLE,FG3A,5.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,PTS,18.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,PRA,30.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,REB,8.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,AST,3.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,FG3M,1.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,RA,11.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,PR,27.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,PA,21.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,Q1_PTS,5.5,2025-11-21
Evan Mobley,CLE,IND,CLE vs IND,Q1_REB,2.5,2025-11-21
