Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Houston,88.5,84.3,83.0,89.2,88.0,81.6
2,Utah,85.8,85.7,72.0,92.0,79.6,80.0
3,Chicago,85.0,92.3,80.0,86.3,84.0,82.1
4,New York,84.6,89.7,91.0,84.2,85.4,77.4
5,Miami,84.4,89.0,92.0,86.5,82.0,77.0
6,Denver,84.1,81.7,81.0,89.1,79.0,84.3
7,Detroit,83.7,80.3,77.0,85.5,81.6,79.4
8,Cleveland,83.6,79.0,71.0,81.2,86.7,80.8
9,Memphis,83.0,94.0,105.0,84.3,81.3,84.0
10,Charlotte,82.9,81.3,91.0,81.6,84.0,77.7
11,Okla City,81.9,77.3,72.0,78.4,84.7,78.2
12,Dallas,81.8,83.7,84.0,83.6,77.6,76.2
13,Portland,81.2,94.7,113.0,83.1,79.5,77.1
13,Boston,81.2,88.0,81.0,78.9,83.3,78.5
15,Philadelphia,81.1,82.3,90.0,80.6,81.6,71.3
16,San Antonio,80.9,79.7,82.0,81.5,79.8,80.2
17,Indiana,80.7,75.7,79.0,83.1,78.5,78.2
18,Toronto,80.5,80.0,77.0,76.8,82.3,82.0
19,Atlanta,80.3,75.7,76.0,75.8,82.9,82.3
20,Phoenix,80.0,77.3,83.0,79.6,80.4,77.6
21,Orlando,79.8,82.0,89.0,79.6,80.1,73.6
22,Minnesota,79.7,84.3,89.0,82.1,76.9,78.3
23,Golden State,77.6,83.7,94.0,80.8,76.3,81.8
24,Milwaukee,77.3,73.3,81.0,75.0,80.1,77.0
25,LA Lakers,76.6,79.3,84.0,78.2,75.6,76.1
26,Washington,76.4,68.0,74.0,74.3,78.0,77.1
27,New Orleans,74.4,73.3,83.0,75.4,73.3,77.8
28,Brooklyn,74.3,74.3,71.0,73.1,75.4,74.5
29,Sacramento,74.0,70.0,64.0,73.1,74.7,78.4
30,LA Clippers,72.9,71.7,73.0,73.1,72.6,76.1
