Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Orlando,26.9%,24.9%,20.2%,26.7%,27.3%,20.8%
2,LA Lakers,25.9%,28.8%,33.1%,28.1%,24.3%,20.9%
3,Dallas,24.6%,27.6%,26.1%,25.6%,22.2%,20.4%
4,Utah,23.6%,20.9%,15.3%,25.4%,21.6%,19.3%
5,Indiana,23.5%,26.5%,20.0%,23.7%,23.3%,19.8%
6,Denver,23.4%,25.8%,23.2%,22.1%,24.8%,20.3%
7,Houston,23.4%,20.8%,23.5%,24.7%,22.3%,19.7%
8,Brooklyn,23.3%,24.0%,24.8%,23.0%,23.7%,18.6%
9,Detroit,23.3%,21.0%,22.0%,22.5%,24.3%,19.7%
10,Minnesota,23.0%,22.5%,27.0%,25.1%,20.7%,19.5%
11,Cleveland,22.6%,24.3%,29.4%,22.0%,23.3%,19.6%
12,Philadelphia,22.5%,21.2%,21.4%,23.7%,21.2%,20.1%
13,Memphis,22.3%,21.1%,22.6%,24.2%,19.8%,19.2%
14,San Antonio,22.1%,18.5%,26.2%,20.9%,24.3%,18.5%
15,Toronto,22.0%,24.1%,21.9%,20.7%,22.7%,18.1%
16,Portland,21.9%,20.9%,23.2%,23.9%,20.2%,19.1%
17,Charlotte,21.4%,16.6%,17.3%,19.5%,23.0%,17.4%
18,Golden State,21.3%,18.2%,15.6%,20.8%,21.5%,19.3%
19,New Orleans,21.2%,20.8%,24.9%,20.3%,22.3%,19.1%
20,Okla City,21.1%,17.8%,20.3%,20.7%,21.5%,18.9%
21,LA Clippers,20.9%,22.8%,16.3%,19.5%,22.5%,19.4%
22,Miami,20.9%,20.1%,21.3%,20.2%,21.7%,18.1%
23,Sacramento,20.6%,18.0%,13.9%,19.0%,21.9%,18.6%
24,Atlanta,20.5%,15.4%,11.7%,21.6%,19.8%,19.6%
25,New York,20.3%,23.7%,28.9%,19.9%,21.1%,19.3%
26,Chicago,20.3%,17.2%,11.8%,21.5%,19.4%,16.9%
27,Phoenix,19.1%,19.0%,17.2%,19.8%,18.3%,18.8%
28,Milwaukee,18.6%,15.5%,11.4%,18.6%,18.7%,20.8%
29,Washington,18.1%,16.1%,10.8%,18.1%,18.0%,17.9%
30,Boston,16.6%,16.0%,24.3%,16.0%,17.0%,17.6%
