Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.
108.0,John Collins,28.0,LAC,PF,15.0,6.0,380.0,0.504,10.9,0.73,0.263,0.35,0.066,0.051,0.27,0.57,0.806,0.521,0.222,0.143,0.324,0.754,1.0,0.124,15.0,0.568,0.429,0.0,0.0
109.0,Moses Moody,23.0,GSW,SG,15.0,7.0,380.0,0.42,19.6,0.304,0.101,0.13,0.043,0.029,0.696,0.405,0.643,0.389,0.0,0.25,0.427,0.588,0.976,0.029,3.0,0.208,0.5,0.0,0.0
110.0,Terance Mann,29.0,BRK,SG,14.0,14.0,380.0,0.467,13.3,0.6,0.257,0.2,0.114,0.029,0.4,0.54,0.667,0.429,0.5,0.333,0.357,0.412,0.8,0.067,4.0,0.31,0.308,0.0,0.0
111.0,Svi Mykhailiuk,28.0,UTA,SF,14.0,14.0,378.0,0.486,19.6,0.286,0.086,0.162,0.019,0.019,0.714,0.733,0.556,0.824,1.0,0.5,0.387,0.727,0.931,0.01,1.0,0.387,0.448,0.0,0.0
112.0,Alex Sarr,20.0,WAS,C,13.0,13.0,377.0,0.519,10.1,0.788,0.275,0.365,0.116,0.032,0.212,0.564,0.808,0.42,0.5,0.333,0.35,0.714,1.0,0.138,25.0,0.075,0.333,0.0,0.0
113.0,Saddiq Bey,26.0,NOP,SF,14.0,7.0,376.0,0.419,16.0,0.463,0.199,0.169,0.066,0.029,0.537,0.46,0.519,0.478,0.444,0.0,0.384,0.345,0.964,0.022,3.0,0.329,0.125,0.0,0.0
114.0,Jalen Duren,22.0,DET,C,13.0,13.0,376.0,0.674,3.4,1.0,0.486,0.486,0.0,0.028,0.0,0.674,0.686,0.657,,0.75,,0.619,,0.319,42.0,,,0.0,0.0
115.0,De'Andre Hunter,28.0,CLE,SF,13.0,13.0,376.0,0.449,17.1,0.506,0.125,0.148,0.176,0.057,0.494,0.584,0.682,0.538,0.548,0.6,0.31,0.577,0.741,0.028,4.0,0.172,0.267,0.0,0.0
116.0,Jock Landale,30.0,MEM,C,16.0,13.0,374.0,0.545,11.6,0.678,0.298,0.281,0.066,0.033,0.322,0.598,0.639,0.529,0.625,0.75,0.436,0.735,1.0,0.058,4.0,0.154,0.333,0.0,0.0
117.0,OG Anunoby,28.0,NYK,PF,12.0,12.0,373.0,0.476,14.8,0.463,0.367,0.048,0.041,0.007,0.537,0.574,0.685,0.0,0.333,0.0,0.392,0.615,0.968,0.143,19.0,0.456,0.444,0.0,0.0
118.0,Norman Powell,32.0,MIA,SG,12.0,12.0,373.0,0.495,14.3,0.581,0.202,0.268,0.061,0.051,0.419,0.513,0.65,0.434,0.5,0.4,0.47,0.525,0.872,0.02,3.0,0.241,0.45,0.0,0.0
119.0,Ryan Kalkbrenner,24.0,CHO,C,14.0,14.0,371.0,0.811,2.3,0.986,0.797,0.189,0.0,0.0,0.014,0.822,0.864,0.643,,,0.0,0.667,,0.392,27.0,0.0,,0.0,0.0
120.0,Anfernee Simons,26.0,BOS,SG,15.0,0.0,368.0,0.413,20.0,0.407,0.036,0.138,0.096,0.138,0.593,0.426,0.5,0.522,0.438,0.304,0.404,0.103,0.725,0.006,1.0,0.061,0.167,0.0,0.0
121.0,Neemias Queta,26.0,BOS,C,15.0,15.0,367.0,0.612,4.2,0.969,0.551,0.357,0.041,0.02,0.031,0.632,0.778,0.486,0.25,0.0,0.0,0.75,,0.276,26.0,0.333,0.0,0.0,0.0
122.0,Collin Sexton,27.0,CHO,SG,14.0,9.0,367.0,0.46,13.3,0.647,0.253,0.26,0.073,0.06,0.353,0.495,0.737,0.359,0.364,0.222,0.396,0.396,0.762,0.0,0.0,0.151,0.5,0.0,0.0
123.0,Bub Carrington,20.0,WAS,PG,14.0,5.0,366.0,0.33,17.5,0.534,0.057,0.227,0.136,0.114,0.466,0.234,0.2,0.25,0.25,0.2,0.439,0.273,0.778,0.023,1.0,0.22,0.333,0.0,0.0
124.0,Kevin Huerter,27.0,CHI,SF,14.0,5.0,366.0,0.49,14.0,0.524,0.29,0.193,0.041,0.0,0.476,0.658,0.762,0.536,0.5,,0.304,0.66,1.0,0.028,4.0,0.261,0.389,0.0,0.0
125.0,Kentavious Caldwell-Pope,32.0,MEM,SG,16.0,13.0,365.0,0.345,17.2,0.522,0.106,0.168,0.115,0.133,0.478,0.424,0.583,0.474,0.385,0.267,0.259,0.8,0.929,0.027,2.0,0.148,0.0,0.0,0.0
126.0,Collin Gillespie,26.0,PHO,PG,15.0,0.0,365.0,0.398,21.3,0.308,0.038,0.113,0.105,0.053,0.692,0.415,0.4,0.467,0.286,0.571,0.391,0.353,0.75,0.0,0.0,0.163,0.8,0.0,0.0
127.0,Naz Reid,26.0,MIN,C,15.0,0.0,365.0,0.467,15.8,0.485,0.152,0.255,0.073,0.006,0.515,0.563,0.72,0.548,0.333,0.0,0.376,0.511,0.906,0.03,2.0,0.341,0.483,1.0,0.0
128.0,Aaron Gordon,30.0,DEN,PF,12.0,12.0,365.0,0.536,13.6,0.595,0.307,0.15,0.065,0.072,0.405,0.593,0.83,0.348,0.3,0.364,0.452,0.574,0.786,0.131,18.0,0.21,0.462,0.0,0.0
129.0,Domantas Sabonis,29.0,SAC,C,11.0,11.0,365.0,0.51,7.1,0.862,0.4,0.366,0.09,0.007,0.138,0.56,0.672,0.415,0.692,0.0,0.2,0.714,1.0,0.097,14.0,0.15,0.333,0.0,0.0
130.0,Jarrett Allen,27.0,CLE,C,14.0,14.0,364.0,0.577,5.2,0.971,0.365,0.518,0.073,0.015,0.029,0.594,0.76,0.493,0.5,0.5,0.0,0.797,,0.219,28.0,0.75,0.0,0.0,0.0
131.0,Keldon Johnson,26.0,SAS,SF,15.0,0.0,363.0,0.573,8.7,0.71,0.534,0.168,0.0,0.008,0.29,0.688,0.729,0.545,,1.0,0.289,0.547,0.909,0.092,11.0,0.632,0.25,0.0,0.0
132.0,Ryan Dunn,23.0,PHO,SF,15.0,10.0,361.0,0.482,12.1,0.591,0.345,0.2,0.036,0.009,0.409,0.585,0.737,0.455,0.0,0.0,0.333,0.632,1.0,0.173,16.0,0.667,0.3,0.0,0.0
133.0,Kel'el Ware,21.0,MIA,C,15.0,11.0,361.0,0.524,10.0,0.685,0.419,0.226,0.032,0.008,0.315,0.6,0.731,0.393,0.25,1.0,0.359,0.725,1.0,0.194,22.0,0.436,0.412,0.0,0.0
134.0,Jonathan Kuminga,23.0,GSW,PF,13.0,12.0,360.0,0.478,10.8,0.728,0.25,0.353,0.096,0.029,0.272,0.535,0.647,0.521,0.462,0.0,0.324,0.453,0.917,0.14,15.0,0.351,0.308,0.0,0.0
135.0,Chet Holmgren,23.0,OKC,PF,12.0,12.0,359.0,0.599,13.0,0.646,0.279,0.211,0.109,0.048,0.354,0.716,0.854,0.613,0.563,0.714,0.385,0.662,0.9,0.156,21.0,0.096,0.2,0.0,0.0
136.0,Ron Holland,20.0,DET,SF,15.0,5.0,358.0,0.393,13.0,0.607,0.189,0.328,0.049,0.041,0.393,0.459,0.609,0.45,0.167,0.2,0.292,0.529,1.0,0.107,12.0,0.604,0.31,0.0,0.0
137.0,Isaac Okoro,25.0,CHI,SG,14.0,14.0,356.0,0.456,13.1,0.5,0.4,0.089,0.011,0.0,0.5,0.533,0.611,0.25,0.0,,0.378,0.708,1.0,0.033,3.0,0.733,0.394,0.0,0.0
138.0,D'Angelo Russell,29.0,DAL,PG,16.0,3.0,355.0,0.399,16.7,0.539,0.084,0.23,0.163,0.062,0.461,0.521,0.667,0.488,0.517,0.455,0.256,0.32,0.714,0.0,0.0,0.134,0.182,0.0,0.0
139.0,Javonte Green,32.0,DET,SG,15.0,3.0,349.0,0.406,15.3,0.49,0.208,0.229,0.021,0.031,0.51,0.511,0.65,0.455,0.0,0.333,0.306,0.833,1.0,0.094,8.0,0.327,0.313,0.0,0.0
140.0,Noah Clowney,21.0,BRK,PF,14.0,8.0,348.0,0.358,19.9,0.264,0.104,0.151,0.009,0.0,0.736,0.464,0.636,0.375,0.0,,0.321,0.538,1.0,0.066,4.0,0.256,0.4,0.0,0.0
141.0,Derik Queen,21.0,NOP,C,15.0,3.0,347.0,0.496,7.2,0.91,0.406,0.338,0.105,0.06,0.09,0.529,0.704,0.378,0.5,0.25,0.167,0.406,0.5,0.09,11.0,0.083,0.0,0.0,0.0
142.0,Ja Morant,26.0,MEM,PG,12.0,12.0,345.0,0.359,13.9,0.692,0.154,0.262,0.19,0.087,0.308,0.444,0.6,0.431,0.405,0.294,0.167,0.283,0.6,0.015,3.0,0.15,0.556,0.0,0.0
143.0,Tre Johnson,19.0,WAS,SG,14.0,4.0,344.0,0.435,18.0,0.486,0.058,0.196,0.188,0.043,0.514,0.493,0.75,0.407,0.5,0.5,0.38,0.333,0.815,0.014,1.0,0.225,0.313,0.0,0.0
144.0,Moussa Diabaté,24.0,CHO,C,15.0,1.0,343.0,0.644,3.1,1.0,0.644,0.299,0.046,0.011,0.0,0.644,0.714,0.577,0.25,0.0,,0.679,,0.253,19.0,,,0.0,0.0
145.0,Jusuf Nurkić,31.0,UTA,C,14.0,9.0,342.0,0.394,10.0,0.747,0.232,0.485,0.03,0.0,0.253,0.473,0.609,0.417,0.333,,0.16,0.543,1.0,0.04,3.0,0.0,,0.0,0.0
146.0,Bobby Portis,30.0,MIL,PF,16.0,1.0,341.0,0.486,15.2,0.652,0.145,0.21,0.181,0.116,0.348,0.511,0.75,0.517,0.44,0.313,0.438,0.783,1.0,0.014,2.0,0.229,0.455,0.0,0.0
147.0,Cameron Johnson,29.0,DEN,SF,13.0,13.0,339.0,0.418,15.3,0.51,0.255,0.122,0.041,0.092,0.49,0.54,0.76,0.25,0.0,0.556,0.292,0.63,0.929,0.041,3.0,0.292,0.357,0.0,0.0
148.0,Anthony Edwards,24.0,MIN,SG,11.0,11.0,339.0,0.451,15.6,0.569,0.196,0.172,0.108,0.093,0.431,0.517,0.75,0.371,0.409,0.421,0.364,0.383,0.563,0.044,9.0,0.034,0.333,0.0,0.0
149.0,Dean Wade,29.0,CLE,PF,15.0,2.0,338.0,0.37,19.3,0.26,0.205,0.0,0.041,0.014,0.74,0.526,0.6,,0.333,0.0,0.315,0.8,0.941,0.055,4.0,0.352,0.263,0.0,0.0
150.0,Marcus Smart,31.0,LAL,SG,12.0,9.0,338.0,0.402,18.5,0.391,0.13,0.12,0.098,0.043,0.609,0.667,0.75,0.818,0.444,0.5,0.232,0.5,0.769,0.0,0.0,0.179,0.3,0.0,0.0
151.0,Josh Hart,30.0,NYK,SF,13.0,0.0,336.0,0.475,13.0,0.594,0.327,0.149,0.089,0.03,0.406,0.55,0.697,0.467,0.333,0.0,0.366,0.636,0.867,0.03,3.0,0.439,0.444,0.0,0.0
152.0,Aaron Nesmith,26.0,IND,SF,11.0,11.0,335.0,0.367,17.6,0.435,0.17,0.122,0.075,0.068,0.565,0.359,0.48,0.389,0.182,0.2,0.373,0.826,0.935,0.027,2.0,0.241,0.4,0.0,0.0
153.0,Peyton Watson,23.0,DEN,SF,14.0,4.0,334.0,0.494,10.1,0.678,0.379,0.276,0.011,0.011,0.322,0.559,0.697,0.375,0.0,1.0,0.357,0.879,1.0,0.218,17.0,0.429,0.667,0.0,0.0
154.0,Pelle Larsson,24.0,MIA,SG,15.0,12.0,333.0,0.51,14.3,0.538,0.192,0.288,0.048,0.01,0.462,0.625,0.85,0.5,0.6,0.0,0.375,0.6,1.0,0.038,4.0,0.292,0.357,0.0,0.0
155.0,Kris Murray,25.0,POR,SF,14.0,1.0,333.0,0.451,10.2,0.648,0.479,0.169,0.0,0.0,0.352,0.543,0.647,0.25,,,0.28,0.76,1.0,0.141,10.0,0.48,0.25,0.0,0.0
156.0,Tre Jones,26.0,CHI,PG,11.0,11.0,329.0,0.495,7.4,0.825,0.526,0.258,0.031,0.01,0.175,0.525,0.608,0.4,0.333,0.0,0.353,0.405,1.0,0.0,0.0,0.176,0.667,0.0,0.0
157.0,Andre Drummond,32.0,PHI,C,14.0,6.0,327.0,0.575,6.7,0.775,0.613,0.15,0.013,0.0,0.225,0.629,0.714,0.25,1.0,,0.389,0.564,1.0,0.175,12.0,0.778,0.429,0.0,0.0
158.0,Mark Williams,24.0,PHO,C,13.0,10.0,326.0,0.629,4.0,1.0,0.474,0.454,0.072,0.0,0.0,0.629,0.739,0.523,0.571,,,0.754,,0.289,26.0,,,0.0,0.0
159.0,Klay Thompson,35.0,DAL,SF,15.0,8.0,325.0,0.347,21.9,0.253,0.027,0.047,0.067,0.113,0.747,0.447,0.5,0.286,0.3,0.588,0.313,0.882,0.886,0.0,0.0,0.214,0.292,0.0,0.0
160.0,Christian Braun,24.0,DEN,SG,11.0,11.0,325.0,0.495,10.5,0.711,0.433,0.206,0.01,0.062,0.289,0.609,0.667,0.55,1.0,0.333,0.214,0.762,1.0,0.103,9.0,0.107,0.667,0.0,0.0
161.0,Derrick Jones Jr.,28.0,LAC,SF,13.0,13.0,324.0,0.533,14.5,0.5,0.239,0.228,0.011,0.022,0.5,0.717,0.955,0.476,1.0,0.5,0.348,0.727,1.0,0.152,14.0,0.435,0.3,0.0,0.0
162.0,Sam Hauser,28.0,BOS,PF,15.0,2.0,323.0,0.32,24.7,0.126,0.0,0.019,0.049,0.058,0.874,0.231,,0.0,0.4,0.167,0.333,1.0,0.9,0.0,0.0,0.133,0.25,0.0,0.0
163.0,Bruce Brown,29.0,DEN,SG,14.0,0.0,319.0,0.442,11.0,0.701,0.299,0.286,0.091,0.026,0.299,0.463,0.696,0.318,0.286,0.0,0.391,0.68,1.0,0.013,1.0,0.348,0.375,0.0,0.0
164.0,Tim Hardaway Jr.,33.0,DEN,SG,14.0,1.0,319.0,0.452,19.3,0.348,0.113,0.113,0.07,0.052,0.652,0.45,0.615,0.231,0.5,0.5,0.453,0.778,0.941,0.017,1.0,0.227,0.471,0.0,0.0
165.0,Zaccharie Risacher,20.0,ATL,SF,13.0,13.0,317.0,0.449,14.6,0.543,0.312,0.138,0.036,0.058,0.457,0.56,0.628,0.526,0.6,0.25,0.317,0.762,0.9,0.101,12.0,0.254,0.375,0.0,0.0
166.0,Ausar Thompson,23.0,DET,SF,11.0,10.0,314.0,0.508,7.4,0.892,0.342,0.417,0.108,0.025,0.108,0.533,0.585,0.54,0.385,0.333,0.308,0.544,1.0,0.167,17.0,0.308,0.5,0.0,0.0
167.0,Landry Shamet,28.0,NYK,SG,14.0,5.0,311.0,0.452,19.4,0.29,0.161,0.032,0.075,0.022,0.71,0.519,0.6,0.0,0.571,0.5,0.424,0.643,1.0,0.011,1.0,0.47,0.484,0.0,0.0
168.0,Sam Merrill,29.0,CLE,SG,12.0,8.0,311.0,0.466,22.9,0.147,0.06,0.026,0.034,0.026,0.853,0.588,1.0,0.333,0.0,0.667,0.444,0.8,0.909,0.0,0.0,0.141,0.5,0.0,0.0
169.0,Cam Spencer,25.0,MEM,SG,16.0,1.0,309.0,0.411,20.9,0.299,0.047,0.093,0.112,0.047,0.701,0.406,0.4,0.3,0.5,0.4,0.413,0.615,0.839,0.0,0.0,0.133,0.5,0.0,0.0
170.0,Mike Conley,38.0,MIN,PG,15.0,5.0,309.0,0.415,18.6,0.323,0.123,0.169,0.015,0.015,0.677,0.333,0.5,0.182,1.0,0.0,0.455,0.857,0.9,0.0,0.0,0.205,0.444,0.0,0.0
171.0,Luke Kennard,29.0,ATL,SG,14.0,0.0,308.0,0.494,17.6,0.42,0.173,0.099,0.074,0.074,0.58,0.559,0.5,0.375,0.667,0.833,0.447,0.632,1.0,0.0,0.0,0.298,0.5,0.0,0.0
172.0,Tre Mann,24.0,CHO,PG,14.0,1.0,308.0,0.365,16.5,0.514,0.142,0.209,0.135,0.027,0.486,0.421,0.619,0.323,0.3,0.75,0.306,0.281,0.818,0.014,2.0,0.222,0.5,0.0,0.0
173.0,Malik Monk,27.0,SAC,SG,13.0,0.0,308.0,0.457,16.5,0.559,0.094,0.22,0.181,0.063,0.441,0.465,0.667,0.393,0.478,0.375,0.446,0.515,0.84,0.024,3.0,0.179,0.3,0.0,0.0
174.0,Luguentz Dort,26.0,OKC,SF,10.0,10.0,306.0,0.364,18.7,0.325,0.195,0.078,0.039,0.013,0.675,0.48,0.667,0.0,0.667,0.0,0.308,0.583,1.0,0.052,4.0,0.231,0.167,0.0,0.0
175.0,Ayo Dosunmu,26.0,CHI,SG,12.0,0.0,304.0,0.563,12.0,0.605,0.345,0.218,0.025,0.017,0.395,0.625,0.659,0.577,0.667,0.5,0.468,0.444,1.0,0.042,4.0,0.447,0.476,0.0,0.0
176.0,Lonzo Ball,28.0,CLE,PG,13.0,2.0,301.0,0.333,22.4,0.173,0.099,0.037,0.025,0.012,0.827,0.429,0.5,0.333,0.5,0.0,0.313,0.333,0.762,0.012,1.0,0.134,0.333,0.0,0.0
177.0,Nikola Jović,22.0,MIA,PF,14.0,1.0,299.0,0.402,15.4,0.5,0.206,0.255,0.02,0.02,0.5,0.51,0.619,0.462,0.5,0.0,0.294,0.654,1.0,0.01,1.0,0.137,0.143,0.0,0.0
178.0,Buddy Hield,33.0,GSW,SG,17.0,0.0,298.0,0.409,18.9,0.345,0.164,0.118,0.045,0.018,0.655,0.605,0.722,0.538,0.6,0.0,0.306,0.609,0.909,0.009,1.0,0.125,0.556,0.0,0.0
179.0,Reed Sheppard,21.0,HOU,PG,13.0,0.0,298.0,0.488,19.8,0.408,0.048,0.152,0.136,0.072,0.592,0.51,0.833,0.474,0.412,0.556,0.473,0.346,0.771,0.008,1.0,0.189,0.429,0.0,0.0
180.0,Patrick Williams,24.0,CHI,PF,14.0,0.0,297.0,0.42,17.2,0.42,0.193,0.17,0.045,0.011,0.58,0.432,0.588,0.267,0.25,1.0,0.412,0.375,0.905,0.057,4.0,0.255,0.462,0.0,0.0
181.0,Cole Anthony,25.0,MIL,PG,15.0,0.0,295.0,0.412,14.2,0.702,0.122,0.26,0.237,0.084,0.298,0.457,0.563,0.441,0.419,0.455,0.308,0.19,0.583,0.0,0.0,0.256,0.3,0.0,0.0
182.0,Tyrese Martin,26.0,BRK,SG,14.0,2.0,293.0,0.379,17.0,0.417,0.194,0.175,0.039,0.01,0.583,0.488,0.75,0.333,0.0,0.0,0.3,0.429,0.944,0.029,3.0,0.233,0.286,0.0,0.0
183.0,Brandon Williams,26.0,DAL,PG,14.0,6.0,292.0,0.413,10.8,0.706,0.325,0.262,0.095,0.024,0.294,0.517,0.659,0.394,0.333,0.667,0.162,0.326,1.0,0.032,4.0,0.27,0.2,0.0,0.0
184.0,Keon Ellis,26.0,SAC,SG,16.0,2.0,289.0,0.44,20.1,0.298,0.107,0.083,0.071,0.036,0.702,0.48,0.778,0.571,0.167,0.0,0.424,0.667,0.96,0.071,5.0,0.339,0.45,0.0,0.0
185.0,Miles McBride,25.0,NYK,SG,12.0,3.0,289.0,0.396,19.3,0.351,0.126,0.054,0.099,0.072,0.649,0.436,0.786,0.167,0.182,0.375,0.375,0.412,0.852,0.009,1.0,0.278,0.4,0.0,0.0
186.0,Jakob Poeltl,30.0,TOR,C,11.0,11.0,287.0,0.733,3.6,1.0,0.653,0.213,0.133,0.0,0.0,0.733,0.816,0.625,0.5,,,0.855,,0.107,8.0,,,0.0,0.0
187.0,Craig Porter Jr.,25.0,CLE,PG,16.0,0.0,285.0,0.542,13.7,0.597,0.278,0.167,0.139,0.014,0.403,0.605,0.8,0.5,0.3,1.0,0.448,0.5,0.769,0.042,3.0,0.241,0.429,0.0,0.0
188.0,Simone Fontecchio,30.0,MIA,SF,15.0,0.0,285.0,0.47,19.3,0.299,0.154,0.103,0.009,0.034,0.701,0.457,0.5,0.417,0.0,0.5,0.476,0.813,0.974,0.017,1.0,0.256,0.667,0.0,0.0
189.0,Isaiah Jackson,24.0,IND,C,15.0,11.0,285.0,0.578,3.5,1.0,0.578,0.361,0.036,0.024,0.0,0.578,0.667,0.533,0.0,0.0,,0.583,,0.133,10.0,,,0.0,0.0
190.0,Ace Bailey,19.0,UTA,SF,14.0,5.0,284.0,0.423,15.3,0.586,0.198,0.162,0.072,0.153,0.414,0.508,0.727,0.556,0.25,0.294,0.304,0.727,0.857,0.144,15.0,0.283,0.308,0.0,0.0
191.0,Jaylon Tyson,23.0,CLE,SG,11.0,7.0,284.0,0.489,15.9,0.422,0.233,0.167,0.011,0.011,0.578,0.526,0.762,0.267,0.0,0.0,0.462,0.65,1.0,0.111,6.0,0.365,0.421,0.0,0.0
192.0,Josh Minott,23.0,BOS,PF,14.0,9.0,282.0,0.475,15.0,0.475,0.25,0.175,0.038,0.013,0.525,0.579,0.8,0.357,0.333,0.0,0.381,0.682,0.938,0.188,12.0,0.405,0.412,0.0,0.0
193.0,LaMelo Ball,24.0,CHO,PG,9.0,9.0,282.0,0.385,17.3,0.503,0.13,0.207,0.142,0.024,0.497,0.471,0.682,0.257,0.542,0.75,0.298,0.15,0.76,0.0,0.0,0.131,0.364,0.0,0.0
194.0,Josh Okogie,27.0,HOU,SG,13.0,10.0,279.0,0.477,14.8,0.446,0.292,0.154,0.0,0.0,0.554,0.517,0.684,0.2,,,0.444,0.533,1.0,0.123,5.0,0.528,0.474,0.0,0.0
195.0,Jalen Suggs,24.0,ORL,PG,12.0,12.0,279.0,0.519,17.9,0.413,0.173,0.125,0.077,0.038,0.587,0.721,0.889,0.615,0.375,1.0,0.377,0.355,0.826,0.029,2.0,0.131,0.375,0.0,0.0
196.0,Ziaire Williams,24.0,BRK,SF,12.0,0.0,279.0,0.392,19.3,0.268,0.144,0.113,0.01,0.0,0.732,0.615,0.786,0.455,0.0,,0.31,0.563,0.955,0.052,5.0,0.352,0.12,0.0,0.0
197.0,Isaiah Joe,26.0,OKC,SG,11.0,0.0,279.0,0.422,22.5,0.183,0.055,0.028,0.064,0.037,0.817,0.55,0.667,0.667,0.571,0.25,0.393,0.909,0.943,0.0,0.0,0.27,0.417,0.0,0.0
198.0,Jose Alvarado,27.0,NOP,PG,14.0,0.0,277.0,0.402,18.2,0.368,0.103,0.207,0.057,0.0,0.632,0.469,0.667,0.389,0.4,,0.364,0.4,0.5,0.0,0.0,0.255,0.214,0.0,0.0
199.0,Vit Krejci,25.0,ATL,PG,12.0,1.0,277.0,0.524,20.7,0.238,0.107,0.107,0.012,0.012,0.762,0.7,0.778,0.667,0.0,1.0,0.469,0.786,0.933,0.024,1.0,0.203,0.308,0.0,0.0
200.0,Jaylin Williams,23.0,OKC,PF,15.0,1.0,276.0,0.32,23.2,0.12,0.08,0.013,0.0,0.027,0.88,0.778,0.833,1.0,,0.5,0.258,1.0,1.0,0.027,2.0,0.182,0.083,0.0,0.0
201.0,Isaiah Stewart,24.0,DET,C,12.0,5.0,276.0,0.495,11.1,0.636,0.293,0.333,0.01,0.0,0.364,0.556,0.69,0.455,0.0,,0.389,0.771,1.0,0.111,10.0,0.417,0.4,0.0,0.0
202.0,Khris Middleton,34.0,WAS,SF,11.0,11.0,275.0,0.489,14.9,0.678,0.167,0.156,0.233,0.122,0.322,0.557,0.667,0.357,0.571,0.636,0.345,0.559,0.8,0.0,0.0,0.241,0.429,0.0,0.0
203.0,Jamal Shead,23.0,TOR,PG,15.0,0.0,273.0,0.414,16.3,0.443,0.186,0.214,0.043,0.0,0.557,0.419,0.615,0.2,0.667,,0.41,0.308,0.813,0.0,0.0,0.154,0.333,0.0,0.0
204.0,Bam Adebayo,28.0,MIA,C,9.0,9.0,272.0,0.46,14.1,0.628,0.146,0.27,0.19,0.022,0.372,0.512,0.7,0.459,0.462,0.333,0.373,0.727,1.0,0.08,10.0,0.431,0.409,0.0,0.0
205.0,Will Richard,23.0,GSW,SG,15.0,6.0,271.0,0.556,16.4,0.42,0.21,0.173,0.012,0.025,0.58,0.765,0.941,0.571,0.0,1.0,0.404,0.654,0.947,0.037,3.0,0.383,0.444,0.0,0.0
206.0,Egor Demin,19.0,BRK,PG,13.0,6.0,269.0,0.376,21.2,0.259,0.129,0.047,0.035,0.047,0.741,0.364,0.364,0.5,0.333,0.25,0.381,0.5,0.792,0.024,0.0,0.127,0.5,0.0,0.0
207.0,Steven Adams,32.0,HOU,C,12.0,3.0,267.0,0.491,1.9,1.0,0.745,0.236,0.018,0.0,0.0,0.491,0.561,0.308,0.0,,,0.407,,0.145,7.0,,,0.0,0.0
208.0,Goga Bitadze,26.0,ORL,C,16.0,0.0,265.0,0.735,5.4,0.878,0.633,0.184,0.041,0.02,0.122,0.791,0.871,0.667,0.5,0.0,0.333,0.647,1.0,0.347,16.0,0.333,0.5,0.0,0.0
209.0,Dillon Brooks,30.0,PHO,SF,9.0,9.0,265.0,0.459,16.5,0.534,0.151,0.151,0.158,0.075,0.466,0.577,0.682,0.364,0.652,0.636,0.324,0.333,0.864,0.014,2.0,0.191,0.231,0.0,0.0
210.0,Kristaps Porziņģis,30.0,ATL,C,10.0,10.0,262.0,0.452,15.4,0.613,0.194,0.169,0.121,0.129,0.387,0.526,0.583,0.476,0.533,0.5,0.333,0.6,1.0,0.097,10.0,0.146,0.571,0.0,0.0
211.0,Nicolas Batum,37.0,LAC,PF,15.0,2.0,259.0,0.345,23.4,0.086,0.034,0.0,0.017,0.034,0.914,0.4,0.5,,0.0,0.5,0.34,0.5,1.0,0.0,0.0,0.472,0.4,0.0,0.0
212.0,Corey Kispert,26.0,WAS,SF,14.0,0.0,258.0,0.474,18.2,0.355,0.184,0.145,0.026,0.0,0.645,0.667,0.786,0.455,1.0,,0.367,0.722,0.944,0.026,2.0,0.224,0.364,0.0,0.0
213.0,Kyle Filipowski,22.0,UTA,C,13.0,5.0,258.0,0.412,13.1,0.588,0.118,0.4,0.071,0.0,0.412,0.48,0.6,0.471,0.333,,0.314,0.75,1.0,0.082,5.0,0.4,0.5,0.0,0.0
214.0,Jarred Vanderbilt,26.0,LAL,PF,14.0,2.0,257.0,0.44,8.5,0.72,0.54,0.16,0.0,0.02,0.28,0.5,0.63,0.125,,0.0,0.286,0.556,1.0,0.2,8.0,0.929,0.308,0.0,0.0
215.0,Mouhamed Gueye,23.0,ATL,PF,16.0,2.0,256.0,0.494,13.5,0.53,0.289,0.157,0.072,0.012,0.47,0.682,0.875,0.615,0.167,0.0,0.282,0.867,1.0,0.193,15.0,0.692,0.296,0.0,0.0
216.0,Dru Smith,28.0,MIA,SG,15.0,0.0,256.0,0.458,14.0,0.542,0.167,0.333,0.042,0.0,0.458,0.538,0.917,0.375,0.333,,0.364,0.524,0.917,0.0,0.0,0.394,0.308,0.0,0.0
217.0,Tari Eason,24.0,HOU,PF,11.0,1.0,255.0,0.495,16.8,0.442,0.242,0.084,0.053,0.063,0.558,0.476,0.739,0.25,0.2,0.0,0.509,0.3,0.963,0.063,6.0,0.472,0.64,1.0,1.0
218.0,Jordan Clarkson,33.0,NYK,SG,14.0,0.0,254.0,0.473,14.9,0.509,0.227,0.173,0.1,0.009,0.491,0.589,0.68,0.737,0.182,0.0,0.352,0.515,0.895,0.018,2.0,0.315,0.235,0.0,0.0
219.0,Quinten Post,25.0,GSW,PF,17.0,7.0,253.0,0.459,19.7,0.306,0.106,0.118,0.035,0.047,0.694,0.692,0.889,0.6,0.667,0.5,0.356,0.667,1.0,0.047,4.0,0.22,0.462,0.0,0.0
220.0,Drew Eubanks,28.0,SAC,C,16.0,5.0,253.0,0.647,6.0,0.971,0.353,0.485,0.118,0.015,0.029,0.652,0.833,0.545,0.625,0.0,0.5,0.93,1.0,0.265,17.0,1.0,0.5,0.0,0.0
