PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
1631260,AJ Green,AJ,1610612749,MIL,26.0,5,1,4,0.2,153.73333333333332,15,33,0.455,15,30,0.5,7,7,1.0,0,15,15,8,3,2,0,0,10,11,52,-2,85.0,0,0,94.0,1,233,347,299,62,168,174,224,17,53,48,142,176,1,343,116,182,174,232,214,266,1,263,98,140,214,188,74,12,159,1
1642358,AJ Johnson,AJ,1610612764,WAS,20.0,1,0,1,0.0,2.7333333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1.2,0,0,1.0,376,345,84,345,412,401,402,401,319,367,319,323,330,323,343,362,374,368,350,329,266,1,1,362,406,195,418,74,12,416,1
203932,Aaron Gordon,Aaron,1610612743,DEN,30.0,4,3,1,0.75,102.265,24,46,0.522,7,18,0.389,11,14,0.786,8,19,27,1,3,3,2,3,10,11,66,83,111.9,2,0,111.0,222,67,84,121,175,90,115,119,106,132,153,83,88,175,61,82,73,328,232,170,107,304,263,98,98,2,130,14,12,130,1
1628988,Aaron Holiday,Aaron,1610612745,HOU,29.0,5,4,1,0.8,64.77166666666666,11,21,0.524,6,15,0.4,11,12,0.917,0,1,1,3,1,2,1,0,5,6,39,22,52.7,0,0,55.0,1,23,84,84,257,222,244,117,127,156,136,83,105,85,343,362,374,287,304,214,167,1,150,180,181,77,271,74,12,258,1
1630174,Aaron Nesmith,Aaron,1610612754,IND,26.0,1,0,1,0.0,20.05,3,9,0.333,1,3,0.333,3,3,1.0,0,3,3,1,0,1,0,1,2,3,10,-4,18.1,0,0,17.0,376,345,84,345,344,322,312,350,274,291,197,222,256,1,343,317,340,328,350,271,266,134,76,252,319,231,331,74,12,334,1
1642846,Ace Bailey,Ace,1610612762,UTA,19.0,5,2,3,0.4,112.04,29,52,0.558,13,29,0.448,3,5,0.6,9,4,13,8,7,6,1,0,16,4,74,8,115.6,0,0,122.0,1,152,293,239,159,59,90,86,38,58,105,222,207,262,48,305,211,174,113,60,167,1,384,225,73,138,123,74,12,109,1
1641737,Adem Bona,Adem,1610612755,PHI,22.0,2,1,1,0.5,23.791666666666668,2,3,0.667,0,0,0.0,0,2,0.0,2,7,9,0,0,0,3,1,2,1,4,-17,23.8,0,0,19.0,327,233,84,201,335,339,369,34,319,367,319,323,267,323,212,252,264,368,350,329,69,134,76,320,368,325,318,74,12,324,1
1642876,Adou Thiero,Adou,1610612747,LAL,21.0,2,2,0,1.0,8.233333333333333,2,2,1.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,0,2,1,6,-5,7.2,0,0,7.0,327,152,1,1,385,339,383,1,319,367,319,252,267,1,266,392,374,368,350,329,266,1,76,320,339,239,383,74,12,380,1
1642349,Ajay Mitchell,Ajay,1610612760,OKC,23.0,5,5,0,1.0,136.55333333333334,24,62,0.387,4,19,0.211,12,13,0.923,2,16,18,18,12,9,3,2,10,12,64,39,136.6,0,0,128.0,1,1,1,1,98,90,58,315,178,128,280,73,96,82,212,108,147,71,46,20,69,244,263,89,102,40,93,74,12,101,1
201143,Al Horford,Al,1610612744,GSW,39.0,4,2,2,0.5,89.025,6,20,0.3,4,14,0.286,6,6,1.0,4,13,17,10,4,8,4,1,4,3,22,-11,89.4,0,0,77.0,222,152,182,201,207,279,251,368,178,168,240,159,186,1,152,149,158,145,191,26,44,134,126,252,263,289,178,74,12,199,1
