Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
112.0,Sam Merrill,29.0,CLE,SG,12.0,8.0,25.9,4.5,9.7,0.466,3.7,8.3,0.444,0.8,1.4,0.588,0.655,1.3,1.3,0.938,0.8,1.3,2.1,2.3,0.5,0.3,0.8,2.9,13.9
113.0,Anfernee Simons,26.0,BOS,SG,16.0,0.0,25.1,4.9,11.4,0.432,2.6,6.6,0.4,2.3,4.9,0.474,0.546,1.4,1.6,0.846,0.3,1.9,2.3,2.6,0.5,0.2,1.5,2.3,13.9
114.0,Jonathan Kuminga,23.0,GSW,PF,13.0,12.0,27.7,5.0,10.5,0.478,0.9,2.8,0.324,4.1,7.6,0.535,0.522,2.8,3.7,0.771,1.6,5.0,6.6,2.8,0.4,0.3,2.7,1.9,13.8
115.0,Devin Vassell,25.0,SAS,SG,15.0,15.0,33.2,4.9,12.1,0.407,2.5,6.9,0.359,2.5,5.3,0.468,0.508,1.3,1.7,0.8,0.4,3.2,3.6,2.6,1.1,0.3,1.1,2.1,13.7
116.0,Russell Westbrook,37.0,SAC,SF,16.0,10.0,28.1,4.9,11.3,0.433,2.1,5.3,0.393,2.8,6.0,0.469,0.525,1.9,2.9,0.638,1.6,5.3,6.9,6.3,1.1,0.1,3.2,2.3,13.7
117.0,Donte DiVincenzo,29.0,MIN,SG,16.0,16.0,30.8,4.2,9.9,0.421,2.9,7.6,0.388,1.3,2.4,0.526,0.569,2.3,2.7,0.86,0.8,3.1,3.9,3.6,1.2,0.5,1.5,2.3,13.6
118.0,Reed Sheppard,21.0,HOU,PG,14.0,0.0,23.9,5.0,9.9,0.507,2.9,5.9,0.488,2.1,4.0,0.536,0.652,0.7,1.1,0.667,0.3,2.1,2.4,3.1,1.6,0.4,1.1,2.1,13.6
119.0,Santi Aldama,25.0,MEM,PF,16.0,1.0,25.8,5.3,11.1,0.475,1.6,4.8,0.325,3.7,6.3,0.59,0.545,1.4,2.4,0.605,1.5,5.2,6.7,2.5,1.0,0.7,1.3,1.4,13.5
120.0,Tobias Harris,33.0,DET,PF,6.0,6.0,32.2,4.7,11.8,0.394,1.3,4.7,0.286,3.3,7.2,0.465,0.451,2.8,3.0,0.944,0.8,5.2,6.0,2.8,0.8,0.2,1.3,3.0,13.5
121.0,Kyle Kuzma,30.0,MIL,PF,15.0,6.0,26.7,5.1,10.3,0.49,0.9,3.3,0.265,4.2,7.1,0.594,0.532,2.5,3.3,0.776,0.7,3.7,4.3,1.9,0.9,0.6,1.3,2.7,13.5
122.0,Jalen Suggs,24.0,ORL,PG,12.0,12.0,23.3,4.5,8.7,0.519,1.9,5.1,0.377,2.6,3.6,0.721,0.63,2.5,2.8,0.909,0.7,3.3,3.9,4.9,1.7,0.5,3.0,3.3,13.4
123.0,Ausar Thompson,23.0,DET,SF,11.0,10.0,28.5,5.5,10.9,0.508,0.4,1.2,0.308,5.2,9.7,0.533,0.525,1.7,3.5,0.487,1.8,4.4,6.2,3.1,1.7,0.9,1.3,2.9,13.2
124.0,Harrison Barnes,33.0,SAS,PF,15.0,15.0,30.1,4.4,8.2,0.537,2.5,5.5,0.463,1.9,2.7,0.683,0.691,1.7,1.9,0.929,0.5,2.5,3.1,2.1,1.0,0.3,1.3,1.7,13.1
125.0,Naz Reid,26.0,MIN,C,16.0,0.0,24.5,5.1,10.9,0.463,2.1,5.5,0.375,3.0,5.4,0.552,0.557,0.9,1.3,0.667,1.3,4.4,5.8,2.0,1.1,0.9,1.4,2.7,13.1
126.0,Max Christie,22.0,DAL,SG,17.0,14.0,30.4,4.4,9.0,0.484,2.7,5.8,0.469,1.6,3.2,0.509,0.634,1.5,1.9,0.781,0.1,3.5,3.5,2.4,0.6,0.5,1.2,2.0,12.9
127.0,Kevin Huerter,27.0,CHI,SF,15.0,5.0,25.1,4.8,9.9,0.483,1.5,4.9,0.301,3.3,5.1,0.658,0.557,1.7,2.1,0.839,0.6,3.2,3.8,2.5,0.9,0.9,1.5,2.3,12.8
128.0,Tre Jones,26.0,CHI,PG,12.0,11.0,28.9,4.2,8.6,0.485,0.5,1.6,0.316,3.7,7.0,0.524,0.515,3.8,4.5,0.852,0.8,3.2,4.0,5.2,2.0,0.3,1.8,1.8,12.7
129.0,Duncan Robinson,31.0,DET,SF,15.0,15.0,32.1,4.2,9.4,0.447,3.1,7.3,0.418,1.1,2.1,0.548,0.61,1.2,1.6,0.75,0.5,2.3,2.8,2.0,0.9,0.3,0.7,2.7,12.7
130.0,D'Angelo Russell,29.0,DAL,PG,16.0,3.0,22.2,4.4,11.1,0.399,1.3,5.1,0.256,3.1,6.0,0.521,0.458,2.4,3.5,0.696,0.4,2.5,2.9,5.0,0.6,0.1,2.4,1.4,12.6
131.0,Toumani Camara,25.0,POR,PF,16.0,16.0,34.6,4.6,11.3,0.411,2.2,6.8,0.321,2.4,4.4,0.549,0.508,1.1,1.4,0.739,2.1,3.0,5.1,2.8,1.1,0.5,2.2,3.3,12.5
132.0,Keldon Johnson,26.0,SAS,SF,15.0,0.0,24.2,5.0,8.7,0.573,0.7,2.5,0.289,4.3,6.2,0.688,0.615,1.7,2.1,0.813,2.2,4.1,6.3,1.7,0.9,0.1,0.9,1.9,12.5
133.0,Malik Monk,27.0,SAC,SG,13.0,0.0,23.7,4.5,9.8,0.457,1.9,4.3,0.446,2.5,5.5,0.465,0.555,1.6,1.8,0.875,0.3,1.4,1.7,2.1,0.9,0.5,1.0,1.8,12.5
134.0,Wendell Carter Jr.,26.0,ORL,C,16.0,16.0,30.4,4.1,8.0,0.516,1.3,2.9,0.435,2.9,5.1,0.561,0.594,2.9,3.6,0.807,2.9,4.7,7.6,2.1,0.7,0.8,1.9,4.0,12.4
135.0,Isaiah Hartenstein,27.0,OKC,C,17.0,17.0,28.1,5.4,7.6,0.7,0.0,0.2,0.0,5.4,7.4,0.722,0.7,1.6,2.5,0.667,3.4,7.3,10.7,3.5,1.4,0.6,2.2,2.9,12.4
136.0,Brandin Podziemski,22.0,GSW,SG,18.0,8.0,28.7,4.3,9.9,0.438,1.8,4.8,0.379,2.5,5.1,0.495,0.531,1.9,2.5,0.778,0.5,4.1,4.6,2.9,1.2,0.3,1.3,2.2,12.4
137.0,Myles Turner,29.0,MIL,C,16.0,16.0,29.9,4.3,9.8,0.436,2.4,5.8,0.424,1.8,4.0,0.453,0.561,1.5,2.2,0.686,1.2,5.3,6.5,1.8,1.2,1.6,1.3,2.6,12.4
138.0,Zach Edey,23.0,MEM,C,3.0,3.0,25.0,4.7,8.0,0.583,0.3,0.7,0.5,4.3,7.3,0.591,0.604,2.7,3.3,0.8,3.0,4.3,7.3,0.7,1.3,1.3,1.3,2.7,12.3
139.0,Moses Moody,23.0,GSW,SG,16.0,8.0,25.6,3.8,9.0,0.424,2.7,6.3,0.426,1.1,2.7,0.419,0.573,1.9,2.3,0.838,0.6,2.4,3.0,1.6,0.9,0.8,1.4,2.1,12.3
140.0,Dennis Schröder,32.0,SAC,PG,16.0,12.0,30.2,4.6,11.9,0.387,1.5,4.8,0.312,3.1,7.1,0.439,0.45,1.5,2.1,0.727,0.4,3.2,3.6,5.8,0.9,0.3,2.1,1.9,12.3
141.0,Tristan Da Silva,24.0,ORL,SF,16.0,4.0,24.0,4.4,9.3,0.477,2.1,5.1,0.415,2.3,4.2,0.552,0.591,1.2,1.5,0.792,1.1,3.0,4.1,1.1,0.9,0.2,0.9,0.9,12.2
142.0,Derik Queen,21.0,NOP,C,16.0,4.0,23.7,4.6,9.4,0.493,0.1,0.9,0.143,4.5,8.5,0.529,0.5,2.8,3.8,0.75,2.0,4.4,6.4,3.3,1.1,0.8,2.5,3.1,12.2
143.0,Mark Williams,24.0,PHO,C,14.0,11.0,25.2,4.8,7.6,0.632,0.0,0.0,,4.8,7.6,0.632,0.632,2.6,3.4,0.787,2.9,5.3,8.2,0.9,1.3,0.9,0.9,2.9,12.2
144.0,Zaccharie Risacher,20.0,ATL,SF,13.0,13.0,24.4,4.8,10.6,0.449,1.5,4.8,0.317,3.2,5.8,0.56,0.522,1.0,1.5,0.684,0.6,2.0,2.6,1.5,1.1,0.5,0.8,1.8,12.1
145.0,Anthony Black,22.0,ORL,PG,16.0,3.0,27.0,4.3,9.0,0.479,1.0,3.4,0.296,3.3,5.6,0.589,0.535,2.1,3.1,0.694,0.5,2.6,3.1,2.5,1.4,0.6,2.1,2.6,11.8
146.0,Quenton Jackson,27.0,IND,PG,5.0,3.0,20.2,4.0,7.4,0.541,1.2,2.4,0.5,2.8,5.0,0.56,0.622,2.6,3.6,0.722,1.0,2.4,3.4,3.6,1.0,0.2,1.2,2.0,11.8
147.0,Daniss Jenkins,24.0,DET,PG,10.0,4.0,21.9,4.7,9.5,0.495,1.3,2.9,0.448,3.4,6.6,0.515,0.563,1.1,1.6,0.688,0.8,1.3,2.1,4.4,1.5,0.0,1.6,1.6,11.8
148.0,Naji Marshall,28.0,DAL,SF,17.0,1.0,26.5,3.7,7.8,0.474,0.9,2.9,0.306,2.8,4.9,0.571,0.53,3.5,4.4,0.787,0.7,4.1,4.8,2.4,1.1,0.0,1.2,1.9,11.8
149.0,John Collins,28.0,LAC,PF,15.0,6.0,25.3,4.6,9.1,0.504,0.8,2.5,0.324,3.8,6.7,0.57,0.547,1.7,2.2,0.788,1.3,3.5,4.7,0.6,0.9,0.5,1.9,2.3,11.7
150.0,Royce O'Neale,32.0,PHO,SF,16.0,12.0,29.7,4.0,9.0,0.444,3.2,7.4,0.429,0.8,1.6,0.52,0.622,0.4,0.6,0.7,1.0,4.3,5.3,2.9,1.2,0.1,1.5,2.6,11.6
151.0,Tari Eason,24.0,HOU,PF,11.0,1.0,23.2,4.3,8.6,0.495,2.5,4.8,0.509,1.8,3.8,0.476,0.637,0.5,0.6,0.714,1.5,3.7,5.2,1.6,0.8,0.5,1.7,1.6,11.5
152.0,Tre Johnson,19.0,WAS,SG,15.0,4.0,24.3,4.3,9.7,0.445,2.0,5.1,0.395,2.3,4.7,0.5,0.548,0.9,1.1,0.813,0.5,2.5,3.0,1.3,0.4,0.5,1.6,1.9,11.5
153.0,Kel'el Ware,21.0,MIA,C,16.0,12.0,24.3,4.6,8.7,0.525,0.9,2.5,0.35,3.7,6.2,0.596,0.576,1.5,1.9,0.774,3.0,7.3,10.3,0.7,1.0,1.4,0.9,1.9,11.5
154.0,Christian Braun,24.0,DEN,SG,11.0,11.0,29.5,4.4,8.8,0.495,0.5,2.5,0.214,3.8,6.3,0.609,0.526,2.1,2.6,0.793,1.6,2.7,4.4,3.0,0.8,0.3,1.3,2.2,11.4
155.0,Simone Fontecchio,30.0,MIA,SF,16.0,0.0,19.4,3.6,8.1,0.45,2.5,5.8,0.435,1.1,2.3,0.486,0.605,1.5,1.8,0.828,0.5,2.2,2.7,1.3,0.6,0.2,1.1,2.1,11.3
156.0,Jakob Poeltl,30.0,TOR,C,12.0,12.0,25.5,4.7,6.3,0.737,0.0,0.0,,4.7,6.3,0.737,0.737,1.9,3.4,0.561,2.9,4.8,7.7,1.8,0.6,0.6,1.2,3.5,11.3
157.0,Jaylon Tyson,23.0,CLE,SG,12.0,8.0,25.9,4.2,8.1,0.515,2.2,4.6,0.473,2.0,3.5,0.571,0.649,0.8,1.1,0.769,1.4,2.9,4.3,1.9,1.2,0.8,0.9,3.8,11.3
158.0,Saddiq Bey,26.0,NOP,SF,15.0,7.0,26.3,3.9,9.7,0.407,1.9,5.1,0.364,2.1,4.5,0.456,0.503,1.4,2.1,0.677,1.6,2.9,4.5,1.9,0.8,0.0,0.7,1.0,11.1
159.0,Collin Gillespie,26.0,PHO,PG,16.0,0.0,25.0,3.8,9.1,0.414,2.5,6.2,0.404,1.3,2.9,0.435,0.552,1.1,1.4,0.818,0.9,3.3,4.3,5.1,1.1,0.4,1.6,1.4,11.1
160.0,Tim Hardaway Jr.,33.0,DEN,SG,15.0,1.0,23.4,3.8,8.4,0.452,2.4,5.5,0.439,1.4,2.9,0.477,0.595,1.1,1.3,0.895,0.3,1.7,1.9,1.5,0.5,0.1,0.2,1.1,11.1
161.0,Isaiah Stewart,24.0,DET,C,12.0,5.0,23.0,4.1,8.3,0.495,1.2,3.0,0.389,2.9,5.3,0.556,0.566,1.8,2.3,0.75,2.2,4.3,6.5,1.5,0.2,2.0,1.2,3.1,11.1
162.0,LeBron James,41.0,LAL,SF,1.0,1.0,30.0,4.0,7.0,0.571,2.0,3.0,0.667,2.0,4.0,0.5,0.714,1.0,4.0,0.25,1.0,2.0,3.0,12.0,1.0,0.0,1.0,0.0,11.0
163.0,Keegan Murray,25.0,SAC,PF,1.0,0.0,33.0,5.0,13.0,0.385,1.0,6.0,0.167,4.0,7.0,0.571,0.423,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,11.0
164.0,A.J. Green,26.0,MIL,SG,16.0,16.0,28.6,3.4,6.9,0.486,3.1,6.4,0.48,0.3,0.6,0.556,0.707,0.9,1.2,0.789,0.1,2.6,2.7,1.8,0.4,0.1,0.8,3.1,10.8
165.0,Rudy Gobert,33.0,MIN,C,16.0,16.0,31.8,4.6,6.2,0.737,0.0,0.0,,4.6,6.2,0.737,0.737,1.6,3.2,0.49,3.5,6.6,10.1,1.8,0.5,1.7,1.9,3.1,10.7
166.0,Jock Landale,30.0,MEM,C,16.0,13.0,23.4,4.1,7.6,0.545,1.1,2.4,0.436,3.1,5.1,0.598,0.616,1.3,1.9,0.667,2.3,3.3,5.6,1.6,0.6,0.4,1.1,2.8,10.6
167.0,Jake LaRavia,24.0,LAL,PF,15.0,6.0,28.5,3.9,7.9,0.487,1.1,3.3,0.34,2.7,4.6,0.594,0.559,1.7,2.6,0.667,1.3,3.2,4.5,2.3,1.5,0.3,1.2,2.5,10.6
168.0,Davion Mitchell,27.0,MIA,PG,16.0,16.0,29.9,4.3,8.2,0.519,1.1,2.9,0.383,3.1,5.3,0.595,0.588,0.9,1.6,0.577,0.4,2.2,2.6,7.3,1.3,0.1,1.6,3.0,10.6
169.0,Derrick Jones Jr.,28.0,LAC,SF,13.0,13.0,24.9,3.8,7.1,0.533,1.2,3.5,0.348,2.5,3.5,0.717,0.62,1.7,2.2,0.786,0.8,1.5,2.4,1.1,0.8,1.2,0.8,2.0,10.5
170.0,Pelle Larsson,24.0,MIA,SG,16.0,13.0,22.5,3.6,6.8,0.523,1.3,3.2,0.392,2.3,3.6,0.638,0.615,2.1,2.6,0.829,0.4,2.3,2.7,3.1,0.6,0.1,1.2,2.1,10.5
171.0,Julian Champagnie,24.0,SAS,SF,15.0,10.0,27.5,3.3,7.5,0.434,2.3,5.8,0.391,1.0,1.7,0.577,0.584,1.6,2.1,0.774,0.7,3.6,4.3,1.4,1.0,0.3,1.3,1.3,10.4
172.0,Jordan Clarkson,33.0,NYK,SG,14.0,0.0,18.1,3.7,7.9,0.473,1.4,3.9,0.352,2.4,4.0,0.589,0.559,1.6,1.9,0.852,1.0,1.0,2.0,1.6,0.4,0.1,0.9,2.0,10.4
173.0,Vit Krejci,25.0,ATL,PG,12.0,1.0,23.1,3.7,7.0,0.524,2.5,5.3,0.469,1.2,1.7,0.7,0.702,0.6,0.8,0.7,0.3,2.0,2.3,1.8,0.5,0.3,0.7,2.7,10.4
174.0,Brandon Williams,26.0,DAL,PG,15.0,7.0,21.3,3.5,9.2,0.384,0.5,2.9,0.159,3.1,6.3,0.489,0.409,2.9,3.5,0.811,0.7,2.1,2.7,3.9,1.6,0.3,2.2,1.8,10.4
175.0,Noah Clowney,21.0,BRK,PF,15.0,9.0,25.7,3.0,8.1,0.372,1.9,5.9,0.315,1.1,2.1,0.531,0.488,2.5,3.3,0.74,0.7,3.0,3.7,1.5,0.7,0.6,1.4,2.1,10.3
176.0,Bobby Portis,30.0,MIL,PF,16.0,1.0,21.3,4.2,8.6,0.486,1.3,3.0,0.438,2.9,5.6,0.511,0.562,0.6,0.9,0.714,1.2,4.5,5.7,1.1,0.4,0.1,1.1,1.7,10.3
177.0,Gary Trent Jr.,27.0,MIL,SG,16.0,12.0,28.3,3.6,8.9,0.399,2.3,6.1,0.378,1.3,2.8,0.444,0.528,0.8,1.1,0.722,0.1,1.4,1.5,2.0,1.1,0.1,0.8,2.0,10.3
178.0,Donovan Clingan,21.0,POR,C,16.0,16.0,25.6,4.1,8.2,0.496,0.6,2.9,0.213,3.4,5.3,0.655,0.534,1.4,1.6,0.885,5.0,5.0,10.0,1.6,0.8,1.6,0.7,2.7,10.2
179.0,Moussa Diabaté,24.0,CHO,C,15.0,1.0,22.9,3.7,5.8,0.644,0.0,0.0,,3.7,5.8,0.644,0.644,2.7,3.8,0.702,4.1,4.1,8.2,1.2,0.6,1.4,0.8,2.5,10.1
180.0,Daniel Gafford,27.0,DAL,C,11.0,10.0,23.3,3.8,5.8,0.656,0.0,0.0,,3.8,5.8,0.656,0.656,2.5,3.2,0.771,2.2,4.0,6.2,1.4,1.0,1.5,1.3,2.9,10.1
181.0,Sandro Mamukelashvili,26.0,TOR,C,15.0,0.0,17.9,3.6,6.4,0.563,1.1,2.4,0.444,2.5,4.0,0.633,0.646,1.9,2.3,0.8,1.3,2.5,3.7,1.9,0.5,0.4,0.9,1.7,10.1
182.0,Tre Mann,24.0,CHO,PG,14.0,1.0,22.0,3.9,10.6,0.365,1.6,5.1,0.306,2.3,5.4,0.421,0.439,0.9,0.9,0.923,0.7,2.4,3.1,3.1,0.8,0.1,1.9,2.3,10.1
183.0,Miles McBride,25.0,NYK,SG,12.0,3.0,24.1,3.7,9.3,0.396,2.3,6.0,0.375,1.4,3.3,0.436,0.518,0.5,0.8,0.6,0.8,1.8,2.5,2.4,0.8,0.3,0.8,1.6,10.1
184.0,Jalen Smith,25.0,CHI,C,15.0,0.0,16.3,3.7,7.6,0.491,1.7,4.3,0.391,2.1,3.3,0.62,0.601,1.0,1.4,0.714,1.8,3.9,5.7,1.3,0.3,0.7,0.9,2.1,10.1
185.0,Bilal Coulibaly,21.0,WAS,SG,7.0,7.0,25.4,3.1,8.0,0.393,1.0,3.6,0.28,2.1,4.4,0.484,0.455,2.7,3.4,0.792,0.6,3.6,4.1,3.3,1.1,1.1,1.7,2.3,10.0
186.0,Pete Nance,25.0,MIL,PF,1.0,0.0,4.0,4.0,5.0,0.8,2.0,3.0,0.667,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
187.0,Kevin Porter Jr.,25.0,MIL,PG,1.0,1.0,9.0,3.0,5.0,0.6,2.0,3.0,0.667,1.0,2.0,0.5,0.8,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0
188.0,Isaiah Collier,21.0,UTA,PG,7.0,1.0,23.6,3.3,5.6,0.59,0.4,0.9,0.5,2.9,4.7,0.606,0.628,2.9,3.9,0.741,0.0,3.0,3.0,6.4,0.3,0.4,3.0,2.9,9.9
189.0,Ryan Kalkbrenner,24.0,CHO,C,14.0,14.0,26.5,4.3,5.3,0.811,0.0,0.1,0.0,4.3,5.2,0.822,0.811,1.4,1.7,0.792,3.4,3.9,7.2,0.4,0.9,2.1,1.6,2.0,9.9
190.0,Landry Shamet,28.0,NYK,SG,14.0,5.0,22.2,3.0,6.6,0.452,2.0,4.7,0.424,1.0,1.9,0.519,0.602,1.9,2.4,0.794,0.5,1.6,2.1,1.1,0.4,0.2,0.5,1.3,9.9
191.0,Marcus Smart,31.0,LAL,SG,12.0,9.0,28.2,3.1,7.7,0.402,1.1,4.7,0.232,2.0,3.0,0.667,0.473,2.5,2.7,0.938,0.6,1.8,2.4,3.2,2.0,0.2,2.2,3.0,9.8
192.0,Josh Hart,30.0,NYK,SF,13.0,0.0,25.8,3.7,7.8,0.475,1.2,3.2,0.366,2.5,4.6,0.55,0.55,1.2,1.5,0.75,1.7,5.1,6.8,4.7,0.9,0.2,2.0,2.2,9.7
193.0,Jarace Walker,22.0,IND,PF,16.0,9.0,28.1,3.1,10.2,0.307,1.4,4.9,0.282,1.8,5.3,0.329,0.374,2.1,2.6,0.805,0.7,4.4,5.1,2.6,0.6,0.4,2.1,2.1,9.7
194.0,Jaylen Wells,22.0,MEM,SG,16.0,16.0,24.9,3.6,9.5,0.375,1.5,5.2,0.289,2.1,4.3,0.478,0.454,1.1,1.6,0.68,1.1,2.2,3.3,1.6,0.7,0.0,0.8,2.1,9.7
195.0,Svi Mykhailiuk,28.0,UTA,SF,15.0,15.0,26.7,3.6,7.5,0.478,2.1,5.4,0.383,1.5,2.1,0.719,0.615,0.3,0.4,0.833,0.7,1.9,2.5,1.9,0.5,0.2,0.9,1.5,9.6
196.0,Herbert Jones,27.0,NOP,SF,16.0,16.0,30.3,3.4,8.8,0.39,1.6,4.3,0.362,1.9,4.5,0.417,0.479,1.1,1.4,0.739,0.9,2.8,3.8,2.3,1.4,0.3,1.6,3.6,9.5
197.0,Khris Middleton,34.0,WAS,SF,12.0,12.0,24.9,3.8,8.0,0.469,0.8,2.7,0.313,2.9,5.3,0.547,0.521,1.2,1.6,0.737,1.3,2.7,3.9,2.5,0.8,0.3,1.6,3.0,9.5
198.0,Neemias Queta,26.0,BOS,C,16.0,16.0,24.8,4.3,6.9,0.618,0.0,0.2,0.0,4.3,6.7,0.636,0.618,1.0,1.7,0.593,3.2,5.1,8.3,1.8,0.7,1.4,0.8,3.4,9.5
199.0,Ziaire Williams,24.0,BRK,SF,13.0,0.0,22.6,3.0,7.8,0.382,1.7,5.7,0.297,1.3,2.2,0.607,0.49,1.8,2.2,0.857,0.6,1.8,2.5,0.6,0.8,0.4,0.9,2.6,9.5
200.0,Caris LeVert,31.0,DET,SG,10.0,0.0,19.8,3.5,6.9,0.507,1.2,3.0,0.4,2.3,3.9,0.59,0.594,1.2,2.0,0.6,0.2,1.5,1.7,3.5,0.6,0.4,1.7,1.2,9.4
201.0,Klay Thompson,35.0,DAL,SF,16.0,8.0,21.3,3.4,9.9,0.34,2.3,7.4,0.303,1.1,2.5,0.45,0.453,0.4,0.4,1.0,0.3,2.3,2.5,1.7,0.3,0.4,1.0,0.8,9.4
202.0,Jordan Miller,26.0,LAC,SF,3.0,0.0,16.3,2.7,5.3,0.5,1.7,3.0,0.556,1.0,2.3,0.429,0.656,2.3,2.7,0.875,1.0,1.7,2.7,1.0,0.3,0.0,1.0,0.7,9.3
203.0,Cam Whitmore,21.0,WAS,SF,15.0,0.0,17.1,3.7,7.7,0.474,0.9,2.5,0.342,2.8,5.2,0.538,0.53,1.1,1.5,0.773,0.7,1.9,2.5,0.7,0.8,0.2,0.9,1.3,9.3
204.0,Bogdan Bogdanović,33.0,LAC,SG,9.0,2.0,25.7,3.1,8.3,0.373,1.8,5.2,0.34,1.3,3.1,0.429,0.48,1.2,1.4,0.846,0.3,3.1,3.4,3.3,0.8,0.1,1.4,2.6,9.2
205.0,Terance Mann,29.0,BRK,SG,15.0,15.0,27.5,3.4,7.4,0.459,1.1,3.1,0.37,2.3,4.3,0.523,0.536,1.3,1.5,0.826,1.5,1.8,3.3,3.6,0.7,0.2,0.9,3.0,9.2
206.0,Ace Bailey,19.0,UTA,SF,15.0,6.0,20.3,3.5,8.0,0.442,1.1,3.4,0.333,2.4,4.6,0.522,0.513,0.9,1.1,0.824,1.9,1.5,3.3,1.6,0.8,0.1,1.4,2.4,9.1
207.0,Cam Spencer,25.0,MEM,SG,16.0,1.0,19.3,2.8,6.7,0.411,1.9,4.7,0.413,0.8,2.0,0.406,0.556,1.6,1.8,0.862,0.2,1.8,2.0,3.2,0.7,0.1,0.8,1.3,9.0
208.0,Dyson Daniels,22.0,ATL,SG,16.0,16.0,33.0,3.9,8.1,0.485,0.2,0.9,0.2,3.8,7.2,0.522,0.496,0.8,1.4,0.591,1.8,4.2,5.9,5.8,2.4,0.4,2.3,2.5,8.9
209.0,Nikola Jović,22.0,MIA,PF,14.0,1.0,21.4,2.9,7.3,0.402,1.1,3.6,0.294,1.9,3.6,0.51,0.475,1.9,2.5,0.743,0.7,3.6,4.4,3.1,0.6,0.4,1.8,2.6,8.8
210.0,Cason Wallace,22.0,OKC,SG,16.0,16.0,28.7,3.3,7.6,0.43,1.6,4.3,0.382,1.6,3.3,0.491,0.537,0.6,0.7,0.909,0.7,2.2,2.9,2.6,2.4,0.3,1.2,2.4,8.8
211.0,Ron Holland,20.0,DET,SF,15.0,5.0,23.9,3.2,8.1,0.393,0.9,3.2,0.292,2.3,4.9,0.459,0.451,1.3,1.5,0.864,0.9,3.0,3.9,1.8,1.7,0.3,1.8,2.9,8.6
212.0,Cameron Johnson,29.0,DEN,SF,14.0,14.0,26.5,3.1,7.4,0.413,1.1,3.6,0.3,2.0,3.9,0.519,0.486,1.4,1.7,0.833,0.8,2.1,2.9,2.1,0.6,0.1,0.6,2.1,8.6
213.0,Cole Anthony,25.0,MIL,PG,15.0,0.0,19.7,3.6,8.7,0.412,0.8,2.6,0.308,2.8,6.1,0.457,0.458,0.5,1.0,0.533,0.5,2.8,3.3,5.3,0.7,0.3,2.2,2.7,8.5
214.0,Luguentz Dort,26.0,OKC,SF,11.0,11.0,29.7,2.8,7.4,0.383,1.7,5.1,0.339,1.1,2.3,0.48,0.5,1.1,1.2,0.923,1.4,2.7,4.1,1.3,0.8,0.3,0.7,2.8,8.5
215.0,Kyle Filipowski,22.0,UTA,C,14.0,5.0,20.4,3.0,6.9,0.438,0.9,2.8,0.333,2.1,4.1,0.509,0.505,1.6,2.4,0.667,1.6,4.1,5.7,2.3,0.4,0.6,1.4,2.8,8.5
216.0,Collin Murray-Boyles,20.0,TOR,PF,11.0,3.0,20.0,3.1,6.2,0.5,0.8,1.6,0.5,2.3,4.5,0.5,0.566,1.5,1.9,0.762,1.7,1.7,3.5,1.2,0.7,0.5,1.1,2.5,8.5
217.0,Brice Sensabaugh,22.0,UTA,SF,14.0,0.0,14.9,2.9,6.8,0.432,1.6,4.9,0.338,1.3,1.9,0.667,0.553,1.0,1.1,0.933,0.5,2.1,2.6,1.2,0.6,0.1,0.9,1.7,8.5
218.0,Tolu Smith,25.0,DET,PF,2.0,0.0,11.0,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,2.5,3.5,0.714,2.0,3.5,5.5,1.0,0.5,0.5,0.5,1.0,8.5
219.0,Jonas Valančiūnas,33.0,DEN,C,15.0,0.0,12.5,3.2,5.7,0.558,0.1,0.5,0.286,3.1,5.3,0.582,0.57,2.0,2.6,0.769,1.4,3.2,4.6,1.0,0.1,0.7,1.0,1.9,8.5
220.0,Ryan Dunn,23.0,PHO,SF,16.0,11.0,24.1,3.4,7.1,0.478,1.0,2.9,0.34,2.4,4.1,0.576,0.549,0.6,0.9,0.667,1.9,2.9,4.8,1.9,1.4,0.7,1.0,2.6,8.4
221.0,Luke Kornet,30.0,SAS,C,8.0,3.0,23.3,3.4,4.5,0.75,0.0,0.0,,3.4,4.5,0.75,0.75,1.5,2.3,0.667,2.8,3.0,5.8,2.0,0.1,0.9,0.6,1.6,8.3
222.0,T.J. McConnell,33.0,IND,PG,6.0,0.0,15.0,3.7,7.8,0.468,0.8,1.7,0.5,2.8,6.2,0.459,0.521,0.2,0.2,1.0,0.2,2.0,2.2,3.5,0.7,0.0,0.7,1.2,8.3
223.0,Peyton Watson,23.0,DEN,SF,15.0,5.0,24.5,3.1,6.1,0.5,0.7,1.9,0.357,2.4,4.3,0.563,0.554,1.5,2.0,0.733,1.3,3.3,4.6,1.5,1.1,1.1,1.3,2.0,8.3
