Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Okla City,107.7%,105.1%,102.1%,109.4%,106.5%,109.5%
2,Miami,109.1%,106.5%,91.9%,104.4%,114.7%,113.9%
3,Dallas,109.6%,105.6%,103.1%,108.9%,111.1%,113.4%
4,Denver,110.2%,111.6%,104.7%,106.8%,113.7%,113.5%
5,Houston,111.6%,109.1%,108.1%,110.4%,112.5%,111.2%
6,Boston,111.6%,104.9%,104.4%,113.5%,109.9%,108.9%
7,Detroit,111.9%,110.9%,119.0%,111.6%,112.2%,113.9%
8,Minnesota,112.2%,111.4%,116.3%,110.5%,114.1%,112.0%
9,Orlando,112.6%,109.2%,103.0%,111.3%,114.1%,114.0%
10,San Antonio,113.5%,112.7%,135.2%,113.4%,113.8%,115.2%
11,Chicago,113.5%,110.1%,99.0%,114.0%,113.2%,113.5%
12,Atlanta,114.0%,123.3%,128.3%,116.9%,112.3%,118.1%
13,Philadelphia,114.3%,116.9%,116.1%,113.7%,115.0%,119.6%
14,Toronto,114.5%,111.6%,117.2%,114.9%,114.3%,114.8%
15,Cleveland,114.8%,103.9%,110.9%,115.1%,114.5%,111.8%
16,Phoenix,114.9%,109.0%,103.3%,109.2%,121.4%,116.1%
17,Golden State,115.5%,110.9%,101.5%,105.6%,119.6%,113.8%
18,Milwaukee,116.3%,123.7%,112.5%,117.2%,115.0%,112.4%
19,Indiana,117.0%,114.5%,100.5%,114.1%,119.7%,114.0%
20,LA Clippers,117.4%,114.4%,122.4%,119.0%,115.6%,113.1%
21,Memphis,117.5%,113.7%,110.2%,114.1%,122.0%,112.9%
22,Washington,117.8%,123.2%,109.9%,120.4%,115.8%,115.7%
23,LA Lakers,117.9%,112.3%,125.3%,119.9%,116.6%,113.1%
24,New York,118.3%,112.7%,111.8%,117.0%,120.6%,114.8%
25,Portland,119.5%,119.0%,118.9%,119.4%,119.5%,115.1%
26,Utah,119.8%,128.3%,135.9%,118.1%,121.7%,116.9%
27,Charlotte,121.2%,121.3%,132.4%,116.1%,125.5%,115.3%
28,Sacramento,122.8%,122.0%,123.0%,125.3%,120.9%,117.2%
29,Brooklyn,123.3%,120.1%,129.4%,124.4%,122.1%,117.5%
30,New Orleans,124.1%,125.8%,130.4%,122.5%,125.9%,118.2%
