Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Houston,6.0,5.3,14.0,4.5,7.3,1.8
2,Okla City,4.4,9.0,2.0,5.7,3.4,4.2
3,Denver,4.4,-2.7,-4.0,7.0,1.9,0.8
4,San Antonio,3.5,1.7,-6.0,4.6,1.2,-1.4
5,Miami,3.2,5.7,9.0,4.4,1.9,0.6
6,Minnesota,3.1,6.7,5.0,6.4,-0.6,0.7
7,Orlando,1.8,5.7,6.0,2.0,1.6,-0.4
8,Atlanta,1.7,1.7,6.0,0.8,2.2,-0.8
9,Milwaukee,1.1,-6.0,-13.0,1.6,0.6,0.5
10,Boston,1.1,5.0,0.0,-0.7,2.6,3.7
11,New York,1.0,-3.0,-1.0,2.9,-2.4,0.6
12,Toronto,0.9,4.0,5.0,0.0,1.3,-1.5
13,Cleveland,0.8,-8.3,-14.0,-0.9,3.0,4.0
14,Phoenix,0.6,2.3,3.0,3.9,-3.1,-0.5
15,Golden State,-0.4,1.0,-9.0,3.8,-2.1,-0.4
16,Charlotte,-0.7,-3.0,-5.0,4.4,-5.3,-3.8
17,Detroit,-1.0,3.7,5.0,-1.3,-0.7,0.9
18,Utah,-1.2,0.0,9.0,6.4,-8.9,-2.0
19,Philadelphia,-1.3,0.0,13.0,-3.5,1.3,-1.7
19,LA Lakers,-1.3,4.3,-9.0,-3.2,0.0,2.4
21,LA Clippers,-1.3,-1.7,-6.0,2.3,-5.4,0.2
22,Dallas,-1.5,-6.7,1.0,-1.7,-1.0,0.0
23,Memphis,-1.8,6.0,13.0,-1.3,-2.3,1.2
24,Portland,-2.1,2.0,1.0,-2.7,-1.5,-2.0
25,Chicago,-2.1,0.3,-1.0,-1.2,-2.9,-1.4
26,Washington,-3.0,-5.3,-5.0,-2.3,-3.5,-3.1
27,Indiana,-3.1,-1.0,5.0,-2.6,-3.6,-0.4
28,Sacramento,-3.4,-9.0,-13.0,-2.1,-4.4,-0.8
29,Brooklyn,-3.5,3.0,0.0,-2.4,-4.6,-1.1
30,New Orleans,-5.6,-12.3,4.0,-7.5,-3.4,-3.2
