Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Philadelphia,5.7,7.3,4.0,7.1,4.1,-1.9
2,San Antonio,3.2,6.7,6.0,2.3,5.0,-0.2
3,Detroit,3.0,1.3,-4.0,2.5,3.6,0.2
4,Boston,2.8,5.0,7.0,1.9,3.8,0.3
5,Houston,2.4,2.7,-1.0,3.3,1.6,-0.8
6,LA Lakers,2.0,1.0,3.0,3.7,0.9,-1.1
7,Okla City,1.3,0.7,10.0,1.6,1.1,1.9
8,Toronto,1.1,-1.3,2.0,-0.7,2.1,-0.8
9,Denver,1.0,0.3,1.0,1.3,0.8,-0.3
10,Miami,0.8,8.7,9.0,1.9,-0.4,-1.0
11,New Orleans,0.6,4.0,-3.0,0.8,0.5,-1.0
12,Cleveland,0.5,-2.0,-8.0,0.3,0.7,2.8
13,Dallas,0.4,3.7,3.0,0.3,0.6,0.1
14,Portland,0.4,7.7,7.0,4.0,-2.4,-1.1
14,Milwaukee,0.4,-5.3,-4.0,0.9,-0.3,0.3
16,Atlanta,0.1,6.0,-6.0,-3.2,2.0,0.8
17,Minnesota,-0.1,-3.7,-2.0,-0.4,0.3,2.3
17,Orlando,-0.1,2.7,11.0,0.0,-0.1,0.7
19,Phoenix,-0.1,-6.3,2.0,-0.6,0.4,-0.5
20,Charlotte,-0.2,5.0,11.0,1.1,-1.4,-0.5
21,New York,-0.2,0.3,0.0,0.8,-2.0,-0.4
22,Golden State,-0.7,-7.7,-7.0,2.8,-2.4,1.0
23,Brooklyn,-1.3,-1.3,-7.0,-2.0,-0.8,-1.6
24,Utah,-1.7,-3.0,-10.0,-0.9,-2.6,-2.0
25,Indiana,-1.8,0.0,8.0,-0.7,-2.7,1.6
26,Memphis,-2.4,-7.7,4.0,-1.1,-4.0,-0.1
27,LA Clippers,-2.7,-7.0,-11.0,-2.0,-3.4,1.3
28,Chicago,-2.9,-10.3,-9.0,-2.4,-3.4,-0.1
29,Sacramento,-4.1,-2.3,-4.0,-4.0,-4.1,0.3
30,Washington,-7.3,-4.7,-2.0,-12.0,-4.1,-2.0
