Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Golden State,16.1,14.3,17.0,17.0,15.7,16.1
2,New York,15.9,14.0,12.0,17.3,13.4,15.9
3,Cleveland,15.5,13.3,13.0,14.4,17.1,15.5
4,Phoenix,15.4,12.7,14.0,15.2,15.6,15.4
5,Milwaukee,15.3,15.3,14.0,16.0,14.4,15.3
6,Boston,15.1,15.3,11.0,15.1,15.0,15.1
7,Chicago,14.7,17.3,12.0,14.1,15.1,14.7
8,Charlotte,14.4,13.0,13.0,14.9,14.0,14.4
9,Okla City,14.0,16.7,23.0,14.4,13.7,14.0
10,Miami,13.9,13.7,14.0,13.6,14.3,13.9
11,Philadelphia,13.9,14.3,18.0,13.3,14.7,13.9
12,Utah,13.9,15.7,16.0,16.6,10.7,13.9
13,Brooklyn,13.8,14.7,13.0,13.4,14.1,13.8
14,Portland,13.7,12.7,16.0,12.9,14.3,13.7
14,Minnesota,13.7,13.0,12.0,12.6,14.8,13.7
16,Atlanta,13.4,16.3,20.0,13.2,13.6,13.4
17,Washington,13.4,12.7,12.0,12.3,14.1,13.4
18,San Antonio,13.3,15.7,17.0,14.6,10.8,13.3
19,LA Clippers,13.3,13.3,14.0,14.5,11.9,13.3
20,Memphis,13.1,12.7,17.0,14.1,11.9,13.1
21,Houston,12.7,10.3,14.0,12.9,12.6,12.7
22,Toronto,12.2,11.7,14.0,14.0,11.1,12.2
23,Denver,12.1,12.0,11.0,12.0,12.1,12.1
24,Indiana,11.6,12.0,11.0,12.6,10.8,11.6
25,Sacramento,11.4,10.3,11.0,13.6,9.8,11.4
26,New Orleans,11.3,8.7,7.0,11.0,11.6,11.3
27,Orlando,11.3,12.7,18.0,10.8,11.9,11.3
28,Detroit,11.1,12.0,10.0,12.0,10.1,11.1
29,Dallas,11.1,13.7,16.0,11.6,10.0,11.1
30,LA Lakers,10.9,11.3,11.0,10.5,11.2,10.9
