Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
118.0,Ryan Dunn,23.0,PHO,SF,16.0,11.0,385.0,13.7,0.56,0.416,0.133,8.9,13.8,11.3,10.5,2.8,2.7,11.8,14.6,0.4,0.5,1.0,0.121,-0.8,1.1,0.3,0.2
119.0,Noah Clowney,21.0,BRK,PF,15.0,9.0,385.0,9.8,0.542,0.736,0.413,2.8,14.3,8.1,8.9,1.3,2.2,12.8,18.2,-0.1,0.1,0.0,0.003,-2.3,-1.6,-3.8,-0.2
120.0,Tristan Da Silva,24.0,ORL,SF,16.0,4.0,384.0,15.5,0.611,0.55,0.161,5.4,13.5,9.6,6.8,1.7,0.7,8.1,19.1,0.5,0.5,1.0,0.13,2.0,0.0,2.0,0.4
121.0,Kris Dunn,31.0,LAC,PG,15.0,9.0,384.0,9.7,0.565,0.4,0.212,3.7,7.6,5.7,13.7,2.8,1.0,18.4,13.1,0.1,0.2,0.3,0.036,-3.9,0.5,-3.4,-0.1
122.0,Bub Carrington,20.0,WAS,PG,15.0,5.0,382.0,5.2,0.469,0.462,0.151,1.1,13.8,7.5,20.8,1.1,0.5,25.5,14.5,-0.5,-0.1,-0.6,-0.077,-5.6,-2.3,-7.9,-0.6
123.0,John Collins,28.0,LAC,PF,15.0,6.0,380.0,12.3,0.581,0.27,0.241,5.9,15.3,10.7,3.8,1.7,2.0,15.6,20.8,-0.1,0.2,0.1,0.013,-3.0,-1.7,-4.7,-0.3
124.0,Derik Queen,21.0,NOP,C,16.0,4.0,379.0,16.8,0.553,0.093,0.4,8.7,22.8,15.2,22.1,2.2,3.6,18.5,23.9,0.0,0.3,0.3,0.039,-1.4,0.2,-1.2,0.1
125.0,Anthony Edwards,24.0,MIN,SG,12.0,12.0,379.0,22.7,0.602,0.434,0.36,3.3,11.5,7.5,18.1,2.3,1.9,10.2,32.5,0.8,0.5,1.3,0.159,4.4,-0.3,4.1,0.6
126.0,Alex Sarr,20.0,WAS,C,13.0,13.0,377.0,21.1,0.578,0.212,0.201,8.6,20.6,14.7,21.1,1.1,6.4,13.1,26.2,0.3,0.2,0.5,0.063,2.3,-0.2,2.1,0.4
127.0,Kevin Huerter,27.0,CHI,SF,15.0,5.0,376.0,14.7,0.59,0.49,0.208,2.6,12.7,7.9,14.4,1.7,3.0,11.9,20.3,0.3,0.3,0.6,0.073,-0.3,0.2,-0.1,0.2
128.0,Jalen Duren,22.0,DET,C,13.0,13.0,376.0,28.3,0.721,0.0,0.66,17.1,26.9,22.1,9.9,1.8,3.7,13.9,23.5,1.5,0.8,2.3,0.292,4.6,0.6,5.2,0.7
129.0,Jock Landale,30.0,MEM,C,16.0,13.0,374.0,15.1,0.63,0.322,0.248,10.3,15.1,12.6,10.8,1.3,1.8,11.8,16.8,0.5,0.4,0.9,0.117,0.0,-0.1,-0.1,0.2
130.0,Isaac Okoro,25.0,CHI,SG,15.0,15.0,373.0,8.6,0.576,0.48,0.204,5.0,6.1,5.6,8.3,0.7,2.2,12.3,13.5,0.2,0.1,0.3,0.039,-3.0,-1.2,-4.2,-0.2
131.0,OG Anunoby,28.0,NYK,PF,12.0,12.0,373.0,16.2,0.601,0.537,0.17,5.1,15.0,9.7,9.9,2.9,2.2,12.2,19.7,0.4,0.5,1.0,0.123,1.2,1.1,2.3,0.4
132.0,Cameron Johnson,29.0,DEN,SF,14.0,14.0,371.0,9.1,0.528,0.481,0.231,3.5,8.3,6.1,9.7,1.0,0.5,7.3,14.2,0.3,0.3,0.6,0.082,-2.4,-1.0,-3.4,-0.1
133.0,Ryan Kalkbrenner,24.0,CHO,C,14.0,14.0,371.0,18.8,0.822,0.014,0.324,14.3,16.5,15.4,2.0,1.6,6.9,20.6,11.9,0.8,0.4,1.2,0.15,0.2,0.5,0.8,0.3
134.0,Peyton Watson,23.0,DEN,SF,15.0,5.0,368.0,12.8,0.589,0.304,0.326,6.2,13.9,10.3,7.8,2.2,4.3,16.0,14.5,0.2,0.6,0.8,0.108,-1.4,1.4,0.0,0.2
135.0,Aaron Gordon,30.0,DEN,PF,13.0,13.0,368.0,20.5,0.676,0.409,0.39,6.2,16.2,11.5,6.6,1.3,0.8,9.1,22.9,1.1,0.5,1.5,0.199,3.6,-1.2,2.5,0.4
136.0,Collin Sexton,27.0,CHO,SG,14.0,9.0,367.0,14.4,0.599,0.353,0.42,1.2,8.3,4.8,27.8,1.3,0.0,18.0,24.4,0.4,0.1,0.5,0.066,-0.7,-2.3,-3.0,-0.1
137.0,Kentavious Caldwell-Pope,32.0,MEM,SG,16.0,13.0,365.0,9.2,0.467,0.478,0.248,1.7,10.7,6.1,20.4,1.7,1.0,11.3,15.9,-0.1,0.3,0.2,0.028,-3.5,0.2,-3.3,-0.1
138.0,Jusuf Nurkić,31.0,UTA,C,15.0,10.0,365.0,11.6,0.446,0.245,0.349,10.4,33.5,21.7,21.3,3.4,1.6,25.6,18.3,-0.6,0.5,-0.1,-0.009,-4.5,1.5,-3.0,-0.1
139.0,Domantas Sabonis,29.0,SAC,C,11.0,11.0,365.0,17.4,0.564,0.138,0.352,11.0,31.4,20.8,17.2,1.7,0.5,14.3,22.7,0.3,0.3,0.5,0.066,-0.5,-0.8,-1.3,0.1
140.0,Tre Johnson,19.0,WAS,SG,15.0,4.0,364.0,10.0,0.565,0.521,0.11,2.0,10.8,6.5,8.2,0.8,1.7,13.6,20.3,-0.2,-0.1,-0.3,-0.04,-1.9,-3.3,-5.2,-0.3
141.0,Jarrett Allen,27.0,CLE,C,14.0,14.0,364.0,20.7,0.627,0.029,0.467,9.5,22.5,15.7,10.9,1.9,3.0,11.8,21.0,0.8,0.6,1.3,0.177,1.2,0.7,1.9,0.4
142.0,Keldon Johnson,26.0,SAS,SF,15.0,0.0,363.0,19.3,0.644,0.29,0.244,10.9,18.3,14.8,10.5,1.7,0.3,8.2,18.6,1.0,0.5,1.5,0.196,2.0,-0.1,1.9,0.4
143.0,Pelle Larsson,24.0,MIA,SG,16.0,13.0,360.0,14.0,0.661,0.468,0.376,2.1,9.7,6.1,18.0,1.1,0.5,13.0,16.4,0.7,0.4,1.0,0.139,0.0,0.8,0.8,0.3
144.0,Jonathan Kuminga,23.0,GSW,PF,13.0,12.0,360.0,12.8,0.57,0.272,0.353,6.4,20.4,13.3,16.4,0.7,1.0,18.2,22.5,0.0,0.4,0.3,0.043,-2.5,-1.5,-4.0,-0.2
145.0,Dean Wade,29.0,CLE,PF,16.0,2.0,358.0,9.3,0.506,0.727,0.208,4.1,15.0,9.4,8.5,1.4,2.8,5.6,10.2,0.2,0.4,0.7,0.092,-2.1,1.3,-0.8,0.1
146.0,Ron Holland,20.0,DET,SF,15.0,5.0,358.0,9.1,0.49,0.393,0.18,4.0,13.3,8.7,9.8,3.3,1.4,17.0,18.1,-0.3,0.6,0.3,0.04,-4.8,1.5,-3.4,-0.1
147.0,D'Angelo Russell,29.0,DAL,PG,16.0,3.0,355.0,12.8,0.498,0.461,0.315,2.1,11.5,6.9,37.6,1.2,0.5,15.8,28.3,-0.4,0.4,0.0,0.003,-1.1,-1.4,-2.5,0.0
148.0,Mark Williams,24.0,PHO,C,14.0,11.0,353.0,21.0,0.675,0.0,0.443,13.2,23.7,18.4,4.9,2.5,3.5,9.3,16.4,1.0,0.6,1.6,0.221,0.9,0.3,1.1,0.3
149.0,Tim Hardaway Jr.,33.0,DEN,SG,15.0,1.0,351.0,13.8,0.621,0.651,0.151,1.4,7.3,4.6,8.2,1.1,0.3,2.2,16.6,0.8,0.3,1.1,0.144,1.7,-1.0,0.6,0.2
150.0,Kris Murray,25.0,POR,SF,15.0,1.0,350.0,8.1,0.511,0.351,0.162,6.5,9.6,7.9,6.2,2.1,0.8,13.1,10.2,0.1,0.2,0.3,0.04,-3.2,0.1,-3.1,-0.1
151.0,Javonte Green,32.0,DET,SG,15.0,3.0,349.0,11.4,0.541,0.51,0.396,4.4,13.0,8.8,6.5,2.3,2.0,9.6,14.6,0.2,0.5,0.8,0.107,-2.0,0.9,-1.1,0.1
152.0,Tre Jones,26.0,CHI,PG,12.0,11.0,347.0,16.7,0.6,0.184,0.524,3.2,10.9,7.2,23.9,3.2,0.7,14.2,17.6,0.6,0.3,0.9,0.129,-0.5,1.6,1.0,0.3
153.0,Ja Morant,26.0,MEM,PG,12.0,12.0,345.0,12.6,0.477,0.308,0.354,1.8,11.3,6.5,42.8,1.6,0.3,16.6,32.3,-0.5,0.3,-0.2,-0.031,-2.4,-2.4,-4.8,-0.2
154.0,Moussa Diabaté,24.0,CHO,C,15.0,1.0,343.0,22.2,0.678,0.0,0.655,20.4,20.2,20.3,7.7,1.3,5.4,9.7,14.9,1.2,0.3,1.5,0.212,2.0,-0.5,1.5,0.3
155.0,Bobby Portis,30.0,MIL,PF,16.0,1.0,341.0,13.4,0.572,0.348,0.101,6.3,23.6,15.0,7.1,0.8,0.3,11.1,20.7,0.1,0.3,0.4,0.05,-1.3,-2.2,-3.5,-0.1
156.0,Klay Thompson,35.0,DAL,SF,16.0,8.0,341.0,7.7,0.464,0.748,0.038,1.2,10.8,6.1,12.4,0.7,1.5,9.0,21.7,-0.5,0.4,-0.2,-0.027,-2.6,-1.4,-4.0,-0.2
157.0,Bruce Brown,29.0,DEN,SG,15.0,0.0,340.0,10.2,0.541,0.294,0.247,5.3,13.6,9.7,8.3,2.1,0.8,11.3,13.3,0.2,0.5,0.7,0.096,-2.9,0.6,-2.3,0.0
158.0,Marcus Smart,31.0,LAL,SG,12.0,9.0,338.0,10.1,0.551,0.609,0.348,2.6,7.4,5.1,14.7,3.4,0.6,19.7,16.7,0.0,0.4,0.4,0.051,-3.7,1.0,-2.7,-0.1
159.0,Sam Hauser,28.0,BOS,PF,16.0,2.0,337.0,8.0,0.459,0.877,0.038,3.7,14.4,8.9,8.8,1.3,1.2,9.3,15.0,-0.1,0.4,0.3,0.039,-2.2,-0.5,-2.6,-0.1
160.0,Ayo Dosunmu,26.0,CHI,SG,13.0,1.0,336.0,18.5,0.701,0.383,0.286,1.3,8.3,5.0,18.8,1.0,1.0,10.7,20.7,0.9,0.1,1.0,0.144,2.8,-1.1,1.8,0.3
161.0,Josh Hart,30.0,NYK,SF,13.0,0.0,336.0,14.8,0.574,0.406,0.198,6.6,22.9,14.1,24.2,1.7,0.9,19.1,16.5,0.4,0.4,0.8,0.117,0.3,1.0,1.4,0.3
162.0,Reed Sheppard,21.0,HOU,PG,14.0,0.0,335.0,19.7,0.657,0.594,0.109,1.4,9.8,5.7,18.5,3.3,1.5,10.0,19.8,1.0,0.5,1.5,0.211,4.5,2.2,6.7,0.7
163.0,Aaron Nesmith,26.0,IND,SF,11.0,11.0,335.0,12.1,0.518,0.565,0.265,4.9,10.6,7.5,8.1,1.3,0.8,4.6,20.9,0.2,0.1,0.3,0.05,-0.3,-1.9,-2.2,0.0
164.0,Andre Drummond,32.0,PHI,C,14.0,6.0,327.0,17.7,0.629,0.225,0.325,14.8,31.4,23.0,4.3,1.8,3.4,10.7,13.1,0.6,0.5,1.2,0.173,0.5,0.1,0.6,0.2
165.0,Luguentz Dort,26.0,OKC,SF,11.0,11.0,327.0,8.3,0.536,0.691,0.16,5.3,9.8,7.6,5.4,1.3,0.9,8.4,12.5,0.2,0.6,0.8,0.112,-2.7,0.3,-2.5,0.0
166.0,Lonzo Ball,28.0,CLE,PG,14.0,2.0,326.0,9.5,0.47,0.831,0.145,4.5,15.1,9.6,27.6,2.0,1.1,24.1,14.6,-0.1,0.4,0.3,0.051,-2.4,1.0,-1.4,0.0
167.0,Christian Braun,24.0,DEN,SG,11.0,11.0,325.0,12.7,0.569,0.289,0.299,6.6,9.5,8.1,13.1,1.3,0.9,11.3,16.2,0.4,0.3,0.8,0.113,-1.1,-0.6,-1.7,0.0
168.0,Mike Conley,38.0,MIN,PG,16.0,5.0,324.0,12.0,0.622,0.681,0.348,2.1,8.2,5.3,21.4,1.8,0.8,15.9,12.2,0.6,0.3,0.9,0.134,-0.7,0.5,-0.2,0.2
169.0,Derrick Jones Jr.,28.0,LAC,SF,13.0,13.0,324.0,14.8,0.652,0.5,0.304,4.0,6.9,5.5,6.6,1.7,4.5,8.7,15.5,0.5,0.1,0.7,0.101,0.6,-0.4,0.2,0.2
170.0,Brandon Williams,26.0,DAL,PG,15.0,7.0,320.0,12.8,0.484,0.319,0.384,3.3,9.9,6.6,28.6,3.5,1.0,17.0,25.3,-0.4,0.5,0.1,0.016,-4.1,1.3,-2.9,-0.1
171.0,Zaccharie Risacher,20.0,ATL,SF,13.0,13.0,317.0,12.3,0.536,0.457,0.138,2.8,8.8,5.9,8.6,2.1,2.0,7.0,21.0,0.0,0.3,0.3,0.046,-2.3,-0.9,-3.2,-0.1
172.0,Patrick Williams,24.0,CHI,PF,15.0,0.0,315.0,10.6,0.562,0.585,0.245,3.5,10.4,7.1,9.5,2.4,1.6,13.3,15.8,0.0,0.2,0.3,0.042,-2.1,0.1,-1.9,0.0
173.0,Buddy Hield,33.0,GSW,SG,18.0,0.0,314.0,8.9,0.531,0.658,0.117,1.7,9.4,5.5,12.9,2.4,0.0,15.2,18.5,-0.2,0.3,0.1,0.017,-4.1,-0.2,-4.3,-0.2
174.0,Ausar Thompson,23.0,DET,SF,11.0,10.0,314.0,16.3,0.529,0.108,0.325,7.0,16.1,11.6,15.3,2.9,3.1,9.3,19.7,0.3,0.6,0.8,0.129,-0.4,2.3,1.9,0.3
175.0,Tyrese Martin,26.0,BRK,SG,15.0,2.0,312.0,10.6,0.493,0.578,0.119,4.8,11.4,7.8,18.7,1.4,0.9,11.6,17.8,0.0,0.0,0.0,-0.003,-1.4,-1.9,-3.3,-0.1
176.0,Landry Shamet,28.0,NYK,SG,14.0,5.0,311.0,12.9,0.644,0.71,0.366,2.3,8.6,5.2,6.8,0.9,1.0,6.1,15.1,0.6,0.2,0.9,0.133,0.9,-0.9,0.0,0.2
177.0,Sam Merrill,29.0,CLE,SG,12.0,8.0,311.0,14.9,0.679,0.853,0.138,3.0,5.8,4.3,12.4,0.9,0.9,7.5,17.5,0.8,0.2,1.0,0.156,2.7,-0.8,1.8,0.3
178.0,Jaylon Tyson,23.0,CLE,SG,12.0,8.0,311.0,15.1,0.662,0.567,0.134,5.7,12.6,9.0,10.4,2.1,2.6,9.7,15.0,0.6,0.4,1.0,0.159,0.7,1.5,2.1,0.3
179.0,Simone Fontecchio,30.0,MIA,SF,16.0,0.0,310.0,13.9,0.635,0.713,0.225,2.8,10.9,7.0,9.1,1.5,0.9,11.3,20.8,0.3,0.4,0.7,0.105,1.3,0.2,1.5,0.3
180.0,Cam Spencer,25.0,MEM,SG,16.0,1.0,309.0,14.4,0.601,0.701,0.271,1.0,10.2,5.5,24.4,1.7,0.3,9.8,17.7,0.5,0.3,0.8,0.117,0.7,0.2,0.9,0.2
181.0,Luke Kennard,29.0,ATL,SG,14.0,0.0,308.0,12.0,0.652,0.58,0.16,3.3,7.3,5.4,12.3,2.3,0.3,15.6,14.1,0.3,0.3,0.6,0.092,-1.0,0.0,-1.0,0.1
182.0,Tre Mann,24.0,CHO,PG,14.0,1.0,308.0,8.6,0.462,0.486,0.088,3.7,12.5,8.1,20.9,1.7,0.6,14.9,24.2,-0.4,0.1,-0.2,-0.039,-3.9,-1.8,-5.7,-0.3
183.0,Malik Monk,27.0,SAC,SG,13.0,0.0,308.0,14.0,0.589,0.441,0.189,1.4,6.8,4.0,13.2,1.8,1.8,8.6,20.7,0.2,0.1,0.3,0.044,0.3,-1.0,-0.7,0.1
184.0,Jakob Poeltl,30.0,TOR,C,12.0,12.0,306.0,18.1,0.718,0.0,0.539,13.3,20.3,16.9,9.7,1.1,2.2,13.0,14.9,0.8,0.4,1.2,0.195,0.5,0.1,0.6,0.2
185.0,Ace Bailey,19.0,UTA,SF,15.0,6.0,305.0,11.2,0.537,0.425,0.142,9.9,8.1,9.0,11.9,1.9,0.6,14.1,19.7,0.1,0.0,0.1,0.017,-2.3,-2.3,-4.6,-0.2
186.0,Isaiah Joe,26.0,OKC,SG,12.0,0.0,304.0,16.3,0.659,0.817,0.278,2.7,9.8,6.4,9.1,1.4,0.7,7.9,19.8,0.7,0.5,1.2,0.197,1.8,-0.4,1.4,0.3
187.0,Isaiah Jackson,24.0,IND,C,16.0,12.0,303.0,16.0,0.613,0.0,0.414,13.6,19.8,16.5,8.5,1.9,3.0,15.6,16.3,0.4,0.3,0.7,0.111,-2.5,-0.4,-2.9,-0.1
188.0,Dillon Brooks,30.0,PHO,SF,10.0,10.0,302.0,16.9,0.583,0.466,0.239,2.6,9.7,6.2,10.5,3.3,0.6,10.9,27.7,0.3,0.4,0.7,0.109,-0.2,0.1,0.0,0.2
189.0,Bam Adebayo,28.0,MIA,C,10.0,10.0,301.0,18.2,0.581,0.378,0.331,3.6,22.1,13.3,14.5,1.4,2.2,9.6,25.2,0.3,0.5,0.8,0.131,1.8,1.4,3.2,0.4
190.0,Jaylin Williams,23.0,OKC,PF,16.0,1.0,300.0,10.7,0.495,0.869,0.107,3.5,23.0,13.7,16.3,1.8,2.7,15.4,14.9,0.0,0.7,0.7,0.113,-2.1,2.0,-0.1,0.1
191.0,Egor Demin,19.0,BRK,PG,14.0,7.0,299.0,11.2,0.546,0.705,0.095,3.2,14.7,8.6,24.6,2.0,0.9,18.9,17.5,0.0,0.1,0.1,0.017,-1.1,-0.8,-1.9,0.0
192.0,Nikola Jović,22.0,MIA,PF,14.0,1.0,299.0,10.3,0.524,0.5,0.343,3.6,16.5,10.4,18.1,1.4,1.9,17.6,19.3,-0.1,0.4,0.3,0.048,-3.0,1.1,-1.9,0.0
193.0,Khris Middleton,34.0,WAS,SF,12.0,12.0,299.0,10.4,0.546,0.333,0.198,5.3,11.1,8.2,14.3,1.4,1.2,15.4,17.2,0.0,-0.1,0.0,-0.007,-3.3,-2.3,-5.5,-0.3
194.0,Jose Alvarado,27.0,NOP,PG,15.0,0.0,297.0,11.5,0.542,0.641,0.141,2.4,13.5,7.5,19.5,2.3,0.0,14.1,16.0,0.1,0.1,0.2,0.034,-1.8,-0.9,-2.7,-0.1
195.0,Craig Porter Jr.,25.0,CLE,PG,17.0,0.0,295.0,16.1,0.617,0.387,0.16,7.4,11.0,9.2,19.8,2.7,3.1,14.8,13.1,0.5,0.4,0.9,0.154,1.2,2.6,3.8,0.4
196.0,Cole Anthony,25.0,MIL,PG,15.0,0.0,295.0,11.3,0.465,0.298,0.115,3.1,15.9,9.5,38.0,1.6,1.6,19.3,25.1,-0.4,0.3,-0.1,-0.015,-3.5,-0.8,-4.3,-0.2
197.0,Ziaire Williams,24.0,BRK,SF,13.0,0.0,294.0,9.4,0.542,0.725,0.275,2.9,10.0,6.2,4.1,1.8,1.6,9.5,18.4,0.0,0.1,0.0,0.006,-3.3,-1.7,-5.0,-0.2
198.0,Josh Okogie,27.0,HOU,SG,14.0,10.0,290.0,13.6,0.632,0.592,0.31,5.5,6.1,5.8,7.0,3.3,0.7,8.0,12.5,0.6,0.3,1.0,0.162,0.1,1.7,1.8,0.3
199.0,Steven Adams,32.0,HOU,C,13.0,4.0,290.0,17.7,0.563,0.0,0.491,26.5,20.8,23.6,9.0,1.4,3.1,17.8,12.0,0.6,0.4,1.0,0.171,1.7,-0.9,0.8,0.2
200.0,Keon Ellis,26.0,SAC,SG,16.0,2.0,289.0,11.2,0.6,0.702,0.119,1.9,8.1,4.9,4.8,3.4,1.6,7.3,14.0,0.1,0.2,0.3,0.052,-1.8,1.3,-0.6,0.1
201.0,Jamal Shead,23.0,TOR,PG,16.0,0.0,289.0,14.2,0.588,0.569,0.25,2.0,8.3,5.2,36.4,2.1,0.7,19.2,14.5,0.6,0.3,0.9,0.145,0.5,0.0,0.5,0.2
202.0,Josh Minott,23.0,BOS,PF,15.0,9.0,289.0,16.2,0.605,0.525,0.238,10.2,17.5,13.8,9.3,2.4,1.8,10.2,14.5,0.6,0.4,1.0,0.171,0.3,1.1,1.4,0.2
203.0,Miles McBride,25.0,NYK,SG,12.0,3.0,289.0,11.2,0.524,0.649,0.09,3.1,8.5,5.6,13.5,1.5,1.1,7.2,17.6,0.2,0.2,0.5,0.079,-0.3,-0.5,-0.8,0.1
204.0,Kyle Filipowski,22.0,UTA,C,14.0,5.0,285.0,12.5,0.538,0.406,0.344,8.3,22.8,15.5,16.4,1.0,2.8,14.7,18.4,0.1,0.1,0.3,0.047,-2.3,-0.5,-2.9,-0.1
205.0,LaMelo Ball,24.0,CHO,PG,9.0,9.0,282.0,19.6,0.514,0.497,0.266,5.2,19.7,12.5,49.7,2.2,0.3,14.9,32.5,0.3,0.2,0.5,0.093,2.6,-1.2,1.4,0.2
206.0,Will Richard,23.0,GSW,SG,16.0,7.0,280.0,15.6,0.691,0.578,0.301,6.6,8.1,7.4,11.1,2.6,0.3,11.3,16.0,0.6,0.3,0.9,0.154,0.2,0.5,0.7,0.2
207.0,Jalen Suggs,24.0,ORL,PG,12.0,12.0,279.0,19.5,0.679,0.587,0.317,3.3,15.1,9.4,33.1,3.4,1.8,23.3,23.4,0.4,0.5,1.0,0.166,1.9,2.5,4.5,0.5
208.0,Corey Kispert,26.0,WAS,SF,15.0,0.0,277.0,11.7,0.619,0.646,0.256,1.9,10.9,6.4,11.7,0.7,0.6,9.9,15.2,0.3,-0.1,0.2,0.036,-0.4,-2.7,-3.1,-0.1
209.0,Vit Krejci,25.0,ATL,PG,12.0,1.0,277.0,12.9,0.707,0.762,0.119,1.2,9.3,5.4,10.3,1.0,1.0,8.3,14.7,0.5,0.2,0.7,0.12,0.3,-0.7,-0.4,0.1
210.0,Isaiah Stewart,24.0,DET,C,12.0,5.0,276.0,17.2,0.597,0.364,0.283,10.3,19.9,15.2,9.0,0.3,8.5,11.2,18.6,0.5,0.5,0.9,0.161,0.1,1.2,1.3,0.2
211.0,Dru Smith,28.0,MIA,SG,16.0,0.0,274.0,16.2,0.589,0.443,0.266,6.3,8.1,7.2,23.8,4.3,0.7,15.3,15.4,0.4,0.5,0.9,0.16,0.2,4.0,4.2,0.4
212.0,Quinten Post,25.0,GSW,PF,18.0,7.0,270.0,13.6,0.584,0.703,0.099,6.1,23.5,14.6,9.6,1.8,3.1,13.6,17.2,0.1,0.4,0.5,0.089,-0.3,0.7,0.3,0.2
213.0,Gradey Dick,22.0,TOR,SG,16.0,0.0,268.0,12.1,0.577,0.573,0.337,2.6,11.0,6.9,4.8,1.9,0.4,6.4,17.2,0.2,0.3,0.5,0.095,-1.3,-0.5,-1.8,0.0
214.0,Sandro Mamukelashvili,26.0,TOR,C,15.0,0.0,268.0,19.9,0.682,0.375,0.365,8.2,15.0,11.7,14.4,1.4,2.1,10.5,19.6,0.8,0.3,1.1,0.2,3.2,0.2,3.3,0.4
215.0,Andrew Nembhard,26.0,IND,PG,9.0,9.0,266.0,16.1,0.572,0.383,0.383,1.1,5.0,2.9,37.4,0.7,0.7,13.3,26.3,0.4,0.0,0.4,0.074,2.3,-3.3,-0.9,0.1
216.0,Goga Bitadze,26.0,ORL,C,16.0,0.0,265.0,20.5,0.779,0.122,0.673,10.8,22.1,16.6,11.9,1.8,6.2,12.4,11.6,0.9,0.5,1.4,0.251,1.4,3.4,4.8,0.5
217.0,Kristaps Porziņģis,30.0,ATL,C,10.0,10.0,262.0,20.9,0.587,0.387,0.411,7.3,16.0,11.8,19.1,0.9,5.6,7.0,25.4,0.6,0.3,1.0,0.178,2.8,0.9,3.8,0.4
218.0,Al Horford,39.0,GSW,C,12.0,0.0,261.0,9.2,0.482,0.714,0.086,4.6,17.3,10.9,11.8,2.2,4.2,18.1,14.3,-0.2,0.4,0.2,0.034,-3.4,1.4,-2.1,0.0
219.0,Nicolas Batum,37.0,LAC,PF,15.0,2.0,259.0,8.2,0.519,0.914,0.069,2.7,16.0,9.5,5.8,2.5,3.0,13.1,11.7,-0.1,0.2,0.2,0.029,-3.2,0.6,-2.6,0.0
220.0,Cam Whitmore,21.0,WAS,SF,15.0,0.0,257.0,13.6,0.557,0.328,0.19,4.1,11.3,7.7,6.1,2.2,1.0,10.0,22.6,0.0,0.0,0.0,-0.006,-1.5,-2.2,-3.7,-0.1
221.0,Jarred Vanderbilt,26.0,LAL,PF,14.0,2.0,257.0,10.6,0.548,0.28,0.38,9.3,26.0,18.1,10.4,2.6,1.9,27.4,13.4,-0.1,0.4,0.3,0.059,-3.3,1.2,-2.1,0.0
222.0,Mouhamed Gueye,23.0,ATL,PF,16.0,2.0,256.0,12.9,0.561,0.47,0.12,9.7,17.7,13.8,11.2,1.1,3.6,12.9,16.6,0.1,0.3,0.5,0.086,-1.8,0.0,-1.8,0.0
223.0,Daniel Gafford,27.0,DAL,C,11.0,10.0,256.0,18.7,0.699,0.0,0.547,9.9,17.5,13.8,9.2,2.0,5.5,15.0,15.2,0.5,0.5,1.0,0.19,-1.3,2.5,1.2,0.2
224.0,Jay Huff,27.0,IND,C,16.0,2.0,255.0,12.2,0.5,0.691,0.17,6.0,14.8,10.1,8.5,0.4,11.4,9.8,17.8,-0.1,0.3,0.2,0.037,-3.3,0.9,-2.4,0.0
225.0,Tari Eason,24.0,HOU,PF,11.0,1.0,255.0,16.2,0.642,0.558,0.074,7.2,17.6,12.5,9.8,1.8,1.9,16.2,18.9,0.4,0.3,0.7,0.136,2.2,-0.5,1.7,0.2
226.0,Jordan Clarkson,33.0,NYK,SG,14.0,0.0,254.0,15.0,0.599,0.491,0.245,5.6,6.4,6.0,12.6,0.9,0.8,9.0,21.5,0.5,0.2,0.7,0.125,0.8,-1.4,-0.6,0.1
227.0,Drew Eubanks,28.0,SAC,C,16.0,5.0,253.0,13.0,0.637,0.029,0.456,4.3,17.1,10.4,2.3,1.9,5.5,17.2,16.5,0.0,0.2,0.1,0.026,-3.5,-0.2,-3.7,-0.1
228.0,Oso Ighodaro,23.0,PHO,PF,16.0,4.0,249.0,9.4,0.568,0.0,0.271,5.0,19.5,12.3,11.3,1.7,3.8,24.1,14.5,-0.1,0.4,0.2,0.046,-5.6,1.5,-4.1,-0.1
229.0,Dalton Knecht,24.0,LAL,SF,14.0,1.0,249.0,10.7,0.563,0.548,0.107,4.0,10.5,7.4,4.5,1.4,2.4,8.3,16.5,0.1,0.2,0.3,0.057,-1.4,-1.0,-2.4,0.0
230.0,Trendon Watford,25.0,PHI,PF,12.0,4.0,249.0,13.5,0.589,0.216,0.284,5.7,19.5,12.5,23.9,1.0,0.7,17.8,17.0,0.3,0.2,0.5,0.105,-1.5,0.6,-0.9,0.1
231.0,Aaron Wiggins,27.0,OKC,SG,9.0,5.0,248.0,14.8,0.578,0.541,0.081,4.2,10.3,7.4,11.7,0.8,2.9,7.3,21.5,0.3,0.4,0.7,0.139,1.3,-0.5,0.9,0.2
232.0,Jalen Smith,25.0,CHI,C,15.0,0.0,244.0,20.3,0.617,0.561,0.184,12.1,23.6,18.2,12.4,1.0,3.7,10.2,23.3,0.5,0.3,0.7,0.138,3.0,-0.9,2.1,0.3
233.0,Keaton Wallace,26.0,ATL,PG,15.0,2.0,235.0,10.9,0.556,0.619,0.127,0.5,11.0,5.9,23.5,2.4,0.8,16.3,14.3,0.1,0.3,0.4,0.075,-2.6,0.6,-2.0,0.0
234.0,De'Aaron Fox,28.0,SAS,PG,7.0,7.0,235.0,19.9,0.614,0.367,0.225,4.6,6.9,5.8,31.2,2.1,0.8,15.4,28.3,0.4,0.3,0.7,0.142,2.4,-1.2,1.2,0.2
