SEASON_ID,PLAYER_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,TEAM_ABBREVIATION,Player_Clean,PRA,PR,PA,RA,STK,FANTASY_PTS,TS_PCT,USG_PROXY,TEAM_MISSING_USG,TEAM_MISSING_MIN
22025,1629060,22500002,2025-10-21,LAL vs. GSW,L,35,3,6,0.5,3,6,0.5,0,0,0.0,0,4,4,3,0,0,1,2,9,-6,1,Rui Hachimura,LAL,rui hachimura,16,13,12,7,0,17.3,0.75,0.2,0.0,0.0
22025,1627936,22500001,2025-10-21,OKC vs. HOU,W,30,3,9,0.333,2,6,0.333,0,0,0.0,0,2,2,3,2,1,0,2,8,-15,1,Alex Caruso,OKC,alex caruso,13,10,11,5,3,23.9,0.4444444444444444,0.3,0.0,0.0
22025,1629006,22500001,2025-10-21,HOU @ OKC,L,20,1,3,0.333,1,3,0.333,5,6,0.833,1,1,2,1,0,1,0,2,8,-8,1,Josh Okogie,HOU,josh okogie,11,10,9,3,1,14.9,0.7092198581560283,0.28200000000000003,0.0,0.0
22025,1629029,22500002,2025-10-21,LAL vs. GSW,L,41,17,27,0.63,2,10,0.2,7,10,0.7,0,12,12,9,2,1,3,1,43,-8,1,Luka Dončić,LAL,luka doncic,64,55,52,21,3,76.9,0.6847133757961784,0.8390243902439024,0.0,0.0
22025,1629652,22500001,2025-10-21,OKC vs. HOU,W,45,2,12,0.167,0,8,0.0,2,2,1.0,2,4,6,5,1,0,1,4,6,2,1,Luguentz Dort,OKC,luguentz dort,17,12,11,11,1,22.7,0.2329192546583851,0.30844444444444447,0.0,0.0
22025,1630611,22500002,2025-10-21,GSW @ LAL,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,Gui Santos,GSW,gui santos,0,0,0,0,0,-1.0,0.0,0.3333333333333333,0.0,0.0
22025,203110,22500002,2025-10-21,GSW @ LAL,W,28,3,6,0.5,1,3,0.333,1,3,0.333,1,6,7,9,1,2,4,5,8,20,1,Draymond Green,GSW,draymond green,24,15,17,16,3,34.9,0.5464480874316939,0.4042857142857143,0.0,0.0
22025,201142,22500001,2025-10-21,HOU @ OKC,L,47,9,16,0.563,0,4,0.0,5,6,0.833,0,9,9,3,0,0,4,6,23,0,1,Kevin Durant,HOU,kevin durant,35,32,26,12,0,34.3,0.6169527896995708,0.4817021276595745,0.0,0.0
22025,1627780,22500002,2025-10-21,GSW @ LAL,W,12,3,6,0.5,0,1,0.0,0,0,0.0,1,1,2,1,1,1,3,3,6,3,1,Gary Payton II,GSW,gary payton ii,9,8,7,3,2,12.9,0.5,0.75,0.0,0.0
22025,1631106,22500001,2025-10-21,HOU @ OKC,L,22,1,6,0.167,1,4,0.25,0,0,0.0,0,6,6,0,0,1,4,1,3,-4,1,Tari Eason,HOU,tari eason,9,9,3,6,1,9.2,0.25,0.45454545454545453,0.0,0.0
22025,1641764,22500002,2025-10-21,GSW @ LAL,W,33,3,7,0.429,1,4,0.25,0,0,0.0,1,6,7,2,1,0,1,2,7,13,1,Brandin Podziemski,GSW,brandin podziemski,16,14,9,9,1,20.4,0.5,0.24242424242424243,0.0,0.0
22025,1630559,22500002,2025-10-21,LAL vs. GSW,L,36,9,16,0.563,1,5,0.2,7,10,0.7,1,4,5,9,2,0,5,5,26,-14,1,Austin Reaves,LAL,austin reaves,40,31,35,14,2,46.5,0.6372549019607844,0.7055555555555555,0.0,0.0
22025,1629028,22500002,2025-10-21,LAL vs. GSW,L,34,5,7,0.714,0,0,0.0,0,2,0.0,2,4,6,0,0,1,4,3,10,-4,1,Deandre Ayton,LAL,deandre ayton,16,16,10,6,1,16.2,0.6345177664974619,0.3494117647058823,0.0,0.0
22025,1628983,22500001,2025-10-21,OKC vs. HOU,W,47,12,26,0.462,1,9,0.111,10,14,0.714,0,5,5,5,2,2,3,2,35,3,1,Shai Gilgeous-Alexander,OKC,shai gilgeous-alexander,45,40,40,10,4,57.5,0.5441542288557214,0.7480851063829786,0.0,0.0
22025,1630578,22500001,2025-10-21,HOU @ OKC,L,49,12,24,0.5,5,8,0.625,10,11,0.909,4,7,11,7,2,1,4,5,39,9,1,Alperen Sengun,HOU,alperen sengun,57,50,46,18,3,67.7,0.6761442441054092,0.6702040816326531,0.0,0.0
22025,1629020,22500002,2025-10-21,LAL vs. GSW,L,12,0,4,0.0,0,2,0.0,0,0,0.0,0,3,3,0,1,0,2,0,0,-4,1,Jarred Vanderbilt,LAL,jarred vanderbilt,3,3,0,3,1,4.6,0.0,0.5,0.0,0.0
22025,1642366,22500002,2025-10-21,GSW @ LAL,W,9,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,5,1,Quinten Post,GSW,quinten post,3,2,1,3,0,3.9,0.0,0.0,0.0,0.0
22025,1629216,22500002,2025-10-21,LAL vs. GSW,L,29,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,1,1,0,0,3,3,-5,1,Gabe Vincent,LAL,gabe vincent,4,3,4,1,1,7.5,0.375,0.13793103448275862,0.0,0.0
22025,203991,22500001,2025-10-21,HOU @ OKC,L,8,1,1,1.0,0,0,0.0,2,2,1.0,0,0,0,0,1,0,1,0,4,5,1,Clint Capela,HOU,clint capela,4,4,4,0,1,6.0,1.0638297872340425,0.36,0.0,0.0
22025,1630228,22500002,2025-10-21,GSW @ LAL,W,33,6,11,0.545,4,6,0.667,1,2,0.5,3,6,9,6,1,0,2,3,17,4,1,Jonathan Kuminga,GSW,jonathan kuminga,32,26,23,15,1,37.8,0.7154882154882154,0.42060606060606065,0.0,0.0
22025,1631222,22500002,2025-10-21,LAL vs. GSW,L,16,2,4,0.5,1,2,0.5,0,2,0.0,2,1,3,0,0,0,0,1,5,-5,1,Jake LaRavia,LAL,jake laravia,8,8,5,3,0,8.6,0.5122950819672131,0.305,0.0,0.0
22025,1631119,22500001,2025-10-21,OKC vs. HOU,W,13,1,5,0.2,0,4,0.0,0,0,0.0,0,0,0,1,1,0,0,1,2,-3,1,Jaylin Williams,OKC,jaylin williams,3,2,3,1,1,6.5,0.2,0.38461538461538464,0.0,0.0
22025,1641717,22500001,2025-10-21,OKC vs. HOU,W,42,5,10,0.5,3,8,0.375,1,2,0.5,1,6,7,5,4,0,2,3,14,8,1,Cason Wallace,OKC,cason wallace,26,21,19,12,4,39.9,0.6433823529411764,0.3066666666666667,0.0,0.0
22025,202710,22500002,2025-10-21,GSW @ LAL,W,35,7,14,0.5,1,2,0.5,16,16,1.0,2,3,5,4,1,0,1,4,31,20,1,Jimmy Butler III,GSW,jimmy butler iii,40,36,35,9,1,45.0,0.7366920152091255,0.6297142857142857,0.0,0.0
22025,1630598,22500001,2025-10-21,OKC vs. HOU,W,21,4,8,0.5,2,5,0.4,0,0,0.0,0,1,1,1,0,0,1,1,10,2,1,Aaron Wiggins,OKC,aaron wiggins,12,11,11,2,0,11.7,0.625,0.42857142857142855,0.0,0.0
22025,203500,22500001,2025-10-21,HOU @ OKC,L,37,1,4,0.25,0,0,0.0,2,2,1.0,5,8,13,3,0,0,3,4,4,2,1,Steven Adams,HOU,steven adams,20,17,7,16,0,21.1,0.4098360655737705,0.21297297297297296,0.0,0.0
22025,1629640,22500004,2025-10-22,SAS @ DAL,W,25,5,6,0.833,1,1,1.0,0,0,0.0,2,3,5,2,1,0,0,2,11,10,1,Keldon Johnson,SAS,keldon johnson,18,16,13,7,1,23.0,0.9166666666666666,0.24,0.0,0.0
22025,1630529,22500085,2025-10-22,NOP @ MEM,L,36,6,14,0.429,3,5,0.6,2,2,1.0,3,6,9,3,3,1,2,6,17,11,1,Herbert Jones,NOP,herbert jones,29,26,20,12,4,42.3,0.5712365591397849,0.46888888888888897,16.1,18.5
22025,1630200,22500084,2025-10-22,CHI vs. DET,W,32,5,8,0.625,1,1,1.0,1,2,0.5,0,1,1,8,3,0,2,3,12,6,1,Tre Jones,CHI,tre jones,21,13,20,9,3,32.2,0.6756756756756757,0.34,0.0,0.0
22025,1626145,22500081,2025-10-22,ORL vs. MIA,W,24,0,4,0.0,0,3,0.0,0,0,0.0,1,1,2,3,0,1,2,0,0,-17,1,Tyus Jones,ORL,tyus jones,5,2,3,5,1,7.9,0.0,0.25,0.0,0.0
22025,1629656,22500083,2025-10-22,PHI @ BOS,W,32,3,8,0.375,2,5,0.4,2,4,0.5,0,5,5,5,0,0,5,3,10,18,1,Quentin Grimes,PHI,quentin grimes,20,15,15,10,0,18.5,0.5122950819672131,0.46125,33.1,27.0
22025,1629750,22500084,2025-10-22,DET @ CHI,L,10,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,4,1,Javonte Green,DET,javonte green,0,0,0,0,2,6.0,0.0,0.2,22.1,20.67
22025,1631260,22500086,2025-10-22,MIL vs. WAS,W,27,4,6,0.667,3,5,0.6,0,0,0.0,0,3,3,1,0,0,0,3,11,9,1,AJ Green,MIL,aj green,15,14,12,4,0,16.1,0.9166666666666666,0.2222222222222222,0.0,0.0
22025,1631107,22500081,2025-10-22,MIA @ ORL,L,23,2,6,0.333,2,3,0.667,3,4,0.75,0,3,3,0,1,0,3,2,9,8,1,Nikola Jović,MIA,nikola jovic,12,12,9,3,1,12.6,0.5798969072164949,0.4678260869565217,0.0,0.0
22025,1630552,22500082,2025-10-22,ATL vs. TOR,L,35,7,13,0.538,0,2,0.0,8,10,0.8,0,7,7,8,1,1,3,1,22,-15,1,Jalen Johnson,ATL,jalen johnson,37,29,30,15,2,45.4,0.632183908045977,0.5828571428571429,0.0,0.0
22025,1628379,22500082,2025-10-22,ATL vs. TOR,L,30,2,7,0.286,1,5,0.2,1,1,1.0,0,4,4,3,1,0,3,3,6,-16,1,Luke Kennard,ATL,luke kennard,13,10,9,7,1,15.3,0.4032258064516129,0.34800000000000003,0.0,0.0
22025,203924,22500089,2025-10-22,POR vs. MIN,L,28,10,14,0.714,4,7,0.571,5,6,0.833,0,3,3,1,0,1,1,3,29,-6,1,Jerami Grant,POR,jerami grant,33,32,30,4,1,36.1,0.8713942307692307,0.63,0.0,13.0
22025,1631117,22500087,2025-10-22,UTA vs. LAC,W,29,7,7,1.0,2,2,1.0,6,8,0.75,2,7,9,4,2,4,1,5,22,13,1,Walker Kessler,UTA,walker kessler,35,31,26,13,6,55.8,1.0456273764258555,0.3972413793103448,34.0,31.5
22025,203497,22500089,2025-10-22,MIN @ POR,W,32,3,4,0.75,0,0,0.0,4,6,0.667,3,3,6,0,0,1,0,6,10,0,1,Rudy Gobert,MIN,rudy gobert,16,16,10,6,1,20.2,0.753012048192771,0.20750000000000002,0.0,0.0
22025,1631221,22500088,2025-10-22,PHX vs. SAC,W,22,3,9,0.333,1,4,0.25,0,0,0.0,2,0,2,4,1,1,0,2,7,9,1,Collin Gillespie,PHX,collin gillespie,13,9,11,6,2,21.4,0.3888888888888889,0.4090909090909091,18.1,17.0
22025,1630264,22500086,2025-10-22,WAS @ MIL,L,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,2,1,Anthony Gill,WAS,anthony gill,2,2,2,0,0,2.0,1.0,0.5,0.0,0.0
22025,1630581,22500084,2025-10-22,CHI vs. DET,W,29,5,12,0.417,1,2,0.5,8,11,0.727,1,4,5,11,0,1,6,5,19,6,1,Josh Giddey,CHI,josh giddey,35,24,30,16,1,38.5,0.5641330166270784,0.7875862068965517,0.0,0.0
22025,1627884,22500087,2025-10-22,LAC @ UTA,L,18,5,7,0.714,1,3,0.333,1,2,0.5,1,0,1,1,0,1,1,4,12,-12,1,Derrick Jones Jr.,LAC,derrick jones jr.,14,13,13,2,1,16.7,0.7614213197969544,0.4933333333333333,17.9,18.5
22025,1631243,22500082,2025-10-22,ATL vs. TOR,L,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,5,1,Mouhamed Gueye,ATL,mouhamed gueye,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0
22025,201935,22500087,2025-10-22,LAC @ UTA,L,29,5,12,0.417,2,9,0.222,3,4,0.75,0,2,2,11,0,0,2,1,15,-21,1,James Harden,LAC,james harden,28,17,26,13,0,31.9,0.5450581395348837,0.543448275862069,17.9,18.5
22025,1642345,22500088,2025-10-22,PHX vs. SAC,W,19,3,5,0.6,0,0,0.0,1,1,1.0,1,3,4,1,0,0,1,3,7,-2,1,Oso Ighodaro,PHX,oso ighodaro,12,11,8,5,0,12.3,0.6433823529411764,0.33894736842105266,18.1,17.0
22025,1630538,22500089,2025-10-22,MIN @ POR,W,8,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,1,0,0,1,2,2,5,1,Bones Hyland,MIN,bones hyland,5,4,3,3,0,4.9,0.5,0.375,0.0,0.0
22025,1630574,22500003,2025-10-22,NYK vs. CLE,W,18,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,2,0,1,1,3,2,-4,1,Ariel Hukporti,NYK,ariel hukporti,9,7,4,7,1,13.0,0.5,0.16666666666666666,0.0,0.0
22025,1628989,22500084,2025-10-22,CHI vs. DET,W,27,4,11,0.364,2,6,0.333,5,6,0.833,1,4,5,0,1,2,1,2,15,9,1,Kevin Huerter,CHI,kevin huerter,20,20,15,5,3,29.0,0.5498533724340176,0.5422222222222223,0.0,0.0
22025,1629027,22500082,2025-10-22,ATL vs. TOR,L,34,5,14,0.357,1,7,0.143,11,13,0.846,0,1,1,5,1,0,2,4,22,-14,1,Trae Young,ATL,trae young,28,23,27,6,1,31.700000000000003,0.5578093306288032,0.6388235294117647,0.0,0.0
22025,1627742,22500082,2025-10-22,TOR @ ATL,W,27,7,16,0.438,0,2,0.0,2,3,0.667,2,7,9,3,2,0,5,3,16,14,1,Brandon Ingram,TOR,brandon ingram,28,25,19,12,2,32.3,0.4618937644341801,0.8266666666666667,0.0,0.0
22025,1631127,22500004,2025-10-22,SAS @ DAL,W,4,1,1,1.0,1,1,1.0,0,0,0.0,1,0,1,0,0,0,0,0,3,4,1,Harrison Ingram,SAS,harrison ingram,4,4,3,1,0,4.2,1.5,0.25,0.0,0.0
22025,1641842,22500084,2025-10-22,DET @ CHI,L,27,6,10,0.6,1,4,0.25,6,6,1.0,0,4,4,3,2,1,2,5,19,2,1,Ronald Holland II,DET,ronald holland ii,26,23,22,7,3,35.3,0.7515822784810127,0.5422222222222223,22.1,20.67
22025,1628371,22500081,2025-10-22,ORL vs. MIA,W,7,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,-6,1,Jonathan Isaac,ORL,jonathan isaac,1,1,0,1,1,4.2,0.0,0.14285714285714285,0.0,0.0
22025,201950,22500089,2025-10-22,POR vs. MIN,L,33,5,15,0.333,1,7,0.143,3,4,0.75,0,6,6,7,3,0,4,3,14,-2,1,Jrue Holiday,POR,jrue holiday,27,20,21,13,3,36.7,0.4176610978520286,0.6290909090909091,0.0,13.0
22025,1642358,22500086,2025-10-22,WAS @ MIL,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,2,1,AJ Johnson,WAS,aj johnson,2,1,1,2,0,2.7,0.0,0.0,0.0,0.0
22025,1642273,22500086,2025-10-22,WAS @ MIL,L,32,7,15,0.467,3,6,0.5,4,8,0.5,1,8,9,4,1,2,2,4,21,0,1,Kyshawn George,WAS,kyshawn george,34,30,25,13,3,44.8,0.5669546436285098,0.64125,0.0,0.0
22025,1641748,22500086,2025-10-22,MIL vs. WAS,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1,Andre Jackson Jr.,MIL,andre jackson jr.,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
22025,1641722,22500085,2025-10-22,NOP @ MEM,L,17,2,2,1.0,2,2,1.0,2,2,1.0,0,4,4,1,0,0,1,1,8,-7,1,Jordan Hawkins,NOP,jordan hawkins,13,12,9,5,0,13.3,1.3888888888888888,0.22823529411764706,16.1,18.5
22025,1630573,22500083,2025-10-22,BOS vs. PHI,L,22,2,6,0.333,2,6,0.333,2,2,1.0,0,2,2,1,0,0,3,3,8,8,1,Sam Hauser,BOS,sam hauser,11,10,9,3,0,8.9,0.5813953488372093,0.44909090909090904,0.0,0.0
22025,1628991,22500085,2025-10-22,MEM vs. NOP,W,27,7,14,0.5,0,4,0.0,4,4,1.0,2,6,8,1,0,6,5,6,18,5,1,Jaren Jackson Jr.,MEM,jaren jackson jr.,27,26,19,9,6,42.1,0.5710659898477157,0.7688888888888888,19.6,16.5
22025,1631170,22500081,2025-10-22,MIA @ ORL,L,30,6,7,0.857,0,1,0.0,1,2,0.5,1,5,6,1,2,0,2,3,13,-1,1,Jaime Jaquez Jr.,MIA,jaime jaquez jr.,20,19,14,7,2,25.7,0.8248730964467005,0.3293333333333333,0.0,0.0
22025,1641998,22500003,2025-10-22,NYK vs. CLE,W,8,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,3,1,Trey Jemison III,NYK,trey jemison iii,2,2,0,2,0,2.4,0.0,0.0,0.0,0.0
22025,202699,22500084,2025-10-22,DET @ CHI,L,34,4,12,0.333,1,3,0.333,1,1,1.0,2,7,9,4,1,0,0,2,10,-8,1,Tobias Harris,DET,tobias harris,23,19,14,13,1,29.799999999999997,0.4019292604501608,0.36588235294117644,22.1,20.67
22025,203914,22500086,2025-10-22,MIL vs. WAS,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1,Gary Harris,MIL,gary harris,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
22025,1630702,22500004,2025-10-22,DAL vs. SAS,L,7,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,1,3,-5,1,Jaden Hardy,DAL,jaden hardy,4,4,3,1,0,4.2,0.5,0.42857142857142855,0.0,0.0
22025,1641707,22500087,2025-10-22,UTA vs. LAC,W,19,4,6,0.667,2,3,0.667,3,4,0.75,2,4,6,0,1,1,2,1,13,4,1,Taylor Hendricks,UTA,taylor hendricks,19,19,13,6,2,24.2,0.8376288659793815,0.5136842105263157,34.0,31.5
22025,203967,22500088,2025-10-22,SAC @ PHX,L,7,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,0,-5,1,Dario Šarić,SAC,dario saric,3,3,0,3,0,3.5999999999999996,0.0,0.2857142857142857,37.5,38.0
22025,1630162,22500089,2025-10-22,MIN @ POR,W,39,14,28,0.5,5,10,0.5,8,8,1.0,1,6,7,1,0,1,4,4,41,9,1,Anthony Edwards,MIN,anthony edwards,49,48,42,8,1,49.9,0.6503807106598984,0.9107692307692307,0.0,0.0
22025,1630568,22500083,2025-10-22,BOS vs. PHI,L,6,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,1,2,1,0,-3,1,Luka Garza,BOS,luka garza,1,1,0,1,1,2.2,0.0,0.6666666666666666,0.0,0.0
22025,1642353,22500087,2025-10-22,LAC @ UTA,L,8,1,4,0.25,1,2,0.5,2,2,1.0,1,1,2,1,0,0,0,0,5,11,1,Cam Christie,LAC,cam christie,8,7,6,3,0,8.9,0.5122950819672131,0.61,17.9,18.5
22025,1630551,22500086,2025-10-22,WAS @ MIL,L,6,0,3,0.0,0,1,0.0,0,0,0.0,3,0,3,1,0,0,0,1,0,2,1,Justin Champagnie,WAS,justin champagnie,4,3,1,4,0,5.1,0.0,0.5,0.0,0.0
22025,1630577,22500004,2025-10-22,SAS @ DAL,W,25,1,3,0.333,1,2,0.5,2,3,0.667,1,3,4,2,1,0,0,1,5,15,1,Julian Champagnie,SAS,julian champagnie,11,9,7,6,1,15.8,0.5787037037037037,0.1728,0.0,0.0
22025,1642264,22500004,2025-10-22,SAS @ DAL,W,29,8,12,0.667,1,3,0.333,5,10,0.5,2,5,7,6,2,0,5,2,22,24,1,Stephon Castle,SAS,stephon castle,35,29,28,13,2,40.4,0.6707317073170732,0.7379310344827585,0.0,0.0
22025,1628976,22500081,2025-10-22,ORL vs. MIA,W,30,2,5,0.4,0,1,0.0,5,5,1.0,5,3,8,1,1,1,2,4,9,-7,1,Wendell Carter Jr.,ORL,wendell carter jr.,18,17,10,9,2,24.1,0.625,0.30666666666666664,0.0,0.0
22025,1642267,22500086,2025-10-22,WAS @ MIL,L,29,4,9,0.444,3,4,0.75,0,0,0.0,0,5,5,2,1,0,1,3,11,-14,1,Bub Carrington,WAS,bub carrington,18,16,13,7,1,22.0,0.6111111111111112,0.3448275862068966,0.0,0.0
22025,1641739,22500089,2025-10-22,POR vs. MIN,L,35,3,9,0.333,2,5,0.4,2,2,1.0,4,5,9,5,0,0,0,1,10,-1,1,Toumani Camara,POR,toumani camara,24,19,15,14,0,28.299999999999997,0.5060728744939271,0.2822857142857143,0.0,13.0
22025,203484,22500085,2025-10-22,MEM vs. NOP,W,31,2,8,0.25,2,7,0.286,9,9,1.0,0,4,4,3,0,0,3,3,15,-2,1,Kentavious Caldwell-Pope,MEM,kentavious caldwell-pope,22,19,18,7,0,21.3,0.6270903010033444,0.48258064516129034,19.6,16.5
22025,1641824,22500084,2025-10-22,CHI vs. DET,W,34,7,12,0.583,0,3,0.0,7,7,1.0,2,4,6,1,0,3,3,3,21,-10,1,Matas Buzelis,CHI,matas buzelis,28,27,22,7,3,35.7,0.6962864721485411,0.5317647058823529,0.0,0.0
22025,1628973,22500003,2025-10-22,NYK vs. CLE,W,34,5,18,0.278,1,9,0.111,12,13,0.923,0,4,4,5,0,0,2,3,23,6,1,Jalen Brunson,NYK,jalen brunson,32,27,28,9,0,33.3,0.48482293423271505,0.7564705882352941,0.0,0.0
22025,1641738,22500087,2025-10-22,LAC @ UTA,L,4,0,0,0.0,0,0,0.0,2,2,1.0,1,0,1,2,0,0,0,0,2,6,1,Kobe Brown,LAC,kobe brown,5,3,4,3,0,6.2,1.1363636363636365,0.22,17.9,18.5
22025,1627759,22500083,2025-10-22,BOS vs. PHI,L,36,9,18,0.5,2,4,0.5,5,6,0.833,0,6,6,4,0,0,2,4,25,0,1,Jaylen Brown,BOS,jaylen brown,35,31,29,10,0,36.2,0.6056201550387597,0.6288888888888889,0.0,0.0
22025,1628415,22500088,2025-10-22,PHX vs. SAC,W,34,9,24,0.375,1,8,0.125,3,3,1.0,1,3,4,3,2,1,2,5,22,2,1,Dillon Brooks,PHX,dillon brooks,29,26,25,7,3,38.3,0.4344391785150079,0.8035294117647059,18.1,17.0
22025,1628970,22500080,2025-10-22,CHA vs. BKN,W,31,6,11,0.545,3,6,0.5,3,4,0.75,2,9,11,4,1,0,1,1,18,7,1,Miles Bridges,CHA,miles bridges,33,29,22,15,1,39.2,0.7053291536050157,0.44387096774193546,0.0,0.0
22025,1628969,22500003,2025-10-22,NYK vs. CLE,W,33,6,11,0.545,1,3,0.333,3,3,1.0,1,4,5,6,3,2,0,3,16,1,1,Mikal Bridges,NYK,mikal bridges,27,21,22,11,5,46.0,0.6493506493506493,0.37333333333333335,0.0,0.0
22025,1628449,22500083,2025-10-22,BOS vs. PHI,L,16,2,4,0.5,0,2,0.0,2,2,1.0,0,4,4,1,1,0,0,0,6,-4,1,Chris Boucher,BOS,chris boucher,11,10,7,5,1,15.3,0.6147540983606558,0.305,0.0,0.0
22025,1626164,22500088,2025-10-22,PHX vs. SAC,W,36,10,19,0.526,1,3,0.333,10,15,0.667,2,3,5,3,1,0,6,5,31,1,1,Devin Booker,PHX,devin booker,39,36,34,8,1,38.5,0.60546875,0.8777777777777778,18.1,17.0
22025,1641737,22500083,2025-10-22,PHI @ BOS,W,15,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,2,3,0,4,1,Adem Bona,PHI,adem bona,4,3,1,4,0,3.0999999999999996,0.0,0.13333333333333333,33.1,27.0
22025,1641710,22500081,2025-10-22,ORL vs. MIA,W,23,3,9,0.333,1,2,0.5,0,0,0.0,0,3,3,3,0,1,0,2,7,13,1,Anthony Black,ORL,anthony black,13,10,10,6,1,18.1,0.3888888888888889,0.391304347826087,0.0,0.0
