Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,New York,21.3%,24.1%,23.3%,22.9%,18.3%,25.4%
2,Charlotte,21.9%,25.6%,27.8%,24.6%,19.3%,25.5%
3,Okla City,22.9%,26.9%,25.0%,24.8%,21.6%,25.6%
4,San Antonio,22.9%,23.5%,15.4%,22.5%,23.8%,27.0%
5,Memphis,23.9%,14.6%,9.5%,23.8%,23.9%,25.2%
6,Orlando,24.2%,25.7%,20.4%,21.3%,28.1%,22.9%
7,Denver,24.2%,25.9%,34.7%,24.1%,24.5%,25.2%
8,Golden State,24.9%,27.5%,25.0%,25.4%,24.6%,25.1%
9,Chicago,25.3%,30.0%,45.6%,21.5%,27.8%,23.4%
10,Philadelphia,25.3%,15.6%,6.8%,26.2%,24.4%,28.2%
11,Utah,25.4%,24.1%,30.6%,27.2%,23.5%,25.9%
12,Houston,25.5%,25.0%,22.2%,27.8%,23.5%,23.8%
13,Sacramento,25.7%,23.8%,28.2%,25.3%,26.1%,23.2%
14,LA Lakers,25.8%,24.1%,21.1%,27.2%,24.9%,25.8%
15,Indiana,26.4%,33.1%,40.0%,24.4%,28.4%,25.7%
16,Dallas,26.7%,32.7%,28.6%,26.6%,26.7%,27.1%
17,Milwaukee,27.2%,21.8%,22.0%,27.6%,26.6%,23.3%
18,Cleveland,27.3%,23.9%,35.6%,26.0%,28.8%,24.8%
19,LA Clippers,27.6%,28.3%,26.7%,26.9%,28.2%,22.9%
20,Minnesota,27.6%,22.9%,27.9%,26.6%,28.8%,25.2%
20,Detroit,27.6%,31.9%,25.6%,27.9%,27.2%,24.0%
22,Toronto,27.9%,27.8%,41.0%,29.1%,27.2%,26.1%
23,Boston,28.3%,25.5%,23.5%,28.5%,28.1%,24.4%
24,Phoenix,28.4%,30.3%,34.9%,27.1%,30.0%,25.9%
25,Atlanta,28.6%,28.7%,23.3%,29.8%,28.0%,24.1%
26,Brooklyn,29.0%,18.0%,27.0%,30.0%,28.0%,25.0%
27,Portland,29.3%,28.1%,15.6%,26.7%,31.5%,27.5%
28,New Orleans,29.7%,32.2%,25.0%,34.1%,24.5%,27.3%
29,Miami,30.2%,33.3%,34.5%,32.5%,27.2%,24.2%
30,Washington,30.6%,34.8%,38.0%,31.0%,30.4%,28.1%
