TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD1,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612745,Houston Rockets,18,11,7,0.611,841.0,703.0,1546.0,0.455,248.0,691.0,0.359,316.0,434.0,0.728,201.0,475.0,676.0,429.0,273.0,156.0,105.0,104.0,422.0,386.0,1970.0,-111.0,43,24,6,13,43,2,1,22,13,6,33,1,2,2,2,1,1,1,40,4,22,27,7,43,1,14
1611661325,Indiana Fever,44,24,20,0.545,1765.0,1299.0,2892.0,0.449,314.0,955.0,0.329,674.0,857.0,0.786,347.0,1093.0,1440.0,852.0,669.0,294.0,173.0,121.0,838.0,820.0,3586.0,-148.0,1,6,36,21,3,37,32,17,32,33,9,41,41,28,33,34,34,34,3,33,37,16,42,3,38,6
1610612754,Indiana Pacers,20,5,15,0.25,930.0,843.0,1729.0,0.488,230.0,696.0,0.33,455.0,595.0,0.765,223.0,672.0,895.0,513.0,297.0,159.0,86.0,104.0,478.0,474.0,2371.0,209.0,29,40,28,37,29,22,14,41,4,10,12,26,29,11,6,21,19,16,36,6,2,27,17,27,21,38
1610612746,LA Clippers,20,7,13,0.35,929.998333,775.0,1697.0,0.457,279.0,740.0,0.377,355.0,453.0,0.784,228.0,615.0,843.0,504.0,304.0,213.0,90.0,104.0,412.0,409.0,2184.0,93.0,29,38,23,34,30,10,9,25,22,19,41,5,3,24,9,10,9,14,34,26,4,27,4,40,10,32
1611661319,Las Vegas Aces,44,30,14,0.682,1760.0,1317.0,3021.0,0.436,318.0,1007.0,0.316,600.0,736.0,0.815,382.0,1159.0,1541.0,897.0,598.0,291.0,113.0,216.0,758.0,730.0,3552.0,-128.0,1,2,25,8,10,39,41,9,34,34,3,35,34,41,38,39,39,39,8,32,24,2,37,10,37,10
1610612747,Los Angeles Lakers,23,14,9,0.609,1040.0,874.0,1890.0,0.462,282.0,815.0,0.346,386.0,492.0,0.785,263.0,630.0,893.0,541.0,372.0,226.0,91.0,101.0,530.0,483.0,2416.0,-27.0,17,14,11,14,20,24,23,30,23,24,23,11,9,25,28,14,18,23,18,29,6,33,27,25,24,22
1611661320,Los Angeles Sparks,44,21,23,0.477,1775.0,1422.0,3136.0,0.453,445.0,1215.0,0.366,593.0,723.0,0.82,399.0,1104.0,1503.0,994.0,594.0,374.0,207.0,136.0,805.0,742.0,3882.0,113.0,1,9,39,26,1,43,43,21,43,42,37,34,33,43,42,37,37,42,9,42,41,12,41,9,43,33
1610612763,Memphis Grizzlies,24,8,16,0.333,1088.0,948.0,1999.0,0.474,303.0,858.0,0.353,416.0,549.0,0.758,249.0,764.0,1013.0,564.0,399.0,198.0,122.0,105.0,521.0,544.0,2615.0,67.0,15,36,30,35,16,30,28,39,31,27,30,17,21,5,19,29,28,26,16,23,28,25,25,14,29,30
1610612748,Miami Heat,23,13,10,0.565,1045.0,898.0,2089.0,0.43,289.0,939.0,0.308,456.0,571.0,0.799,332.0,743.0,1075.0,566.0,363.0,216.0,118.0,106.0,520.0,506.0,2541.0,-22.0,17,17,15,18,19,26,30,7,25,32,1,27,24,38,32,27,30,27,19,28,26,24,24,19,28,23
1610612749,Milwaukee Bucks,21,9,12,0.429,978.0,832.0,1779.0,0.468,253.0,732.0,0.346,470.0,602.0,0.781,248.0,708.0,956.0,526.0,320.0,187.0,95.0,104.0,433.0,487.0,2387.0,57.0,23,32,20,29,24,19,18,35,14,16,22,29,30,21,18,24,24,19,32,16,9,27,9,22,23,29
